,trigram,chi-sq
172,"('I', 'hate', 'day')",34195.254637890044
173,"('do', 'not', 'worry')",33975.58637294825
174,"('can', 'not', 'help')",33913.49033482423
175,"('be', 'too', 'late')",33841.55970988391
176,"('rest', 'of', 'us')",33443.11352929368
177,"('I', 'do', 'not')",33336.00639374736
178,"('I', '', 'can')",32358.09713724145
179,"('the', 'merrier', 'so')",31291.355731764455
180,"('and', 'far', 'away')",30960.215619631537
181,"('the', 'top', 'box')",30882.39549371915
182,"('do', 'not', 'matter')",30604.205302953043
183,"('you', '', 'do')",29679.702954929664
184,"('still', '', 'do')",29564.691176823064
185,"('do', 'not', 'expect')",29475.388480705267
186,"('they', 'go', 'Jack')",29195.87096350806
187,"('you', 'sin', 'all')",29171.064999279646
188,"('sin', 'all', 'you')",29115.641898599366
189,"('do', 'not', 'believe')",28498.778482386184
190,"('“I', '', 'do')",27705.490241017327
191,"('mister', 'Raven', 'I')",27678.529231497367
192,"('do', 'not', 'even')",27591.330393923854
193,"('against', 'the', 'wall')",27551.708009820795
194,"('do', 'not', 'mean')",27337.61544688725
195,"('we', '', 'do')",27260.132699995407
196,"('he', 'do', 'not')",27203.457589151356
197,"('they', '', 'do')",27071.559321753834
198,"('do', 'not', 'mind')",27067.71235668217
199,"('do', 'not', 'like')",27056.45429819447
200,"('do', 'not', 'come')",26996.244945001912
201,"('do', 'not', 'see')",26907.78525667806
202,"('do', 'not', 'call')",26883.936932801018
203,"('we', 'be', 'gonnon')",26833.4537364019
204,"('do', 'not', 'need')",26810.28680948922
205,"('do', 'not', 'look')",26669.85350374174
206,"('she', 'do', 'not')",26562.960594174463
207,"('just', '', 'do')",26559.049473412055
208,"('do', 'not', 'ask')",26518.875286879585
209,"('do', 'not', 'go')",26424.338477034176
210,"('do', 'not', 'let')",26322.235297559393
211,"('but', '', 'do')",26262.307283772476
212,"('do', 'not', 'make')",26136.29178647458
213,"('do', 'not', 'have')",25580.675234937764
214,"('do', 'not', 'be')",25453.140519885284
215,"('do', 'not', 'get')",25430.366094741286
216,"('she', '', 'do')",25311.4684639085
217,"('do', 'not', 'I')",25270.35787254649
218,"('we', 'do', 'not')",25259.05956669845
219,"('do', 'not', 'say')",25245.55922547482
220,"('you', 'do', 'not')",25221.255816804172
221,"('and', 'do', 'not')",25191.55578452699
222,"('they', 'do', 'not')",25107.739921840275
223,"('do', 'not', 'it')",25092.056382805997
224,"('it', 'do', 'not')",25084.942287118967
225,"('do', 'not', 'you')",25082.996895855453
226,"('do', 'not', 'he')",25055.6648186232
227,"('but', 'do', 'not')",25040.68331911184
228,"('he', '', 'do')",25001.238830127368
229,"('and', '', 'do')",24940.904070147822
230,"('it', '', 'do')",24850.10993653152
231,"('mister', 'Holmes', 'say')",24740.521493871453
232,"('the', 'Quidditch', 'world')",24695.454553568772
233,"('be', 'able', 'to')",24148.237444855346
234,"('as', 'fast', 'as')",24047.222189475116
235,"('take', 'only', 'what')",23675.266240619032
236,"('turn', 'his', 'head')",23401.02742313749
237,"('for', 'a', 'moment')",23345.40731699249
238,"('be', 'no', 'longer')",22816.27554466371
239,"('take', 'care', 'of')",22607.315445874723
240,"('go', 'to', 'bed')",22383.935915281978
241,"('more', 'than', 'this')",22014.415888620486
242,"('the', 'rest', 'of')",21326.467058368475
243,"('May', 'I', 'go')",21113.260376665585
244,"('she', ""'s"", 'get')",20578.228376101288
245,"('the', 'whole', 'world')",20471.860951945335
246,"('begin', 'to', 'grow')",20462.280767939093
247,"('can', 'see', 'nothing')",20270.964478688533
248,"('into', 'the', 'air')",19815.883164951778
249,"('have', 'no', 'idea')",19418.41198371999
250,"('fight', 'for', 'her')",19328.80583239309
251,"('some', 'sort', 'of')",19003.675165334174
252,"('in', 'the', 'middle')",18876.512065401384
253,"('a', 'long', 'time')",18825.28716394496
254,"('bridge', 'be', 'up')",18646.234886924216
255,"('never', 'see', 'any')",18620.391929491267
256,"('try', 'to', 'keep')",18553.059124838433
257,"('the', 'front', 'door')",18332.13551069465
258,"('a', 'pair', 'of')",18140.986109495592
259,"('in', 'spite', 'of')",17814.34437251681
260,"('on', 'the', 'floor')",17770.366281363044
261,"('let', 'i', 'go')",17660.912075879613
262,"('out', 'of', 'bed')",17618.279648970725
263,"('enter', 'the', 'room')",17230.42088755293
264,"('whether', 'or', 'not')",17178.13066792291
265,"('can', 'not', 'tell')",17142.050168158516
266,"('out', 'of', 'sight')",16961.269616511694
267,"('go', 'back', 'to')",16724.685882436996
268,"('as', 'though', 'he')",16607.86842467509
269,"('how', 'do', 'you')",16517.287049107952
270,"('the', 'dead', 'man')",16505.80286256829
271,"('be', 'quite', 'sure')",16482.431436673356
272,"('be', 'interrupt', 'by')",16427.935776432336
273,"('friend', 'like', 'i')",16010.157132611082
274,"('go', 'to', 'seek')",15850.597874168243
275,"('she', 'fight', 'for')",15346.722500209022
276,"('the', 'first', 'time')",15336.900510031406
277,"('on', 'the', 'contrary')",15288.281905158983
278,"('look', 'forward', 'to')",15197.238074009994
279,"('can', 'not', 'understand')",14962.679031521753
280,"('say', 'the', 'inspector')",14901.607159858204
281,"('through', 'the', 'window')",14854.98225940464
282,"('a', 'couple', 'of')",14460.02772860365
283,"('you', 'go', 'Jack')",14389.282494768157
284,"('there', 'be', 'a')",14279.993247682758
285,"('the', 'top', 'of')",14229.49012121588
286,"('when', 'I', 'weak')",14084.608317187814
287,"('out', 'of', 'the')",14061.738389530252
288,"('so', 'long', 'as')",13913.274440309075
289,"('the', 'same', 'time')",13814.790400721162
290,"('you', 'mister', 'Holmes')",13654.421226918941
291,"('there', 'be', 'plenty')",13263.016920056687
292,"('into', 'the', 'room')",13243.843921046637
293,"('I', 'weak', 'up')",13107.742651429076
294,"('and', 'sat', 'down')",13064.626115977124
295,"('no', 'doubt', 'that')",13016.421722637286
296,"('no', 'sign', 'of')",12819.307967271156
297,"('the', 'Earth', ""'s"")",12756.407669240523
298,"('the', 'second', 'voice')",12702.732229064604
299,"('not', 'want', 'to')",12636.023072012124
300,"('the', 'middle', 'of')",12561.552573150859
301,"('in', 'the', 'ghetto')",12248.49226269268
302,"('one', 'or', 'two')",12204.827691471335
303,"('tell', 'i', 'what')",12038.007070504784
304,"('in', 'my', 'mind')",11844.108424870534
305,"('you', '', 'can')",11769.794385647052
306,"('talk', 'about', 'it')",11531.500528324346
307,"('we', '', 'can')",11447.42886896026
308,"('assure', 'you', 'that')",11257.157859897792
309,"('nothing', 'at', 'all')",11120.478535412734
310,"('open', 'the', 'window')",10985.50173696533
311,"('“that', 'be', 'so')",10915.954734576559
312,"('I', 'can', 'not')",10895.708456588249
313,"('in', 'this', 'part')",10739.843631751923
314,"('what', 'look', 'like')",10701.602078690788
315,"('I', 'have', 'never')",10588.970149214212
316,"('the', 'centre', 'of')",10573.043412297493
317,"('the', 'whole', 'thing')",10567.427228475473
318,"('tell', 'i', 'that')",10548.938319563467
319,"('not', 'know', 'what')",10424.075956969886
320,"('the', 'bottom', 'of')",10370.644117976686
321,"('the', 'edge', 'of')",10352.559416990545
322,"('have', 'never', 'see')",10287.449798413247
323,"('without', 'a', 'word')",10247.957634821423
324,"('to', 'seek', 'my')",9982.681439879754
325,"('keep', 'up', 'with')",9937.788371675395
326,"('make', 'sure', 'that')",9926.946293449859
327,"('Harry', 'Ron', 'and')",9897.567412619153
328,"('the', 'fact', 'that')",9871.46236631312
329,"('more', 'than', 'a')",9833.471877079799
330,"('lead', 'the', 'way')",9700.659181567986
331,"('as', 'much', 'as')",9577.75270163719
332,"('side', 'of', 'the')",9529.42136997218
333,"('at', 'the', 'top')",9502.497026402587
334,"('try', 'to', 'get')",9402.850860246508
335,"('can', 'not', 'see')",9391.778173224982
336,"('Jack', 'the', 'more')",9384.456664080737
337,"('up', 'and', 'down')",9335.949183626746
338,"('in', 'the', 'world')",9228.423876266186
339,"('in', 'the', 'morning')",9220.114210594931
340,"('at', 'the', 'same')",9177.604421696486
341,"('as', 'long', 'as')",9161.332962258633
342,"('they', '', 'can')",9158.024532235519
343,"('hold', 'out', 'his')",9137.002155742783
344,"('to', 'his', 'wife')",9091.371939755505
345,"('at', 'the', 'end')",9015.107940189842
346,"('on', 'the', 'table')",8981.482213624622
347,"('the', 'same', 'moment')",8884.662644524766
348,"('there', 'be', 'several')",8780.003043975543
349,"('so', 'hard', 'to')",8738.338959122437
350,"('it', '', 'can')",8644.139247269113
351,"('it', 'be', 'impossible')",8627.665298588325
352,"('a', 'lot', 'of')",8603.401785658967
353,"('he', '', 'can')",8599.902047304126
354,"('there', 'be', 'nothing')",8558.822876025746
355,"('the', 'end', 'of')",8499.882845197433
356,"('go', 'to', 'sleep')",8472.185266672599
357,"('on', 'the', 'other')",8460.404490444264
358,"('be', 'more', 'than')",8399.508961014593
359,"('seem', 'to', 'be')",8266.688830832993
360,"('can', 'not', 'take')",8083.223658784458
361,"('the', 'Riddle', ""'"")",8054.358161095977
362,"('be', 'glad', 'when')",8018.648003885919
363,"('the', 'Department', 'of')",7987.80604523026
364,"('again', 'and', 'again')",7981.240414863099
365,"('at', 'the', 'port')",7965.798764904052
366,"('across', 'the', 'room')",7960.24762722856
367,"('I', 'want', 'to')",7953.178175340182
368,"('to', 'his', 'feet')",7902.418705639967
369,"('try', 'to', 'think')",7860.027152364656
370,"('there', 'be', 'someth')",7838.7012352650845
371,"('a', 'long', 'way')",7825.428437299892
372,"('at', 'length', 'I')",7812.119433673356
373,"('you', 'tell', 'i')",7747.313698446434
374,"('it', 'be', 'a')",7730.934425525355
375,"('no', 'one', 'can')",7715.414266083107
376,"('say', 'the', 'raven')",7707.920741726935
377,"('the', 'next', 'day')",7672.092914322861
378,"('thank', 'you', 'for')",7575.049952851933
379,"('not', 'know', 'how')",7573.603450322184
380,"('I', '’m', 'not')",7548.15083294139
381,"('can', 'not', 'think')",7536.4316517564885
382,"('agree', 'with', 'you')",7496.9318104211325
383,"('can', 'not', 'be')",7351.601787859623
384,"('the', 'sound', 'of')",7308.824301117929
385,"('in', 'the', 'air')",7295.479624025131
386,"('into', 'the', 'kitchen')",7221.8371464938655
387,"('at', 'once', 'and')",7167.907152437213
388,"('as', 'he', 'speak')",7119.688346352493
389,"('end', 'of', 'the')",7111.362641105655
390,"('on', 'the', 'ground')",7109.477331676839
391,"('what', 'you', 'need')",7103.004334716918
392,"('the', 'little', 'girl')",7021.1094495997495
393,"('“I', 'want', 'you')",7001.094840441352
394,"('not', 'know', 'where')",7000.3536088092205
395,"('I', 'dare', 'say')",6988.460325758664
396,"('I', 'have', 'se')",6959.529906413353
397,"('a', 'glimpse', 'of')",6955.106951357518
398,"('down', 'the', 'stair')",6937.177108236344
399,"('in', 'contrast', 'to')",6906.814151621709
400,"('member', 'of', 'the')",6878.266926353179
401,"('in', 'the', 'house')",6864.29975101629
402,"('he', 'can', 'not')",6803.283695284593
403,"('you', 'will', 'find')",6797.577349501784
404,"('need', 'from', 'it')",6784.825885069384
405,"('she', 'can', 'not')",6762.95451323243
406,"('want', 'to', 'go')",6762.000073282044
407,"('be', 'talk', 'about')",6725.7473563931
408,"('one', 'of', 'the')",6718.117042629108
409,"('in', 'order', 'to')",6703.1176965333225
410,"('in', 'the', 'corner')",6650.568855309679
411,"('a', 'bit', 'of')",6645.426919836722
412,"('look', 'like', 'a')",6643.040270021293
413,"('of', 'the', 'universe')",6600.004322794981
414,"('what', 'have', 'happen')",6596.045752420047
415,"('do', 'you', 'think')",6572.671021983537
416,"('but', 'I', '')",6568.9108462619915
417,"('at', 'once', 'to')",6561.479540173556
418,"('Harry', 'and', 'Hermione')",6555.17196181259
419,"('far', 'as', 'I')",6518.033373160837
420,"('the', 'slope', 'of')",6512.494295164434
421,"('do', 'you', 'know')",6504.9983722658935
422,"('can', 'not', 'have')",6501.346829298136
423,"('be', 'go', 'to')",6477.083456975085
424,"('that', 'there', 'be')",6451.133115830197
425,"('you', 'need', 'from')",6445.284864985213
426,"('Raven', 'I', 'say')",6382.788491535072
427,"('the', 'sort', 'of')",6364.391058635628
428,"('the', 'side', 'of')",6335.066888955652
429,"('and', 'can', 'not')",6302.611282167939
430,"('a', 'man', 'who')",6289.427525902915
431,"('she', 'begin', 'to')",6274.424486664743
432,"('in', 'the', 'library')",6273.943294527474
433,"('in', 'her', 'arm')",6178.9347844141375
434,"('I', 'can', 'hardly')",6124.0676688055355
435,"('for', 'a', 'while')",6117.752114943315
436,"('if', 'there', 'be')",6083.346121084727
437,"('middle', 'of', 'the')",6041.048110624112
438,"('to', 'realize', 'that')",5997.585524956999
439,"('the', 'bank', 'of')",5967.319390503105
440,"('the', 'Ministry', 'of')",5954.190793548938
441,"('go', 'up', 'there')",5947.636684229454
442,"('tell', 'leave', 'you')",5944.1941697587
443,"('say', 'the', 'sergeant')",5943.689775094763
444,"('I', 'have', 'ever')",5942.192120052968
445,"('what', 'do', 'you')",5926.035720238317
446,"('the', 'sight', 'of')",5922.00217632739
447,"('Harry', 'can', 'see')",5880.835273576156
448,"('whatever', 'it', 'be')",5867.40344096365
449,"('edge', 'of', 'the')",5853.681808448348
450,"('at', 'the', 'farm')",5841.527726703607
451,"('bottom', 'of', 'the')",5823.879697822596
452,"('the', 'view', 'from')",5795.584842971844
453,"('say', 'at', 'last')",5783.343231090086
454,"('I', 'can', 'see')",5760.229514081195
455,"('it', 'be', 'clear')",5749.11046803198
456,"('out', 'of', 'his')",5748.240980544234
457,"('there', 'be', 'another')",5708.798021298383
458,"('there', 'be', 'some')",5680.212275660215
459,"('the', 'thought', 'of')",5672.149696088549
460,"('the', 'subject', 'of')",5663.58632645412
461,"('the', 'idea', 'of')",5652.424302555575
462,"('it', 'be', 'not')",5636.636495749068
463,"('on', 'the', 'top')",5625.612714800424
464,"('in', 'this', 'world')",5616.432271250614
465,"('into', 'the', 'house')",5609.427725471435
466,"('come', 'out', 'of')",5598.583483229836
467,"('man', 'who', 'have')",5591.899353967088
468,"('the', 'name', 'of')",5567.474715224921
469,"('get', 'out', 'of')",5564.574583698944
470,"('the', 'corner', 'of')",5547.70997926189
471,"('with', 'a', 'smile')",5544.138096864606
472,"('be', 'try', 'to')",5529.85576474422
473,"('that', 'it', 'be')",5527.796951130094
474,"('top', 'of', 'the')",5481.005038521346
475,"('and', 'she', 'fight')",5474.053554531954
476,"('be', 'too', 'much')",5453.245283184942
477,"('at', 'the', 'Manor')",5450.713226579447
478,"('the', 'valley', 'of')",5449.605429547772
479,"('like', 'a', 'great')",5429.895245423512
480,"('out', 'of', 'my')",5398.441503547924
481,"('it', 'be', 'true')",5393.330554284673
482,"('the', 'part', 'of')",5374.9749143779545
483,"('there', 'be', 'not')",5350.054796394458
484,"('star', 'at', 'the')",5337.731934478704
485,"('the', 'foot', 'of')",5335.437000453852
486,"('into', 'the', 'wood')",5333.58400896935
487,"('the', 'shadow', 'of')",5313.528702744739
488,"('it', 'seem', 'to')",5303.830005951
489,"('want', 'to', 'see')",5274.003777886655
490,"('the', 'door', 'of')",5267.319555208201
491,"('want', 'to', 'know')",5235.895221940318
492,"('look', 'out', 'of')",5229.359966755036
493,"('get', 'the', 'look')",5229.086833524367
494,"('for', 'a', 'instant')",5213.455989771218
495,"('if', 'you', 'want')",5205.821638395057
496,"('in', 'the', 'act')",5204.227341037338
497,"('into', 'the', 'fire')",5165.628131980604
498,"('the', 'son', 'of')",5155.643712756458
499,"('let', 'you', 'go')",5119.24219678301
500,"('but', 'there', 'be')",5113.651113550968
501,"('and', 'there', 'be')",5111.518249652265
502,"('do', 'you', 'suppose')",5096.062174823851
503,"('if', 'it', 'be')",5080.714458074626
504,"('the', 'wall', 'of')",5050.771189023068
505,"('careful', 'not', 'to')",5030.84420519325
506,"('rest', 'of', 'the')",5023.946261586382
507,"('in', 'the', 'garden')",5022.456647021751
508,"('in', 'the', 'same')",5003.147951775059
509,"('I', 'be', 'not')",4989.5823546996235
510,"('in', 'the', 'kitchen')",4987.532122525749
511,"('about', 'the', 'baby')",4965.469836031362
512,"('of', 'the', 'house')",4950.80023976604
513,"('but', 'it', 'be')",4926.913588283674
514,"('why', 'do', 'you')",4904.744539799137
515,"('the', 'form', 'of')",4901.7469921660395
516,"('the', 'back', 'of')",4865.798411335472
517,"('it', 'be', 'possible')",4864.0136387991915
518,"('go', 'out', 'of')",4852.165788354647
519,"('I', 'have', 'hear')",4844.861293613501
520,"('there', 'be', 'any')",4822.0038489754015
521,"('I', 'shall', 'never')",4817.526111484687
522,"('mark', 'on', 'the')",4813.726106707312
523,"('the', 'light', 'of')",4807.60202357421
524,"('there', 'be', 'more')",4764.9357531705
525,"('of', 'the', 'window')",4757.058126640808
526,"('you', 'want', 'to')",4743.410487542244
527,"('sin', 'it', 'be')",4736.248552302702
528,"('because', 'it', 'be')",4731.773261664783
529,"('front', 'of', 'the')",4727.930518753504
530,"('of', 'course', 'I')",4721.103150215654
531,"('of', 'course', 'but')",4719.143894460284
532,"('when', 'we', 'get')",4706.36483731952
533,"('the', 'point', 'of')",4703.099868277638
534,"('on', 'top', 'of')",4676.163658602662
535,"('the', 'other', 'hand')",4664.2297374946975
536,"('the', 'head', 'of')",4651.818437347613
537,"('look', 'as', 'if')",4648.51971885624
538,"('and', 'her', 'husband')",4639.228177276585
539,"('the', 'time', 'of')",4635.773689927536
540,"('centre', 'of', 'the')",4612.762630628434
541,"('will', 'not', 'let')",4608.271625378317
542,"('look', 'up', 'at')",4599.914376446351
543,"('his', 'wife', 'and')",4596.322991605138
544,"('of', 'the', 'river')",4545.5925173852165
545,"('time', 'there', 'be')",4534.420276406544
546,"('at', 'the', 'hotel')",4530.612952811176
547,"('the', 'face', 'of')",4525.106265092441
548,"('in', 'the', 'hope')",4516.490264618378
549,"('now', 'and', 'then')",4512.10567095736
550,"('if', 'I', 'have')",4510.107842190735
551,"('but', 'I', 'have')",4508.938343303902
552,"('look', 'she', ""'s"")",4502.5171040642335
553,"('in', 'his', 'hand')",4487.220292950263
554,"('I', '', 'will')",4435.84433802883
555,"('seem', 'to', 'i')",4427.979621526622
556,"('not', 'seem', 'to')",4427.888420084862
557,"('in', 'the', 'street')",4384.481925673191
558,"('in', 'the', 'village')",4375.649418506454
559,"('of', 'his', 'own')",4322.492821215613
560,"('there', 'be', 'one')",4315.091226595804
561,"('it', 'be', 'no')",4309.423735126222
562,"('I', 'have', 'no')",4301.4393387078635
563,"('seem', 'to', 'see')",4296.01921557538
564,"('not', 'try', 'to')",4293.101123208629
565,"('a', 'little', 'way')",4292.175624553524
566,"('I', 'be', 'sorry')",4290.042744099469
567,"('of', 'the', 'Earth')",4263.237074713746
568,"('a', 'piece', 'of')",4260.924266008794
569,"('in', 'the', 'evening')",4259.073680711524
570,"('it', 'be', 'still')",4256.077315391289
571,"('look', 'at', 'her')",4231.822197934853
572,"('for', 'there', 'be')",4220.415533868647
573,"('it', 'there', 'be')",4212.145954209244
574,"('there', 'be', 'the')",4211.302921973459
575,"('I', 'be', 'sure')",4202.833578915812
576,"('it', 'be', 'too')",4185.07616966047
577,"('in', 'the', 'dark')",4180.933848335242
578,"('it', 'be', 'very')",4172.0939037736325
579,"('I', 'try', 'to')",4170.875217519852
580,"('in', 'the', 'study')",4135.696957739349
