,trigram,chi-sq
35,"('before', 'paradise', 'lost')",13797284.828563377
36,"('young', 'before', 'paradise')",12892581.739961538
37,"('i', 'Guitar', 'guitar')",12373052.012172531
38,"('Hiker', '’', 'Guide')",11085283.544094631
39,"('six', 'thousand', 'million')",7069798.183465075
40,"('keep', 'bleed', 'love')",6448577.462749041
41,"('keep', 'keep', 'bleed')",6409308.247757432
42,"('girl', 'Stupid', 'girl')",6064705.208164855
43,"('What', ""'s"", 'wrong')",5972052.439168623
44,"('glory', 'night', 'where')",5234529.93393504
45,"('O', 'Brien', ""'s"")",5074957.97413576
46,"('keep', 'bleed', 'keep')",5067287.506862933
47,"('bleed', 'keep', 'keep')",5061319.89607239
48,"('a', 'intergalactic', 'cruise')",5050812.644257648
49,"('read', 'my', 'poker')",4644811.447804455
50,"('and', 'innocence', 'gone')",4585720.058521767
51,"('stroot', 'us', 'house')",4487589.074301705
52,"('the', 'Hitch', 'Hiker')",3894271.9063468305
53,"('forever', 'young', 'before')",3763937.459275157
54,"('eyes', 'Blind', 'by')",3588034.364268317
55,"('set', 'my', 'soul')",3499739.129816122
56,"('lady', 'and', 'gentleman')",3308779.54149947
57,"('campaign', 'for', 'real')",3146190.497377821
58,"('Somebody', 'else', '’s')",3126517.4122562427
59,"('the', 'total', 'Perspective')",2609617.487360495
60,"('principles', 'of', 'Ingsoc')",2568360.3927522143
61,"('“Resistance', 'be', 'useless')",2459023.0777841555
62,"('Ministry', 'of', 'Plenty')",2447717.408079922
63,"('heart', 'of', 'gold')",2379882.1055867067
64,"('the', 'superstar', 'suck')",2248286.2631020104
65,"('my', 'poker', 'face')",2196333.2045771857
66,"('will', 'walk', '500')",2182896.788042657
67,"('horse', 'and', 'Groom')",2139114.4532143967
68,"('old', 'man', 'Warner')",2120667.15038948
69,"('laugh', 'at', 'God')",2086381.0884780637
70,"('vicinity', 'of', 'Betelgeuse')",2063827.5815002096
71,"('poker', 'face', 'she')",2033311.6941802902
72,"('us', 'stroot', 'us')",1997606.3207322585
73,"('', 'do', 'not')",1996391.0843213063
74,"('everything', 'everything', 'end')",1980240.076527062
75,"('the', 'pneumatic', 'tube')",1973931.253132675
76,"('“I', '’m', 'afray')",1793980.1271898227
77,"('the', 'Nutri', 'Matic')",1764885.5930117557
78,"('the', 'space-time', 'continuum')",1667694.1532134507
79,"('love', 'nobody', '')",1625107.032604706
80,"('away', 'What', ""'s"")",1580907.03656417
81,"('of', 'Informational', 'illusion')",1538713.2787073113
82,"('', 'can', 'not')",1535126.0364103413
83,"('a', 'late', 'goodbye')",1496529.6449931522
84,"('laughing', 'at', 'God')",1459704.5261739206
85,"('', 'ai', 'not')",1433892.92295411
86,"('“Share', 'and', 'enjoy')",1403788.9286366226
87,"('murder', 'the', 'dawn')",1379628.3443850784
88,"('once', 'or', 'twice')",1340969.2438310809
89,"('on', 'prehistoric', 'Earth')",1334472.456522309
90,"('of', 'Ursa', 'minor')",1279695.053485897
91,"('peace', 'and', 'joy')",1254210.2272128111
92,"('the', 'Sirius', 'Cybernetics')",1230483.6099253278
93,"('third', 'stroke', 'it')",1207187.8475121392
94,"('she', 'move', 'among')",1180095.5121379371
95,"('Don', '’t', 'hold')",1145826.0567436202
96,"('mister', 'Summers', 'say')",1091667.3980263397
97,"('everything', 'everything', 'everything')",1029239.0304175689
98,"('at', 'any', 'rate')",1003103.0662510346
99,"('don', '’t', 'know')",981612.8659473652
100,"('shake', 'his', 'head')",896634.5391802205
101,"('the', 'lord', 'Byron')",885626.8877315428
102,"('else', '’s', 'problem')",843793.5014104901
103,"('go', 'away', 'What')",802337.7760248198
104,"('“I', 'don', '’t')",787491.0522391356
105,"('Don', '’t', 'worry')",762137.931823386
106,"('don', '’t', 'want')",747434.136610267
107,"('mister', 'Summer', 'say')",724792.4471993225
108,"('night', 'that', 'tonight')",714043.4614904916
109,"('clear', 'his', 'throat')",712808.0218623308
110,"('possibility', 'play', 'it')",703238.5999427488
111,"('the', 'third', 'stroke')",694100.2996062471
112,"('and', 'seventy', 'six')",691100.7770460225
113,"('friend', ""'"", 'friend')",655360.0567389881
114,"('hundred', 'and', 'seventy')",651032.9422145751
115,"('more', 'or', 'less')",645090.1084604639
116,"('didn', '’t', 'notice')",630503.9733977622
117,"('the', 'flight', 'deck')",627330.9222608735
118,"('that', 'tonight', ""'s"")",626751.7648668902
119,"('of', 'bagpipe', 'music')",590268.7174414847
120,"('the', 'central', 'ridge')",586860.4716767232
121,"(""'"", 'll', 'keep')",586368.5291101766
122,"('paradise', 'lost', 'and')",562946.6000827752
123,"('I', ""'"", 'll')",534178.5687157757
124,"('my', 'life', 'today')",530279.4406907068
125,"('“Please', 'return', 'to')",522366.6919328042
126,"('cut', 'i', 'open')",514854.15223025123
127,"('man', 'who', 'rule')",513511.1954225493
128,"('lost', 'and', 'innocence')",492577.2612033911
129,"('not', 'read', 'my')",461027.81726126315
130,"('Ministry', 'of', 'truth')",435390.1564294467
131,"('with', 'big', 'brother')",423555.1692743847
132,"('two', 'or', 'three')",408575.8580538244
133,"('slip', 'of', 'paper')",394919.38945181435
134,"('cup', 'of', 'tea')",392333.87940226326
135,"('can', 'not', 'read')",391768.7552691767
136,"('last', 'angel', 'have')",387130.0572284391
137,"('a', 'possibility', 'play')",386632.5911330877
138,"('I', 'don', '’t')",377871.3191658895
139,"('good', 'good', 'night')",371516.3941936851
140,"('big', 'brother', ""'s"")",363675.5798593137
141,"('the', 'river', 'slow')",361340.63012757635
142,"('don', '’t', 'need')",350213.80508953007
143,"('the', 'thought', 'police')",325799.87207958824
144,"('of', 'big', 'brother')",321554.2434477674
145,"(""'s"", 'gonna', 'be')",317674.26777679904
146,"('nobody', '', 'can')",316401.14351244236
147,"('as', 'soon', 'as')",314880.0563399542
148,"('here', '<', 'i>')",310155.6225317793
149,"('do', 'Oh', 'stay')",308322.8118872998
150,"('a', 'awful', 'lot')",291409.93128912407
151,"('I', '’m', 'afraid')",291046.67417658225
152,"('shook', 'his', 'head')",289595.28666835296
153,"('the', 'record', 'Department')",287535.4257601549
154,"('backward', 'and', 'forward')",275248.01830640045
155,"('hospital', 'no', 'one')",269715.88050217414
156,"('piece', 'of', 'paper')",269673.54849812464
157,"('I', 'keep', 'bleed')",262092.46254064888
158,"('coffee', 'and', 'biscuit')",256718.7013954538
159,"('no', 'one', 'laugh')",248300.1814601563
160,"('lot', 'of', 'money')",247490.61779489001
161,"('say', 'mister', 'Prosser')",241445.0286157544
162,"('angel', 'have', 'go')",240401.48242142415
163,"('“You', 'don', '’t')",225714.68150437358
164,"('to', 'love', 'nobody')",224368.17549659332
165,"('awful', 'lot', 'of')",223822.0997620803
166,"('word', 'of', 'wisdom')",221897.0304159664
167,"('she', ""'s"", 'got')",215229.40759944296
168,"('it', 'wasn', '’t')",214285.4091880071
169,"('a', 'glory', 'night')",210082.877514931
170,"('with', 'dark', 'hair')",209283.92936407993
171,"('he', '<', 'i>')",204982.87017431995
172,"('keep', 'drive', 'into')",204533.8153039817
173,"('cup', 'of', 'coffee')",200261.32511979548
174,"('my', 'own', 'ground')",198552.81230756716
175,"('need', 'you', 'help')",197740.86661069986
176,"('read', 'my', '')",195193.47681784947
177,"('wisdom', 'let', 'it')",189758.53027576033
178,"('the', 'sacr', 'silence')",189700.04403442255
179,"('stand', 'my', 'own')",188592.29122103733
180,"('with', 'i', 'Guitar')",185358.17717401078
181,"('wind', 'of', 'change')",178652.54464226062
182,"('one', '’s', 'laughing')",177746.93376567122
183,"('the', 'clever', 'bit')",168769.476536041
184,"('Ford', 'Prefect', '’s')",165914.3937835344
185,"('light', 'and', 'murder')",165041.4713927275
186,"('Beeblebrox', 'the', 'fourth')",164433.5210317242
187,"(""'s"", 'wrong', 'with')",163595.21459178848
188,"('room', 'of', 'Informational')",162894.11895731924
189,"('for', 'some', 'reason')",161689.5462138417
190,"('between', 'the', 'sacr')",159832.97413666963
191,"('we', 'keep', 'drive')",158791.93212094097
192,"('her', 'right', 'foot')",155926.04908036778
193,"('ship', '’s', 'computer')",153968.12850148248
194,"('I', 'couldn', '’t')",153592.63492285146
195,"('I', '’m', 'afray')",153273.65884141639
196,"('wrong', 'with', 'my')",151187.3556286001
197,"('let', ""'s"", 'live')",150417.04482588294
198,"('don', '’t', 'think')",148678.05156542157
199,"('let', ""'s"", 'do')",147692.30808807543
200,"('of', 'wisdom', 'let')",144712.35770026976
201,"('Dent', '’s', 'house')",144509.66667069224
202,"('half', 'a', 'hour')",143912.12857587088
203,"('child', 'of', 'tomorrow')",143741.4901763065
204,"('didn', '’t', 'like')",141460.9814806339
205,"('bear', 'to', 'love')",140994.6467408646
206,"('it', 'suddenly', 'occur')",140472.16182976565
207,"('light', 'year', 'away')",138470.7732986696
208,"('middle', 'of', 'us')",136418.5306207511
209,"('didn', '’t', 'feel')",135212.02163928683
210,"('“Alright', 'say', 'Ford')",130258.50694442855
211,"('at', 'each', 'other')",129519.4613717003
212,"('good', 'night', 'that')",127267.78357827241
213,"('catch', 'sight', 'of')",126720.67752438466
214,"('didn’t', 'know', 'why')",125899.77158563133
215,"('life', 'today', 'she')",123053.36519999249
216,"('’s', 'laughing', 'at')",122263.880329314
217,"('read', 'my', 'no')",121300.09763038077
218,"('half', 'a', 'dozen')",120838.35704699476
219,"('’ve', 'got', 'to')",120709.92442515692
220,"('for', 'a', 'moment')",119777.57813380596
221,"('the', 'Improbability', 'drive')",118827.80699327009
222,"('at', 'God', 'when')",117447.85609856083
223,"('at', 'this', 'point')",116415.02691039567
224,"('', 'will', 'not')",115135.30300929949
225,"('suddenly', 'occur', 'to')",114780.18484557956
226,"('in', 'front', 'of')",112827.47304249591
227,"('a', 'short', 'while')",109363.10317410021
228,"('silence', 'and', 'sleep')",109266.82102674704
229,"('he', 'hadn', '’t')",108789.1323486482
230,"('someth', 'wrong', 'with')",108487.8694777752
231,"('let', ""'s"", 'get')",107424.103319245
232,"('of', 'us', 'stroot')",106984.93891039441
233,"('they', ""'"", 'll')",105321.43522455354
234,"('couple', 'of', 'guy')",102923.45537789114
235,"('I', '’m', 'sorry')",102024.03654081776
236,"('very', 'very', 'slowly')",100073.28071215677
237,"('before', 'the', 'revolution')",100027.20725975484
238,"('us', 'house', 'in')",99665.31994474515
239,"('after', 'a', 'while')",97977.00096203269
240,"('didn', '’t', 'think')",97342.48147245124
241,"('one', 'laugh', 'at')",97293.24671845045
242,"('’s', 'Guide', 'to')",96348.78170506778
243,"('moment', 'or', 'two')",95995.25079685626
244,"('“Yeah', 'say', 'Zaphod')",94849.73293334064
245,"(""'"", 'll', 'get')",94394.05825474054
246,"('he', 'didn', '’t')",92169.34855786241
247,"('the', 'last', 'angel')",90836.5642609847
248,"('say', 'Ford', 'Prefect')",90545.4738878803
249,"('got', 'to', 'love')",89652.34578957656
250,"('or', 'at', 'least')",88077.8807135655
251,"('big', 'brother', 'he')",87690.08093924419
252,"('’', 'Guide', 'to')",87237.02781997122
253,"('you', 'don', '’t')",85706.04144869279
254,"('the', 'old', 'man')",85519.36190655484
255,"('in', 'any', 'case')",83272.97287410402
256,"('we', ""'"", 'll')",83035.09479933012
257,"('just', 'don', '’t')",82805.42572614214
258,"('as', 'far', 'as')",81427.660071376
259,"('move', 'among', 'the')",79588.50980702494
260,"('I', 'didn', '’t')",78611.89972719557
261,"('we', 'don', '’t')",78584.36406103247
262,"('“I', '’m', 'not')",77949.82989905236
263,"('yeah', 'say', 'Zaphod')",77581.4805811495
264,"('above', 'his', 'head')",75697.25212745687
265,"('the', 'two', 'Minutes')",72688.71879190381
266,"('against', 'the', 'wall')",72072.31969073684
267,"('they', 'don', '’t')",72034.41521900268
268,"('a', 'few', 'second')",70946.29869458798
269,"('a', 'great', 'deal')",68973.56754133063
270,"('wait', 'a', 'minute')",67919.9987837485
271,"('you', ""'"", 'll')",67334.33611923136
272,"('don', '’t', 'see')",67106.62892085378
273,"('dead', 'of', 'night')",66922.53537642438
274,"('face', 'she', ""'s"")",66638.35491954134
275,"('no', 'don', '’t')",66567.69435950721
276,"('keep', 'the', 'ring')",65798.9348735099
277,"('big', 'brother', 'be')",65539.80722393085
278,"('', 'be', 'not')",64772.01566928729
279,"('he', 'couldn', '’t')",63846.733201912706
280,"('don', '’t', 'you')",63741.296703188826
281,"('there', 'be', 'no')",63206.83872512928
282,"('into', 'the', 'supermassive')",62555.89803156175
283,"('that', 'everything', 'everything')",60940.075274273506
284,"('some', 'kind', 'of')",60793.303962520535
285,"('didn’t', 'know', 'what')",60376.28519016033
286,"('no', 'one', 'else')",60204.120428371905
287,"('five', 'hundred', 'and')",59790.28019188939
288,"('the', 'car', 'park')",58928.007677339316
289,"('sort', 'of', 'thing')",58925.93348548952
290,"('', 'have', 'not')",58803.55097464272
291,"('a', 'good', 'night')",58084.028302886996
292,"('I', 'haven', '’t')",57674.182195516136
293,"('don', '’t', 'have')",57308.20420262616
294,"('hold', 'i', 'up')",55994.8281206562
295,"('tell', 'i', 'fact')",55990.633039842134
296,"('’t', 'hold', 'i')",55424.25377853747
297,"('’ll', 'tell', 'you')",55036.44983344415
298,"('and', 'don', '’t')",54923.07310520261
299,"('do', 'not', 'know')",54682.69157998056
300,"('“How', 'do', 'you')",54524.12222661545
301,"('can', 'not', 'remember')",53939.30702766484
302,"('down', 'with', 'big')",53563.79886365785
303,"('she', 'didn', '’t')",53363.124869946085
304,"('stroke', 'it', 'will')",52648.66806747172
305,"('“Do', 'you', 'want')",52621.74301178361
306,"('war', 'no', 'one')",52013.93426706075
307,"(""'"", 'll', 'do')",51412.84297229872
308,"('slow', 'down', 'and')",51300.005407014345
309,"('I', 'wasn', '’t')",50570.187589238594
310,"('this', 'wasn', '’t')",50374.72055226168
311,"('it', 'doesn', '’t')",49666.06325916122
312,"('a', 'hundred', 'thousand')",49533.81101800789
313,"('I', '', 'can')",48209.305479337876
314,"('so', 'far', 'as')",47750.46353343386
315,"('be', 'no', 'longer')",47598.38514126667
316,"('rule', 'the', 'Universe')",47024.213270476685
317,"('down', 'down', 'down')",46911.948051041225
318,"('be', 'able', 'to')",45931.40596538688
319,"('as', 'well', 'as')",45452.25435118762
320,"('the', 'living', 'room')",45309.7011856109
321,"('yes', 'say', 'Arthur')",45229.416662208256
322,"('didn', '’t', 'have')",45040.84858837132
323,"('know', 'how', 'long')",44795.508482589714
324,"('let', ""'s"", 'go')",44751.894897269856
325,"('say', 'Arthur', 'Dent')",43971.56878422937
326,"('at', 'this', 'moment')",43782.681107520555
327,"('own', 'ground', 'I')",43414.203013472885
328,"('Baby', 'you', 'have')",42324.05730736289
329,"('I', 'wouldn', '’t')",42303.228076781634
330,"('didn’t', 'want', 'to')",41774.26520925102
331,"('they', 'didn', '’t')",41499.17062623904
332,"('a', 'couple', 'of')",41396.44855833279
333,"('’', 'all', 'right')",41372.35063941085
334,"(""'"", 'say', 'Winston')",41244.61563958453
335,"('for', 'real', 'time')",41107.01113379517
336,"('look', 'as', 'if')",40703.44174610723
337,"('ground', 'I', 'don')",39595.120964988586
338,"('for', 'a', 'while')",39381.491802550365
339,"('you', 'haven', '’t')",38821.81177492335
340,"('light', 'year', 'from')",38201.299111193526
341,"('the', 'known', 'Universe')",37335.528796072045
342,"('it', 'let', ""'s"")",36647.21191933199
343,"('Ford', 'Prefect', 'and')",36550.68601350945
344,"('other', 'side', 'of')",36304.34524767693
345,"('he', 'wasn', '’t')",36286.94391597696
346,"('I', '', 'do')",36260.41924369743
347,"('let', 'i', 'down')",35281.42164624391
348,"(""'"", 'll', 'be')",35142.782808997705
349,"('fear', 'of', 'life')",35073.230719417195
350,"('a', 'lot', 'of')",34996.237704542604
351,"('I', 'sail', 'on')",34987.24297678257
352,"('away', 'she', ""'s"")",34730.90069581346
353,"('in', 'the', 'middle')",34642.76847821843
354,"('miss', 'the', 'ground')",34597.931388485325
355,"(""'s"", 'got', 'to')",34468.793002682956
356,"('suck', 'into', 'the')",34041.46470510715
357,"('Arthur', 'shake', 'his')",33937.07214414926
358,"('I', '’ve', 'got')",33751.37244682153
359,"('the', 'black', 'box')",33493.65937227598
360,"('on', 'a', 'intergalactic')",33226.88094986064
361,"('that', 'wasn', '’t')",33123.127160072574
362,"(""'s"", 'go', 'away')",32577.46233960306
363,"('he', 'didn’t', 'know')",32539.570531253794
364,"('write', 'a', 'letter')",32121.2665288281
365,"('exactly', 'the', 'same')",32079.904776195523
366,"('Ford', 'Prefect', 'be')",31536.160715865015
367,"('do', 'not', 'worry')",31460.916686635504
368,"('people', 'of', 'Krikkit')",31405.68880444217
369,"('I', '’ll', 'tell')",31092.778641393
370,"('not', 'worry', 'about')",30876.6446295789
371,"('you', 'wouldn', '’t')",30822.29988865444
372,"('take', 'care', 'of')",30681.49509645154
373,"('my', '', 'can')",30506.73551455267
374,"('wasn', '’t', 'it')",30242.200953056938
375,"('I', 'hadn', '’t')",30206.635410545357
376,"('Zaphod', 'Beeblebrox', 'the')",30028.530870652354
377,"('of', 'Ford', 'Prefect')",29515.884463780545
378,"('and', 'didn', '’t')",28807.08996142516
379,"('wasn', '’t', 'a')",28737.833470755973
380,"('can', 'stand', 'my')",28708.054932326046
381,"('for', 'a', 'instant')",28492.243249908384
382,"('a', 'few', 'minute')",27740.270386001444
383,"('wasn', '’t', 'the')",27633.54876502122
384,"('wouldn', '’t', 'have')",27572.803247219654
385,"('’t', 'want', 'to')",27504.56244062273
386,"('he', 'wouldn', '’t')",27369.865202238354
387,"('do', 'not', 'stop')",27145.599862197992
388,"('in', 'spite', 'of')",26871.402519270625
389,"('there', 'be', 'a')",26687.18244107328
390,"('the', 'man', 'who')",26147.923940531935
391,"('answer', 'let', 'it')",26133.919686719135
392,"('a', 'long', 'pause')",26074.93090000796
393,"('to', 'his', 'feet')",25674.187360695243
394,"('do', 'not', 'care')",25469.78258082829
395,"('find', 'it', 'hard')",25067.99344667556
396,"('tell', 'i', 'what')",24850.069632355648
397,"('look', 'at', 'her')",24612.77803579556
398,"('any', 'kind', 'of')",24569.25396817173
399,"('gonna', 'be', 'a')",24550.271497407517
400,"('we', '', 'do')",24543.162162704422
401,"('to', 'wake', 'up')",24529.7155521619
402,"('God', 'when', 'they')",24417.924391500885
403,"('a', 'sort', 'of')",24370.515447178983
404,"('“It', '’s', 'not')",24307.581306809516
405,"('we', 'talk', 'about')",24257.540677766527
406,"('Zaphod', 'Beeblebrox', 'be')",23619.948931507926
407,"('you', 'cut', 'i')",23612.78361404807
408,"('one', 'or', 'two')",23540.797989277264
409,"('through', 'the', 'crowd')",23425.854095483865
410,"('Oh', 'yes', 'he')",23348.77952872257
411,"('the', 'middle', 'of')",23219.188810405518
412,"('she', 'give', 'i')",23197.433615745922
413,"('on', 'a', 'glory')",23131.052533667164
414,"('it', 'hadn', '’t')",22901.250708478456
415,"('the', 'other', 'side')",22838.61823433786
416,"('as', 'much', 'as')",22799.110064826808
417,"('Arthur', 'Dent', 'have')",22734.517933971976
418,"('against', 'and', 'fall')",22578.39404208193
419,"('with', 'my', 'life')",22392.028900736153
420,"('hadn', '’t', 'be')",22372.687968329214
421,"('in', 'his', 'pocket')",22346.350604950898
422,"('“well', 'say', 'Ford')",22242.079186644813
423,"('it', 'wouldn', '’t')",22188.248046271856
424,"('ll', 'keep', 'the')",21648.863237242615
425,"('there', 'be', 'nothing')",21109.28448702271
426,"('if', 'you', 'want')",21102.868158069832
427,"('didn’t', 'seem', 'to')",21102.54722239528
428,"('for', 'a', 'few')",21001.31883549299
429,"('you', '', 'can')",20559.080835091776
430,"('as', 'if', 'it')",20545.978082991787
431,"('leapt', 'out', 'of')",20436.457898991004
432,"('there', 'be', 'someth')",20143.005044197424
433,"('pick', 'they', 'up')",20118.329399329028
434,"('never', 'heard', 'of')",19996.403267383976
435,"('“What', 'do', 'you')",19678.907930012785
436,"('wouldn', '’t', 'be')",19657.505824129872
437,"('joy', 'in', 'you')",19524.373876514335
438,"('I', 'be', 'gonnon')",19365.281571052135
439,"('thank', 'you', 'very')",19245.907185411827
440,"('’', 'why', 'I')",19141.294557223253
441,"('of', 'Arthur', 'Dent')",18895.42944426418
442,"('at', 'war', 'with')",18724.607678539942
443,"('want', 'to', 'hear')",18540.45485535935
444,"('yes', 'say', 'Ford')",18460.046551958858
445,"('the', 'campaign', 'for')",18441.117626852894
446,"('a', 'moment', 'later')",18330.542818206373
447,"('none', 'of', 'they')",18240.136283199725
448,"('number', 'of', 'people')",18228.644269676945
449,"('you', 'very', 'much')",18221.580900397996
450,"('go', 'away', 'she')",18142.225775347484
451,"('no', 'one', 'ever')",18086.21142610122
452,"('out', 'of', 'existence')",18057.552484892618
453,"('at', 'that', 'moment')",18030.140325783872
454,"('a', 'answer', 'let')",17948.83327718251
455,"('you', 'help', 'now')",17916.160214134492
456,"('help', 'now', 'you')",17893.891896083533
457,"('down', 'the', 'corridor')",17724.18188096356
458,"('the', 'Ministry', 'of')",17673.51087608043
459,"('I', '’m', 'not')",17416.474389694264
460,"('the', 'heart', 'of')",17237.911312279877
461,"('’re', 'go', 'to')",17047.084398798615
462,"('the', 'first', 'time')",16919.08123134977
463,"('Guide', 'to', 'the')",16913.972022726986
464,"('the', 'ship', '’s')",16909.19626327317
465,"('break', 'the', 'girl')",16830.19746093157
466,"('“I', 'think', 'we')",16699.47766433825
467,"('will', 'be', 'vaporize')",16598.96642143986
468,"('told', 'it', 'about')",16577.224203212925
469,"('part', 'of', 'the')",16308.82977349807
470,"('let', 'it', 'be')",16255.12404509082
471,"('add', 'after', 'a')",16197.958036348104
472,"('who', 'rule', 'the')",16032.94470718484
473,"('out', 'of', 'the')",15973.665446517654
474,"('do', 'not', 'want')",15914.130460599918
475,"('open', 'the', 'door')",15778.729589995743
476,"('at', 'God', 'in')",15774.089273368023
477,"('you', '', 'do')",15657.991660736358
478,"('Arthur', 'Dent', 'and')",15605.508745679894
479,"('up', 'and', 'down')",15531.277157774799
480,"('do', 'not', 'remember')",15500.227497538095
481,"('what', '’s', 'happen')",15419.23876816908
482,"('a', 'series', 'of')",15299.078239076864
483,"('he', 'pick', 'up')",15235.703619551743
484,"('make', 'fun', 'of')",15210.044595768897
485,"('end', 'of', 'the')",14984.459605463797
486,"('try', 'to', 'stop')",14843.619949472453
487,"('you', 'won', '’t')",14791.847242179158
488,"('I', '’m', 'go')",14731.176700229613
489,"('do', 'you', 'mean')",14722.07127665561
490,"('by', 'fear', 'of')",14712.604698938532
491,"('at', 'the', 'bottom')",14702.56679030506
492,"('so', 'much', 'as')",14698.476174762412
493,"('single', 'day', 'of')",14592.350272277106
494,"('I', 'can', 'see')",14542.710197823406
495,"('the', 'next', 'table')",14526.9863215747
496,"('do', 'not', 'need')",14470.840251475749
497,"('on', 'the', 'floor')",14450.01480773205
498,"('fil', 'with', 'a')",14296.22672991507
499,"('Ford', 'star', 'at')",14125.551309918881
500,"('give', 'i', 'a')",14103.008015326051
501,"('a', 'few', 'moment')",13989.874659465819
502,"('at', 'least', 'he')",13955.647933249535
503,"('look', 'at', 'the')",13924.827464519747
504,"('’t', 'need', 'you')",13818.964833906017
505,"('of', 'the', 'Galaxy')",13805.471023132894
506,"('apart', 'from', 'the')",13793.471232624861
507,"('exactly', 'the', 'sort')",13685.056358479442
508,"('the', 'same', 'time')",13677.777804880807
509,"('we', '’re', 'go')",13668.86626332039
510,"('say', 'Zaphod', '“I')",13664.194259060585
511,"('I', 'suppose', 'we')",13606.889779673762
512,"('do', 'not', 'even')",13604.509343172964
513,"('so', 'long', 'as')",13601.43573034036
514,"('the', 'end', 'of')",13454.546415761013
515,"('to', 'one', 'against')",13353.478124912055
516,"('seem', 'to', 'be')",13293.72630246923
517,"('they', '', 'do')",13108.030118994777
518,"('at', 'the', 'end')",13053.187685085853
519,"('to', 'take', 'care')",13017.772972290128
520,"('there', 'be', 'also')",12973.403212871699
521,"('want', 'to', 'know')",12968.449028453757
522,"('from', 'the', 'telescreen')",12902.19794869586
523,"('it', '’', 'just')",12876.748365929241
524,"('not', 'so', 'much')",12829.304882880257
525,"('whatever', 'it', 'be')",12779.815132465037
526,"('he', '', 'can')",12767.761101174756
527,"('no', 'one', '’')",12670.59309977684
528,"('I', 'can', 'tell')",12647.326672070683
529,"('begin', 'to', 'feel')",12562.508116857438
530,"('the', 'rest', 'of')",12511.632108250002
531,"('in', 'other', 'word')",12507.60970565347
532,"('to', 'tell', 'i')",12499.912268104916
533,"('as', 'if', 'he')",12440.131732490974
534,"('last', 'time', 'I')",12423.547465223499
535,"('sail', 'on', 'the')",12400.896356531199
536,"('side', 'of', 'the')",12356.131161155665
537,"('i', 'down', 'down')",12298.302040620201
538,"('you', 'want', 'to')",12282.240480581122
539,"('I', 'can', 'stand')",12248.38966718733
540,"('because', 'no', 'one')",12219.781950311895
541,"('want', 'to', 'see')",12199.657471902878
542,"('for', 'a', 'quick')",12071.89309237435
543,"('the', 'edge', 'of')",12067.906778161027
544,"('have', 'a', 'possibility')",11943.754189054087
545,"('what', 'do', 'you')",11924.530933618793
546,"('try', 'to', 'work')",11906.578568600456
547,"('we', 'be', 'gonnon')",11858.063749460089
548,"('after', 'a', 'moment')",11854.548695404952
549,"('try', 'to', 'get')",11742.834786011459
550,"('time', 'travel', 'be')",11731.617077454119
551,"('think', 'I', '’ll')",11686.240212830584
552,"('if', 'you', '’re')",11617.58016820598
553,"('say', 'Ford', '“I')",11500.608604495363
554,"('the', 'top', 'of')",11474.67527939525
555,"('in', 'any', 'way')",11447.943521729192
556,"('and', 'sat', 'down')",11434.812400221988
557,"('pick', 'it', 'up')",11420.89365249842
558,"('she', ""'s"", 'go')",11415.648062582664
559,"('wait', 'for', 'the')",11410.23845484744
560,"('want', 'to', 'go')",11403.606160036405
561,"('the', 'sort', 'of')",11395.504410493424
