,trigram,chi-sq
64,"('z1', 'z2', 'make')",2895114.7852019463
65,"('don', '’t', 'know')",2825534.91615599
66,"('t', 'd', 't')",2757752.9706625235
67,"('k', 'equal', 'minus')",2707210.7337427554
68,"('die', 'my', 'darling')",2640860.763707416
69,"('the', 'Abraham', 'Lincoln')",2594345.635553225
70,"('author', ""'s"", 'note')",2584710.633828726
71,"('It', ""'s"", 'Friday')",2511149.8297577905
72,"('denial', 'a', 'denial')",2474622.4166757283
73,"('pi', 'k', 't')",2389340.376360835
74,"('interval', 'from', 'zero')",2268389.2718039756
75,"('set', 'cond', 'null')",2181594.012057801
76,"('free', 'late', 'day')",2155409.4911241094
77,"('figure', '2', '10')",2137650.003503434
78,"('op', 'type', 'tag')",2102623.1215581344
79,"('stranger', 'in', 'Moscow')",2053084.4916223488
80,"('make', 'from', 'mag')",1970781.9260686205
81,"('imag', 'x', 'y')",1902754.622824628
82,"('minus', 'two', 'pi')",1798843.4599100351
83,"('x', 'denom', 'y')",1685172.7521735607
84,"('Desolate', 'and', 'full')",1627884.4101025786
85,"('bor', 'to', 'tear')",1570520.5293239986
86,"('mag', 'ang', ""'"")",1436317.8864368636
87,"('N', 'land', 'reply')",1436220.010621821
88,"('say', '“I', '’m')",1364637.7068750707
89,"('x', 'y', 'tag')",1316092.6603177986
90,"('sad', 'but', 'true')",1291243.426832723
91,"('this', 'underwater', 'boat')",1280238.9094861804
92,"('don', '’t', 'want')",1252518.1241156277
93,"('shake', 'my', 'head')",1247477.6728429531
94,"('full', 'of', 'yearning')",1246743.1685811377
95,"('fall', 'away', 'from')",1210227.3779579028
96,"('equal', 'minus', 'n')",1184228.863753888
97,"('real', 'imag', 'x')",1176924.251514932
98,"('sine', 'and', 'cosine')",1132224.9369612797
99,"('split', 'painter', 'n')",1097647.8842504236
100,"('list', '3', '4')",1082042.1403886185
101,"('mean', 'square', 'convergence')",1044566.996146243
102,"('k', 't', 'plus')",1037396.2853070564
103,"('two', 'pi', 'k')",1004848.3926000554
104,"('real', 'part', 'z')",983378.6183521841
105,"('love', 'i', 'Papa')",957636.9656774314
106,"('z', 'cdr', 'z')",937205.3976979803
107,"('now', 'entertain', 'us')",890751.198319337
108,"('ai', 'not', 'happy')",886086.0526635485
109,"('two', 'pi', 'i')",881337.9783374126
110,"('scheme', 'number', 'scheme')",851482.6505078733
111,"('that', 'empty', 'wall')",835135.1255335207
112,"('f', 'of', 'T')",749670.2258823286
113,"('pi', 'I', 'KT')",732266.6092125815
114,"('pi', 'i', 'k')",709751.8962324745
115,"('ang', 'r', 'a')",707862.9538063664
116,"('you', 'section', 'leader')",706105.3006126434
117,"('infinity', 'to', 'infinity')",701144.1478362926
118,"('behind', 'that', 'empty')",697610.0239083156
119,"('x', 'y', 'put')",688421.0788690541
120,"('imag', 'part', 'rectangular')",678200.0346870774
121,"('z', 'define', 'angle')",672412.1943549116
122,"('F', 'hat', 'of')",668376.4373733536
123,"('list', '1', '2')",667212.1784229391
124,"('cry', 'to', 'me')",659888.8605817975
125,"('a', 'little', 'bit')",651499.2881466633
126,"('see', 'their', 'body')",645683.8646066879
127,"('I', 'don', '’t')",640776.3574247226
128,"('the', 'quality', 'control')",636667.3725881001
129,"('die', 'die', 'my')",610368.8302634254
130,"('and', 'touch', 'faith')",602915.5373142055
131,"('two', 'pi', 't')",596564.1268755976
132,"('of', 'T', 'knot')",595832.358649081
133,"('transform', 'painter', 'painter')",579936.3598751854
134,"('It', ""'s"", 'come')",571783.0393810165
135,"('feeling', 'glad', 'I')",568125.3410632355
136,"('pi', 'i', 'm')",545504.9413975609
137,"('z', 'car', 'z')",539960.4332353065
138,"('a', 'deep', 'breath')",537069.9946004716
139,"('little', 'bit', 'more')",525742.0803206705
140,"('come', 'on', 'It')",525097.5537349952
141,"('ai', 'not', 'easy')",523412.3074863304
142,"('I', ""'"", 'll')",522672.3932405115
143,"('i', 'm', 't')",521733.2333389515
144,"('selector', 'and', 'constructor')",500876.49557018053
145,"('hat', 'of', 'k')",479925.1754709892
146,"('adjoin', 'set', 'x')",472154.4385303624
147,"('0', 'make', 'vect')",471789.6255623008
148,"('matter', 'of', 'fact')",471194.9107471756
149,"('Karel', 'the', 'Robot')",463856.7458731799
150,"('+', 'x', '3')",451230.8073699803
151,"('how', 'many', 'people')",442489.07236375177
152,"('in', 'figure', '2.9')",438542.0131907464
153,"('part', 'rectangular', 'z')",423398.4973918819
154,"('real', 'part', 'z1')",420190.7288581237
155,"('real', 'part', 'z2')",420190.7288581237
156,"('z1', 'real', 'part')",419683.717546294
157,"('I', 'won', '’t')",414204.6520469343
158,"('part', 'z1', 'real')",408953.13581287896
159,"('', 'can', 'not')",407632.0690927485
160,"('x', 'entry', 'set')",402195.0315261043
161,"('f', 'of', 't')",401631.78997415415
162,"('Abraham', 'Lincoln', ""'s"")",397244.95951605146
163,"('be', 'feeling', 'glad')",387089.503659407
164,"('Rosalie', 'and', 'Emmett')",383026.93128414045
165,"('cdr', 'z', 'define')",379038.266194392
166,"('define', 'angle', 'z')",378282.0536145282
167,"('show', 'in', 'figure')",366100.05226030457
168,"('z', 'define', 'magnitude')",365608.9476077402
169,"('define', 'magnitude', 'z')",365390.2556837114
170,"('to', 'me', 'oh')",359809.3263112623
171,"('wall', 'from', 'behind')",348678.99979363766
172,"('and', 'imaginary', 'part')",332986.963430702
173,"('', 'ai', 'not')",325167.9123598806
174,"('x', 'y', 'con')",323543.71731015213
175,"('it', 'doesn', '’t')",318348.6669860347
176,"('magnitude', 'and', 'angle')",310470.44092577504
177,"('a', 'whole', 'bunch')",309367.4875658186
178,"('a', 'few', 'minute')",304092.8553991507
179,"('x', 'y', 'define')",294871.6334090431
180,"('apply', 'generic', ""'"")",293745.25839797023
181,"('manipulate', 'complex', 'number')",291190.5164282477
182,"('real', 'part', 'rectangular')",285528.4397177861
183,"('a', 'jump', 'discontinuity')",280896.41043080733
184,"('sum', 'k', 'equal')",280526.03699033114
185,"('x', 'set', 'cond')",279183.4456114809
186,"('all', 'right', 'so')",278984.7674995224
187,"('through', 'my', 'vein')",276982.42997011426
188,"('y', 'put', ""'"")",275404.736072802
189,"('complex', 'number', 'system')",273344.6333411492
190,"('one', 'period', 'many')",273278.1595128762
191,"('y', '+', 'x')",272346.68573663663
192,"('show', 'must', 'go')",262688.7979635675
193,"('no', 'matter', 'how')",256629.71814121114
194,"('real', 'and', 'imaginary')",252291.91813898593
195,"('Ne', 'land', ""'s"")",249102.6426854298
196,"('accept', 'the', 'existence')",244142.5877207725
197,"('2', 'list', '3')",239307.13642748728
198,"('we', ""'"", 'll')",232191.31215496166
199,"('whole', 'bunch', 'of')",224821.9358668954
200,"('not', 'fall', 'away')",224620.00055490754
201,"('a', 'finite', 'approximation')",221536.27899127532
202,"('car', 'z', 'define')",218814.19480356522
203,"('different', 'from', 'm')",218505.5136654114
204,"('value', 'of', 'T')",212915.55429880763
205,"('x', 'y', '+')",208744.36846323442
206,"('i', 'k', 't')",207271.21156465236
207,"('part', 'z', 'define')",202175.75629972198
208,"('little', 'bit', 'about')",202161.14589994913
209,"('sequence', 'exercise', '2')",195211.09001686957
210,"('feel', 'real', 'love')",194261.40444686636
211,"('a', 'data', 'object')",193769.36544328256
212,"('from', 'minus', 'n')",190906.19652376752
213,"('will', 'never', 'exist')",190549.37458919297
214,"('', 'will', 'not')",185167.61091774626
215,"('z2', 'make', 'real')",177392.88649331263
216,"('i', 'k', 'minus')",177218.24319093957
217,"('you', ""'"", 'll')",173476.21971768627
218,"('I', '', 'do')",172315.7468076791
219,"('of', 'k', 'E')",172028.10342152062
220,"('in', 'figure', '2')",166873.76665303524
221,"('of', 'step', 'require')",163652.36823425782
222,"('k', 'E', 'to')",162580.78593950713
223,"('painter', ""'s"", 'image')",162196.89597271557
224,"('on', 'It', ""'s"")",159511.41597798074
225,"('get', 'sunshine', 'in')",153539.80245192972
226,"('of', 'two', 'pi')",146054.79633758016
227,"(""'"", 'scheme', 'number')",144342.46132229728
228,"('you', 'don', '’t')",140870.45644277593
229,"('', 'have', 'not')",140590.8514066015
230,"('define', 'real', 'part')",138438.87168851454
231,"('z', 'real', 'part')",136660.91051544272
232,"('minus', 'infinity', 'to')",134588.34268245424
233,"('you', '’re', 'gonnon')",128495.24381572295
234,"('do', 'not', 'cry')",125806.41338571436
235,"('from', 'k', 'equal')",124443.02180568826
236,"('a', 'b', 'c')",120274.82122168595
237,"('f', 'hat', 'of')",119123.50352287338
238,"('minus', 'n', 'to')",114479.17734272844
239,"('cut', 'it', 'off')",112077.45585081898
240,"('the', 'two', 'pi')",111741.5347001392
241,"('number', 'scheme', 'number')",111037.39576479056
242,"('do', 'not', 'know')",106430.22516174793
243,"('derfourth', ""'"", 'x')",106122.61016761167
244,"('feel', 'how', 'do')",105386.38997050477
245,"('', 'be', 'not')",101372.07354919807
246,"('take', 'as', 'argument')",100561.28008668538
247,"(""'"", 'll', 'never')",100417.55460572221
248,"('take', 'two', 'argument')",100219.83782674721
249,"('', 'shall', 'not')",99429.10168198223
250,"('two', 'pi', 'I')",97581.70881321031
251,"('sery', 'be', 'converge')",97447.89901303365
252,"(""'"", 'll', 'get')",96542.52510753548
253,"('from', 'zero', 'to')",95727.48716404378
254,"('I', '’m', 'gonnon')",95178.28818670809
255,"('across', 'the', 'street')",94991.66854606253
256,"('of', 'datum', 'abstraction')",93437.08509393726
257,"('I', 'get', 'sunshine')",93430.05652345759
258,"('a', 'honor', 'code')",91149.40967470754
259,"('more', 'than', 'one')",88664.25120734224
260,"(""'"", 'll', 'see')",88363.28757531014
261,"('z', 'define', 'make')",88178.52620410464
262,"('define', 'make', 'real')",87966.37435028602
263,"('at', 'each', 'step')",87489.12789179408
264,"('go', 'along', 'with')",86941.80591005879
265,"('as', 'far', 'as')",86765.76229214766
266,"('all', 'right', 'now')",86446.63773154085
267,"('zero', 'to', 'one')",84512.87099775538
268,"('the', 'honor', 'code')",84365.93698678713
269,"('a', 'good', 'essay')",84335.71760186684
270,"('do', 'not', 'worry')",81963.7601581772
271,"('define', 'part', 'z')",81489.30683279099
272,"('in', 'term', 'of')",80999.79871761143
273,"('z', 'define', 'part')",80818.85656629855
274,"('time', 'to', 'market')",77397.68788310757
275,"('number', 'of', 'step')",76490.44394476384
276,"('painter', 'that', 'draw')",76034.49871413413
277,"('the', 'sign', 'flow')",75794.94085073218
278,"('the', 'front', 'door')",74965.28382049769
279,"('sign', 'up', 'for')",73376.42128616603
280,"('a', 'few', 'moment')",72717.97073829055
281,"('n', 'to', 'n')",72551.66988139217
282,"('do', 'not', 'want')",72135.36496261522
283,"('useless', 'but', 'not')",71971.76630085426
284,"(""'"", 'll', 'be')",71005.12229705928
285,"('the', 'sery', 'converge')",70527.4011525027
286,"('be', 'now', 'entertain')",69288.14157706703
287,"('away', 'from', 'i')",68701.95473791436
288,"('until', 'you', 'love')",68553.52152299618
289,"('rather', 'than', 'as')",68519.92753029305
290,"('from', 'section', '2')",68035.11622820249
291,"('take', 'advantage', 'of')",67501.40639693993
292,"('imaginary', 'part', 'and')",67094.92834363252
293,"('sine', 'of', 'two')",66586.90954007333
294,"('’m', 'you', 'dream')",66375.45841957092
295,"('little', 'by', 'little')",66120.2296096445
296,"('in', 'exercise', '2')",66019.22633978356
297,"('rectangular', 'and', 'polar')",65689.5807475943
298,"('keep', 'in', 'mind')",65485.23369931657
299,"('term', 'of', 'sine')",64963.79366574542
300,"('they', ""'"", 'll')",64529.24884216295
301,"('t', 'all', 'right')",63472.772970572056
302,"('a', 'complex', 'number')",62355.56686899399
303,"(""'"", 'll', 'go')",62319.5301910345
304,"('the', 'fundamental', 'question')",61626.22826222932
305,"('happen', 'all', 'right')",61489.69786629942
306,"('can', 'not', 'believe')",59569.256170503715
307,"('a', 'finite', 'sum')",58160.89153230114
308,"('1', '2', 'list')",57823.76565530789
309,"(""'"", 'x', 'y')",57246.86074496993
310,"('it', 'feel', 'how')",57177.340287387124
311,"('go', 'from', 'minus')",56857.178627972426
312,"('do', 'not', 'hate')",56642.02140400158
313,"(""'"", 'll', 'have')",56577.120078919
314,"('or', 'at', 'least')",56528.720400253434
315,"('see', 'from', 'behind')",55724.90665489826
316,"('square', 'of', 'four')",54993.22809652055
317,"('Edward', ""'s"", 'face')",54508.5466574367
318,"('mean', 'of', 'combination')",54046.11949663842
319,"(""'"", 'll', 'make')",54014.40856653602
320,"('cosine', 'all', 'right')",53504.665111895374
321,"(""'"", 'clock', 'in')",53108.558598811316
322,"('call', 'my', 'name')",52904.55933315227
323,"('’m', 'you', 'pain')",52814.813854135085
324,"('interval', 'of', 'length')",52367.80336450472
325,"('how', 'many', 'time')",52255.559758917545
326,"('in', 'rectangular', 'form')",52059.465402686845
327,"('y', 'define', 'make')",51461.26920087537
328,"('do', 'not', 'care')",51255.130199706604
329,"('star', 'at', 'i')",50902.89009882566
330,"(""'"", 'll', 'do')",50659.41381514124
331,"('part', 'put', ""'"")",50367.78441480335
332,"('why', '', 'do')",49673.03458046882
333,"('sum', 'from', 'k')",49464.274282832754
334,"('meter', 'long', 'and')",48606.08162405431
335,"('left', 'behind', 'that')",48443.53485527563
336,"('need', 'you', 'baby')",47222.38981986724
337,"('glad', 'I', 'get')",46753.345946384354
338,"('in', 'some', 'sense')",46730.623861630105
339,"('function', 'all', 'right')",46154.05510144993
340,"('one', 'all', 'right')",46130.73734134316
341,"('as', 'soon', 'as')",45434.30179317775
342,"('general', 'all', 'right')",45305.219751024815
343,"('the', 'Canadian', 'reply')",45302.05524385738
344,"('we', '’ll', 'see')",44728.3329969049
345,"('for', 'example', 'if')",44559.54760940201
346,"('take', 'a', 'deep')",44460.82932295273
347,"('in', 'other', 'word')",44374.2266390889
348,"('the', 'complex', 'exponential')",44192.566114713954
349,"('be', 'able', 'to')",43972.202205398986
350,"('guess', 'I', 'need')",43208.51180556194
351,"('large', 'number', 'of')",42636.06415868762
352,"('little', 'bit', 'of')",42373.51494562641
353,"('in', 'polar', 'form')",42038.53447175129
354,"('in', 'contact', 'with')",42026.914485206595
355,"('I', '', 'can')",41105.61333627973
356,"('the', 'continuous', 'case')",41066.22679072916
357,"('do', 'not', 'fall')",40294.95289111328
358,"('future', 'be', 'come')",39893.39362403075
359,"('of', 'exercise', '2')",39878.418684487864
360,"('with', 'respect', 'to')",39876.73962206656
361,"('seem', 'to', 'understand')",39167.540477264345
362,"('put', ""'"", 'make')",38782.87448431675
363,"('can', 'touch', 'i')",38618.514012725296
364,"('all', 'right', 'then')",38086.23622527823
365,"('you', '', 'do')",38081.93919783349
366,"('sum', 'all', 'right')",37896.24449293009
367,"('all', 'right', 'but')",37411.75315960254
368,"('all', 'right', 'that')",36312.176214852894
369,"('do', 'not', 'think')",36144.07909584459
370,"('all', 'right', 'and')",35840.93670984413
371,"('permit', 'us', 'to')",35720.96492958373
372,"('write', 'f', 'of')",35717.942383575006
373,"('long', 'the', 'future')",35614.21867486152
374,"('allow', 'us', 'to')",35374.03780411364
375,"('many', 'people', 'have')",35367.849857646004
376,"('he', 'told', 'i')",35144.47574611244
377,"('do', 'not', 'matter')",35074.72835210011
378,"('all', 'right', 'you')",34985.492261982494
379,"('he', '', 'do')",34945.59701556411
380,"('all', 'right', 'if')",34740.523640216634
381,"('for', 'complex', 'number')",34611.80227104726
382,"('all', 'right', 'it')",34548.686489977765
383,"('I', 'shake', 'my')",34372.36391456457
384,"('find', 'it', 'hard')",34328.79649425448
385,"('it', '', 'do')",33760.927651411046
386,"('complex', 'number', 'we')",33648.69741349515
387,"('this', 'all', 'right')",33516.568660091994
388,"('it', 'all', 'right')",33270.39540235191
389,"('touch', 'i', 'if')",33102.15477280754
390,"('all', 'at', 'once')",32818.41596644356
391,"('all', 'right', 'all')",32767.92093143371
392,"('must', 'go', 'on')",32715.77121545154
393,"('look', 'at', 'i')",32572.377713434144
394,"('not', 'cry', 'to')",32561.92235709951
395,"('all', 'right', 'I')",32510.51058727506
396,"('all', 'right', 'this')",32441.478588287453
397,"('do', 'not', 'understand')",32402.893853235164
398,"('that', 'all', 'right')",32329.62363922753
399,"('periodic', 'of', 'period')",32167.81644013137
400,"('in', 'my', 'ear')",32154.6880366458
401,"('all', 'right', 'the')",32132.380546806275
402,"('be', 'all', 'right')",32125.667680111554
403,"('all', 'right', 'in')",32108.45484467121
404,"('they', '', 'do')",32092.49042756089
405,"(""'s"", 'Friday', 'I')",32085.626690237703
406,"('you', 'all', 'right')",32058.400972504816
407,"('for', 'some', 'reason')",31923.485546723554
408,"('a', 'single', 'word')",31676.33016156774
409,"('from', 'behind', 'that')",31501.761253329667
410,"('we', 'talk', 'about')",31251.47785842745
411,"('the', 'complex', 'number')",30717.70818062475
412,"('function', 'be', 'continuous')",30455.602900348837
413,"('go', '', 'do')",30217.142992426183
414,"('just', '', 'do')",30158.693059897298
415,"('not', 'worry', 'about')",30020.83971256022
416,"('do', 'it', 'feel')",29908.255183032474
417,"('do', 'not', 'seem')",29877.04253297992
418,"('we', '', 'do')",29843.69836491429
419,"('and', '', 'do')",29549.903070205557
420,"('that', '', 'do')",29478.027820778418
421,"('a', 'Huffman', 'tree')",29105.48629199855
422,"('do', 'not', 'believe')",28915.495855694833
423,"('on', 'complex', 'number')",28863.97606078046
424,"('the', 'unit', 'square')",28463.391344743417
425,"('a', 'very', 'important')",28426.37472959666
426,"('the', 'interval', 'from')",28362.576966236036
427,"('complex', 'number', 'with')",28299.446901141175
428,"('kind', 'of', 'thing')",28225.284177725218
429,"('cosine', 'of', 'two')",28154.891338558187
430,"('there', 'be', 'no')",27855.612338026032
431,"('generate', 'the', 'sequence')",27514.577493273213
432,"('suppose', 'we', 'want')",27481.040210319294
433,"('complex', 'number', 'in')",27411.052218104465
434,"('do', 'not', 'wannon')",27308.586266942435
435,"('in', 'front', 'of')",26962.733251766604
436,"('if', 'you', 'want')",26907.171346934843
437,"('do', 'not', 'look')",25813.252218028614
438,"('do', 'not', 'have')",25648.474313469767
439,"('half', 'a', 'second')",25586.959743820225
440,"('as', 'a', 'matter')",25360.555272958372
441,"('there', 'be', 'nothing')",24987.857042449166
442,"('a', 'periodic', 'function')",24897.23317499643
443,"('do', 'not', 'need')",24678.135980259394
444,"('do', 'not', 'answer')",24427.909470871782
445,"('do', 'not', 'make')",24043.371046043365
446,"('representation', 'for', 'complex')",23857.71160264734
447,"('I', '', 'ai')",23814.791419966466
448,"('be', 'less', 'than')",23508.785935732063
449,"('do', 'not', 'really')",23279.005942237785
450,"('do', 'not', 'like')",23166.651045201826
451,"('do', 'not', 'work')",22876.434391504004
452,"('do', 'not', 'see')",22866.826144987044
453,"('complex', 'number', 'be')",22690.520758718234
454,"('of', 'complex', 'number')",22687.675622552313
455,"('the', 'picture', 'language')",22553.951775885165
456,"('define', 'make', 'from')",22546.81282258822
457,"('’m', 'you', 'eyes')",22523.30405981092
458,"('let', 'i', 'just')",22412.694495255957
459,"('do', 'not', 'come')",22398.03910380685
460,"('do', 'not', 'get')",22116.76675136262
461,"('in', 'my', 'head')",21977.94833091169
462,"('do', 'not', 'you')",21800.284621513612
463,"('so', 'kiss', 'i')",21575.90130064153
464,"('do', 'not', 'do')",21411.68662175715
465,"('we', 'do', 'not')",21390.471139447534
466,"('it', 'do', 'not')",21358.50156657729
467,"('a', 'lot', 'of')",21302.639990726602
468,"('not', 'know', 'what')",21034.495283031494
469,"('by', 'means', 'of')",20818.405303353145
470,"('the', 'following', 'procedure')",20755.379618452884
471,"('rational', 'number', 'and')",20599.42247550726
472,"('be', 'left', 'behind')",20331.58846029779
473,"('the', 'minus', 'two')",20129.72745807425
474,"('be', 'useless', 'but')",20127.294288639783
475,"('the', 'empty', 'list')",19705.80164512606
476,"('we', 'need', 'only')",19681.844461763914
477,"('I', '’ll', 'write')",19480.8517385084
478,"('the', 'rest', 'of')",18784.191805496244
479,"('period', 'one', 'all')",18688.763839697396
480,"('take', 'care', 'of')",18530.435139429694
481,"('real', 'part', 'and')",18340.709694698155
482,"('in', 'this', 'class')",18125.330721991748
483,"('out', 'and', 'touch')",18123.67019351496
484,"('in', 'order', 'to')",18005.501310139916
485,"('rather', 'than', 'the')",17836.328662763088
486,"('’t', 'want', 'to')",17447.45665895359
487,"('at', 'the', 'root')",16863.422912883932
488,"('I', '’m', 'you')",16794.46737464128
489,"(""'s"", 'come', 'on')",16693.970808468377
490,"('sunshine', 'in', 'a')",16546.881112776802
491,"('up', 'and', 'down')",16501.351595884353
492,"('be', 'no', 'longer')",16002.025945646557
493,"('not', 'hate', 'you')",15934.907308527245
494,"('for', 'example', 'we')",15726.630594682054
495,"('you', 'can', 'touch')",15395.793295191508
496,"('it', 'turn', 'out')",15101.44795525257
497,"('any', 'kind', 'of')",15067.011329827803
498,"('e', 'to', 'the')",14858.37322856254
499,"('there', '’', 'a')",14774.870565536477
500,"('refer', 'to', 'as')",14646.546774352792
501,"('the', 'show', 'must')",14536.115165158337
502,"('other', 'side', 'of')",14415.596965697325
503,"('how', 'do', 'it')",14346.100585797756
504,"('in', 'spite', 'of')",14235.845863182294
505,"('of', 'period', 'one')",14221.7783295945
506,"('at', 'this', 'point')",14217.589708193344
507,"('not', 'want', 'to')",14154.647848211409
508,"('the', 'real', 'part')",13973.706459588644
509,"('right', 'that', '’s')",13932.581552911955
510,"('by', 'the', 'interpreter')",13908.1651519236
511,"('the', 'surface', 'of')",13896.369729191465
512,"('the', 'complex', 'package')",13831.826967583578
513,"('example', 'if', 'we')",13554.906657060927
514,"('no', 'no', 'no')",13542.288167596702
515,"('the', 'rational', 'number')",13387.81881054079
516,"('the', 'other', 'side')",13302.687738998238
517,"('I', 'want', 'to')",13287.20692624231
518,"('finite', 'number', 'of')",13108.650334470965
519,"('a', 'finite', 'number')",13065.741621957988
520,"('in', 'the', 'middle')",13031.35108072191
521,"('to', 'worry', 'about')",12941.603458145983
522,"(""'s"", 'kind', 'of')",12908.457921390593
523,"('reach', 'out', 'and')",12804.651954739793
524,"('if', 'you', '’re')",12729.294895504667
525,"('what', ""'s"", 'good')",12721.825426087613
526,"('get', ""'"", 'make')",12600.98243103534
527,"('I', 'look', 'at')",12513.575154930179
528,"('we', 'can', 'write')",12316.776571474162
529,"('be', 'very', 'simple')",12220.060719413867
530,"('we', 'can', 'use')",11958.66983459001
531,"('let', 'i', 'say')",11883.12699634725
532,"('the', 'door', 'open')",11844.779010029395
533,"('surface', 'of', 'the')",11790.620177773819
534,"('I', 'will', 'never')",11543.972578533723
535,"('to', 'talk', 'about')",11407.85666628476
536,"('again', 'I', '’m')",11314.124220256796
537,"('as', 'long', 'as')",11202.646623928842
538,"('in', 'section', '2')",10898.161614710565
539,"('some', 'kind', 'of')",10895.873228380797
540,"('on', 'top', 'of')",10612.312664865865
541,"('there', 'be', 'a')",10480.485906639453
542,"('be', 'like', 'Oh')",10464.648271834316
543,"('as', 'well', 'as')",10288.32744951375
544,"('a', 'long', 'time')",10265.42928862322
545,"('at', 'least', 'I')",10143.460246922745
546,"('the', 'middle', 'of')",10086.448750379177
547,"('the', 'queerest', 'of')",9983.23039396586
548,"('rest', 'of', 'the')",9920.390138010374
549,"('to', 'think', 'about')",9840.501312979148
550,"('but', 'I', '')",9721.295879823225
551,"('kind', 'of', 'like')",9477.416323582387
552,"('example', 'we', 'can')",9400.115523337183
553,"('I', '', 'will')",9395.399406663968
554,"('think', 'in', 'term')",9391.906867778063
555,"('the', 'end', 'of')",9361.51415485442
556,"('my', 'truck', 'and')",9325.82647759619
557,"('something', 'like', 'this')",9309.73395245882
558,"('you', 'look', 'at')",9204.311479774737
559,"('be', 'just', 'fine')",9164.10959444328
560,"('just', 'want', 'to')",9135.624440023255
561,"('the', 'same', 'time')",9100.202976014123
562,"('we', 'can', 'implement')",9025.88072281125
563,"('as', 'argument', 'a')",9013.809593005572
564,"('a', 'denial', 'a')",8958.146279057257
565,"('that', '’s', 'good')",8882.903287918196
566,"('know', 'what', ""'s"")",8766.087030525117
567,"('I', 'try', 'to')",8646.564040084211
568,"('E', 'to', 'the')",8616.40410758912
569,"('I', 'will', 'rather')",8596.117673219127
570,"('the', 'kind', 'of')",8579.696537386226
571,"('look', 'at', 'the')",8517.9685227002
572,"('I', 'wonder', 'if')",8496.141815129788
573,"('my', 'ear', 'I')",8495.785096927008
574,"('the', 'existence', 'of')",8470.634036190731
575,"('allow', 'i', 'to')",8403.704229303541
576,"('i', 'they', 'long')",8311.135995163742
577,"('the', 'midst', 'of')",8304.344972517412
578,"('in', 'the', 'midst')",8272.285659615938
579,"('have', 'to', 'happen')",8189.155969887277
