,trigram,chi-sq
63,"('MELLON', 'university', 'with')",17911723.001134448
64,"('distribution', 'include', 'by')",17579672.761215564
65,"('ETEXT', 'of', 'CARNEGIE')",15968729.113098564
66,"('Gutenberg', 'ETEXT', 'of')",15968729.113098564
67,"('of', 'CARNEGIE', 'MELLON')",15968729.113098564
68,"('cell', 'enter', 'Friar')",15585322.24455498
69,"('St', 'George', ""'s"")",15375755.55529713
70,"('said', 'mrs', 'Yeobright')",14265006.183711285
71,"('Saint', 'Meran', ""'s"")",13960449.32471776
72,"('by', 'project', 'Gutenberg')",13323540.827795992
73,"('Library', 'INC', 'and')",13152135.279671313
74,"('M.', 'de', 'Saint')",13138723.639578491
75,"('rain', 'poure', 'down')",13110999.42357876
76,"('four', 'billion', 'year')",12534059.430081174
77,"('George', ""'s"", 'Hill')",11734098.385224331
78,"('king', ""'s"", 'attorney')",11361104.715208516
79,"('my', 'tame', 'sweetheart')",11360531.510874525
80,"('at', 'G.', 'G.')",11256599.578625418
81,"('lord', ""'s"", 'Prayer')",10173977.434362069
82,"('say', 'Grandfer', 'Cantle')",9534220.250976749
83,"('deep', 'blue', 'sky')",9005853.346340608
84,"('be', 'copyray', '1990')",8489115.735630551
85,"('public', 'domain', 'for')",7452218.907144164
86,"('Shakespeare', 'be', 'copyray')",7427988.20028185
87,"('electronic', 'version', 'of')",6653633.873323698
88,"('Capulet', ""'s"", 'orchard')",6543317.482172402
89,"('Laurence', ""'"", 'cell')",6467855.770179575
90,"('a', 'hackney', 'coach')",6255936.487362168
91,"('Laurence', ""'s"", 'cell')",6241298.05852848
92,"('the', 'United', 'States')",6125443.915816806
93,"('in', '-', 'law')",6083009.3048461545
94,"('the', 'Blue', 'Chamber')",5950434.190455785
95,"('works', 'of', 'William')",5703115.84725002
96,"('Edmond', 'Dantes', 'mate')",5539429.920265345
97,"('with', 'permission', 'electronic')",5307171.774686624
98,"('twenty', 'four', 'hour')",5124579.332565957
99,"('shrugge', 'his', 'shoulder')",4740931.047547883
100,"('geese', 'and', 'duck')",4221240.107743422
101,"('a', 'librivox', 'recording')",4174374.6164082913
102,"('reign', 'of', 'Terror')",4165751.4533749507
103,"('image', 'and', 'Etiquette')",4153302.300744805
104,"('of', 'King', 'Hans')",3913926.963573929
105,"('on', 'Christmas', 'eve')",3593318.412505524
106,"('of', 'William', 'Shakespeare')",3568465.545235892
107,"('clatter', 'of', 'hoof')",3421869.2626078664
108,"('on', 'Christmas', 'Eve')",3335267.593115909
109,"('university', 'with', 'permission')",3316979.056972262
110,"('say', 'Timothy', 'Fairway')",3267913.457715118
111,"('Gulf', 'of', 'Mexico')",3193751.172097482
112,"('DISTRIBUTED', 'or', 'use')",3122147.880311878
113,"('or', 'use', 'Commercially')",3122147.880311878
114,"('librivox', 'recording', 'be')",2922501.836238746
115,"('service', 'that', 'CHARGES')",2871538.029100847
116,"('visit', 'librivox.org', 'this')",2739917.2288085804
117,"('William', 'Shakespeare', 'be')",2656917.124751031
118,"('', 'do', 'not')",2480392.616561536
119,"('provide', 'by', 'project')",2467314.953406345
120,"('the', 'snow', 'Queen')",2407364.8594551054
121,"('once', 'or', 'twice')",2139451.145419859
122,"('five', 'or', 'six')",2133782.6609366448
123,"('don', ""'t"", 'I')",2125167.4523854335
124,"('sooner', 'or', 'later')",2066353.9884566495
125,"('', 'can', 'not')",1980236.1930086454
126,"('Friar', 'Laurence', ""'s"")",1844530.9692096463
127,"('the', 'chateau', 'd')",1811032.200498224
128,"('island', 'or', 'continent')",1778309.2004167112
129,"('burst', 'into', 'tear')",1764946.462406247
130,"('captain', ""'s"", 'cabin')",1713299.0079697382
131,"('of', 'Fort', 'Saint')",1710930.1968412222
132,"('island', 'of', 'Elba')",1702404.7249389407
133,"('a', 'public', 'domain')",1691835.1326106517
134,"('the', 'heat', 'Ray')",1668675.6798861227
135,"('G.', 'image', 'and')",1661315.3601647352
136,"(""'s"", 'orchard', 'enter')",1636020.7730960583
137,"('the', 'mixing', 'bowl')",1611308.2016178714
138,"('a', 'bluff', 'reef')",1592005.161298973
139,"('complete', 'works', 'of')",1565562.6857269213
140,"('the', 'Oriental', 'college')",1561982.988948984
141,"('e', 'or', 'twelve')",1504409.6190318775
142,"('the', 'grand', 'marshal')",1408139.849274349
143,"('my', 'dear', 'Watson')",1379120.612929734
144,"('I', ""'"", 'll')",1336895.0576105597
145,"('at', 'any', 'rate')",1297598.027813314
146,"('Distribut', 'so', 'long')",1296341.0767673152
147,"('and', 'machine', 'READABLE')",1289421.9472919784
148,"('hundred', 'foot', 'high')",1253142.8875036892
149,"('of', 'Maybury', 'Hill')",1248510.1969614762
150,"('a', 'Bonapartist', 'agent')",1226879.605522935
151,"('a', 'fix', 'appointment')",1226838.1434724738
152,"('permission', 'electronic', 'and')",1217784.434124417
153,"('the', 'nineteenth', 'century')",1144026.3840515092
154,"('th', 'of', 'March')",1130774.6430315932
155,"('three', 'or', 'four')",1071168.5263452292
156,"('DOWNLOAD', 'time', 'or')",1042027.2228659815
157,"('the', 'deputy', 'procureur')",1041426.833970294
158,"(""'"", 'st', 'thou')",1007118.6794216296
159,"('crack', 'his', 'heel')",995995.1517344089
160,"('brother', 'in', '-')",993986.9664517004
161,"('lump', 'of', 'ice')",982909.1294402132
162,"('young', 'pine', 'tree')",975357.2315063427
163,"('eight', 'o', ""'"")",956849.1066855759
164,"('Shoe', 'of', 'fortune')",896165.9939545636
165,"('the', 'ante', 'chamber')",886231.55635513
166,"('the', 'Fir', 'Tree')",862760.1971794904
167,"('the', 'bride', 'groom')",847791.8709985443
168,"('copies', '1', 'be')",825389.9618371954
169,"('daughter', 'of', 'Aegis')",823303.9704082547
170,"('nine', 'o', ""'"")",792992.2040213502
171,"('Rejoice', 'in', 'thy')",792340.2654827684
172,"('', 'ai', 'not')",786240.8773525072
173,"('say', 'mrs', 'Yeobright')",773896.2583533641
174,"('to', 'volunteer', 'please')",769465.1609220937
175,"('backward', 'and', 'forward')",746014.648119639
176,"(""'s"", 'cell', 'enter')",743904.7364849695
177,"('And', '2', 'be')",728237.0232237066
178,"('shak', 'his', 'head')",699245.8245952297
179,"('the', 'complete', 'works')",680601.7634043157
180,"('electronic', 'and', 'machine')",644707.0199075455
181,"('cow', 'and', 'ass')",631924.9350419843
182,"('the', 'merchant', 'service')",627533.0703197945
183,"('on', 'Friday', 'night')",614675.3795266274
184,"('of', 'morning', 'rosy')",607244.4544444036
185,"('two', 'or', 'three')",604560.7715189162
186,"('domain', 'for', 'more')",600985.0730372301
187,"('the', 'bar', ""'l"")",582568.8152402802
188,"('the', 'Palais', 'de')",564473.4516892628
189,"('Emperor', ""'s"", 'daughter')",559045.4192207674
190,"('son', 'of', 'Atreus')",539279.0551724988
191,"('six', 'o', ""'"")",535466.9267069356
192,"('child', 'of', 'Calamity')",532296.9197974798
193,"('set', 'at', 'liberty')",531384.0473170768
194,"('two', 'hundred', 'yard')",527774.4744837378
195,"('do', 'not', 'know')",519082.6865580975
196,"('drink', 'offering', 'to')",485749.0990723761
197,"('the', 'Finland', 'woman')",483371.76601839525
198,"('that', 'bar', ""'l"")",442482.21120096376
199,"('pale', 'and', 'trembling')",438465.2606967811
200,"('snow', 'Queen', 'have')",435628.60106825945
201,"('clap', 'their', 'hand')",428496.03632834373
202,"('silver', 'sound', ""'"")",425507.85424723936
203,"('four', 'o', ""'"")",422419.68843738554
204,"('on', 'Horsell', 'common')",421511.6228863673
205,"('the', 'hurricane', 'deck')",416397.7195977861
206,"('more', 'information', 'or')",405655.14369405067
207,"('Villefort', ""'s"", 'promise')",394392.0888166618
208,"('a', 'real', 'Princess')",382554.4513128499
209,"('streamer', 'of', 'smoke')",376078.5628789536
210,"('the', 'clerical', 'gentleman')",375250.10977490706
211,"('the', 'Comte', 'de')",361306.78166372154
212,"('the', 'sand', 'pit')",355635.94269959914
213,"('as', 'soon', 'as')",328526.7993689225
214,"('alive', 'or', 'dead')",328415.4859674193
215,"('some', 'year', 'ago')",321881.2476052269
216,"('Villefort', ""'s"", 'brow')",320121.8315465996
217,"('the', 'rain', 'poure')",317035.8976499373
218,"('hold', 'you', 'tongue')",312077.3663769004
219,"('be', 'Christmas', 'Eve')",285981.6029228433
220,"('the', 'planet', 'Mar')",281079.7392617291
221,"('a', 'bar', ""'l"")",279503.97942734207
222,"('as', 'such', 'copies')",276420.2619568389
223,"('e', 'o', ""'"")",273294.56987292145
224,"('the', 'robber', 'maie')",270308.3546403721
225,"('a', 'few', 'minute')",269887.5897775482
226,"('glass', 'of', 'wine')",268603.52289671666
227,"('sat', 'quite', 'still')",260580.61662944013
228,"('a', 'good', 'deal')",260393.68824969925
229,"('heat', 'Ray', 'be')",258350.56013031345
230,"('or', 'for', 'MEMBERSHIP')",257985.30518383795
231,"('sheet', 'of', 'paper')",256090.5442675412
232,"('four', 'or', 'five')",254495.23578704998
233,"('twelve', 'o', ""'"")",249343.7113129905
234,"('on', 'either', 'side')",245296.84587413818
235,"('his', 'heel', 'together')",245178.0281709691
236,"('the', 'railway', 'station')",242506.70919110047
237,"('not', 'DISTRIBUTED', 'or')",240510.1194328415
238,"('M.', 'Morrel', 'I')",236597.41208854094
239,"('Cyrus', 'Harding', 'be')",234471.9341858449
240,"('five', 'o', ""'"")",231059.51783979376
241,"('follow', 'his', 'example')",230838.73872306192
242,"('the', 'stern', 'sheet')",228690.8607596301
243,"('eat', 'and', 'drink')",220317.70870587134
244,"('M.', 'Morrel', 'have')",216423.30145686006
245,"('include', 'by', 'any')",216134.7661313288
246,"('Reindeer', ""'s"", 'back')",215079.38348978147
247,"('M.', 'Morrel', 'and')",213697.7536375061
248,"('Emperor', ""'s"", 'new')",210449.75375193259
249,"('we', ""'"", 'll')",206404.52054101555
250,"('of', 'M.', 'Morrel')",205353.1021919757
251,"('brother', 'and', 'sister')",198354.73752772846
252,"('Cyrus', 'Hard', 'and')",196801.2943422758
253,"('a', 'vague', 'idea')",196600.2231581517
254,"('my', 'dear', 'fellow')",196064.2492707107
255,"('can', 'not', 'help')",193292.20994509532
256,"('ten', 'o', ""'"")",192839.31315159996
257,"('the', 'Quiet', 'woman')",188688.16784998638
258,"('the', 'outer', 'court')",188537.23332640246
259,"('', 'war', 'not')",185563.6397758925
260,"('water', ""'s"", 'edge')",181059.83460406892
261,"('on', 'each', 'side')",178413.8018906016
262,"('', 'will', 'not')",177018.27541479535
263,"('half', 'a', 'doze')",175771.75587999693
264,"('any', 'one', 'else')",172986.9713215761
265,"('ink', 'and', 'paper')",170805.5931028469
266,"('you', 'or', 'Others')",170764.67842724035
267,"('half', 'a', 'dozen')",170634.63509372194
268,"('know', 'anything', 'about')",169494.50631994757
269,"('I', '', 'do')",168115.9549707359
270,"('my', 'dear', 'Edmond')",166388.48441928072
271,"('more', 'or', 'less')",166290.56759370668
272,"('you', ""'"", 'll')",163736.9408859515
273,"('more', 'than', 'once')",159600.9143720558
274,"('the', 'Lapland', 'woman')",157659.90971324002
275,"('I', '', 'can')",157204.05956551223
276,"('de', 'Villefort', ""'s"")",156357.56501715057
277,"('what', 'ail', 'you')",152383.18987953072
278,"('Fir', 'Tree', 'and')",151347.29440298086
279,"('the', 'dining', 'room')",151302.7585399943
280,"('half', 'a', 'mile')",149973.97652859156
281,"('for', 'more', 'information')",146625.53540054394
282,"('at', 'half', 'past')",141439.9604762026
283,"('one', 'or', 'two')",140539.11355351942
284,"('Capulet', ""'s"", 'house')",138310.10456487592
285,"('open', 'his', 'mouth')",135502.51759843517
286,"('winter', 'and', 'summer')",135045.82839550235
287,"('throughout', 'the', 'city')",133764.82191382936
288,"('I', 'pray', 'thee')",133354.00183081176
289,"('soon', 'as', 'possible')",132171.11821066512
290,"('grow', 'larger', 'and')",129858.91175325016
291,"('shake', 'his', 'head')",129794.55151546554
292,"('no', 'matter', 'how')",128440.29983830341
293,"('at', 'all', 'event')",126499.58158956579
294,"(""'"", 'em', 'say')",126266.92383919888
295,"('the', 'empty', 'frame')",124992.51944715453
296,"('as', 'well', 'as')",124583.60762104958
297,"(""'"", 'll', 'go')",124279.08889858452
298,"('do', 'not', 'succee')",123047.77900066199
299,"('son', 'in', '-')",120727.70298939735
300,"('a', 'instant', 'later')",120661.39782340643
301,"('of', 'M.', 'de')",118432.65031462732
302,"('nothing', 'better', 'than')",116999.63928228484
303,"('all', 'nay', 'long')",116773.21701359055
304,"('the', 'copy', 'clerk')",115910.77845642669
305,"(""'"", 'll', 'give')",115518.94077265888
306,"('mister', 'Holme', 'and')",113809.24064683175
307,"('retire', 'to', 'rest')",111252.47452303117
308,"('board', 'the', 'Pharaon')",109402.06708085717
309,"('there', 'be', 'no')",107657.01559134985
310,"('marry', 'the', 'princess')",106248.8843173506
311,"('the', 'young', 'man')",105292.12279787181
312,"('my', 'dear', 'father')",105267.98401209935
313,"('the', 'new', 'York')",104920.32680148218
314,"('let', 'us', 'drink')",104345.2887611804
315,"('a', 'few', 'second')",103778.49318697109
316,"('seem', 'to', 'me')",103219.1877867889
317,"('mister', 'Bixby', 'be')",102775.54917994996
318,"('depend', 'upon', 'it')",101839.90645885437
319,"('lose', 'no', 'time')",99828.90208493851
320,"('my', 'dear', 'boy')",98809.0892428214
321,"(""'"", 'll', 'take')",97111.92761666134
322,"('do', 'not', 'understand')",97056.73165552969
323,"('a', 'hundred', 'yard')",96975.66451615765
324,"('side', 'by', 'side')",96961.87807767022
325,"('the', 'rue', 'de')",96916.0839672054
326,"('downstair', 'and', 'yet')",96536.86979004831
327,"('nodd', 'his', 'head')",96519.81357501054
328,"('so', 'well', 'known')",95538.37025969158
329,"('as', 'fast', 'as')",95411.10809815608
330,"('Pencroave', 'and', 'Herbert')",94512.98656265184
331,"('half', 'a', 'hour')",94137.21293349497
332,"(""'"", 'll', 'tell')",94021.26729477124
333,"(""'"", 'll', 'find')",93810.7944790779
334,"('do', 'not', 'think')",93752.16932560164
335,"('a', 'great', 'deal')",92583.77635684465
336,"('then', 'sat', 'down')",92060.24200603072
337,"('of', 'East', 'street')",92043.53886526467
338,"('I', 'do', 'not')",91750.21690359582
339,"('in', 'another', 'moment')",91534.78637327808
340,"('my', 'own', 'part')",90929.70099735301
341,"('to', 'new', 'Orlean')",90232.02055559488
342,"('the', 'police', 'office')",90060.58845539484
343,"('a', 'quarter', 'past')",89121.56568227892
344,"('three', 'o', ""'"")",88983.8367719694
345,"('the', 'wide', 'world')",88972.57200519461
346,"('knot', 'of', 'people')",88441.16099270852
347,"('by', 'any', 'service')",87913.56938314407
348,"('daughter', 'of', 'Jove')",87736.79842010302
349,"('the', 'preceding', 'night')",86600.68856488087
350,"('year', 'of', 'age')",86341.23043726654
351,"('in', 'spite', 'of')",85700.57386659352
352,"('a', 'middle', 'age')",84611.683574273
353,"('may', 'be', 'Distribut')",84464.3321333708
354,"('', 'be', 'not')",82737.3977405963
355,"('a', 'desert', 'island')",82390.74782347964
356,"('perhap', 'a', 'hundred')",81973.64634902528
357,"(""'"", 'll', 'not')",81092.2227897421
358,"('', 'have', 'not')",80497.86144449258
359,"('lift', 'his', 'hand')",80205.19010513542
360,"('talk', 'about', 'how')",78964.75358884233
361,"('two', 'o', ""'"")",78631.03105979976
362,"('sand', 'pit', 'and')",77448.20147041691
363,"('be', 'able', 'to')",77404.44549901907
364,"('pine', 'tree', 'and')",77403.74356899835
365,"('East', 'street', 'and')",77034.16238228258
366,"('sat', 'down', 'on')",76336.14536754285
367,"('the', 'dog', 'cart')",75837.04221539786
368,"('for', 'ten', 'year')",75510.88403713008
369,"('do', 'not', 'want')",75244.28543718476
370,"('know', 'better', 'than')",74363.87634698984
371,"('mister', 'Holmes', 'say')",74124.20477650713
372,"('along', 'the', 'road')",73968.2404620288
373,"('the', 'big', 'bell')",73967.6587095477
374,"('say', 'little', 'Gerda')",73865.42075975607
375,"('well', 'never', 'mind')",73518.05614005905
376,"('Herbert', 'and', 'Pencroave')",72353.15455462171
377,"('hundred', 'foot', 'from')",71750.84541353711
378,"('her', 'arm', 'round')",71637.76254800474
379,"('piece', 'of', 'wood')",70364.59403458344
380,"('the', 'starting', 'point')",69897.86879315172
381,"('the', 'court', 'yard')",69872.96300604318
382,"('say', 'Caderousse', 'why')",69460.37921543175
383,"('Wok', 'station', 'and')",69027.20531279365
384,"('by', 'no', 'mean')",68777.49688492289
385,"('do', 'not', 'mention')",68392.33412650255
386,"('on', 'every', 'side')",68316.0332093342
387,"('upon', 'my', 'word')",67931.66368852259
388,"('do', 'not', 'care')",67332.17618824384
389,"('he', 'remain', 'silent')",67258.81797976934
390,"('yes', 'my', 'dear')",66723.53380960939
391,"('the', 'immortal', 'god')",66649.15008090243
392,"('the', 'same', 'time')",66106.87401841948
393,"('the', 'little', 'robber')",66088.91889455324
394,"('couple', 'of', 'hundred')",65959.76593904446
395,"('or', 'to', 'volunteer')",65898.03035831515
396,"('down', 'the', 'lane')",65239.48582830873
397,"('hundred', 'and', 'fifty')",64686.82874379309
398,"('the', 'railway', 'bridge')",64652.674229695134
399,"(""'"", 'll', 'have')",64522.33159063556
400,"('she', ""'"", 'll')",64213.772544959014
401,"('man', 'from', 'Mars')",62922.88111695247
402,"('into', 'his', 'pocket')",62920.534098006
403,"('Prince', 'and', 'Princess')",62036.71909085291
404,"('come', 'let', 'us')",60897.74410087464
405,"('Commend', 'i', 'to')",59581.494732246574
406,"('stretch', 'out', 'her')",59516.45014162256
407,"('the', 'pine', 'tree')",59252.20288738653
408,"('time', 'of', 'King')",59166.953697725425
409,"('my', 'dear', 'wife')",58959.15808999709
410,"(""'"", 'll', 'be')",58871.82057557115
411,"('let', 'us', 'go')",58538.99669372149
412,"('a', 'great', 'misfortune')",58510.72596567592
413,"(""'"", 'll', 'to')",58214.72582489128
414,"('the', 'slender', 'lady')",58129.64359844932
415,"('he', ""'"", 'll')",57899.91557238966
416,"('have', 'no', 'doubt')",57419.473145005766
417,"('tell', 'i', 'where')",57285.217696210035
418,"('the', 'black', 'vapour')",56688.9111675065
419,"('a', 'straight', 'line')",56217.343599626154
420,"('of', 'green', 'smoke')",55835.96274194432
421,"('towards', 'the', 'north')",55760.08293967995
422,"(""'"", 'clock', 'when')",55706.777954818484
423,"('do', 'not', 'believe')",55604.837255052465
424,"('do', 'not', 'like')",54832.427548042244
425,"('go', 'on', 'board')",54446.67423372674
426,"('he', 'do', 'not')",54349.38916835272
427,"('the', 'deep', 'blue')",54107.103610971535
428,"('set', 'to', 'work')",53676.15721195111
429,"('scramble', 'out', 'of')",53601.677636218905
430,"('so', 'far', 'as')",52843.029413000586
431,"('at', 'this', 'moment')",52216.66064436851
432,"('take', 'advantage', 'of')",51822.776789367126
433,"('father', ""'s"", 'house')",50932.4122750241
434,"('do', 'not', 'appear')",50926.06466241164
435,"('do', 'not', 'consider')",50668.26718051851
436,"('on', 'the', 'contrary')",50356.834646628624
437,"('become', 'aware', 'of')",50336.408346467564
438,"('each', 'other', ""'s"")",50177.10729014838
439,"('the', 'pine', 'wood')",49603.16311705417
440,"('no', 'doubt', 'that')",49457.39273685657
441,"('to', 'morrow', 'morning')",49222.85679019092
442,"('the', 'next', 'morning')",49159.50965189
443,"('sand', 'pit', 'be')",49026.83345430788
444,"('be', 'no', 'doubt')",48880.98804918932
445,"('with', 'a', 'smile')",48717.93011424413
446,"('do', 'not', 'expect')",48590.261001299696
447,"('do', 'not', 'observe')",48570.48837632602
448,"('the', 'next', 'day')",48304.97532093537
449,"('far', 'and', 'wide')",47860.04236624391
450,"('over', 'the', 'treetop')",47765.63681233295
451,"('do', 'not', 'seem')",47406.01119075104
452,"('the', 'wood', 'pigeon')",47010.64078865664
453,"('tell', 'i', 'true')",46628.83665307379
454,"('now', 'my', 'dear')",46481.54409936291
455,"('do', 'not', 'feel')",46321.58400909644
456,"('in', 'front', 'of')",46234.512676518316
457,"('do', 'not', 'even')",46095.80011650889
458,"('at', 'the', 'same')",46029.20295954492
459,"('can', 'not', 'bear')",45769.33479022603
460,"('to', 'and', 'fro')",45748.66142178796
461,"('in', 'the', 'midst')",45698.6777211242
462,"('do', 'not', 'wish')",45665.704676628426
463,"('do', 'not', 'you')",45303.32334971503
464,"('must', 'go', 'back')",45228.73806314649
465,"('the', 'little', 'Mice')",45061.44195993492
466,"('well', 'my', 'dear')",44823.25915033206
467,"('a', 'simpleton', 'or')",44726.01988627833
468,"('do', 'not', 'answer')",44375.91808403085
469,"('do', 'not', 'mean')",44272.30482698885
470,"('do', 'not', 'take')",43772.99191411693
471,"('wide', 'world', 'and')",43596.3260665577
472,"('you', 'do', 'not')",43380.48470060231
473,"('they', 'do', 'not')",43228.55040046233
474,"('we', 'do', 'not')",42995.3707101952
475,"('lower', 'part', 'of')",42879.03472469239
476,"('into', 'the', 'dining')",42864.196848104715
477,"('the', 'old', 'man')",42704.442544833924
478,"('she', 'do', 'not')",42681.2484657955
479,"('copies', 'may', 'be')",42561.39594152965
480,"('a', 'minute', 'later')",42522.147805820714
481,"('do', 'not', 'the')",42224.0865176868
482,"('do', 'not', 'see')",42215.26166393397
483,"('the', 'sounding', 'boat')",42194.878742994304
484,"('who', 'do', 'not')",41852.297978110924
485,"('do', 'not', 'mind')",41787.66530758041
486,"('the', 'wood', 'pile')",41759.13026338265
487,"('not', 'meddle', 'with')",41662.01467052998
488,"('do', 'not', 'speak')",41569.042453778384
489,"('it', 'be', 'impossible')",41433.58179300065
490,"('what', 'have', 'happen')",41235.145012394445
491,"('do', 'not', 'let')",41186.12667752648
492,"('Dantes', 'mate', 'of')",41118.369021492676
493,"('do', 'not', 'give')",41108.068115016016
494,"('do', 'not', 'ask')",41064.28718711508
495,"('do', 'not', 'tell')",40973.64762580018
496,"('do', 'not', 'be')",40912.74882540418
497,"('do', 'not', 'make')",40843.86301254321
498,"('we', '', 'can')",40826.83966079824
499,"('but', 'do', 'not')",40818.36267814134
500,"('still', 'do', 'not')",40711.21588667364
501,"('it', 'do', 'not')",40552.23355023473
502,"('do', 'not', 'go')",40527.615915978924
503,"('know', 'very', 'well')",40503.923207144
504,"('do', 'not', 'look')",40496.76846808523
505,"('do', 'not', 'say')",40457.35440913073
506,"('do', 'not', 'come')",40332.03509934466
507,"('do', 'not', 'he')",40208.411215130276
508,"('do', 'not', 'in')",40121.27207030836
509,"('and', 'do', 'not')",40087.64502501813
510,"('which', 'do', 'not')",40042.38965018276
511,"('do', 'not', 'I')",39971.526080696334
512,"('plunge', 'into', 'the')",39874.96803180656
513,"('seem', 'to', 'him')",39347.32585684283
514,"('till', 'at', 'last')",39154.07107585778
515,"('yes', 'indeed', 'say')",38487.44898602178
516,"('my', 'boy', 'reply')",38346.78107284114
517,"('across', 'the', 'flat')",38132.29211280939
518,"(""'"", 'st', 'not')",38119.42777451111
519,"(""'"", 'clock', 'in')",37765.41524913206
520,"('carry', 'away', 'by')",37604.26179989632
521,"('young', 'man', 'who')",37345.34077788464
522,"('do', 'you', 'know')",37249.2069924811
523,"('across', 'the', 'river')",37225.95532561305
524,"('no', 'one', 'knew')",37052.74787953198
525,"('any', 'more', 'than')",37050.769399861296
526,"('on', 'both', 'side')",36973.451447274754
527,"('why', '', 'do')",36442.67922938855
528,"('mister', 'Holmes', 'I')",36262.212739274175
529,"('the', 'midst', 'of')",36209.74552825312
530,"('his', 'father', ""'s"")",36047.67810392268
531,"('swept', 'out', 'of')",35552.942757950485
532,"('catch', 'hold', 'of')",35336.75513683975
533,"('most', 'anxious', 'to')",35100.51236668829
534,"('tell', 'i', 'also')",34694.646682748826
535,"('a', 'loud', 'cry')",34398.96424959134
536,"('whole', 'row', 'of')",34204.40136675502
537,"('more', 'than', 'a')",34194.72003432136
538,"('can', 'not', 'possibly')",34111.36753280451
539,"('the', 'lovely', 'Mercede')",34024.513566014786
540,"('the', 'old', 'woman')",33985.94693285336
541,"('take', 'their', 'place')",33867.23763935021
542,"('hundred', 'yard', 'of')",33360.29690696067
543,"('you', '', 'do')",33069.41187437143
544,"('can', 'not', 'get')",33059.67878503303
545,"('not', 'know', 'anything')",32994.87836090695
546,"('better', 'than', 'that')",32855.21932181542
547,"('be', 'Distribut', 'so')",32846.87349584182
548,"('own', 'part', 'I')",32799.001390584825
549,"('make', 'a', 'gesture')",32758.32687087193
550,"('make', 'no', 'reply')",32728.99890777991
