,trigram,chi-sq
180,"('senior', 'Surgeon', 'with')",840316.5026445426
181,"('at', 'any', 'rate')",839654.1353666395
182,"('against', 'all', 'intention')",835662.0571139018
183,"('the', 'Earth', 'Spirit')",835595.1320391869
184,"('CHAPTER', 'I', 'X')",813411.1141315425
185,"('his', 'button', 'hole')",809224.7523542983
186,"('the', 'post', 'office')",791230.4508019892
187,"('curious', 'mixture', 'of')",777015.989577614
188,"('bread', 'and', 'butter')",776143.8734813852
189,"('I', '', 'do')",763810.3146855803
190,"('dollar', 'a', 'week')",762152.8291301241
191,"('and', 'Col', 'Baker')",760259.3810992356
192,"('twelve', 'year', 'old')",759794.9282313068
193,"('senior', 'Surgeon', 'I')",747398.7651309946
194,"('indiscreet', 'letter', ""'"")",746072.7190659237
195,"('little', 'Cripple', 'girl')",740729.9619029014
196,"('the', 'frost', 'King')",740173.29310617
197,"('the', 'book', 'keeper')",739057.3650985407
198,"('do', 'not', 'know')",738153.2587077599
199,"('senior', 'Surgeon', 'a')",737070.9117924419
200,"('Miss', 'Ellery', 'who')",730134.7911701687
201,"('for', 'more', 'information')",726384.7394595472
202,"('three', 'or', 'four')",726240.2689799753
203,"('possible', 'tinge', 'of')",719874.7219775947
204,"('Captain', 'John', 'as')",716386.9605300562
205,"('a', 'good', 'deal')",716267.200965464
206,"('doctor', ""'s"", 'bill')",706631.1721312638
207,"('ma', ""'am"", 'and')",694130.7563980138
208,"('Illustration', 'portrait', 'of')",684643.0411990859
209,"('Linen', 'nurse', 'but')",681804.3645890545
210,"('Youngish', 'girl', ""'s"")",678161.0095866238
211,"('bow', 'and', 'arrow')",673929.3841422361
212,"('knife', 'and', 'fork')",664802.9329304129
213,"('four', 'or', 'five')",661271.7771173251
214,"('and', 'Captain', 'John')",659728.8702813211
215,"('', 'shan', 'not')",658648.0787284941
216,"('Oh', 'number', 'sir')",658314.5955542605
217,"(""'"", 'll', 'bet')",654126.0009836353
218,"('a', 'curious', 'mixture')",653052.6982450286
219,"('seven', 'o', ""'"")",650085.4669277141
220,"('a', 'Straight', 'line')",648087.2273303024
221,"('the', 'universal', 'colour')",646674.6385499806
222,"('ask', 'mrs', 'Moss')",640597.7842767307
223,"('traveling', 'Salesman', 'be')",626707.5648831553
224,"('Moshe', 'for', 'once')",626001.3869933725
225,"('the', 'Youngish', 'girl')",605183.6974035474
226,"('Eve', 'Edgarton', 'with')",604827.0244826066
227,"('of', 'high', 'rank')",593179.5553480587
228,"('did', '', 'n')",589957.8742749756
229,"('the', 'Serial', 'letter')",589011.4771059621
230,"('do', '', 'n')",575993.5281816659
231,"('object', 'of', 'universal')",571200.321876799
232,"('I', 'won', ""'t"")",568364.3219119128
233,"('', 'Ai', 'not')",564319.6439455545
234,"('hill', 'and', 'valley')",558751.7645921306
235,"(""'"", 'll', 'tell')",547926.2860496464
236,"('won', ""'t"", 'say')",546432.1390806905
237,"('Linen', 'nurse', 'I')",531684.2269430094
238,"('Bertrand', 'the', 'Lay')",531185.3008174906
239,"('we', ""'"", 'll')",529795.5375661829
240,"('the', 'young', 'Electrician')",519945.15467118967
241,"('say', 'miss', 'Celia')",519687.64424858615
242,"('of', 'Lady', 'Jane')",514210.0595558114
243,"('the', 'bell', 'rang')",513964.42045193794
244,"('young', 'Electrician', ""'s"")",511308.41388641106
245,"('flight', 'of', 'stair')",508470.3480294875
246,"('bell', 'rang', 'and')",507993.4813527251
247,"('you', ""'"", 'll')",501983.8474865478
248,"('my', 'boyfriend', ""'s"")",500337.62319745927
249,"('New', 'York', 'to')",492997.2405984201
250,"('of', 'King', 'Henry')",492349.1506402525
251,"('a', 'straight', 'line')",492249.9305499365
252,"('say', 'mrs', 'Jo')",490207.69789103646
253,"('on', 'either', 'side')",489803.0589598097
254,"('ask', 'Miss', 'Celia')",476667.36481868464
255,"('', 'Will', 'not')",473244.3945510333
256,"('gentleman', ""'s"", 'son')",470462.7053772768
257,"('the', 'Younger', 'man')",457987.1722984298
258,"('you', 'don', ""'t"")",452755.6957927991
259,"('than', 'anything', 'else')",448822.06982208655
260,"('the', 'Passover', 'eve')",448726.72750131524
261,"(""'I"", ""'"", 'll')",444358.86524053226
262,"(""'"", 'll', 'try')",442259.83082729083
263,"('stronger', 'and', 'stronger')",420330.1705767604
264,"('', 'have', 'not')",410699.13436988095
265,"('inch', 'every', 'way')",409381.2390923299
266,"('', 'be', 'not')",407883.52229924215
267,"('the', 'dining', 'room')",407085.9482445097
268,"('nearer', 'and', 'nearer')",405188.46639382164
269,"('the', 'new', 'comer')",400449.24971644074
270,"('catch', 'a', 'glimpse')",398409.70622725657
271,"('Eve', 'Edgarton', 'and')",397479.14888119
272,"('accept', 'the', 'invitation')",394087.14457111456
273,"('a', 'trained', 'nurse')",392047.3341542565
274,"('', 'need', 'not')",391270.2926460636
275,"('the', 'dragon', 'fly')",389793.1632766339
276,"('', 'shall', 'not')",389201.8960733324
277,"('say', 'mister', 'Murdock')",386370.06301323447
278,"('King', 'Henry', 'the')",384274.1908768328
279,"('the', 'faintest', 'possible')",383716.5496394915
280,"('while', 'mrs', 'Moss')",377062.63957581774
281,"('then', 'quite', 'abruptly')",376606.84807583666
282,"('five', 'or', 'six')",376204.74036452896
283,"('', 'must', 'not')",372201.92391014175
284,"('', 'ought', 'not')",367894.2078145114
285,"('and', 'begge', 'pardon')",342808.05179204233
286,"('to', 'Lady', 'Jane')",340351.55329416646
287,"('Miss', 'Cotton', ""'s"")",339235.7598774068
288,"('in', 'spite', 'of')",338553.4304296682
289,"('Bless', 'my', 'heart')",337105.5144424748
290,"(""'"", 'll', 'get')",333808.5162117741
291,"('said', 'mrs', 'Bhaer')",331198.45427142025
292,"('old', 'fashion', 'way')",327467.8087876914
293,"('green', 'bough', 'for')",322715.9034233547
294,"('half', 'a', 'dozen')",319484.72894420277
295,"('two', 'year', 'ago')",308998.9092485846
296,"('Tower', 'of', 'London')",306947.29899389425
297,"('pick', ""'"", 'em')",304100.73246464547
298,"('the', 'rippling', 'wave')",302789.6404498803
299,"('clas', 'her', 'hand')",302381.9953219948
300,"('do', 'not', 'care')",299804.7949289351
301,"('o', ""'er"", 'the')",299299.7257726392
302,"('six', 'o', ""'"")",298333.13947111723
303,"('bless', 'us', 'love')",297980.65278435574
304,"('ever', 'so', 'much')",295356.2884377363
305,"('a', 'working', 'class')",294695.3730978154
306,"('the', 'older', 'man')",291874.7481256853
307,"('the', 'marble', 'yard')",290894.8005012113
308,"('make', 'four', 'hundred')",290798.09275047935
309,"(""'"", 'll', 'take')",287078.6977370001
310,"('that', 'Dr', 'Dennis')",276402.9938705614
311,"('a', 'patronizing', 'air')",271955.7054045869
312,"(""'"", 'll', 'never')",271114.2809756925
313,"(""'"", 'll', 'show')",270378.44476848975
314,"('say', 'Nimble', 'Dick')",269341.5663179349
315,"('cup', 'of', 'tea')",268934.7418415896
316,"('in', 'new', 'York')",268665.3718670009
317,"('get', 'on', 'capitally')",268520.23878577934
318,"('good', 'old', 'John')",266663.182404587
319,"('the', 'lord', 'Jesus')",266410.8599737143
320,"('year', 'of', 'age')",262486.4102175337
321,"('say', 'good', 'bye')",261924.90663152043
322,"('between', 'his', 'teeth')",257966.00747288007
323,"('mister', 'Slocum', ""'s"")",256010.7845200247
324,"(""'"", 'll', 'give')",248229.03907432425
325,"('of', 'three', 'Dimension')",246938.8555177057
326,"(""'"", 'll', 'pay')",246801.56432041907
327,"('bread', 'and', 'milk')",246705.74053759873
328,"('shake', 'her', 'head')",244583.4545967457
329,"('more', 'than', 'once')",244528.4851980627
330,"('sense', 'of', 'hearing')",243885.0118650399
331,"('I', '', 'can')",243445.47202454263
332,"('to', 'Dr', 'Dennis')",242590.4975543529
333,"('the', 'white', 'Ship')",239898.67941496582
334,"('at', 'seven', 'o')",239059.87774390975
335,"('of', 'Curtis', 'Waring')",237689.94733141467
336,"('answer', 'mrs', 'Jo')",235679.1450099775
337,"('Flame', ""'s"", 'mother')",235344.53898595434
338,"('a', 'brand', 'new')",229036.56782273608
339,"('no', 'matter', 'how')",228086.7747046072
340,"('Aunt', 'Jo', ""'s"")",227916.05824899985
341,"('do', 'not', 'believe')",223646.3893646959
342,"('more', 'or', 'less')",222358.68087283475
343,"(""'"", 'll', 'have')",222356.1867810408
344,"(""'"", 'll', 'let')",222077.28838837854
345,"(""'"", 'll', 'go')",221008.1206794054
346,"(""'"", 'll', 'come')",220408.51068468014
347,"(""'"", 'll', 'see')",218337.25367571233
348,"(""'"", 'll', 'send')",218003.1382523699
349,"(""'"", 'll', 'play')",217215.9808222395
350,"('half', 'a', 'hour')",216442.3056846534
351,"('good', 'old', 'fashion')",215727.8999735705
352,"('Oh', 'please', 'sir')",215721.43632810138
353,"('on', 'Christmas', 'day')",215506.51401494126
354,"('as', 'well', 'as')",215143.10337833612
355,"(""'"", 'll', 'buy')",213744.75945778564
356,"(""'"", 'll', 'teach')",213454.52500606855
357,"('clap', 'her', 'hand')",210461.6791947517
358,"('thank', 'you', 'ma')",210228.1164909528
359,"('or', 'to', 'volunteer')",209678.98852516638
360,"('Tabernacle', 'for', 'once')",208748.06812031884
361,"(""'"", 'll', 'be')",208090.4639946439
362,"('dead', 'and', 'gone')",208078.5282317627
363,"('do', 'not', 'want')",207986.28488191016
364,"('the', 'village', 'elder')",207588.64538209475
365,"('a', 'few', 'minute')",207132.00615238532
366,"('can', 'not', 'help')",206555.40217933434
367,"('great', 'deal', 'better')",205334.3157183099
368,"('five', 'o', ""'"")",204481.6116415415
369,"('sheet', 'of', 'paper')",204130.94808244344
370,"('as', 'soon', 'as')",203665.6155841909
371,"('for', 'Heaven', ""'s"")",203476.88416795866
372,"('morning', 'till', 'night')",203239.44948015176
373,"(""'"", 'll', 'help')",202913.96668315298
374,"('mrs', 'Jo', 'who')",202636.09016131196
375,"('buy', ""'"", 'em')",202271.09722810256
376,"(""'"", 'll', 'enjoy')",202181.7285700224
377,"('with', 'great', 'formality')",202180.94685073217
378,"(""'"", 'll', 'make')",199958.38122847534
379,"('watch', 'and', 'chain')",198872.4560969488
380,"('Spirit', ""'"", 'home')",195807.1919470794
381,"('a', 'hour', 'earlier')",195392.27781152475
382,"(""'"", 'll', 'stand')",195022.8772090214
383,"(""'"", 'll', 'learn')",194930.77607671294
384,"(""'"", 'll', 'do')",193014.16852709293
385,"('four', 'o', ""'"")",192935.57089060606
386,"('she', ""'"", 'll')",192617.37916238117
387,"(""'"", 'll', 'find')",192452.88742378488
388,"('follow', 'his', 'example')",191614.77843439727
389,"(""'"", 'll', 'keep')",191005.30988771436
390,"('he', ""'"", 'll')",190200.74885908948
391,"('she', 'won', ""'t"")",189906.72892757982
392,"(""'"", 'll', 'call')",187319.73870873544
393,"('the', 'sunny', 'sky')",186790.19410093498
394,"('ai', 'not', 'afray')",184659.15746467406
395,"(""'"", 'll', 'read')",184554.97225803064
396,"(""'"", 'll', 'only')",184194.32686801758
397,"(""'"", 'll', 'put')",184082.11849274367
398,"('great', 'deal', 'of')",183525.67958493554
399,"('take', 'care', 'of')",182955.16770036524
400,"(""'"", 'll', 'ask')",182353.12114582458
401,"(""'"", 'll', 'think')",182250.75389475317
402,"('Queen', 'Mary', ""'s"")",182125.94142367397
403,"(""'"", 'll', 'look')",180964.0453149707
404,"('cry', 'with', 'vexation')",180703.7192543338
405,"(""'"", 'll', 'say')",179545.15484253486
406,"(""'"", 'll', 'just')",179311.68661811488
407,"('they', ""'"", 'll')",179013.24126567744
408,"('ten', 'dollar', 'a')",178976.17507015806
409,"('what', ""'"", 'll')",178948.23271558943
410,"(""'"", 'll', 'know')",178874.2618532629
411,"('there', ""'"", 'll')",178662.07032279973
412,"(""'"", 'll', 'all')",178578.82524782454
413,"('yes', 'say', 'Dick')",178503.42711711206
414,"(""'"", 'll', 'like')",178457.39952728877
415,"('hero', 'be', 'someth')",178396.75353718584
416,"('who', ""'"", 'll')",178207.62484549783
417,"('that', ""'"", 'll')",178186.65793323575
418,"('cry', 'mrs', 'Jo')",178142.48200737237
419,"('do', 'not', 'mean')",177949.10222173235
420,"('it', ""'"", 'll')",177882.20358348225
421,"('need', '', 'n')",177659.84102165748
422,"('mrs', 'Carrol', ""'s"")",177306.08107805473
423,"('knew', 'nothing', 'about')",176048.24951661046
424,"('trial', 'and', 'temptation')",175437.6272711513
425,"('quite', 'unconscious', 'that')",174750.82999977755
426,"('information', 'or', 'to')",174487.76327157885
427,"('of', 'three', 'inch')",173863.8699151507
428,"('shook', 'his', 'head')",170621.15414729138
429,"('the', 'white', 'linen')",170407.90118596228
430,"('the', 'door', 'mat')",170068.1901406221
431,"('do', 'not', 'mind')",169822.05320924122
432,"('a', 'thousand', 'dollar')",169026.27368525762
433,"('law', 'of', 'nature')",168855.30657107872
434,"('people', 'power', 'to')",166710.57170739886
435,"('air', 'of', 'calm')",166402.2757504324
436,"('the', 'station', 'house')",166192.07588400287
437,"('the', 'south', 'end')",164859.10757921898
438,"('I', '', 'ai')",161337.93485822313
439,"('shake', 'his', 'head')",160081.06777273453
440,"('Miss', 'Malgregor', 'he')",158395.16481980923
441,"('do', 'not', 'understand')",155915.48717035307
442,"('say', 'mister', 'Bhaer')",155666.40352421463
443,"('the', 'Stillwater', 'hotel')",155409.36540557296
444,"('mrs', 'Robert', ""'"")",154666.8892366754
445,"('do', 'not', 'think')",154650.54499126575
446,"('just', 'exactly', 'what')",154469.67517264446
447,"('the', 'old', 'lady')",153851.29040446528
448,"('shall', '', 'n')",153834.96509777388
449,"('Miss', 'Celia', ""'s"")",152758.73477598652
450,"('snap', 'the', 'senior')",152525.7305740801
451,"('ask', 'mrs', 'Jo')",150795.69906064967
452,"('Slocum', ""'s"", 'daughter')",150629.04288874773
453,"('a', 'first', '-rate')",150330.42755302432
454,"('sigh', 'of', 'satisfaction')",149365.18750472614
455,"('open', 'the', 'door')",149324.06077549205
456,"('mister', 'Taggett', ""'s"")",148338.70490327314
457,"('the', 'clock', 'struck')",146892.98095567216
458,"('cry', 'mrs', 'Bhaer')",145720.1294737295
459,"('get', 'rid', 'of')",142390.30412839717
460,"('can', '', 'n')",142211.79539093634
461,"('muse', 'the', 'older')",142053.01527700617
462,"('much', 'impress', 'by')",141782.96483705027
463,"('yes', 'sir', 'say')",139530.34642844682
464,"('peace', 'a', 'chance')",134489.7229698782
465,"('three', 'o', ""'"")",134091.05108908445
466,"('say', 'mister', 'Turner')",133889.55891476842
467,"('six', 'week', ""'"")",133809.29107473887
468,"('all', 'sorts', 'of')",133263.54490596906
469,"('and', 'Aunt', 'Jo')",132649.99330459826
470,"('with', 'deep', 'interest')",131605.07385920823
471,"('round', 'of', 'applause')",130952.4860341864
472,"('no', 'reason', 'why')",130564.40537259853
473,"('class', 'hero', 'be')",129605.59379994939
474,"('hear', 'hear', 'cry')",128642.4032477198
475,"('follow', 'her', 'example')",127205.31791299256
476,"('there', 'be', 'no')",126576.09114486419
477,"('all', 'sort', 'of')",125475.63827087962
478,"('hold', 'you', 'tongue')",125135.66375458287
479,"('help', 'laughing', 'at')",124694.96305489735
480,"('the', 'apple', 'blossom')",124615.18215763016
481,"('goin', ""'"", 'to')",124484.09594894094
482,"('the', 'Princess', 'Elizabeth')",124256.17211568172
483,"('eye', 'fix', 'on')",123140.7184602494
484,"('Oh', 'of', 'course')",122173.75010934456
485,"('mrs', 'Bhaer', ""'s"")",121250.59704226651
486,"('have', '', 'n')",121194.12234146903
487,"('poor', 'little', 'leg')",121005.91072375489
488,"('find', 'it', 'difficult')",120685.77340345434
489,"('will', '', 'n')",120629.97345976626
490,"('so', 'much', 'easier')",120011.84926602598
491,"('the', 'oriental', 'lady')",119800.54539568319
492,"('Ah', 'my', 'dear')",119731.56601586583
493,"('the', 'fairest', 'flower')",119213.72870480476
494,"('mrs', 'Minot', ""'s"")",119093.77441215837
495,"('mrs', 'Jo', 'take')",118540.12418319234
496,"('do', 'not', 'like')",118412.15406391055
497,"('take', 'possession', 'of')",117134.98442338707
498,"('in', 'fine', 'style')",117101.1519694765
499,"('do', 'not', 'you')",116692.8972960721
500,"('do', 'not', 'belong')",116108.48558625771
501,"('tea', 'and', 'sugar')",115984.89528370569
502,"('do', 'not', 'deserve')",115863.10432128605
503,"('Mary', 'queen', 'of')",115752.60348561456
504,"('you', '', 'do')",115731.43155094875
505,"('seem', 'to', 'me')",115487.88777726087
506,"('every', 'one', 'else')",115270.4834765326
507,"('why', '', 'do')",114869.06729913091
508,"('do', 'not', 'see')",114534.05199259681
509,"('to', 'morrow', 'morning')",113962.53630470355
510,"('in', 'fairy', 'land')",113868.82361933557
511,"('for', 'a', 'instant')",113548.08036745
512,"('mrs', 'ried', ""'s"")",113444.91853585983
513,"('slamm', 'the', 'door')",112670.6363777843
514,"('do', 'not', 'pretend')",111866.40617334927
515,"('old', 'lady', 'who')",111584.26160595429
516,"('between', 'my', 'brother')",111462.97550090855
517,"('rang', 'the', 'bell')",110812.2700233547
518,"('far', 'and', 'wide')",109933.53226353992
519,"('partly', 'because', 'he')",109768.09136163547
520,"('no', ""'"", 'm')",109551.92717028267
521,"('do', 'not', 'seem')",108744.03952848198
522,"('do', 'not', 'intend')",108497.99375868788
523,"('do', 'not', 'dare')",108244.68467968916
524,"('do', 'not', 'forget')",107944.35864632826
525,"('a', 'prayer', 'meeting')",107674.71204930008
526,"('do', 'not', 'bother')",106978.07058581244
527,"('be', '', 'n')",106427.4141414972
528,"('get', 'along', 'without')",105514.67403349525
529,"('ask', 'mister', 'Bhaer')",105286.62994797915
530,"('not', 'know', 'how')",105147.50141924618
531,"('behind', 'the', 'counter')",104589.06496676472
532,"('do', 'not', 'approve')",104500.41170237979
533,"('sum', 'of', 'money')",104477.51711585825
534,"('to', 'prayer', 'meeting')",103993.96309663805
535,"('fold', 'his', 'arm')",103598.40224849034
536,"('do', 'not', 'blame')",102714.1274869481
537,"('much', 'better', 'than')",102579.27498385758
538,"('the', 'old', 'Butler')",101722.75594529304
539,"('do', 'not', 'expect')",101627.54808294325
540,"('not', 'know', 'whether')",101562.2213373595
541,"('a', 'dead', 'citron')",101489.79890889199
542,"('in', 'ten', 'minute')",101395.72385905033
543,"('lady', 'Jane', ""'s"")",101056.85843009411
