,word_id,word,wordform
25,288388,terser,"['lesser', 'tethers', 'truer', 'teases', 'tense', 'denser']"
26,288413,ploys,"['flows', 'pools', 'plots', 'ploy', 'clots']"
27,288500,retouching,"['retouched', 'slough', 'retouch', 'retouches', 'rework']"
28,288505,flossing,"['class', 'flows', 'fuss', 'floss', 'flosses', 'flossy']"
29,288523,hijacks,"['hijacking', 'hijacked', 'hijack', 'hijackers', 'hijacker', 'hijackings']"
30,288555,nears,"['nearnesses', 'near', 'nearing', 'nearness', 'neared']"
31,288592,flotillas,"['flotilla', 'footing', 'footfall', 'floodlit', 'football']"
32,288601,coffeehouse,"['warehouses', 'roundhouse', 'conjectures', 'commodious', 'coffeehouses']"
33,288636,minting,"['minters', 'mintage', 'mints', 'mintages', 'minter', 'minted', 'mint']"
34,288661,isaac’s,"['sear', 'irate', 'ionic', 'sauce', 'slaps', 'stag']"
35,288667,shoos,"['spoons', 'spook', 'shooing', 'shooed', 'shoo']"
36,288698,hypothesizes,"['hypothecates', 'hypothesizing', 'hypothecated', 'hypotheticals', 'hypothetical', 'hypothesize', 'hypotheses', 'hypothesis', 'hypothecating', 'hypothetically', 'hypothecate', 'hypothesized']"
37,288760,countervailed,"['countervail', 'conversant', 'countervailing', 'fingernails', 'countervails']"
38,288774,mottles,"['mottling', 'mottlings', 'cattle', 'mottled', 'mottle']"
39,288775,recombining,"['examined', 'reclined', 'remained', 'recombinations', 'recombine', 'recombination']"
40,288804,manifestoes,"['manifestos', 'minimise', 'canisters', 'manifesto', 'marinating', 'malignity']"
41,288805,dollhouse,"['warehouses', 'rollouts', 'roundhouse', 'workhouse', 'dollhouses']"
42,288829,tho’,"['pro', 'thy', 'moo', 'oho', 'tis', 'wha']"
43,288839,daniel’s,"['genie', 'easel', 'devils', 'mania', 'denial', 'jails']"
44,288841,mechanic’s,"['mnemonic', 'mechanic', 'merchant', 'organic', 'metrics', 'mechanics']"
45,288848,crosshatch,"['crocheted', 'crosshairs', 'crosshatches', 'crosshatching', 'crosshatched']"
46,288890,printer’s,"['printing', 'printed', 'printings', 'print', 'printer', 'printers', 'prints']"
47,288892,unmaskings,"['unmasking', 'unmask', 'unmasked', 'unmasks', 'unwrapping']"
48,288901,dyings,"['dying', 'death', 'deaths', 'Death', 'dice', 'deathly', 'dies', 'Deaths', 'died', 'die']"
49,288902,decapitations,"['decapitation', 'demarcation', 'realisation', 'palpitation', 'recitations']"
50,288904,excommunications,"['excommunication', 'excommunicate', 'excommunicating', 'excommunicates', 'excommunicated']"
51,288905,europe’s,"['scrapes', 'proper', 'neurons', 'throe', 'furze', 'crops']"
52,288925,guests’,"['pests', 'duet', 'chest', 'guest', 'quests', 'guests']"
53,288967,actuaries,"['curried', 'actuary', 'artery', 'sanitary', 'actuarial']"
54,288978,matriculated,"['matriculation', 'matriculating', 'matriculates', 'matriculations', 'matriculate']"
55,289011,draggling,"['draggled', 'brambles', 'dragons', 'draggle', 'draggles']"
56,289032,lionheart,"['concerts', 'consented', 'slithered', 'disinherit', 'mistreated', 'misheard']"
57,289087,goose’s,"['goose', 'goosy', 'gosling', 'gooses', 'geese', 'goslings', 'goosed', 'goosing', 'goosey']"
58,67257,orchards,"['shards', 'archaic', 'archers', 'chords', 'orchard']"
59,67259,administering,"['administrations', 'administrative', 'administrates', 'administrators', 'administer', 'administration', 'administers', 'administratively', 'administrated', 'administered', 'administrate', 'administrable', 'administrating', 'administrator']"
60,67262,fawns,"['fawned', 'fawning', 'fawners', 'fawn', 'fawner']"
61,67264,delaying,"['delay', 'delayed', 'ebay', 'delays', 'splay']"
62,67267,pried,"['pryingly', 'pries', 'pry', 'pryings', 'prying']"
63,67268,expiated,"['expiates', 'expiation', 'expiative', 'expiations', 'expiate', 'expiating', 'expiatory']"
64,67270,faintnesses,"['fainted', 'faintly', 'faint', 'faints', 'faintness', 'fainting']"
65,67271,elks,"['held', 'meek', 'elk', 'berk', 'egos']"
66,67274,astuteness,"['asterisks', 'astutely', 'astute', 'steadiness', 'astutenesses']"
67,67278,fringes,"['ridge', 'fringe', 'fringy', 'fringing', 'fringed']"
68,67279,glitters,"['clutter', 'glittered', 'glittering', 'glitter', 'glittery']"
69,67280,smokes,"['smoked', 'smoky', 'smokings', 'smokers', 'smoking', 'smoke', 'smoker']"
70,67287,gripping,"['prim', 'grips', 'grip', 'gript', 'ribs']"
71,67289,stifles,"['stifle', 'stifled', 'stifling', 'stiflers', 'stifler', 'stiflings']"
72,67294,implied,"['implying', 'imply', 'implications', 'implies', 'implication', 'implicates', 'implicated', 'implicate', 'implicating', 'implicational', 'implicative']"
73,67295,pawned,"['pawns', 'pacin', 'pawning', 'han', 'pawn']"
74,67303,gulpings,"['gulper', 'gulpers', 'gulp', 'gulped', 'gulping', 'gulps']"
75,67304,speakers,"['speeches', 'speak', 'speechifies', 'speechifier', 'speaks', 'speechified', 'speakings', 'spoke', 'speaker', 'speaking', 'speechifiers', 'speechify', 'speech', 'speechifying', 'spoken']"
76,67305,gateways,"['gainsay', 'latency', 'parkway', 'gateway', 'airways']"
77,67311,analyzed,"['analyzer', 'analyses', 'analyzes', 'analytical', 'analyst', 'analysis', 'analyticities', 'analyticity', 'analyze', 'analysts', 'analyzing', 'analyzers', 'analytic', 'analytically']"
78,67313,hackles,"['hackle', 'hackling', 'facile', 'hackled', 'crackle']"
79,67317,dispirited,"['dispiriting', 'dispiritedly', 'dispiritedness', 'dispirits', 'dispiritednesses', 'dispirit']"
80,67318,know—,"['knows', 'knowingness', 'knew', 'knower', 'knowingly', 'knowers', 'knowable', 'know', 'knowings', 'known', 'knowingnesses', 'knowing']"
81,67319,her—,"['skin', 'its', 'you', 'miff', 'nuns', 'fold']"
82,67321,remonstrating,"['reverberated', 'constipated', 'remonstrates', 'remonstrate', 'remonstrated']"
83,67331,carolled,"['carol', 'caroler', 'carolers', 'carolling', 'carollers', 'caroller', 'carols']"
84,67337,interred,"['interring', 'inters', 'inter', 'interment', 'interments']"
85,67357,deliberating,"['deliberations', 'deliberatenesses', 'deliberate', 'deliberation', 'deliberately', 'deliberated', 'deliberateness', 'deliberates', 'deliberative']"
86,67358,croaking,"['croaker', 'croaks', 'croakings', 'croaked', 'croaky', 'croak', 'croakers']"
87,67359,delilah,"['cellars', 'decimal', 'fellas', 'delimit', 'denial', 'delight']"
88,67374,coining,"['coin', 'coiners', 'coinage', 'coins', 'coiner', 'coinages', 'coined']"
89,67388,audaciously,"['audacities', 'audaciousness', 'audaciousnesses', 'audacious', 'audacity']"
90,67390,bluntness,"['bluntly', 'blunts', 'blunted', 'bluntnesses', 'blunt', 'blunting']"
91,67393,dispatching,"['dispatcher', 'dispatchers', 'dispatched', 'dispatches', 'dispatch']"
92,67394,intimately,"['intimates', 'intimation', 'intimate', 'intimated', 'intimating', 'intimations']"
93,67395,loped,"['lopped', 'lopping', 'lops', 'lopper', 'lop', 'loppers']"
94,67397,abodes,"['abuse', 'abode', 'codes', 'afore', 'abide']"
95,67403,deliciously,"['imperiously', 'ludicrously', 'pernicious', 'luxuriously', 'delicious']"
96,67411,grooming,"['groomings', 'roof', 'groom', 'groomed', 'grooms']"
97,67417,felting,"['felt', 'feeds', 'feels', 'feel', 'felts', 'feeling']"
98,67419,misguided,"['misguides', 'misguiding', 'insides', 'misguide', 'fissure']"
99,67422,windowsill,"['indecisive', 'intrusive', 'windowsills', 'handwriting', 'winchester']"
100,67424,categorically,"['categorial', 'category', 'categorizes', 'categorical', 'categorize', 'categorizing', 'categoric', 'categorization', 'categories', 'categorizations', 'categorized']"
101,67426,breezes,"['breeziness', 'breezy', 'breezing', 'breeze', 'breezily', 'breezed', 'breezinesses']"
102,67429,undeniably,"['unbearable', 'inevitably', 'undecided', 'undeniable', 'unavailable']"
103,67431,millstones,"['militants', 'hailstone', 'guillotine', 'millstone', 'cellphone']"
104,67432,thudding,"['thuds', 'thud', 'thudded', 'shod', 'hid']"
105,67434,leathers,"['leathered', 'neater', 'leather', 'leathery', 'leathering']"
106,67435,sewed,"['sew', 'sewers', 'sewn', 'sewings', 'sewer', 'sewing', 'sews']"
107,67439,contaminating,"['contaminations', 'contaminative', 'contaminates', 'contaminant', 'contamination', 'contaminants', 'contaminate', 'contaminated']"
108,67441,forearms,"['forearmed', 'dreams', 'forearming', 'forearm', 'foresee']"
109,67442,sifting,"['sieving', 'sift', 'sifted', 'sieved', 'sifts', 'sieves', 'sifter', 'sifters', 'sieve', 'siftings']"
110,67449,throbbings,"['thumbing', 'throbs', 'throb', 'throbbing', 'throbbed']"
111,67451,welshed,"['welshing', 'welsh', 'welsher', 'welshes', 'welshers']"
112,67456,munched,"['munches', 'munchers', 'munching', 'munch', 'muncher']"
113,67458,silhouetted,"['etiquette', 'silhouette', 'silhouetting', 'eighteenth', 'silhouettes']"
114,67463,greys,"['greyly', 'greyness', 'greying', 'grey', 'greyed', 'greynesses']"
115,67467,vibrated,"['vibrators', 'vibrant', 'vibrating', 'vibrations', 'vibrancy', 'vibration', 'vibrates', 'vibrational', 'vibratory', 'vibrate', 'vibrancies', 'vibrator']"
116,67472,harmoniously,"['harmonizes', 'harmonics', 'harmonisations', 'harmonisers', 'harmonizations', 'harmonized', 'harmonisation', 'harmonizing', 'harmonizers', 'harmonize', 'harmoniousnesses', 'harmonization', 'harmonic', 'harmony', 'harmonious', 'harmoniousness', 'harmonical', 'harmonicss', 'harmonically', 'harmonizer', 'harmonise', 'harmoniser', 'harmonies']"
117,67484,attesting,"['attests', 'attested', 'attesters', 'attestation', 'attestations', 'attester', 'attestant', 'attestants', 'attest']"
118,67487,discomposed,"['discomposures', 'discomposure', 'discompose', 'discomposing', 'discomposes']"
119,67488,incorrectly,"['incorrectness', 'incorrectnesses', 'incoherent', 'insolently', 'incorrect']"
120,67489,withdrawing,"['withdraws', 'withdrew', 'withdrawer', 'withdrawn', 'withdraw', 'withdrawal', 'withdrawers', 'withdrawals']"
121,67492,slinking,"['slinks', 'sunk', 'slink', 'lank', 'slunk']"
122,67497,sowed,"['sowers', 'sown', 'sower', 'sows', 'sow', 'sowing']"
123,67500,stalking,"['stalkings', 'stalker', 'stalk', 'stalkers', 'stalked', 'stalks']"
124,67501,suffocated,"['suffocating', 'suffocation', 'suffocations', 'suffocative', 'suffocates', 'suffocate']"
125,67504,objecting,"['objections', 'objectifies', 'objectify', 'objection', 'object', 'objects', 'objector', 'objected', 'objectifying', 'objectification', 'objectified', 'objectifications', 'objectors']"
126,67507,prophetically,"['prophecy', 'prophetic', 'prophecies', 'prophetical', 'prophet', 'prophets']"
127,67519,spiritually,"['spirit', 'spiritize', 'spirituals', 'spirituality', 'spirits', 'spiritualities', 'spiritual']"
128,148549,gilberts,"['gilbert', 'albert', 'gullet', 'gimlet', 'fillers']"
129,148550,stokes,"['stokers', 'stoked', 'stoking', 'stoke', 'stoker']"
130,148552,nonsenses,"['defense', 'construed', 'loosens', 'incense', 'nonsense']"
131,148558,soothings,"['soothing', 'soothingly']"
132,148579,awes,"['dame', 'awe', 'vie', 'awing', 'awed']"
133,148596,confidantes,"['consolidate', 'confidante', 'confluence', 'unconfident', 'constipate']"
134,148605,treasuring,"['creases', 'treasures', 'treasured', 'pressures', 'treasure']"
135,148606,sucklings,"['buckled', 'speckled', 'settling', 'suckling', 'nuzzled']"
136,148612,useable,"['usage', 'usances', 'serviceablenesses', 'usableness', 'usablenesses', 'users', 'useableness', 'usable', 'useablenesses', 'serviceable', 'usages', 'serviceableness', 'uses', 'using', 'serviceability', 'user', 'usance', 'serviceabilities', 'usings', 'use']"
137,148616,delegating,"['delegacy', 'delegate', 'delegations', 'delegates', 'delegatings', 'delegacies', 'delegation']"
138,148618,sympathiser,"['sympathizers', 'sympathizes', 'sympathisers', 'sympathize', 'sympathetic', 'sympathy', 'sympathetically', 'sympathizer', 'sympathized', 'sympathies', 'sympathizing', 'sympathetic_nervous_systems', 'sympathise', 'sympathetic_nervous_system']"
139,148621,cameos,"['dame', 'cakes', 'tame', 'cane', 'cameo']"
140,148642,inquietudes,"['inquietude', 'inductive', 'intruding', 'platitude', 'intriguing']"
141,148645,vouches,"['vouchers', 'vouchees', 'vouch', 'voucher', 'vouched', 'vouchee', 'vouching']"
142,148646,inferiorities,"['insecurity', 'deteriorated', 'inferiority', 'inferior', 'inferiors']"
143,148650,queernesses,"['queerness', 'queerly', 'queering', 'queered', 'queer', 'queers']"
144,148663,unmentioned,"['unconvinced', 'underscored', 'uncontrolled', 'unidentified', 'unfastened', 'clementine']"
145,148677,contemptibly,"['competitively', 'contemptibility', 'contemptibilities', 'contemptible', 'contemptuous']"
146,148696,transpires,"['transpiration', 'transpire', 'transpirations', 'transpired', 'transpiring']"
147,148699,cath,"['cot', 'hats', 'path', 'math', 'swath', 'cctv']"
148,148702,hamiltons,"['hailstorm', 'balloons', 'familys', 'chameleon', 'galleon', 'hailstone']"
149,148703,ratifying,"['ratifiers', 'ratifier', 'ratifies', 'ratifications', 'ratification', 'ratify', 'ratified']"
150,148705,crediting,"['creditor', 'credited', 'credits', 'credit', 'creditors']"
151,148707,abjuring,"['abjurer', 'abjuration', 'abjure', 'abjurations', 'abjurers', 'abjures', 'abjured']"
152,148713,potently,"['potentially', 'potentials', 'potentiality', 'potency', 'potent', 'potential', 'potentialities', 'potencies']"
153,148715,terminations,"['terminates', 'terminating', 'terminuses', 'terminative', 'terminate', 'termination', 'terminus', 'terminated']"
154,148726,actuating,"['actionable', 'actuation', 'actors', 'acted', 'actings', 'actuates', 'action', 'actuators', 'actions', 'acts', 'act', 'actable', 'actuator', 'acting', 'actuate', 'actuations', 'actuated', 'actor']"
155,148727,caulking,"['caulkings', 'caulk', 'calf', 'caulked', 'caulks']"
156,148729,metalled,"['metal', 'metals', 'metallics', 'metaled', 'metaling', 'metallic']"
157,148732,quarterdeck,"['quantifiers', 'intersected', 'quarrelled', 'turtleneck', 'quarterdecks']"
158,148734,lazing,"['lazes', 'lazed', 'flake', 'lager', 'laze']"
159,148739,triced,"['tricing', 'trices', 'triple', 'trice', 'races']"
160,148768,ful,"['fun', 'hugs', 'auf', 'ftp', 'gulf', 'sums']"
161,148791,unloosing,"['unease', 'closeted', 'incomes', 'unhooked', 'unloose', 'horses']"
162,148804,aptness,"['aptly', 'aptnesses', 'witless', 'badness', 'apt']"
163,148816,ladened,"['lades', 'lading', 'lade', 'laded', 'laden']"
164,148824,viols,"['rio', 'viol', 'ion', 'ail', 'via']"
165,148825,concomitants,"['consolidate', 'concomitance', 'concomitant', 'concomitances', 'conversant']"
166,148831,quips,"['quipped', 'quipping', 'quill', 'gui', 'quip']"
167,148859,denys,"['denier', 'deny', 'denied', 'denials', 'denies', 'deniers', 'denying', 'denial']"
168,148860,chiseling,"['chisels', 'chiseler', 'chisel', 'chiselers', 'chiselling', 'chiseller', 'chisellers', 'chiselled']"
169,148861,pre,"['put', 'lye', 'pare', 'pig', 'fare', 'pass']"
170,148891,corses,"['noise', 'hoarse', 'care', 'bores', 'horses', 'coarse']"
171,148909,oxfords,"['deform', 'oxford', 'cords', 'chords', 'affords']"
172,148916,huskier,"['busker', 'hawker', 'happier', 'tucker', 'ushers', 'hummer']"
173,148919,finesses,"['unease', 'witness', 'finagle', 'finesse', 'finish']"
174,148931,lois,"['locus', 'foil', 'loos', 'apis', 'lei', 'loaf']"
175,148936,enchantingly,"['unchallenged', 'unfailingly', 'increasingly', 'mechanically', 'enchanting']"
176,372116,misbehaviors,"['misbehaved', 'misbehaving', 'misbehave', 'misbehavior', 'misbehaves']"
177,372147,awesomest,"['rainforest', 'resenting', 'smelting', 'asserting', 'fermented', 'handsomest']"
178,372181,disintegrations,"['disintegration', 'disintegrates', 'disintegrating', 'disintegrative', 'disintegrated', 'disintegrate']"
179,372207,stormtrooper,"['paratroopers', 'shortcoming', 'worshippers', 'steamroller', 'shareholders', 'storyteller']"
180,372229,harshing,"['darling', 'jesting', 'bailing', 'phishing', 'burping', 'onrushing']"
181,372234,fanboys,"['laboring', 'enjoys', 'fanatic', 'fanned', 'flanders', 'sanity']"
182,372257,bocce,"['nonce', 'rope', 'boasts', 'bocces', 'force']"
183,372295,trilogies,"['stringed', 'trillion', 'toiletry', 'trilogy', 'tailcoat']"
184,372321,subletting,"['cutlets', 'sublets', 'subtext', 'subtle', 'sublet']"
185,372325,showtimes,"['choices', 'sanitize', 'showdown', 'showtime', 'hostile']"
186,372335,dufus,"['onus', 'Venus', 'dummy', 'drum', 'tuff', 'dukes']"
187,372388,heckles,"['hecklings', 'heckling', 'hecklers', 'heckle', 'heckled', 'heckler']"
188,372405,flanging,"['flattened', 'bindings', 'imagine', 'jarring', 'fleeting', 'barfing']"
189,372443,oxygenation,"['oxygenate', 'oxygenized', 'oxygenizing', 'oxygens', 'oxygenizes', 'oxygen', 'oxygenations', 'oxygenize']"
190,372449,hazara,"['hares', 'hears', 'lizards', 'heart', 'hoards', 'harry']"
191,372452,waistlines,"['hailstone', 'airplane', 'waistline', 'fainting', 'waistcoat']"
192,372454,tilapia,"['silica', 'Nigeria', 'tirade', 'talkin', 'tidbits', 'flapped']"
193,372455,quinoa,"['gunna', 'quips', 'quills', 'quizzes', 'quill', 'equine']"
194,372456,pilaf,"['molars', 'plaza', 'pilafs', 'pills', 'pixie']"
195,372480,chads,"['hats', 'cab', 'chad', 'cars', 'wha']"
196,372495,grandfathered,"['transference', 'granddaughter', 'neanderthals', 'transmitters', 'gratefulness', 'standardized']"
197,372509,welched,"['welts', 'welches', 'welching', 'wells', 'welch']"
198,372541,witness,"['witnessing', 'witnesses', 'witnessers', 'witnesser', 'witnessed']"
199,372546,bounders,"['bounder', 'bounds', 'bounded', 'bounding', 'boundary', 'boundaries', 'binds', 'binding', 'bound']"
200,372575,capos,"['cope', 'hap', 'caps', 'capoes', 'capo', 'cars']"
201,372596,sick,"['hicks', 'sicknesses', 'sicks', 'picks', 'sickness']"
202,372681,extravaganzas,"['propagating', 'extroversion', 'entailments', 'excavations', 'extravaganza']"
203,372843,regionals,"['region', 'regions', 'regionally', 'regional']"
204,372847,evangels,"['evangel', 'evangelicalisms', 'evangelical', 'evangelicalism', 'Gospels', 'Gospel']"
205,372851,carabiners,"['carpenters', 'carabiner', 'campaigner', 'combined', 'calipers']"
206,19971,hooligan,"['hooligans', 'taliban', 'hospitals', 'holiday', 'woollen']"
207,19973,hoop,"['hooped', 'hoops', 'bop', 'poopy', 'hooping']"
208,19974,hooper,"['coppers', 'chopper', 'pooper', 'poorer', 'holler', 'hopes']"
209,19979,hoot,"['hooted', 'hooting', 'hoots', 'hooters', 'hooter']"
210,19981,hooter,"['hooted', 'hooting', 'hoot', 'hoots', 'hooters']"
211,19982,hoots,"['hooted', 'hooting', 'hoot', 'hooters', 'hooter']"
212,19984,hooves,"['hoofers', 'hoofing', 'hoofed', 'hoof', 'hoofer', 'hoofs']"
213,19985,hop,"['hopper', 'hops', 'hoppers', 'hopping', 'hopped']"
214,19992,hope,"['hoping', 'hopes', 'hoper', 'hoped', 'hopers']"
215,19995,hopeful,"['gleeful', 'hopefulness', 'hopefulnesses', 'hopefully', 'hopefuls']"
216,19997,hopeless,"['hopelessly', 'hopelessness', 'hopelessnesses', 'heedless', 'voiceless']"
217,19998,hopelessness,"['earnestness', 'hopelessly', 'hopelessnesses', 'carelessness', 'hopeless']"
218,19999,hopper,"['hops', 'hoppers', 'hopping', 'hopped', 'hop']"
219,20001,hopscotch,"['hopscotches', 'hospitals', 'snitched', 'ensconced', 'horseback']"
220,20003,horary,"['hour', 'hours', 'hourly']"
221,20004,horde,"['horsey', 'cords', 'hone', 'chords', 'hordes']"
222,20005,horizon,"['horizons', 'poison', 'notions', 'hormone', 'origins']"
223,20006,horizontal,"['horizontality', 'horizontals', 'incidental', 'horizontalities', 'horizontally']"
224,20007,hormone,"['hormones', 'germane', 'hormonal', 'heroine', 'throne']"
225,20008,horn,"['horns', 'horninesses', 'horny', 'horned', 'horning', 'horniness']"
226,20012,horned,"['horns', 'horninesses', 'horny', 'horn', 'horning', 'horniness']"
227,20013,hornet,"['hornets', 'Sorbet', 'hares', 'corner', 'horses']"
228,20015,hornpipe,"['hornpipes', 'bagpipes', 'porpoises', 'compile', 'hornbill']"
229,20017,horny,"['horns', 'horninesses', 'horn', 'horned', 'horning', 'horniness']"
230,20021,horoscope,"['forsaking', 'horseshoe', 'horoscopes', 'landscape', 'hurricane']"
231,20023,horrible,"['portable', 'marriages', 'honorable', 'horribly', 'compiling']"
232,20024,horrid,"['horsey', 'cords', 'horridly', 'horridness', 'horridnesses']"
233,20025,horrific,"['orifice', 'holistic', 'terrify', 'organic', 'horizon']"
234,20026,horrify,"['horrifies', 'horror', 'horrors', 'horrified', 'horrifying']"
235,20027,horripilation,"['coordination', 'horripilations', 'conciliation', 'manipulation', 'horripilate']"
236,20028,horror,"['horrify', 'horrifies', 'horrors', 'horrified', 'horrifying']"
237,20033,horse,"['horsey', 'horsing', 'horses', 'horsed', 'mice']"
238,20065,horseback,"['horseman', 'comeback', 'horsebacks', 'horsemen', 'throwback']"
239,20066,horseflesh,"['horsefleshes', 'horsepower', 'horseshoe', 'borderless', 'horseback']"
240,20067,horsehair,"['horsepower', 'horsehairs', 'orchards', 'horseshoe', 'horseback']"
241,20072,horseman,"['worsened', 'ferryman', 'horsemanship', 'horsemen', 'horsemanships']"
242,20076,horsepower,"['cornflower', 'horseshoe', 'horsepowers', 'hoovering', 'notepaper']"
243,20077,horseshoe,"['hedgehogs', 'horseshoed', 'horseshoes', 'horseshoeing', 'observed']"
244,20080,horsing,"['horsey', 'horse', 'horses', 'horsed', 'mice']"
245,20084,horticultural,"['horticulturally', 'horticulturist', 'horticultures', 'horticulturists', 'horticulture']"
246,20085,horticulture,"['horticulturally', 'horticultural', 'horticulturist', 'horticultures', 'horticulturists']"
247,20086,horticulturist,"['horticulturally', 'horticultural', 'horticultures', 'horticulturists', 'horticulture']"
248,20087,hose,"['dose', 'hosing', 'hone', 'hosed', 'hoses']"
249,20089,hosiery,"['hostels', 'pottery', 'doddery', 'hosieries', 'moiety']"
250,20090,hospice,"['choices', 'notice', 'compile', 'hospices', 'hostile']"
251,20091,hospitable,"['hospitality', 'hospitableness', 'hospitalities', 'hospitably', 'hospitablenesses']"
252,20092,hospital,"['hospitalizes', 'hospitalizing', 'hospitalization', 'hospitalizations', 'hospitals', 'hospitalize', 'hospitalized']"
253,20098,hospitality,"['hospitable', 'hospitableness', 'hospitalities', 'hospitably', 'hospitablenesses']"
254,20099,hospitalize,"['hospitalizes', 'hospitalizing', 'hospital', 'hospitalization', 'hospitalizations', 'hospitals', 'hospitalized']"
255,20101,host,"['hosting', 'mot', 'hosts', 'bolts', 'hosted']"
256,20102,hostage,"['coinage', 'mortgage', 'hottie', 'hostages', 'voltage']"
257,20103,hostel,"['howler', 'haste', 'hostels', 'totem', 'hoses']"
258,20106,hostess,"['holmes', 'shortens', 'hotter', 'stress', 'hostesses']"
259,20107,hostile,"['hostilitiess', 'hostility', 'hostilities', 'hostiles', 'hostilely']"
260,20108,hostility,"['hostilitiess', 'hostilities', 'hostiles', 'hostilely', 'hostile']"
261,20109,hostler,"['hostlers', 'hostels', 'lottle', 'motley', 'faster']"
262,20110,hot,"['hotnesses', 'ied', 'tic', 'hotly', 'hotness']"
263,20125,hotbed,"['popped', 'otters', 'totter', 'hotbeds', 'hatter']"
264,20128,hotchpotch,"['hotchpotches', 'twitching', 'horsepower', 'hospitals', 'hitchhiking']"
265,20129,hotel,"['voter', 'hotels', 'hove', 'hone', 'hotter']"
266,20130,hotfoot,"['hotfooted', 'hotfooting', 'hotfoots', 'hotfeet', 'honours']"
267,20131,hothead,"['airheads', 'warhead', 'hotter', 'masthead', 'hotheads']"
268,20132,hothouse,"['trouser', 'rousing', 'workhouse', 'porpoises', 'hothouses']"
269,20134,hotshot,"['buckshot', 'hollow', 'upshot', 'hotshots', 'houston']"
270,20135,hotspur,"['totter', 'hotspurs', 'honours', 'hatter', 'horses']"
271,20137,hound,"['ponds', 'hounding', 'rounds', 'hounds', 'hounded']"
272,20138,hour,"['horary', 'hon', 'hours', 'hourly', 'fours']"
273,20142,hourly,"['soberly', 'horary', 'hours', 'hour', 'sourly']"
274,20143,house,"['houses', 'housing', 'housed', 'housings', 'mice']"
275,20161,houseboat,"['consecrate', 'houseboats', 'somebody', 'mousetrap', 'horseback']"
276,20162,housebreaker,"['holidaymakers', 'overreacted', 'housebreakers', 'vertebrates', 'gooseberries']"
277,390721,butteries,"['butterfats', 'butted', 'butt', 'buttering', 'butyraceous', 'butter', 'buttered', 'buttery', 'butting', 'butterfat', 'butters', 'butts']"
278,390770,helm’s,"['helm', 'helms', 'helmed', 'helming', 'halt', 'teams']"
279,390982,foretellings,"['foretelling', 'foretells', 'threatened', 'foretold', 'foretell']"
280,391009,orcs,"['oecd', 'onus', 'arc', 'org', 'rms', 'arch']"
281,391048,cowing,"['cowardly', 'cowered', 'cows', 'cower', 'cowards', 'cowering', 'cow', 'cowed', 'coward', 'cowers', 'cowardliness', 'cowardlinesses']"
282,391152,outmatching,"['outmatch', 'unmatched', 'outmatches', 'scratch', 'outmatched']"
