,word_id,word,wordform
104,44339,virus,"['viruses', 'hisses', 'viral', 'misuse', 'coitus']"
105,44341,visa,"['visaed', 'vie', 'visaing', 'visas', 'miss']"
106,44342,visage,"['irate', 'ribcage', 'visages', 'diane', 'voyage']"
107,44345,viscera,"['discard', 'discern', 'viceroy', 'visceras', 'viagra']"
108,44346,visceral,"['viscera', 'voicemail', 'visceras', 'viscerally', 'miserable']"
109,44350,viscosity,"['viscousness', 'viscousnesses', 'viscosities', 'viscous', 'animosity']"
110,44351,viscount,"['discounts', 'discern', 'mounting', 'viscounts', 'distant']"
111,44353,viscous,"['viscousness', 'amorous', 'viscousnesses', 'viscosity', 'viscosities']"
112,44354,vise,"['vibe', 'rive', 'vises', 'roses', 'via']"
113,44356,visibility,"['visible', 'visiblenesses', 'visibleness', 'visibilities', 'visibly']"
114,44357,visible,"['visiblenesses', 'visibleness', 'visibilities', 'visibility', 'visibly']"
115,44358,visibly,"['visible', 'visiblenesses', 'visibleness', 'visibilities', 'visibility']"
116,44359,vision,"['visionaries', 'visions', 'version', 'notions', 'visionary']"
117,44361,visionary,"['visionaries', 'visions', 'dissonant', 'vision', 'versions']"
118,44362,visit,"['visitants', 'visitation', 'visiting', 'visited', 'visitor', 'visitant', 'visits', 'visitings', 'visitors', 'visitations']"
119,44364,visitant,"['visitants', 'visitation', 'visiting', 'visited', 'visitor', 'visits', 'visitings', 'visitors', 'visit', 'visitations']"
120,44365,visitation,"['visitants', 'visiting', 'visited', 'visitor', 'visitant', 'visits', 'visitings', 'visitors', 'visit', 'visitations']"
121,44367,visiting,"['visited', 'visits', 'visitors', 'visitations', 'visitants', 'visitation', 'visitor', 'visitant', 'visitings', 'visit']"
122,44373,visitor,"['visitants', 'visitation', 'visiting', 'visited', 'visitant', 'visits', 'visitings', 'visitors', 'visit', 'visitations']"
123,44374,visor,"['vicar', 'miser', 'visors', 'rigors', 'vistas']"
124,44375,vista,"['siesta', 'vestal', 'viva', 'villa', 'vistas']"
125,44376,visual,"['sights', 'sighted', 'sight', 'sighting', 'sightings']"
126,44377,visualization,"['visualizations', 'visualizer', 'visualize', 'visualizes', 'visualizers', 'visualizing', 'visualized']"
127,44378,visualize,"['visualization', 'visualizations', 'visualizer', 'visualizes', 'visualizers', 'visualizing', 'visualized']"
128,44379,vita,"['mites', 'eta', 'mit', 'villa', 'viva', 'via']"
129,44381,vital,"['vitalizer', 'vitality', 'vitalization', 'indispensabilities', 'vitalness', 'vitalizes', 'vitalizations', 'indispensable', 'vitalities', 'indispensability', 'vitalizers', 'vitally', 'vitalizing', 'vitalize', 'indispensableness', 'vitalnesses', 'vitalized', 'indispensablenesses']"
130,44383,vitality,"['vital', 'vitalizer', 'vitalization', 'indispensabilities', 'vitalness', 'vitalizes', 'vitalizations', 'indispensable', 'vitalities', 'indispensability', 'vitalizers', 'vitally', 'vitalizing', 'vitalize', 'indispensableness', 'vitalnesses', 'vitalized', 'indispensablenesses']"
131,44385,vitally,"['vital', 'vitalizer', 'vitality', 'vitalization', 'indispensabilities', 'vitalness', 'vitalizes', 'vitalizations', 'indispensable', 'vitalities', 'indispensability', 'vitalizers', 'vitalizing', 'vitalize', 'indispensableness', 'vitalnesses', 'vitalized', 'indispensablenesses']"
132,44386,vitals,"['vital', 'vitalizer', 'vitality', 'vitalization', 'indispensabilities', 'vitalness', 'vitalizes', 'vitalizations', 'indispensable', 'vitalities', 'indispensability', 'vitalizers', 'vitally', 'vitalizing', 'vitalize', 'indispensableness', 'vitalnesses', 'vitalized', 'indispensablenesses']"
133,44387,vitamin,"['dreamin', 'vitamins', 'virgins', 'britain', 'vitaminize']"
134,44388,vitiate,"['vitiations', 'vitiated', 'vitiating', 'vitiation', 'vitiates']"
135,44390,viticulture,"['viticultures', 'stimulating', 'difficulty', 'circulating', 'agriculture']"
136,44391,vitreous,"['glassed', 'glass', 'glasses', 'glassing', 'glassy', 'vitreous_humor', 'vitreous_humors']"
137,44393,vitrify,"['vitrifications', 'vitrifying', 'vitrified', 'vitrification', 'vitrifies']"
138,44394,vitriol,"['vitriolic', 'vitrioling', 'vitriols', 'vitrioled', 'vitriolically']"
139,44395,vitriolic,"['vitrioling', 'vitriols', 'vitrioled', 'vitriol', 'vitriolically']"
140,44399,viva,"['rive', 'vivas', 'div', 'villa', 'via']"
141,44401,vivacious,"['fractious', 'vivaciously', 'audacious', 'vivacity', 'vivacities']"
142,340257,sibilants,"['sibilated', 'assibilate', 'sibilant', 'assibilated', 'sibilation', 'assibilations', 'sibilates', 'sibilations', 'sibilate', 'assibilation', 'sibilating', 'assibilating', 'assibilates']"
143,340297,mulched,"['kush', 'mulches', 'mulching', 'belch', 'mulch']"
144,340356,doorframes,"['doorframe', 'workmate', 'deodorant', 'dreaming', 'timeframe']"
145,340404,illegibilities,"['illegibly', 'illegibility', 'illegible']"
146,340495,calamine,"['valentine', 'cocaine', 'sanguine', 'calamines', 'goldmine']"
147,340505,realer,"['dearer', 'rulers', 'creamer', 'sellers', 'reveler', 'paler']"
148,340534,recalibrating,"['decapitation', 'revitalization', 'deterioration', 'deliberately', 'recuperating', 'declarations']"
149,340564,xuan,"['fun', 'than', 'flan', 'burn', 'beans', 'swan']"
150,340648,jk,"['hob', 'low', 'alas', 'dew', 'Rome', 'tact']"
151,340678,samplings,"['waffling', 'complying', 'crumpling', 'sampling', 'waddled']"
152,340755,realness,"['realities', 'real', 'really', 'realnesses', 'reality', 'reals']"
153,340816,spf,"['sags', 'spy', 'sues', 'sot', 'sod', 'gps']"
154,340817,chillax,"['cellars', 'mislay', 'chills', 'drills', 'holler', 'scholars']"
155,340829,roid,"['rio', 'roil', 'sod', 'roofs', 'koi', 'joins']"
156,340873,lividity,"['livid', 'lividly', 'lividities', 'lividness', 'lividnesses']"
157,340883,tryouts,"['try_out', 'tours', 'tryout', 'tropes', 'group']"
158,340909,desing,"['coving', 'darling', 'drained', 'sting', 'singing', 'dented']"
159,340937,tryptophan,"['historian', 'anatolian', 'tryptophans', 'stentorian', 'eruptions']"
160,340963,unmasks,"['unmasking', 'unmaskings', 'unmask', 'unmasked']"
161,340969,arbitrators,"['arbitrational', 'arbitrator', 'arbitrates', 'arbitrament', 'arbitrations', 'arbitrative', 'arbiters', 'arbitrement', 'arbiter', 'arbitration', 'arbitrate', 'arbitrements', 'arbitrating', 'arbitraments', 'arbitrable', 'arbitrated']"
162,340972,spacers,"['slaver', 'speaker', 'spacer', 'slayer', 'tracery', 'caters']"
163,341008,police’s,"['polices', 'plaice', 'polite', 'policed', 'policing', 'police']"
164,341020,astrid,"['attend', 'putrid', 'sordid', 'ostrich', 'stripy', 'ascribe']"
165,341027,newsrooms,"['newsroom', 'festoons', 'playroom', 'mushrooms', 'homeroom']"
166,341049,fibreglass,"['impregnated', 'mirthless', 'fatherland', 'fibreglasses', 'interlacing']"
167,341061,Tallinn,"['Tallinns', 'bailing', 'talkin', 'mullion', 'aliens']"
168,341117,annika,"['cantina', 'unlike', 'inning', 'annuity', 'anvil', 'annuals']"
169,341122,pippi,"['pepper', 'ipso', 'sips', 'pimp', 'pills', 'pulpy']"
170,341197,torpedoing,"['torpedoed', 'popped', 'torpedos', 'torpedoes', 'torpedo']"
171,341207,bombardments,"['barrages', 'bombards', 'bombardment', 'bombarding', 'bombard', 'barraging', 'barraged', 'barrage', 'bombarded']"
172,549976,scrimmaging,"['scrimmages', 'scrimmage', 'shrinkage', 'scrimmaged', 'scribbled']"
173,550060,aesthetician,"['aesthetical', 'aestheticss', 'authenticate', 'aestheticians', 'aesthetics']"
174,550080,soloing,"['solos', 'soloists', 'solo', 'soloist', 'soloed']"
175,550162,appologize,"['theologian', 'explosive', 'patronizing', 'appetizer', 'monopolize', 'apologizes']"
176,550164,roleplaying,"['roleplay', 'roleplayings']"
177,550180,incinerates,"['incinerator', 'incinerators', 'incinerate', 'incinerated', 'incinerating', 'incinerations', 'incineration']"
178,550222,misdirections,"['misdirects', 'misdirection', 'misdirected', 'misdirecting', 'misdirect']"
179,550259,coiff,"['coil', 'sniff', 'jiff', 'scoffs', 'cuff', 'toff']"
180,550382,highnesseses,"['highs', 'vileness', 'highly', 'highness', 'highnesses', 'high']"
181,550422,webbys,"['web', 'webby', 'webs', 'webbings', 'webbing', 'webbed']"
182,550430,nesters,"['nested', 'nest', 'nests', 'nester', 'nesting']"
183,550601,pranged,"['prangs', 'brag', 'cranes', 'pang', 'drank', 'prang']"
184,550606,cheddars,"['cellars', 'heyday', 'cheater', 'cheddar', 'cheats']"
185,550626,newsfeed,"['seaweed', 'newcomers', 'nestled', 'needing', 'newlyweds', 'exceeded']"
186,550653,topographies,"['topography', 'monograph', 'topographic', 'topographical', 'topographically']"
187,550778,transubstantiate,"['transubstantiating', 'transubstantiation', 'transubstantiations', 'transubstantiates', 'transubstantiated']"
188,550857,graining,"['grainy', 'grained', 'grain', 'granularity', 'granular', 'grainings', 'graininess', 'grains', 'graininesses', 'granularities']"
189,550913,manicuring,"['manicured', 'manicurist', 'manicure', 'manicures', 'manicurists']"
190,551054,hassocks,"['restock', 'paddock', 'shocks', 'hassock', 'hummock']"
191,551220,daren,"['garden', 'marten', 'pare', 'dare', 'hares', 'danes']"
192,551370,gtd,"['wmd', 'fads', 'pods', 'gawd', 'gad', 'kid']"
193,477927,luggages,"['luggage', 'lug', 'lugged', 'lugging', 'lugs']"
194,477931,i―,"['i', 'we']"
195,477957,lancer’s,"['lager', 'gander', 'loner', 'lancer', 'lancers', 'bankers']"
196,477971,shooter’s,"['shooting', 'shooter', 'shooters', 'shoots', 'shootings', 'shoot', 'shot']"
197,477977,rubbles,"['gables', 'rubble', 'fuddle', 'cobbles', 'tubby']"
198,478013,berserker’s,"['westerner', 'perjurer', 'berserkers', 'persevered', 'deserved', 'berserker']"
199,478015,archer’s,"['luther', 'usher', 'archers', 'archer', 'orders', 'brother']"
200,478020,bullet’s,"['mullet', 'cutlets', 'bullet', 'pulleys', 'pellet', 'bullets']"
201,478184,wringed,"['wringers', 'wringer', 'wrung', 'wring', 'wringing', 'wrings']"
202,478275,learners,"['learning', 'learnt', 'learn', 'learns', 'learner']"
203,478296,henries,"['henry', 'pence', 'hears', 'heroes', 'gentry']"
204,478297,dickenses,"['hickey', 'beckons', 'licenses', 'dickenss', 'chicken', 'dickens']"
205,478312,oxes,"['bow', 'step', 'thud', 'guid', 'oxen', 'ox']"
206,478485,leftists,"['vesting', 'elective', 'leftism', 'leftisms', 'leftist']"
207,478552,día,"['jam', 'hums', 'ada', 'pax', 'rms', 'wtf']"
208,478633,wordsmiths,"['wordplay', 'workmate', 'portsmouth', 'wordsmith', 'foreskin']"
209,478634,signup,"['sight', 'windup', 'signal', 'prenup', 'sinews', 'snaps']"
210,478757,eschews,"['eschewed', 'eschewing', 'screed', 'sewing', 'eschew']"
211,478769,marinading,"['marinate', 'marinaded', 'marinades', 'marinade', 'marinated', 'marinates', 'marinating']"
212,478921,plungers,"['plunge', 'plunging', 'plunges', 'plunger', 'plunged']"
213,478960,congesting,"['congests', 'congestions', 'congestion', 'congested', 'congestive', 'congest']"
214,478968,pink’s,"['pinking', 'pinked', 'pinkify', 'pinks', 'picks', 'pink']"
215,478991,blander,"['ladder', 'gander', 'boarder', 'flanders', 'bankers', 'blinkers']"
216,479026,abdicates,"['abdicable', 'abdicator', 'abdications', 'abdicated', 'abdication', 'abdicating', 'abdicators', 'abdicate']"
217,479079,unipolar,"['nipples', 'snipers', 'unicorns', 'titular', 'scholars']"
218,479157,throat’s,"['throe', 'throats', 'throaty', 'throat', 'throws', 'treats']"
219,479191,snicking,"['silk', 'stacks', 'snicked', 'snick', 'snicks']"
220,479242,room’,"['room', 'roomy', 'roomers', 'roomette', 'roominesses', 'roomer', 'roominess', 'roomies', 'roomily', 'rooms', 'roomettes']"
221,479294,semifinal,"['semifinalist', 'semifinals', 'surgical', 'semicolons', 'semifinalists']"
222,355831,guis,"['gums', 'phi', 'grin', 'gush', 'quiz', 'sums']"
223,355838,multithreaded,"['bootstrapped', 'militaristic', 'multitudinous', 'deliberating', 'uninterested', 'underprepared']"
224,355923,matthews,"['cattle', 'marten', 'mutter', 'tatters', 'hatter', 'father']"
225,355938,dashboards,"['chalkboard', 'dashboard', 'starboard', 'haphazard', 'overboard']"
226,355957,uninstall,"['understate', 'pigtails', 'inimitable', 'kinsfolk', 'unmindful', 'nutshell']"
227,355959,dialer,"['dearer', 'dither', 'idler', 'drawer', 'diane', 'paler']"
228,355965,accelerometers,"['spectrometry', 'accelerometer', 'accelerators', 'experimenter', 'recuperating']"
229,355985,peasy,"['pear', 'pence', 'teases', 'messy', 'pears', 'leases']"
230,355989,dogsled,"['dolled', 'motley', 'pebbled', 'doggie', 'dogsleds']"
231,356013,canó,"[""can't"", 'canneries', 'can', 'cannery', 'could', 'cans', ""couldn't""]"
232,356015,raó,"['bel', 'melt', 'div', 'pare', 'wtf', 'jee']"
233,356027,faràs,"['how', 'farnesses', 'mere', 'far', 'save', 'farness']"
234,356029,faré,"['how', 'farnesses', 'mere', 'far', 'save', 'farness']"
235,356066,balaclavas,"['Malaysia', 'balaclava', 'blacktop', 'backlash', 'manacled']"
236,356146,customizes,"['customizing', 'customize', 'customized']"
237,356156,selectable,"['timetables', 'preventable', 'delectable', 'believable', 'detectable', 'venerable']"
238,356180,dogfooding,"['monitoring', 'something', 'shortcoming', 'discordant', 'belongings', 'confident']"
239,356210,jit,"['jigs', 'lit', 'mit', 'jet', 'bit', 'bits']"
240,356236,uptime,"['intire', 'uptimes', 'spice', 'opine', 'uplift']"
241,356247,rebooting,"['debit', 'reload', 'regions', 'reboot', 'results', 'zealot']"
242,356254,synchronously,"['synchroniser', 'synchronizing', 'synchronization', 'synchrony', 'synchronizings', 'synchronizes', 'synchronizers', 'synchronisation', 'synchronous', 'synchroneity', 'synchronized', 'synchronising', 'synchronicities', 'synchronisers', 'synchronize', 'synchronizer', 'synchronisings', 'synchroneities', 'synchronic', 'synchronizations', 'synchronisations', 'synchronicity', 'synchronise', 'synchronies']"
243,356263,qualifiers,"['quality', 'qualification', 'qualifier', 'qualifyings', 'qualifying', 'qualifications', 'qualities', 'qualifies', 'qualified', 'qualify']"
244,356274,mistype,"['mistery', 'mixtape', 'mistaken', 'migrate', 'isotope', 'multiple']"
245,356283,devs,"['dew', 'dives', 'devil', 'dea', 'div', 'begs']"
246,356298,rasterizing,"['asterisks', 'pastimes', 'rasterize', 'raster', 'rasters', 'reiterate']"
247,356337,rasterize,"['asterisks', 'pastimes', 'raster', 'rasters', 'reiterate']"
248,356350,retrying,"['retrial', 'retrials', 'retries', 'retry', 'retried']"
249,356396,unpins,"['unpinned', 'unpin', 'unpinning']"
250,4421654,centrals,"['centering', 'center', 'centrical', 'centralities', 'centrally', 'central', 'centric', 'centerings', 'centrality', 'centers']"
251,4421794,splited,"['splitter', 'splitters', 'split', 'splits', 'flit', 'splitting']"
252,4423081,misunderstanded,"['misunderstands', 'misinterpreted', 'misunderstanding', 'misunderstand', 'misunderstood', 'misunderstandings']"
253,4429005,nativen,"['cattle', 'taliban', 'naively', 'rattling', 'satisfy', 'caliber']"
254,4432212,lunisolar,"['moony', 'sunned', 'Moons', 'moonily', 'Moon', 'suns', 'sunning', 'sun']"
255,27864,obstacle,"['distances', 'tentacle', 'obscured', 'obstacles', 'mustache']"
256,27868,obstetrician,"['obstetricians', 'obstetrics', 'obstetrical', 'obstetric', 'obstetricss']"
257,27869,obstetrics,"['obstetricians', 'obstetrical', 'obstetric', 'obstetricss', 'obstetrician']"
258,27870,obstinacy,"['mystical', 'intimacies', 'abstract', 'constipate', 'obstinacies']"
259,27871,obstinate,"['obstinances', 'motivate', 'obstinately', 'obstinance', 'hesitated']"
260,27874,obstruct,"['obstructive', 'obstructing', 'obstructions', 'obstructers', 'obstructor', 'obstructed', 'obstructively', 'obstructer', 'obstruction', 'obstructs', 'obstructors']"
261,27875,obstruction,"['obstructive', 'obstructing', 'obstructions', 'obstructers', 'obstructor', 'obstructed', 'obstructively', 'obstruct', 'obstructer', 'obstructs', 'obstructors']"
262,27878,obstructive,"['obstructing', 'obstructions', 'obstructers', 'obstructor', 'obstructed', 'obstructively', 'obstruct', 'obstructer', 'obstruction', 'obstructs', 'obstructors']"
263,27879,obtain,"['obtains', 'obtaining', 'obtentions', 'obtention', 'obtainable', 'obtainment', 'obtained', 'obtainments']"
264,27880,obtainable,"['obtains', 'obtaining', 'obtentions', 'obtention', 'obtainment', 'obtained', 'obtainments', 'obtain']"
265,27883,obtrude,"['obtrusivenesses', 'obtrusive', 'obtruded', 'obtrusiveness', 'obtrusively', 'obtruding', 'obtrudes']"
266,27890,obtuse,"['obtusely', 'spouse', 'obtusenesses', 'attune', 'obtuseness']"
267,27891,obverse,"['oversaw', 'obverses', 'obtuse', 'obviate', 'overstep']"
268,27892,obviate,"['obviation', 'obviations', 'obviating', 'obviated', 'obviates']"
269,27893,obvious,"['obviousness', 'obviousnesses', 'odours', 'obviously', 'coitus']"
270,27894,ocarina,"['cocaine', 'cantina', 'ocarinas', 'casings', 'casino']"
