,eng_word,rus,fr
81,flight,облет,no_equality
82,flight,отлет,no_equality
83,flight,летный,no_equality
84,flight,бортовой,no_equality
85,flight,взлетный,no_equality
86,flight,летать,voler
87,begin,начинать,commencer
88,begin,начинать,entamer
89,begin,начинать,engager
90,begin,начинать,lancer
91,begin,начинать,démarrer
92,begin,начинать,ouvrir
93,begin,наступить,no_equality
94,begin,пойти,partir
95,begin,пойти,prendre
96,begin,положить начало,commencer
97,fact,факт,fait
98,fact,факт,réalité
99,fact,факт,satisfaction
100,fact,сущность,no_equality
101,fact,то,fait
102,dream,мечта,rêve
103,dream,чаяние,no_equality
104,dream,мечтать,rêver
105,dream,видеть во сне,rêver
106,dream,спать,no_equality
107,dream,помышлять,no_equality
108,dream,во сне,no_equality
109,alarm,сигнал тревоги,alarme
110,alarm,тревога,alarme
111,alarm,сигнализация,alarme
112,alarm,будильник,alarme
113,alarm,будильник,réveil
114,alarm,предупредительный сигнал,no_equality
115,alarm,сигнализатор,no_equality
116,alarm,набат,no_equality
117,alarm,встревожить,alarmer
118,alarm,встревожить,inquiéter
119,alarm,настораживать,no_equality
120,alarm,аварийный,no_equality
121,alarm,сигнализационный,no_equality
122,along,по,no_equality
123,along,вдоль,le long
124,along,вместе,conjointement
125,along,вперед,no_equality
126,along,с собой,no_equality
127,along,рядом,no_equality
128,warm,теплый,chaud
129,warm,теплый,chaleureux
130,warm,сердечный,no_equality
131,warm,согревать,réchauffer | chauffer | échauffer
132,warm,погреться,se réchauffer
133,warm,утеплить,no_equality
134,warm,тепло,chaleureux
135,warm,тепло,chaleur
136,warm,тепло,chaleureusement
137,warm,разминка,no_equality
138,collide,сталкиваться,no_equality
139,collide,конфликтовать,no_equality
140,collide,наехать,no_equality
141,collide,соударяться,no_equality
142,collide,в конфликт,no_equality
143,excellent,отличный,excellent
144,excellent,отличный,très bon
145,excellent,отличный,superbe
146,excellent,исключительный,exceptionnel
147,excellent,блестящий,brillant
148,excellent,первоклассный,no_equality
149,break,ломать,briser
150,break,ломать,casser
151,break,нарушать,briser
152,break,нарушать,enfreindre
153,break,нарушать,violer
154,break,разбивать,briser
155,break,разбивать,casser
156,break,разорвать,briser
157,break,разорвать,rompre
158,break,разорвать,sortir
159,break,прорваться,percer
160,break,разрушить,briser
161,break,разрушить,rompre
162,break,вырваться,rompre
163,break,вырваться,sortir
164,break,разбиться,no_equality
165,break,разразиться,no_equality
166,break,пробить,briser
167,break,пробить,percer
168,break,преодолеть,sortir
169,break,отколоться,no_equality
170,break,вырывать,no_equality
171,break,преломлять,no_equality
172,break,перерыв,pause
173,break,перерыв,break
174,break,перерыв,interruption
175,break,разрыв,rupture
176,break,разрыв,fracture
177,break,пролом,no_equality
178,break,каникулы,vacance
179,break,передышка,no_equality
180,examination,обследование,examen
181,examination,обследование,étude
182,examination,изучение,examen
183,examination,изучение,étude
184,examination,экспертиза,no_equality
185,examination,экзамен,examen
186,examination,экзамен,concours
187,examination,экзамен,test
188,examination,рассмотрение,examen
189,examination,рассмотрение,étude
190,examination,рассмотрение,examiné
191,examination,допрос,interrogatoire
192,examination,допрос,interrogation
193,examination,разбирательство,no_equality
194,examination,ознакомление,no_equality
195,examination,проведение экспертизы,examen
196,examination,проведение экзаменов,examen
197,examination,экзаменационная сессия,no_equality
198,examination,экзаменационный,no_equality
199,examination,смотровой,no_equality
200,examination,досмотровый,no_equality
201,tiger,тигр,tigre
202,tiger,зверь,no_equality
203,tiger,тигриный,no_equality
204,engineer,инженер,ingénieur
205,engineer,конструктор,ingénieur
206,engineer,сапер,no_equality
207,engineer,специалист,no_equality
208,engineer,звукоинженер,no_equality
209,engineer,машинист,ingénieur
210,engineer,машинист,mécanicien
211,engineer,ИТР,no_equality
212,engineer,инженерные войска,génie
213,engineer,теплотехник,no_equality
214,engineer,наладчик,no_equality
215,engineer,проектировать,no_equality
216,engineer,работать инженером,ingénieur
217,engineer,работать инженером,ingénieure
218,engineer,инженерный,no_equality
219,lion,лев,lion
220,lion,лев,lev
221,lion,львиный,no_equality
222,even,даже,même
223,even,даже,encore
224,even,даже,voire
225,even,даже,bien
226,even,даже,y compris
227,even,даже,voire même
228,even,ровный,égal
229,even,четный,pair
230,even,эвенский,no_equality
231,even,вечер,no_equality
232,even,эвен,no_equality
233,even,выравнивать,no_equality
234,even,и,no_equality
235,even,пусть,no_equality
236,field,поле,champ
237,field,поле,domaine
238,field,поле,terrain
239,field,поле,zone
240,field,область,champ
241,field,область,domaine
242,field,область,secteur
243,field,область,zone
244,field,пространство,no_equality
245,field,месторождение,gisement
246,field,отрасль,secteur
247,field,нива,no_equality
248,field,поприще,no_equality
249,field,промысел,no_equality
250,field,полевой,no_equality
251,field,промысловый,no_equality
252,field,походный,no_equality
253,field,в полевых условиях,no_equality
254,background,фон,fond | fond d'écran
255,background,фон,arrière-plan
256,background,предпосылка,no_equality
257,background,происхождение,origine
258,background,подготовка,formation
259,background,история,antécédent
260,background,история,historique
261,background,история,passé
262,background,история,histoire
263,background,сведения,information
264,background,фоновый режим,no_equality
265,background,опыт,expérience
266,background,справочная информация,historique
267,background,история вопроса,historique
268,background,прошлое,passé
269,background,прошлое,histoire
270,background,образование,formation
271,background,корень,no_equality
272,background,исходная информация,no_equality
273,background,контекст,contexte
274,background,общие сведения,historique
275,background,исток,no_equality
276,background,фоновое изображение,arrière-plan | d'arrière-plan
277,background,фоновая,no_equality
278,background,фоновый,de fond
279,background,справочный,référence
280,background,второстепенный,no_equality
281,easily,легко,facilement
282,easily,легко,aisément
283,easily,легко,bien
284,easily,легко,vite
285,easily,легко,facilité
286,easily,без труда,facilement
287,easily,спокойно,no_equality
288,easily,доступно,no_equality
289,easily,просто,simplement
290,easily,удобно,bien
291,easily,нетрудно,no_equality
292,write,писать,écrire
293,write,писать,écriture
294,write,записывать,écrire
295,write,записывать,enregistrer
296,write,записывать,noter
297,write,выписывать,prescrire
298,write,вписать,écrire
299,write,списать,no_equality
300,write,письменный,no_equality
301,ravioli,равиоли,ravioli
302,ravioli,пельменный,no_equality
303,apologise,извиниться,s'excuser | t'excuser
304,apologise,извиниться,demander pardon
305,apologise,извиниться,m'excuser | excuser | t'excuser
306,apologise,извиниться,suis désolé
307,apologise,извиниться,m'excuse | t'excuse
308,apologise,извиниться,vous excusez | vous excuser
309,fire,огонь,feu
310,fire,огонь,incendie
311,fire,огонь,tiré
312,fire,огонь,tir
313,fire,огонь,flamme
314,fire,возгорание,feu
315,fire,возгорание,incendie
316,fire,камин,feu
317,fire,камин,cheminée
318,fire,стрельба,tir
319,fire,обстрел,tir
320,fire,стрелять,tirer
321,fire,увольнять,virer
322,fire,увольнять,renvoyer
323,fire,поджечь,no_equality
324,fire,обстрелять,no_equality
325,fire,огневой,no_equality
326,fire,противопожарный,no_equality
327,fire,огненный,no_equality
328,fly,летать,voler
329,fly,летать,piloter
330,fly,вылететь,s'envoler
331,fly,вылететь,décoller
332,fly,влететь,no_equality
333,fly,подлететь,no_equality
334,fly,отлететь,no_equality
335,fly,слетаться,no_equality
336,fly,муха,mouche
337,fly,полет,vol
338,beaver,бобр,castor
339,beaver,Бобрик,beaver
340,beaver,Бивер,beaver
341,beaver,работяга,no_equality
342,beaver,бородач,no_equality
343,beaver,бобровый,no_equality
344,duck,утка,canard
345,duck,парусина,no_equality
346,duck,утятина,no_equality
347,duck,душка,no_equality
348,duck,нырок,no_equality
349,duck,нагнуться,no_equality
350,duck,нырять,no_equality
351,duck,увернуться,no_equality
352,duck,наклонить,no_equality
353,duck,утиный,no_equality
354,coincide,совпадать,coïncider
355,coincide,совмещаться,no_equality
356,exactly,именно,précisément
357,exactly,именно,justement
358,exactly,именно,comment
359,exactly,именно,ça
360,exactly,точно,exactement
361,exactly,точно,vraiment
362,exactly,точно,précisément
363,exactly,совсем,vraiment
364,exactly,как раз,exactement
365,exactly,как раз,précisément
366,exactly,как раз,justement
367,exactly,как раз,pile
368,exactly,как раз,ça
369,exactly,конкретно,exactement
370,exactly,конкретно,précisément
371,exactly,в точности,exactement
372,exactly,аккурат,no_equality
373,exactly,точь,exactement
374,exactly,совершенно верно,no_equality
375,exhaustively,исчерпывающе,exhaustivement
376,exhaustively,полностью,no_equality
377,exhaustively,тщательно,no_equality
378,apoplexy,удар,no_equality
379,apoplexy,инсульт,no_equality
380,apoplexy,кровоизлияние,no_equality
381,apoplexy,апоплексический,no_equality
382,coconut,кокос,noix de coco
383,coconut,мякоть кокоса,noix de coco
384,coconut,кокосовый,no_equality
385,international,международный,international
386,international,международный,mondial
387,international,Интернационал,no_equality
388,synchrophasotron,синхрофазотрон,no_equality
389,best,лучший,meilleur
390,best,лучший,bon
391,best,лучший,idéal
392,best,наивысший,no_equality
393,best,лучше всего,mieux
394,best,лучше всего,le mieux
395,best,Бест,best
396,parent,родитель,parent
397,parent,родитель,père
398,parent,предок,no_equality
399,parent,отец,parent
400,parent,отец,père
401,parent,родительский элемент,parental
402,parent,родительница,no_equality
403,parent,родительский,no_equality
404,parent,исходный,no_equality
405,parent,вышестоящий,no_equality
406,parent,один из родителей,no_equality
407,ocean,океан,océan
408,ocean,океан,mer
409,ocean,дно океана,no_equality
410,ocean,океанский,no_equality
411,coincidental,случайный,fortuit
412,coincidental,случайный,hasard
413,coincidental,совпадающий,no_equality
414,coincidental,случайное совпадение,no_equality
415,buzzer,сирена,no_equality
416,buzzer,звонок,sonnette
417,buzzer,звонок,sonnerie
418,buzzer,пищалка,no_equality
419,buzzer,зуммерный,no_equality
420,century,век,siècle
421,century,век,époque
422,century,столетье,siècle
423,century,центурия,no_equality
424,century,вековой,no_equality
425,century,в.,no_equality
426,euro,евро,euro
427,euro,ЕРБ,no_equality
428,euro,европейский,européen
429,dynamite,динамит,dynamite
430,dynamite,динамитная шашка,no_equality
431,dynamite,динамитный,no_equality
432,dynamite,взрывной,no_equality
433,afraid,испуганный,effrayé | effrayée
434,afraid,испуганный,effrayée | effrayé
435,afraid,испуганный,apeuré
436,afraid,боящийся,no_equality
437,afraid,напуганный,effrayé | effrayée
438,afraid,напуганный,effrayée | effrayé
439,afraid,напуганный,apeuré
440,afraid,страшно,effrayé | effrayée
441,afraid,боязно,no_equality
442,peremptory,императивный,impératif
443,peremptory,безапелляционный,no_equality
444,member,член,membre
445,member,член,député
446,member,представитель,membre
447,member,элемент,élément
448,member,депутат,député
449,member,член организации,membre
450,member,членский,membre
451,childhood,детство,enfance
452,childhood,детский,jeune enfant | enfant
453,plate,пластина,plaque
454,plate,пластина,planche
455,plate,плита,no_equality
456,plate,тарелка,assiette
457,plate,лист,no_equality
458,plate,номерной знак,no_equality
459,plate,дощечка,no_equality
460,plate,панель,panneau
461,plate,накладка,no_equality
462,plate,платформа,no_equality
463,plate,стяжка,no_equality
464,plate,бляха,plaque
465,plate,толстый лист,no_equality
466,plate,листовой,no_equality
467,plate,пластинчатый,no_equality
468,fish,рыба,poisson
469,fish,Фиш,no_equality
470,fish,рыбный,fish
471,fish,ловить рыбу,pêcher
472,fish,удить,no_equality
473,fish,выудить,no_equality
474,farmer,фермер,agriculteur
475,farmer,фермер,fermier
476,farmer,хуторянин,no_equality
477,farmer,откупщик,no_equality
478,farmer,сельхозпроизводитель,no_equality
479,farmer,крестьянин,paysan
480,farmer,колхозник,no_equality
481,farmer,земледелец,agriculteur
482,farmer,земледелец,fermier
483,farmer,земледелец,cultivateur
484,farmer,фармер,farmer
485,farmer,фермерство,fermier
486,farmer,хозяин,no_equality
487,farmer,животновод,éleveur
488,farmer,огородник,no_equality
489,farmer,хлебороб,no_equality
490,farmer,сельский хозяин,no_equality
491,farmer,единоличник,no_equality
492,farmer,фермерша,fermier
493,farmer,фермерский,no_equality
494,drawing,рисунок,dessin
495,drawing,рисование,dessin
496,drawing,волочение,no_equality
497,drawing,розыгрыш,no_equality
498,drawing,заимствование,no_equality
499,drawing,графика,no_equality
500,drawing,нанесение,no_equality
501,drawing,составление,no_equality
502,drawing,вытяжка,no_equality
503,drawing,тираж,tirage | étirage
504,drawing,чертежный,no_equality
505,drawing,графический,no_equality
506,drawing,рисующий,no_equality
507,drawing,привлекающий,no_equality
508,drawing,рисуемый,no_equality
509,explain,объяснять,expliquer
510,explain,объяснять,dire
511,explain,раскрывать,no_equality
512,explain,изложить,indiquer
513,explain,изложить,exposer
514,explain,изложить,décrire
515,explain,растолковать,no_equality
516,explain,объясниться,no_equality
517,explain,изъяснять,no_equality
518,explain,давать объяснения,expliquer
519,typhus,сыпной тиф,typhus
520,typhus,сыпняк,no_equality
521,typhus,тифозный,no_equality
522,precedent,прецедент,précédent
523,precedent,прецедент,jurisprudence
524,precedent,предыдущий,no_equality
525,precedent,прецедентный,no_equality
526,precedent,предшествующий,no_equality
527,advertisement,реклама,publicité
528,advertisement,реклама,pub
529,advertisement,анонс,annonce
530,advertisement,рекламный материал,publicité
531,advertisement,рекламный материал,publicitaire
532,advertisement,рекламный материал,pub
533,advertisement,рекламный ролик,publicité
534,advertisement,рекламный ролик,pub
535,advertisement,рекламное сообщение,message
536,advertisement,рекламоноситель,no_equality
537,advertisement,рекламирование,publicité
538,advertisement,рекламный,pub
539,issue,вопрос,question
540,issue,вопрос,problème
541,issue,вопрос,sujet
542,issue,вопрос,point
543,issue,вопрос,thème
544,issue,выпуск,numéro
545,issue,выпуск,émission
546,issue,выпуск,édition
547,issue,выпуск,publication
548,issue,выдача,délivrance
549,issue,номер,numéro
550,issue,вытекание,no_equality
551,issue,эмиссия,émission
552,issue,выдавать,donner
553,issue,выдавать,délivrer | à délivrer
554,issue,выпускать,publier
555,issue,издавать,publier
556,issue,оформить,no_equality
557,issue,эмиссионный,no_equality
558,fifty,пятьдесят,cinquante
559,fifty,полсотни,no_equality
560,fifty,пятьдесят человек,no_equality
561,fifty,полусотня,no_equality
562,fifty,полтинник,50 ans
563,fifty,пятидесятый,no_equality
564,thousand,тыс.,no_equality
565,thousand,тысячелетие,millénaire
566,thousand,множество,no_equality
567,thousand,тысяча долларов,no_equality
568,thousand,тысяча,mille
569,thousand,тысяча,millier
570,thousand,тысячный,no_equality
571,aged,престарелый,no_equality
572,aged,взрослый,âgé
573,aged,выдержанный,no_equality
574,aged,состаренный,no_equality
575,aged,достигший,âgé
576,aged,постаревший,no_equality
577,aged,в возрасте,no_equality
578,file,папка,dossier
579,file,напильник,lime
580,file,досье,fichier
581,file,досье,dossier
582,file,дело,dossier
583,file,массив,no_equality
584,file,подача,dépôt
585,file,картотека,fichier
586,file,файловый,no_equality
587,file,подавать,déposer
588,file,подавать,présenter
589,file,хранить,no_equality
590,pen,ручка,stylo
591,pen,рейсфедер,no_equality
592,pen,фломастер,feutre
593,pen,загон,enclos
594,pen,Перу,no_equality
595,pen,пена,no_equality
596,pen,пенал,no_equality
597,pen,световое перо,plume
598,pen,писать,écrire
599,pen,перьевой,no_equality
600,fan,вентилятор,ventilateur
601,fan,фанат,fan
602,fan,веер,ventilateur
603,fan,веер,éventail
604,fan,фэн,no_equality
605,fan,болельщица,no_equality
606,fan,веялка,no_equality
607,fan,обмахивать,éventer
608,fan,раздувать,attiser
609,fan,дуть,no_equality
610,fan,вентиляторный,no_equality
611,fan,фанатский,no_equality
612,fan,веерный,no_equality
613,pasta,паста,no_equality
614,pasta,блюда из макарон,no_equality
615,hot,горячий,chaud
616,hot,горячий,sexy
617,hot,острый,épicé
618,hot,популярный,no_equality
619,hot,жгучий,brûlant
620,hot,горячительный,no_equality
621,hot,жарко,no_equality
622,hot,горячо,no_equality
623,hot,разгоряченный,no_equality
624,hot,горящий,no_equality
625,hot,накалиться,no_equality
626,engine,двигатель,moteur | de moteur
627,engine,машина,machine
628,engine,локомотив,locomotive
629,engine,механизм,moteur | de moteur
630,engine,механизм,machine
631,engine,ядро,no_equality
632,engine,движитель,no_equality
633,engine,машинный,no_equality
634,engine,движущий,no_equality
635,advanced,передовой,no_equality
636,advanced,развитой,no_equality
637,advanced,дополнительный,no_equality
638,advanced,перспективный,no_equality
639,advanced,развитый,no_equality
640,advanced,опытный,no_equality
641,advanced,повышенный,no_equality
642,advanced,преклонный,avancé
643,advanced,усовершенствованный,no_equality
644,advanced,расширенный,no_equality
645,advanced,продвинутый,avancé
646,advanced,выдвинутый,no_equality
647,advanced,углубленный,no_equality
648,advanced,опережающий,no_equality
649,advanced,авансированный,no_equality
650,expertise,экспертиза,no_equality
651,expertise,компетентность,compétence
652,expertise,мастерство,no_equality
653,expertise,квалификация,no_equality
654,expertise,опыт,expertise
655,expertise,опыт,savoir-faire
656,expertise,опыт,compétence
657,expertise,опыт,expérience
658,expertise,опыт,connaissances spécialisées
659,expertise,экспертные знания,compétence
660,expertise,эксперт,spécialiste
661,expertise,профессионализм,no_equality
662,expertise,экспертный потенциал,expertise
663,expertise,экспертный потенциал,savoir-faire
664,expertise,экспертный потенциал,connaissances spécialisées
665,expertise,знание дела,maîtrise
666,expertise,деловой опыт,expertise
667,expertise,деловой опыт,compétence
668,expertise,деловой опыт,expérience
669,expertise,экспертный,compétence
670,dry,сухой,sec | à sec
671,dry,суховатый,sec | à sec
672,dry,высыхание,no_equality
673,dry,сухость,sécheresse
674,dry,сухость,dry
675,dry,сушить,sécher
676,dry,вытереть,sécher
677,dry,вытереть,essuyer
678,dry,просушивать,no_equality
679,dry,насухо,no_equality
680,fantastic,фантастический,fantastique
681,fantastic,причудливый,no_equality
682,fantastic,замечательный,formidable
683,fantastic,замечательный,magnifique
684,fantastic,замечательный,super
685,fantastic,замечательный,merveilleux
686,fantastic,замечательный,excellent
687,fantastic,замечательный,incroyable
688,fantastic,замечательный,beau
689,fantastic,отличный,superbe
690,fantastic,отличный,super
691,fantastic,отличный,excellent
692,fantastic,отличный,beau
693,fantastic,сказовый,no_equality
694,fantastic,просто фантастический,fantastique
695,fantastic,просто фантастический,fantastic
696,fantastic,небывалый,extraordinaire
697,fantastic,умопомрачительный,no_equality
698,fantastic,потрясающий,super
699,fantastic,фантастически,no_equality
700,eighty,восемьдесят,no_equality
701,eighty,восемьдесят лет,no_equality
702,eighty,восьмидесятый,no_equality
703,bedroom,спальня,chambre
704,bedroom,спальная,no_equality
705,fit,пригонка,no_equality
706,fit,припадок,crise
707,fit,помещаться,no_equality
708,fit,подходить,no_equality
709,fit,приспосабливать,no_equality
710,fit,соответствовать,correspondre
711,fit,установить,no_equality
712,fit,вписываться,no_equality
713,fit,поместить,no_equality
714,fit,подогнать,ajuster
715,fit,вписать,no_equality
716,fit,влезть,no_equality
717,fit,встраивать,no_equality
718,fit,втиснуть,no_equality
719,fit,уложиться,no_equality
720,fit,пригодный,no_equality
721,fit,годный,no_equality
722,fit,нужный,no_equality
723,earn,зарабатывать,gagner
724,earn,заслуживать,mériter
725,earn,приносить,no_equality
726,earn,неплохо зарабатывать,gagner
727,earn,получать доход,no_equality
728,aeroplane,самолет,avion
729,aeroplane,самолет,aéronef
730,especially,особенно,en particulier
731,especially,особенно,surtout
732,especially,особенно,notamment
733,especially,особенно,particulièrement
734,especially,особенно,spécialement
735,especially,особенно,principalement
736,especially,особенно,très
737,especially,особенно,essentiellement
738,especially,особенно,spécifiquement
739,especially,особенно,particulière
740,especially,сугубо,no_equality
741,especially,главным образом,surtout
742,especially,главным образом,particulièrement
743,especially,главным образом,principalement
744,especially,главным образом,essentiellement
745,especially,главным образом,avant tout
746,entrance,вход,entrée
747,entrance,вход,accès
748,entrance,вход,porte
749,entrance,поступление,entrée
750,entrance,входная дверь,no_equality
751,entrance,доступ,accès
752,entrance,прихожая,vestibule
753,entrance,ход,no_equality
754,entrance,проходная,no_equality
755,entrance,входной,no_equality
756,entrance,вступительный,no_equality
757,entrance,въездной,no_equality
758,extra,дополнительный,supplémentaire
759,extra,дополнительный,additionnel
760,extra,дополнительный,autre
761,extra,дополнительный,complémentaire
762,extra,лишний,supplémentaire
763,extra,экстренный,no_equality
764,extra,особый,no_equality
765,extra,заемный,no_equality
766,extra,высший,no_equality
767,extra,экстра,no_equality
768,extra,доплата,supplément
769,extra,статист,figurant
770,extra,дополнение,supplément
771,extra,массовка,no_equality
772,extra,особо,extrêmement
773,extra,дополнительно,davantage
774,extra,отдельно,no_equality
775,extra,сверх,no_equality
776,singular,странный,no_equality
777,singular,исключительный,no_equality
778,singular,единичный,unique
779,singular,сингулярный,no_equality
780,singular,удивительный,no_equality
781,singular,единственное число,singulier
782,singular,сингулярно,no_equality
783,earring,серьга,boucle d'oreille
784,fall,упасть,tomber
785,fall,снижаться,baisser
786,fall,попадать,no_equality
787,fall,приходиться,no_equality
788,fall,впадать,no_equality
789,fall,подпадать,no_equality
790,fall,влюбляться,no_equality
791,fall,обрушиться,no_equality
792,fall,попасться,no_equality
793,fall,оказаться,tomber
794,fall,падение,chute
795,fall,падение,baisse
796,fall,падение,déclin
797,fall,осень,automne
798,fall,грехопадение,chute
799,fall,осенний,no_equality
800,news,новость,nouvelle
801,news,новость,info
802,news,новость,nouveau
803,news,весточка,no_equality
804,news,Ньюс,news
805,news,новинка,nouveauté
806,news,выпуск новостей,nouvelle
807,news,выпуск новостей,news
808,news,выпуск новостей,actualité
809,news,выпуск новостей,information
810,news,выпуск новостей,journal télévisé | journal
811,news,известия,nouvelle
812,news,новостной,no_equality
813,ago,назад,heure
814,ago,назад,auparavant
815,ago,назад,plus tôt
816,ago,назад,arrière
817,ago,назад,il y a
818,electric,электрический,électrique | diélectrique
819,electric,электромонтажный,no_equality
820,electric,электроизмерительный,no_equality
821,electric,наэлектризованный,no_equality
822,enter,входить,entrer
823,enter,входить,rentrer
824,enter,заключать,no_equality
825,enter,въезжать,entrer
826,enter,проникать,pénétrer
827,enter,вступить,no_equality
828,enter,ввести,saisir
829,enter,ввести,introduire
830,enter,указать,indiquer
831,enter,ввод,entrée
832,start,начать,démarrer
833,start,начать,débuter
834,start,начать,entamer
835,start,начать,mettre
836,start,начать,engager
837,start,начать,entreprendre
838,start,начать,reprendre
839,start,начать,déclencher
840,start,начать,commencer | commencer à
841,start,запустить,démarrer
842,start,запустить,faire
843,start,запустить,mettre
844,start,запустить,déclencher
845,start,вздрагивать,no_equality
846,start,завести,démarrer
847,start,завести,faire
848,start,заняться,commencer
849,start,заняться,faire
850,start,заняться,entreprendre
851,start,затеять,no_equality
852,start,начало,début
853,start,начало,départ
854,start,начало,démarrage
855,start,начало,lancement
856,start,начало,commencement
857,start,старт,début
858,start,старт,départ
859,start,начальный,no_equality
860,alcohol,алкоголь,alcool
861,alcohol,алкоголь,boire
862,alcohol,спирт,alcool
863,alcohol,употребление алкоголя,no_equality
864,alcohol,алкоголизм,alcoolisme
865,alcohol,алкогольный,no_equality
866,intelligent,умный,intelligent
867,intelligent,разумный,no_equality
868,intelligent,осмысленный,no_equality
869,intelligent,продуманный,no_equality
870,intelligent,неглупый,intelligent
871,intelligent,микропроцессорный,no_equality
872,intelligent,понятливый,no_equality
873,intelligent,мыслящий,no_equality
874,intelligent,программируемый,no_equality
875,intelligent,настраиваемый,no_equality
876,intelligent,понимающий,no_equality
877,refugee,беженец,réfugié
878,refugee,беженка,réfugié
879,refugee,беглец,no_equality
880,refugee,беженский,no_equality
881,enough,достаточно,assez
882,enough,достаточно,suffisamment
883,enough,достаточно,trop
884,enough,предостаточно,assez
885,enough,достаточное количество,no_equality
886,enough,маловато,no_equality
887,enough,достаточно многие,no_equality
888,behind,за,derrière
889,behind,позади,derrière
890,behind,позади,arrière
891,behind,сзади,derrière
892,behind,сзади,par-derrière
893,behind,назад,derrière
894,behind,назад,en arrière
895,behind,назад,arrière
896,behind,вслед за,après
897,behind,за спиной,no_equality
898,behind,в основе,no_equality
899,fair,справедливый,juste
900,fair,справедливый,équitable
901,fair,красивый,beau
902,fair,светлый,beau
903,fair,светлый,clair
904,fair,светлый,blond
905,fair,беспристрастный,impartial
906,fair,белокурый,blond
907,fair,ярмарочный,no_equality
908,fair,изрядный,no_equality
909,fair,удовлетворительно,no_equality
910,fair,попутный,no_equality
911,fair,чистовой,no_equality
912,fair,выставка,exposition
913,fair,справедливость,équité
914,fair,справедливость,justice
915,fair,салон,salon
916,fair,справедливо,équitablement
917,genetically,генетически,génétiquement
918,genetically,генетически,génétique
919,genetically,генетически,ogm
920,genetically,генетический,no_equality
921,mug,кружка,tasse
922,mug,рожица,no_equality
923,mug,бокал,no_equality
924,mug,рыло,no_equality
925,mug,балбес,no_equality
926,mug,мурло,no_equality
927,mug,ебальник,no_equality
928,mug,грабить,no_equality
929,countryside,сельская местность,campagne
930,countryside,природа,nature
931,countryside,пригород,banlieue
932,countryside,сельские районы,zones rurales | les zones rurales
933,countryside,загородная местность,région
934,countryside,сельский ландшафт,no_equality
935,countryside,сельский,no_equality
936,electricity,электричество,électricité
937,electricity,электричество,courant
938,electricity,свет,électricité
939,electricity,свет,courant
940,electricity,свет,lumière
941,electricity,электрический,no_equality
942,spoon,ложка,cuillère | cuillérée
943,spoon,блесна,no_equality
944,spoon,обниматься,no_equality
945,spoon,черпать ложкой,no_equality
946,journey,путешествие,voyage
947,journey,путешествие,aventure
948,journey,путь,voyage
949,journey,путь,chemin
950,journey,путь,trajet
951,journey,путь,route
952,journey,рейс,voyage
953,journey,проезд,voyage
954,journey,проезд,transport
955,journey,переезд,no_equality
956,journey,странствование,no_equality
957,journey,путешествовать,voyager
958,table,таблица,tableau
959,table,таблица,table
960,table,стол,table
961,table,скрижаль,tablette
962,table,расписание,no_equality
963,table,табель,no_equality
964,table,столовая,no_equality
965,table,табличка,no_equality
966,table,настольный,no_equality
967,table,табличный,no_equality
