,fr,ru,en
494,forcé,принудительный,forced
495,forcé,принудительный,forcible
496,forcé,принудительный,compulsory
497,forcé,вынужденный,forced
498,forcé,принужденный,no_equality
499,forcé,форсированный,no_equality
500,forcé,подневольный,involuntary
501,forcé,деланный,no_equality
502,forcé,поврежденный,no_equality
503,forcé,усиленный,no_equality
504,forcé,очевидный,no_equality
505,forcé,неестественный,contrived
506,forcé,неизбежный,no_equality
507,forcé,надуманный,contrived
508,docilement,послушно,obediently
509,gain,выигрыш,gain
510,gain,выигрыш,win
511,gain,выигрыш,winning
512,gain,выигрыш,benefit
513,gain,выигрыш,payoff
514,gain,прирост,gain
515,gain,прирост,increase
516,gain,прибыль,gain
517,gain,прибыль,profit
518,gain,прибыль,earnings
519,gain,прибыль,benefit
520,gain,прибыль,increase
521,gain,прибыль,
522,gain,коэффициент усиления,increase
523,gain,экономия,saving
524,gain,нажива,profit
525,gain,добыча,
526,shampooing,шампунь,shampoo
527,shampooing,мытье,washing
528,correspondre,отвечать,reflect
529,correspondre,отвечать,respond
530,correspondre,отвечать,answer
531,correspondre,отвечать,
532,correspondre,отражать,reflect
533,correspondre,отражать,represent
534,correspondre,отражать,
535,correspondre,сопоставить,match
536,correspondre,переписываться,correspond
537,correspondre,подобрать,match
538,correspondre,сообщаться,communicate
539,correspondre,согласовывать,no_equality
540,correspondre,подогнать,fit
541,particulièrement,особенно,particularly
542,particulièrement,особенно,especially
543,particulièrement,особенно,specifically
544,particulièrement,особенно,extremely
545,particulièrement,особенно,specially
546,particulièrement,особенно,notably
547,particulièrement,особенно,mostly
548,particulièrement,особенно,special
549,particulièrement,особенно,in particular
550,particulièrement,особенно,
551,particulièrement,интимно,no_equality
552,particulièrement,близко,
553,introduire,ввести,introduce
554,introduire,ввести,bring
555,introduire,ввести,enter
556,introduire,ввести,input
557,introduire,ввести,implement
558,introduire,ввести,
559,introduire,представить,introduce
560,introduire,представить,submit
561,introduire,представить,
562,introduire,внедрять,introduce
563,introduire,внедрять,incorporate
564,introduire,внедрять,implement
565,introduire,принести,bring
566,introduire,принести,
567,introduire,ввозить,no_equality
568,introduire,предусматривать,include
569,introduire,предусматривать,incorporate
570,introduire,предусматривать,
571,gelée,желе,jelly
572,gelée,желе,jellied
573,gelée,желе,jell-o
574,gelée,желе,jello
575,gelée,желе,goo
576,gelée,маточное молочко,no_equality
577,gelée,заморозки,frost
578,gelée,заморозки,freezing
579,gelée,заморозки,freeze
580,gelée,заморозки,frozen
581,gelée,жель,no_equality
582,publicitaire,рекламный,advertising
583,publicitaire,рекламный,commercial
584,publicitaire,рекламный,promotional
585,publicitaire,рекламщик,advertiser
586,publicitaire,рекламщик,publicist
587,publicitaire,рекламщик,adman
588,lancer,запустить,launch
589,lancer,запустить,start
590,lancer,запустить,initiate
591,lancer,начало,no_equality
592,lancer,бросать,throw
593,lancer,бросать,pitch
594,lancer,бросать,toss
595,lancer,бросать,hurl
596,lancer,бросать,
597,lancer,выполнить,
598,lancer,открыть,start
599,lancer,открыть,
600,lancer,вызвать,
601,lancer,запуск,run
602,lancer,бросок,throw
603,lancer,бросок,throwing
604,lancer,метание,throwing
605,lancer,выпуск,no_equality
606,origine,происхождение,origin
607,origine,происхождение,background
608,origine,происхождение,descent
609,origine,происхождение,ancestry
610,origine,происхождение,derivation
611,origine,происхождение,parentage
612,origine,происхождение,source
613,origine,происхождение,root
614,origine,происхождение,lineage
615,origine,происхождение,
616,origine,место происхождения,no_equality
617,origine,исток,source
618,origine,исток,beginning
619,origine,начало координат,beginning
620,origine,начало координат,start
621,origine,истоки,origin
622,origine,истоки,source
623,origine,истоки,originated
624,origine,истоки,root
625,origine,исходный пункт,no_equality
626,impérieux,повелительный,peremptory
627,impérieux,убедительный,compelling
628,impérieux,крайний,no_equality
629,vol,рейс,flight
630,vol,рейс,plane
631,vol,кража,theft
632,vol,кража,robbery
633,vol,кража,stealing
634,vol,кража,steal
635,vol,кража,larceny
636,vol,кража,heist
637,vol,кража,stolen
638,vol,дальность полета,no_equality
639,vol,размах крыльев,no_equality
640,vol,краденое,stolen
641,vol,лет,
642,vol,стая,flock
643,vol,жульничество,no_equality
644,tout,весь,every
645,tout,весь,entire
646,tout,весь,
647,tout,вся,any
648,tout,вся,whole
649,tout,вся,every
650,tout,вся,entire
651,tout,вся,
652,tout,любой,any
653,tout,любой,
654,tout,совсем,just
655,tout,совсем,quite
656,tout,очень,quite
657,tout,очень,very
658,tout,насквозь,no_equality
659,tout,целый,whole
660,tout,целый,entire
661,tout,целый,
662,tout,целое,whole
663,tout,главное,no_equality
664,partout,везде,everywhere
665,partout,везде,around
666,partout,везде,all over
667,partout,везде,anywhere
668,partout,везде,wherever
669,partout,везде,elsewhere
670,partout,везде,universally
671,partout,везде,anyplace
672,partout,везде,everything
673,partout,везде,
674,dîner,ужин,dinner
675,dîner,ужин,lunch
676,dîner,ужин,supper
677,dîner,ужин,diner
678,dîner,ужин,evening meal
679,dîner,ужин,food
680,dîner,ужинать,dine
681,dîner,ужинать,haver dinner
682,dîner,ужинать,eat
683,dîner,есть,eat
684,entrevue,интервью,interview
685,entrevue,интервью,interviewing
686,entrevue,интервью,interviewed
687,entrevue,интервью,interviewer
688,entrevue,интервью,sit-down
689,entrevue,интервьюирование,interviewing
690,entrevue,опрос,interview
691,entrevue,опрос,interviewing
692,entrevue,опрос,interviewed
693,nouveau,новое,new
694,nouveau,новое,novel
695,nouveau,новое,further
696,nouveau,новое,another
697,nouveau,новое,fresh
698,nouveau,новое,renewed
699,nouveau,новое,newest
700,nouveau,новое,incoming
701,nouveau,другой,new
702,nouveau,другой,another
703,nouveau,другой,
704,nouveau,молодой,new
705,nouveau,неопытный,no_equality
706,nouveau,новичок,neophyte
707,nouveau,новинка,new
708,nouveau,новизна,no_equality
709,arrière-plan,задний план,background
710,lev,лев,lev
711,lev,лев,lion
712,avion,самолет,plane
713,avion,самолет,aircraft
714,avion,самолет,airplane
715,avion,самолет,aeroplane
716,avion,самолет,flight
717,avion,самолет,fly
718,avion,самолет,airline
719,avion,самолет,jet
720,avion,самолет,airliner
721,avion,самолет,
722,failli,банкрот,bankrupt
723,failli,банкрот,insolvent
724,failli,обанкротившийся,no_equality
725,failli,несостоятельный,no_equality
726,bière,пиво,beer
727,bière,пиво,ale
728,bière,пиво,brew
729,bière,пиво,pint
730,bière,пиво,drink
731,bière,пиво,lager
732,bière,гроб,coffin
733,boire,пить,drink
734,boire,пить,sober
735,boire,пить,imbibe
736,boire,пить вино,no_equality
737,boire,напиться,drink
738,boire,поить,no_equality
739,boire,сильно пить,drink
740,boire,распить,no_equality
741,boire,утолять жажду,no_equality
742,boire,впитать,no_equality
743,boire,хлебать,no_equality
744,boire,пропускать,no_equality
745,boire,питие,no_equality
746,boire,алкоголь,booze
747,boire,алкоголь,liquor
748,magnifique,великолепно,beautiful
749,magnifique,великолепно,magnificent
750,magnifique,великолепно,wonderful
751,magnifique,великолепно,gorgeous
752,magnifique,великолепно,great
753,magnifique,великолепно,splendid
754,magnifique,великолепно,amazing
755,magnifique,великолепно,fantastic
756,magnifique,великолепно,excellent
757,magnifique,великолепно,awesome
758,magnifique,великолепный,beautiful
759,magnifique,великолепный,magnificent
760,magnifique,великолепный,wonderful
761,magnifique,великолепный,gorgeous
762,magnifique,великолепный,great
763,magnifique,великолепный,splendid
764,magnifique,великолепный,amazing
765,magnifique,великолепный,superb
766,magnifique,великолепный,fabulous
767,magnifique,великолепный,glorious
768,magnifique,великолепный,excellent
769,magnifique,великолепный,fine
770,magnifique,великолепный,awesome
771,magnifique,великолепный,
772,magnifique,чудесный,beautiful
773,magnifique,чудесный,wonderful
774,magnifique,чудесный,amazing
775,magnifique,чудесный,lovely
776,magnifique,чудесный,fantastic
777,magnifique,чудесный,nice
778,magnifique,чудесный,fabulous
779,magnifique,чудесный,marvellous
780,magnifique,чудесный,excellent
781,magnifique,чудесный,fine
782,magnifique,чудесный,
783,magnifique,потрясающий,great
784,magnifique,потрясающий,stunning
785,magnifique,потрясающий,amazing
786,magnifique,потрясающий,fabulous
787,magnifique,потрясающий,awesome
788,magnifique,богатый,
789,lycée,лицей,high school
790,lycée,лицей,lycee
791,lycée,лицей,lyceum
792,lycée,училище,college
793,tigre,тигренок,no_equality
794,Tigre,Тигр,tiger
795,Tigre,Тигр,tigre
796,Tigre,Тигр,tigris
797,tigré,тигровый,no_equality
798,génétiquement,генетически,genetically
799,génétiquement,генетически,genetic
800,génétiquement,генетически,genetically-modified
801,génétiquement,генетически,gm
802,mer,море,sea
803,mer,море,ocean
804,mer,море,marine
805,mer,море,water
806,mer,море,coast
807,mer,масса,no_equality
808,mer,огромное количество,no_equality
809,mer,широкое пространство,no_equality
810,oriental,восточный,eastern
811,oriental,восточный,oriental
812,oriental,восточный,east
813,oriental,восточный,orient
814,oriental,Восток,orient
815,juste,справедливый,just
816,juste,справедливый,fair
817,juste,справедливый,righteous
818,juste,справедливый,equitable
819,juste,справедливое,just
820,juste,справедливое,fair
821,juste,справедливое,equitable
822,juste,правильный,right
823,juste,правильный,correct
824,juste,правильный,righteous
825,juste,правильный,proper
826,juste,правильный,accurate
827,juste,правильный,true
828,juste,правильный,appropriate
829,juste,правильный,
830,juste,самый,right
831,juste,самый,
832,juste,правильное,right
833,juste,правильное,correct
834,juste,правильное,proper
835,juste,правильное,accurate
836,juste,правильное,appropriate
837,juste,правый,right
838,juste,верно,right
839,juste,верно,correctly
840,juste,верно,true
841,juste,настоящий,proper
842,juste,настоящий,true
843,juste,настоящий,
844,juste,ровно,exactly
845,juste,недостаточный,no_equality
846,juste,тесный,no_equality
847,juste,меткий,accurate
848,juste,основательный,no_equality
849,juste,как раз,just
850,juste,как раз,right
851,juste,как раз,exactly
852,juste,правильно,right
853,juste,правильно,correct
854,juste,правильно,proper
855,juste,правильно,accurate
856,juste,правильно,correctly
857,juste,едва,just
858,juste,едва,merely
859,juste,в обрез,no_equality
860,juste,метко,no_equality
861,juste,только,just
862,juste,только,only
863,juste,только,simply
864,juste,только,merely
865,juste,праведник,righteous man
866,juste,жилет,no_equality
867,fourchette,вилка,fork
868,fourchette,дужка,wishbone
869,fourchette,расхождение,no_equality
870,fourchette,спрэд,spread
871,arrêté,постановление,regulation
872,arrêté,постановление,order
873,arrêté,постановление,decree
874,arrêté,постановление,decision
875,arrêté,постановление,bylaw
876,arrêté,судебное постановление,no_equality
877,arrêté,установленный,fixed
878,arrêté,решенный,no_equality
879,arrêté,установившийся,no_equality
880,décrire,описать,describe
881,décrire,описать,outline
882,décrire,описать,delineate
883,décrire,содержать,
884,décrire,излагать,articulate
885,décrire,представить,represent
886,décrire,представить,
887,décrire,характеризовать,describe
888,décrire,характеризовать,characterize
889,décrire,назвать,describe
890,décrire,назвать,
891,décrire,написать,no_equality
892,décrire,сообщать,
893,gisement,месторождение,deposit
894,gisement,месторождение,field
895,gisement,месторождение,mine
896,gisement,залегание,no_equality
897,gisement,азимут,bearing
898,en arrière,назад,back
899,en arrière,назад,backwards
900,en arrière,назад,behind
901,en arrière,назад,backward
902,en arrière,назад,reverse
903,en arrière,назад,out
904,en arrière,позади,back
905,en arrière,позади,behind
906,en arrière,позади,rear
907,en arrière,задний ход,no_equality
908,intensité,интенсивность,intensity
909,intensité,интенсивность,strength
910,intensité,интенсивность,level
911,intensité,интенсивность,severity
912,intensité,интенсивность,intense
913,intensité,сила тока,amperage
914,intensité,сила,intensity
915,intensité,сила,strength
916,intensité,сила,
917,intensité,острота,intensity
918,intensité,острота,severity
919,intensité,острота,depth
920,intensité,острота,poignancy
921,dessous,снизу,underneath
922,dessous,снизу,beneath
923,dessous,под,under
924,dessous,нижняя часть,no_equality
925,dessous,подставка,no_equality
926,dessous,дамское белье,lingerie
927,dessous,поддон,no_equality
928,dessous,оборотная сторона,no_equality
929,dessous,грунтовка,no_equality
930,millénaire,тысячелетие,millennium
931,millénaire,тысячелетие,millenium
932,millénaire,тысячелетний,millennial
933,millénaire,тысячелетний,thousand-year
934,excellent,отличный,excellent
935,excellent,отличный,fine
936,excellent,отличный,superb
937,excellent,отличный,
938,excellent,большой,great
939,excellent,большой,
940,excellent,потрясающий,great
941,excellent,потрясающий,brilliant
942,excellent,потрясающий,terrific
943,excellent,потрясающий,tremendous
944,excellent,изумительный,wonderful
945,excellent,славный,fine
946,excellent,добрейший,no_equality
947,fond,фон,background
948,fond,фон,backdrop
949,fond,фонд,fund
950,fond,фонд,
951,fond,дно,bottom
952,fond,дно,seabed
953,fond,дно,base
954,fond,дно,floor
955,fond,дно,ground
956,fond,дно,
957,fond,длинная дистанция,no_equality
958,fond,существо,substantive
959,fond,существо,substance
960,fond,существо,
961,fond,остаток,no_equality
962,fond,основа,core
963,fond,основа,base
964,fond,основа,ground
965,fond,основа,root
966,fond,основа,
967,fond,глубина,deep
968,fond,фоновое излучение,no_equality
969,fond,поле,background
970,fond,поле,
971,fond,задняя часть,back
972,fond,грунт,ground
973,fond,подкладка,no_equality
974,fond,заднее место,no_equality
975,fond,забой,no_equality
976,stylo,ручка,pen
977,stylo,ручка,pencil
978,stylo,ручка,handle
979,stylo,автоматическая ручка,pen
980,stylo,автоматическая ручка,handle
981,stylo,вечное перо,pen
982,nature,природа,nature
983,nature,природа,wildlife
984,nature,природа,countryside
985,nature,природа,outdoors
986,nature,естество,nature
987,nature,окружающая природа,nature
988,nature,окружающая природа,countryside
989,nature,окружающая природа,outdoors
990,nature,вид,kind
991,nature,вид,type
992,nature,качество,no_equality
993,nature,простой,natural
994,nature,простой,plain
995,nature,простой,
996,nature,свойства,nature
997,terrain,поле,field
998,terrain,поле,pitch
999,terrain,поле,
1000,terrain,земельный участок,land
1001,terrain,земельный участок,plot
1002,terrain,земельный участок,parcel
1003,terrain,местность,land
1004,terrain,местность,terrain
1005,terrain,местность,area
1006,terrain,земля,ground
1007,terrain,земля,land
1008,terrain,земля,property
1009,terrain,земля,soil
1010,terrain,земельное владение,land
