,fr,ru,en
494,forcé,принудительный,forced
495,forcé,принудительный,forcible
496,forcé,принудительный,compulsory
497,forcé,вынужденный,forced
498,forcé,принужденный,no_equality
499,forcé,форсированный,no_equality
500,forcé,подневольный,involuntary
501,forcé,деланный,no_equality
502,forcé,поврежденный,no_equality
503,forcé,усиленный,no_equality
504,forcé,очевидный,no_equality
505,forcé,неестественный,contrived
506,forcé,неизбежный,no_equality
507,forcé,надуманный,contrived
508,docilement,послушно,obediently
509,gain,выигрыш,gain
510,gain,выигрыш,win
511,gain,выигрыш,winning
512,gain,выигрыш,benefit
513,gain,выигрыш,payoff
514,gain,прирост,gain
515,gain,прирост,increase
516,gain,прибыль,gain
517,gain,прибыль,profit
518,gain,прибыль,earnings
519,gain,прибыль,benefit
520,gain,прибыль,increase
521,gain,прибыль,
522,gain,коэффициент усиления,increase
523,gain,экономия,saving
524,gain,нажива,profit
525,gain,добыча,
526,shampooing,шампунь,shampoo
527,shampooing,мытье,washing
528,correspondre,отвечать,reflect
529,correspondre,отвечать,respond
530,correspondre,отвечать,answer
531,correspondre,отвечать,
532,correspondre,отражать,reflect
533,correspondre,отражать,represent
534,correspondre,отражать,
535,correspondre,сопоставить,match
536,correspondre,переписываться,correspond
537,correspondre,подобрать,match
538,correspondre,сообщаться,communicate
539,correspondre,согласовывать,no_equality
540,correspondre,подогнать,fit
541,particulièrement,особенно,particularly
542,particulièrement,особенно,especially
543,particulièrement,особенно,specifically
544,particulièrement,особенно,extremely
545,particulièrement,особенно,specially
546,particulièrement,особенно,notably
547,particulièrement,особенно,mostly
548,particulièrement,особенно,special
549,particulièrement,особенно,in particular
550,particulièrement,особенно,
551,particulièrement,интимно,no_equality
552,particulièrement,близко,
553,introduire,ввести,introduce
554,introduire,ввести,bring
555,introduire,ввести,enter
556,introduire,ввести,input
557,introduire,ввести,implement
558,introduire,ввести,
559,introduire,представить,introduce
560,introduire,представить,submit
561,introduire,представить,
562,introduire,внедрять,introduce
563,introduire,внедрять,incorporate
564,introduire,внедрять,implement
565,introduire,принести,bring
566,introduire,принести,
567,introduire,ввозить,no_equality
568,introduire,предусматривать,include
569,introduire,предусматривать,incorporate
570,introduire,предусматривать,
571,gelée,желе,jelly
572,gelée,желе,jellied
573,gelée,желе,jell-o
574,gelée,желе,jello
575,gelée,желе,goo
576,gelée,маточное молочко,no_equality
577,gelée,заморозки,frost
578,gelée,заморозки,freezing
579,gelée,заморозки,freeze
580,gelée,заморозки,frozen
581,gelée,жель,no_equality
582,publicitaire,рекламный,advertising
583,publicitaire,рекламный,commercial
584,publicitaire,рекламный,promotional
585,publicitaire,рекламщик,advertiser
586,publicitaire,рекламщик,publicist
587,publicitaire,рекламщик,adman
588,lancer,запустить,launch
589,lancer,запустить,start
590,lancer,запустить,initiate
591,lancer,начало,no_equality
592,lancer,бросать,throw
593,lancer,бросать,pitch
594,lancer,бросать,toss
595,lancer,бросать,hurl
596,lancer,бросать,
597,lancer,выполнить,
598,lancer,открыть,start
599,lancer,открыть,
600,lancer,вызвать,
601,lancer,запуск,run
602,lancer,бросок,throw
603,lancer,бросок,throwing
604,lancer,метание,throwing
605,lancer,выпуск,no_equality
606,origine,происхождение,origin
607,origine,происхождение,background
608,origine,происхождение,descent
609,origine,происхождение,ancestry
610,origine,происхождение,derivation
611,origine,происхождение,parentage
612,origine,происхождение,source
613,origine,происхождение,root
614,origine,происхождение,lineage
615,origine,происхождение,
616,origine,место происхождения,no_equality
617,origine,исток,source
618,origine,исток,beginning
