,word,local_word,pos,examples,local_examples
217,coco,коммунист,noun,[],[]
218,maîtrise,степень магистра,noun,[],[]
219,maîtrise,освоение,noun,['maîtrise des compétences'],['освоение навыков']
220,maîtrise,мастерство,noun,['maîtrise technique'],['техническое мастерство']
221,maîtrise,контроль,noun,['maîtrise effective'],['фактический контроль']
222,maîtrise,господство,noun,[],[]
223,maîtrise,техническое совершенство,noun,[],[]
224,maîtrise,звание,noun,[],[]
225,maîtrise,звание мастера,noun,[],[]
226,maîtrise,певчие,noun,[],[]
227,maîtrise,капелла,noun,[],[]
228,sécher,высушить,verb,"['séché raisin', 'sécher au soleil']","['высушенный изюм', 'сушиться на солнце']"
229,sécher,высохнуть,verb,"['sécher naturellement', 'sécher la peinture']","['высохнуть естественным путем', 'сохнет краска']"
230,sécher,сушиться,verb,[],[]
231,sécher,вытереть,verb,[],[]
232,sécher,подсыхать,verb,[],[]
233,sécher,подсушивать,verb,[],[]
234,sécher,насушить,verb,[],[]
235,endroit,место,noun,"[""l'endroit idéal""]",['идеальное место']
236,endroit,район,noun,['un endroit calme'],['тихий район']
237,endroit,пункт,noun,[],[]
238,endroit,направление,noun,[],[]
239,endroit,лицо,noun,[],[]
240,endroit,лицевая сторона,noun,[],[]
241,endroit,видимая сторона,noun,[],[]
242,endroit,небольшой населенный пункт,noun,[],[]
243,forcé,принудительный,adjective,['expulsions forcées'],['принудительные выселения']
244,forcé,вынужденный,participle,['migrations forcées'],['вынужденные миграции']
245,forcé,принужденный,participle,[],[]
246,forcé,форсированный,participle,[],[]
247,forcé,подневольный,adjective,[],[]
248,forcé,деланный,participle,[],[]
249,forcé,поврежденный,participle,[],[]
250,forcé,усиленный,participle,[],[]
251,forcé,очевидный,adjective,[],[]
252,forcé,неестественный,adjective,[],[]
253,forcé,неизбежный,adjective,[],[]
254,forcé,надуманный,participle,[],[]
255,docilement,послушно,adverb,[],[]
256,gain,выигрыш,noun,['montant des gains'],['сумма выигрышей']
257,gain,прирост,noun,"['impôt les gains', 'automatic gain control', 'gains de poids', 'gain de vitesse']","['налог на прирост', 'автоматическая регулировка усиления', 'увеличения веса', 'повышение скорости']"
258,gain,прибыль,noun,"['maximiser vos gains', 'possibilités de gain', 'répartition des gains', 'gain financier', 'grands gains']","['максимальная прибыль', 'возможности для заработка', 'распределение доходов', 'финансовая выгода', 'большие преимущества']"
259,gain,коэффициент усиления,noun,[],[]
260,gain,экономия,noun,['gains de temps'],['экономии времени']
261,gain,нажива,noun,[],[]
262,gain,добыча,noun,[],[]
263,shampooing,шампунь,noun,['shampooing doux'],['мягкий шампунь']
264,shampooing,мытье,noun,[],[]
265,correspondre,отвечать,verb,['correspondre aux besoins'],['отвечать потребностям']
266,correspondre,отражать,verb,[],[]
267,correspondre,сопоставить,verb,[],[]
268,correspondre,переписываться,verb,[],[]
269,correspondre,подобрать,verb,[],[]
270,correspondre,сообщаться,verb,[],[]
271,correspondre,согласовывать,verb,[],[]
272,correspondre,подогнать,verb,[],[]
273,particulièrement,особенно,adverb,"['particulièrement importante', 'particulièrement important']","['особенно важная', 'особо важное значение']"
274,particulièrement,интимно,adverb,[],[]
275,particulièrement,близко,adjective,[],[]
276,introduire,ввести,verb,"['introduire le concept', 'introduire une nouvelle', 'introduire des modifications']","['ввести понятие', 'вводить новую', 'вносить изменения']"
277,introduire,представить,verb,['également introduire'],['также представить']
278,introduire,внедрять,verb,['continuer à introduire'],['продолжать внедрять']
279,introduire,принести,verb,[],[]
280,introduire,ввозить,verb,[],[]
281,introduire,предусматривать,verb,[],[]
282,gelée,желе,noun,[],[]
283,gelée,маточное молочко,noun,[],[]
284,gelée,заморозки,noun,[],[]
285,gelée,жель,noun,[],[]
286,publicitaire,рекламный,adjective,['action publicitaire'],['рекламная акция']
287,publicitaire,рекламщик,noun,[],[]
288,lancer,запустить,verb,"['lancer le programme', 'permettre de lancer', ""lancer l'installation""]","['запустить программу', 'позволяет запускать', 'начать установку']"
289,lancer,начало,verb,['lancer le téléchargement'],['начало загрузки']
290,lancer,бросать,verb,"['lancer une balle', 'lancer un défi', 'lancer des fléchettes']","['бросать мяч', 'бросить вызов', 'метать дротики']"
291,lancer,выполнить,verb,[],[]
292,lancer,открыть,verb,[],[]
293,lancer,вызвать,verb,[],[]
294,lancer,запуск,noun,"['utiliser pour lancer', 'lancer le moteur']","['использовать для запуска', 'пуск двигателя']"
295,lancer,бросок,noun,['lancers de dé'],['броски костей']
296,lancer,метание,noun,"['lancer du javelot', 'lancer du poids']","['метание копья', 'толкание ядра']"
297,lancer,выпуск,noun,['lancer un nouveau'],['выпуск нового']
298,origine,происхождение,noun,"['origine volcanique', 'origines des attaques']","['вулканическое происхождение', 'источники атак']"
299,origine,место происхождения,noun,[],[]
300,origine,исток,noun,"['les origines génétiques', 'origine des coordonnées']","['генетические причины', 'начало координат']"
301,origine,начало координат,noun,[],[]
302,origine,истоки,noun,[],[]
303,origine,исходный пункт,noun,[],[]
304,impérieux,повелительный,adjective,['verticale impérieuse'],['властная вертикаль']
305,impérieux,убедительный,adjective,"['des raisons impérieuses', 'nécessité impérieuse']","['убедительные основания', 'настоятельная необходимость']"
306,impérieux,крайний,adjective,[],[]
307,vol,рейс,noun,"['vol charter', 'long vol', 'réservation de vol', 'plan de vol', 'date du vol', 'des vols réguliers']","['чартерный рейс', 'длительный перелет', 'бронирование авиабилетов', 'план полета', 'дата вылета', 'регулярные авиарейсы']"
308,vol,кража,noun,"['victimes de vol', 'prévenir le vol']","['жертвы кражи', 'предотвращать воровство']"
309,vol,дальность полета,noun,[],[]
310,vol,размах крыльев,noun,[],[]
311,vol,краденое,noun,[],[]
312,vol,лет,noun,[],[]
313,vol,стая,noun,[],[]
314,vol,жульничество,noun,[],[]
315,tout,весь,pronoun,['faire presque tout'],['делать почти все']
316,tout,вся,pronoun,[],[]
317,tout,любой,pronoun,"['tout moyen', 'tout jeune homme']","['помощь любых средств', 'каждый молодой человек']"
318,tout,совсем,adverb,"['tout faits', 'monde tout nouveau', 'tout aimé']","['совсем сделать', 'совершенно новый мир', 'понравиться абсолютно']"
319,tout,очень,adverb,[],[]
320,tout,насквозь,adverb,[],[]
321,tout,целый,adjective,['tout un tas'],['целая куча']
322,tout,целое,adjective,[],[]
323,tout,главное,adjective,[],[]
324,partout,везде,adverb,"['exister partout', 'répandre partout']","['существовать везде', 'распространять повсюду']"
325,dîner,ужин,noun,"['un dîner romantique', 'déjeuner au dîner']","['романтический ужин', 'завтрак до обеда']"
326,dîner,ужинать,verb,"['déguster un dîner', 'préférer dîner']","['можно поужинать', 'предпочитать обедать']"
327,dîner,есть,verb,[],[]
328,entrevue,интервью,noun,"['entrevue téléphonique', ""processus d'entrevue""]","['телефонное интервью', 'процесс собеседования']"
329,entrevue,интервьюирование,noun,[],[]
330,entrevue,опрос,noun,[],[]
331,nouveau,новое,adjective,"['nouveau roman', 'un nouveau look']","['новый роман', 'свежий вид']"
332,nouveau,другой,pronoun,[],[]
333,nouveau,молодой,adjective,[],[]
334,nouveau,неопытный,adjective,[],[]
335,nouveau,новичок,noun,['nouveau en ville'],['новичок в городе']
336,nouveau,новинка,noun,[],[]
337,nouveau,новизна,noun,[],[]
338,arrière-plan,задний план,noun,[],[]
339,lev,лев,noun,['prince lev'],['князь льва']
340,avion,самолет,noun,"['avion de transport', 'mode avion']","['транспортный самолет', 'режим полета']"
341,failli,банкрот,noun,[],[]
342,failli,обанкротившийся,participle,[],[]
343,failli,несостоятельный,adjective,[],[]
344,bière,пиво,noun,['bière brune'],['темное пиво']
345,bière,гроб,noun,[],[]
346,boire,пить,verb,"['boire du thé', 'boire quotidiennement', 'boire un verre', 'recommandé de boire']","['пьет чай', 'ежедневно выпивать', 'выпить любимый напиток', 'рекомендуется употреблять']"
347,boire,пить вино,verb,[],[]
348,boire,напиться,verb,[],[]
349,boire,поить,verb,[],[]
350,boire,сильно пить,verb,[],[]
351,boire,распить,verb,[],[]
352,boire,утолять жажду,verb,[],[]
353,boire,впитать,verb,[],[]
354,boire,хлебать,verb,[],[]
355,boire,пропускать,verb,[],[]
356,boire,питие,noun,[],[]
357,boire,алкоголь,noun,[],[]
358,magnifique,великолепно,adjective,['une magnifique baie'],['красивая бухта']
359,magnifique,великолепный,adjective,"['magnifique plafond voûté', 'magnifique vieille ville', 'formes magnifiques']","['великолепный сводчатыми потолками', 'прекрасный старый город', 'пышные формы']"
360,magnifique,чудесный,adjective,"['une vue magnifique', 'magnifiques promenades', 'magnifiques piscines', 'magnifiques châteaux', 'magnifique ville']","['чудесный вид', 'замечательные прогулки', 'роскошные бассейны', 'величественные замки', 'удивительный город']"
361,magnifique,потрясающий,participle,[],[]
362,magnifique,богатый,adjective,[],[]
363,lycée,лицей,noun,['lycée henri'],['лицей генриха']
364,lycée,училище,noun,[],[]
365,tigre,тигренок,noun,[],[]
366,Tigre,Тигр,noun,[],[]
367,tigré,тигровый,adjective,"['crevettes tigrées', 'chat tigré']","['тигровые креветки', 'полосатый кот']"
368,génétiquement,генетически,adverb,['génétiquement modifier'],['генетически модифицировать']
369,mer,море,noun,['mer de sable'],['песчаное море']
370,mer,масса,noun,[],[]
371,mer,огромное количество,noun,[],[]
372,mer,широкое пространство,noun,[],[]
373,oriental,восточный,adjective,['langues orientales'],['восточные языки']
374,oriental,Восток,noun,[],[]
375,juste,справедливый,adjective,"['guerre juste', 'juste colère']","['справедливая война', 'праведный гнев']"
376,juste,справедливое,adjective,[],[]
377,juste,правильный,adjective,"['juste équilibre', 'plus juste']","['правильный баланс', 'более точная']"
378,juste,самый,pronoun,[],[]
379,juste,правильное,adjective,[],[]
380,juste,правый,adjective,['juste bon'],['только правый']
381,juste,верно,adjective,[],[]
382,juste,настоящий,adjective,[],[]
383,juste,ровно,adjective,[],[]
384,juste,недостаточный,adjective,[],[]
385,juste,тесный,adjective,[],[]
386,juste,меткий,adjective,[],[]
387,juste,основательный,adjective,[],[]
388,juste,как раз,adverb,[],[]
389,juste,правильно,adverb,['juste titre'],['правильно делать']
390,juste,едва,adverb,[],[]
391,juste,в обрез,adverb,[],[]
392,juste,метко,adverb,[],[]
393,juste,только,particle,"['juste achet', 'juste comme']","['только что купить', 'точно как']"
394,juste,праведник,noun,[],[]
395,juste,жилет,noun,[],[]
396,fourchette,вилка,noun,['prises fourchettes'],['штепсельные вилки']
397,fourchette,дужка,noun,[],[]
398,fourchette,расхождение,noun,[],[]
399,fourchette,спрэд,noun,[],[]
400,arrêté,постановление,noun,[],[]
401,arrêté,судебное постановление,noun,[],[]
402,arrêté,установленный,participle,[],[]
403,arrêté,решенный,participle,[],[]
404,arrêté,установившийся,participle,[],[]
405,décrire,описать,verb,"['décrite comme suit', 'article décrit']","['описать следующим образом', 'статьи описывать']"
406,décrire,содержать,verb,['image décrit'],['образа содержать']
407,décrire,излагать,verb,[],[]
408,décrire,представить,verb,[],[]
409,décrire,характеризовать,verb,[],[]
410,décrire,назвать,verb,[],[]
411,décrire,написать,verb,[],[]
412,décrire,сообщать,verb,[],[]
413,gisement,месторождение,noun,"['gisements de pétrole', 'riches gisements']","['нефтяные месторождения', 'богатые залежи']"
414,gisement,залегание,noun,[],[]
415,gisement,азимут,noun,[],[]
416,en arrière,назад,adverb,[],[]
417,en arrière,позади,adverb,[],[]
418,en arrière,задний ход,noun,[],[]
419,intensité,интенсивность,noun,"['intensité de rayonnement', 'intensité émotionnelle']","['интенсивность излучения', 'эмоциональная напряженность']"
420,intensité,сила тока,noun,[],[]
421,intensité,сила,noun,['intensité lumineuse'],['сила света']
422,intensité,острота,noun,[],[]
423,dessous,снизу,adverb,['écrit en dessous'],['написать внизу']
424,dessous,под,preposition,[],[]
425,dessous,нижняя часть,noun,[],[]
426,dessous,подставка,noun,[],[]
427,dessous,дамское белье,noun,[],[]
428,dessous,поддон,noun,[],[]
429,dessous,оборотная сторона,noun,[],[]
430,dessous,грунтовка,noun,[],[]
431,millénaire,тысячелетие,noun,['le nouveau millénaire'],['новое тысячелетие']
432,millénaire,тысячелетний,adjective,['traditions millénaires'],['тысячелетние традиции']
433,excellent,отличный,adjective,"['une excellente réputation', 'excellente représentation', 'une excellente alternative', 'déjeuner est excellent', 'une excellente cuisine', 'autre excellent moyen']","['отличная репутация', 'превосходное представление', 'прекрасная альтернатива', 'хороший завтрак', 'великолепная кухня', 'один замечательный способ']"
434,excellent,большой,adjective,['excellente ressource'],['большой ресурс']
435,excellent,потрясающий,participle,[],[]
436,excellent,изумительный,adjective,[],[]
437,excellent,славный,adjective,[],[]
438,excellent,добрейший,adjective,[],[]
439,fond,фон,noun,['fond noir'],['черный фон']
440,fond,фонд,noun,['le fond monétaire'],['международный валютный фонд']
441,fond,дно,noun,"['fond de tiroir', 'fond plat']","['дно ящика', 'плоское днище']"
442,fond,длинная дистанция,noun,[],[]
443,fond,существо,noun,['questions de fond'],['вопросы существа']
444,fond,остаток,noun,[],[]
445,fond,основа,noun,[],[]
446,fond,глубина,noun,['fond du jardin'],['глубина сада']
447,fond,фоновое излучение,noun,[],[]
448,fond,поле,noun,[],[]
449,fond,задняя часть,noun,[],[]
450,fond,грунт,noun,[],[]
451,fond,подкладка,noun,[],[]
452,fond,заднее место,noun,[],[]
453,fond,забой,noun,[],[]
454,stylo,ручка,noun,"['stylo plume', 'stylo à bille', 'stylo magique']","['перьевая ручка', 'шариковая авторучка', 'волшебное перо']"
455,stylo,автоматическая ручка,noun,[],[]
456,stylo,вечное перо,noun,[],[]
457,nature,природа,noun,"['nature pittoresque', 'nature du travail', 'seconde nature']","['живописная природа', 'характер работы', 'вторая натура']"
458,nature,естество,noun,['nature humaine'],['человеческое естество']
459,nature,окружающая природа,noun,[],[]
460,nature,вид,noun,"['natures comptables', 'nature du sol']","['виды затрат', 'типа почва']"
461,nature,качество,noun,[],[]
462,nature,простой,noun,[],[]
463,nature,свойства,noun,[],[]
464,terrain,поле,noun,"['magnifiques terrains', 'terrain de tir']","['красивые поля', 'площадка для стрельбы']"
465,terrain,земельный участок,noun,['terrain à construire'],['участок под строительство']
466,terrain,местность,noun,['terrain boisé'],['лесистая местность']
467,terrain,земля,noun,['hectares de terrain'],['гектары земли']
468,terrain,земельное владение,noun,[],[]
469,terrain,россыпь,noun,[],[]
470,terrain,порода,noun,[],[]
471,terrain,обстановка,noun,[],[]
472,terrain,сфера деятельности,noun,[],[]
473,terrain,отложения,noun,[],[]
474,lieu,место,noun,['le lieu idéal'],['идеальное место']
475,lieu,пункт,noun,[],[]
476,lieu,основание,noun,[],[]
477,lieu,местность,noun,[],[]
478,lieu,повод,noun,[],[]
479,incliner,наклонить,verb,[],[]
480,incliner,наклоняться,verb,[],[]
481,incliner,опрокинуть,verb,[],[]
482,incliner,падать,verb,[],[]
483,incliner,откинуть,verb,[],[]
484,incliner,повернуть,verb,[],[]
485,incliner,преклонить,verb,[],[]
486,incliner,влиять,verb,[],[]
487,ruban,лента,noun,"['ruban bleu', 'tirer le ruban']","['голубая лента', 'перерезать ленточку']"
488,ruban,тесьма,noun,['ruban élastique'],['эластичная тесьма']
489,ruban,полоска,noun,[],[]
490,ruban,рулетка,noun,[],[]
491,ruban,бант,noun,[],[]
492,ruban,конвейерная лента,noun,[],[]
493,ruban,конвейер,noun,[],[]
494,ruban,тротуар,noun,[],[]
495,ruban,дорога,noun,[],[]
496,trop,слишком,adverb,"['été trop tard', 'être trop']","['слишком поздно', 'быть чрезмерно']"
497,trop,как-то,adverb,[],[]
498,trop,больно,adverb,[],[]
499,caché,скрытый,adjective,[],[]
500,caché,укромный,adjective,[],[]
501,caché,невысказанный,adjective,[],[]
502,caché,затаенный,participle,[],[]
503,caché,подспудный,adjective,[],[]
504,caché,неясный,adjective,[],[]
505,break,универсал,noun,[],[]
506,break,брейк,noun,[],[]
507,break,пробой,noun,[],[]
508,break,линейка,noun,[],[]
509,chaleur,жар,noun,"['chaleur intense', 'chaleur tropicale', 'chaleur du moment']","['сильный жар', 'тропическая жара', 'пыл момента']"
510,chaleur,теплота,noun,['chaleur latente'],['скрытая теплота']
511,chaleur,обогрев,noun,[],[]
512,chaleur,тепловой эффект,noun,[],[]
513,chaleur,течка,noun,[],[]
514,chaleur,теплосодержание,noun,[],[]
515,chaleur,горячность,noun,[],[]
516,chaleur,тепло,adjective,['source de chaleur'],['источник тепла']
517,en dessous,ниже,adverb,[],[]
518,en dessous,снизу,adverb,[],[]
519,en dessous,тайно,adverb,[],[]
520,en dessous,тише,adjective,[],[]
521,historique,исторический,adjective,['roman historique'],['исторический роман']
522,historique,историческая справка,noun,[],[]
523,historique,предыстория,noun,[],[]
524,historique,историзм,noun,[],[]
525,historique,история болезни,noun,[],[]
526,historique,статистика,noun,[],[]
527,historique,обзор,noun,[],[]
528,historique,повествование,noun,[],[]
529,y compris,включительно,adverb,[],[]
530,entrer,ввести,verb,"['entrer le numéro', 'entrer des commandes']","['ввести серийный номер', 'вводить команды']"
531,entrer,войти,verb,"['entrer en contact', 'appel entrant', 'entrer en possession', 'commencer à entrer']","['войти в контакт', 'входящий звонок', 'вступать во владение', 'начинать поступать']"
532,entrer,указать,verb,['puis entrez'],['затем указать']
533,entrer,въехать,verb,['entrer en allemagne'],['въезжать в германию']
534,entrer,выйти,verb,['officiellement entrer'],['официально выйти']
535,entrer,набрать,verb,['entrer un numéro'],['набрать номер']
536,entrer,вписать,verb,[],[]
537,entrer,заносить,verb,[],[]
