"?column?","word_rating"
"study",300527
"irony",300325
"when",299433
"satire",299173
"bedroom",298863
"empty",298802
"wood",297537
"biscuit",297196
"and",297168
"poverty",296699
"disease",296151
"this",295495
"entire",293401
"remember",293187
"full",293029
"pity",292805
"destiny",292235
"chin",292203
"gorgeous",291902
"travel",290066
"education",289862
"wonder",288796
"fly-swat",288421
"journey",288390
"guess",288358
"need",288062
"discuss",286509
"father",285414
"schedule",284913
"under",284710
"for",284218
"laugh",284213
"interest",283860
"watch",283777
"clock",282936
"future",282639
"alone",282307
"about",281965
"king",281098
"grandparent",280973
"heavy",280730
"captain",280709
"piano",280098
"nurture",279480
"common",279179
"wear",277866
"carry",277639
"ankle",277275
"believe",276898
"lobster",276865
"advice",276861
"self-conscious",276498
"average",276250
"narrow",276180
"become",275839
"turn",275271
"get",275035
"live",274999
"change",274751
"mother",274359
"whichever",273980
"comedian",273975
"side",273604
"sincere",273562
"irritation",273373
"begin",273286
"juvenile",272955
"night",272646
"fiancee",271022
"to",270896
"living room",270560
"air",270375
"come out",270276
"talk",268957
"cover",268733
"tell",268581
"find",267715
"way",267321
"charming personality",267062
"grow",266667
"substitute",266394
"bath-towel",266286
"however",266176
"run",265562
"place",264881
"spine",264757
"forget",264538
"criticism",263846
"find",263508
"short",263416
"tea-towel",263395
"trust",263122
"tomorrow",262755
"energetic",262441
"boat",262336
"single",262196
"fly",262109
"healthy",261916
"embarrass",261849
"almost",261287
"lay",259604
"perfect",259420
"soon",259057
"their",258822
"forehead",258170
"lampshade",258017
"capricious",257922
"another",257890
"curious",257024
"body",256953
"offer",256933
"leave",256579
"bring",256456
"untidy",256217
"telephone",256172
"salami",256013
"grandfather",255604
"genuinely",255423
"mark",254492
"serve",254039
"want",253615
"jubilation",253403
"pull away",253187
"wrist",253066
"elbow",253024
"until",252162
"pull up",251698
"tiny",251493
"learn",250746
"facility heater",250730
"faith",249114
"cover",249021
"just",248795
"get",248698
"change",248471
"sweet",248140
"courage",248126
"English",247256
"billion",246960
"effort",246846
"put away",246622
"tablecloth",246299
"be",245697
"hair",245508
"develop",245489
"nervous breakdown",245200
"suddenly",245168
"admiration",243873
"listen",243825
"foreign",243612
"practice",243101
"t-shirt",242921
"reason",242806
"mark",242799
"part",242648
"desire",242553
"another",242299
"student",242277
"but",242132
"literally",242051
"lead",241992
"come off",241934
"do",241766
"can",241477
"pathetic",240978
"which",240842
"fried eggs",240764
"knee",240738
"remind",240476
"middle finger",240414
"thankful",240119
"say",239969
"intensity",239938
"silly",239685
"education",239458
"groom",239126
"therefore",239108
"spread",238754
"treat",238565
"quick",238399
"sympathy",238306
"chance",238205
"success",237930
"still",237928
"decide",237815
"holiday",237756
"side dish",237420
"great-uncle",236986
"inspiration",236792
"set",236754
"without",236727
"seldom",236652
"careful",236046
"wisdom",235541
"blood",235512
"ball",234905
"annual",234844
"recent",234833
"apart",234772
"nursery",234740
"during",234690
"sacred",234681
"rarely",234243
"hair",233860
"exactly",233601
"caricature",233254
"appreciate",232946
"faithful",232941
"equinox",232771
"cross",232534
"gain",232291
"heir",231737
"himself",231614
"safe",231432
"important",230608
"ancient",230540
"must",230275
"heritage",229977
"perfect",229518
"kind",229499
"away",229486
"better",229254
"hold",229252
"who",229174
"cut",229140
"condiment",229059
"senior",229036
"though",228975
"sure",227176
"dust",226903
"forearm",226745
"unless",226219
"riot",225993
"determine",225962
"elsewhere",225782
"index finger",225758
"behind",225665
"intensity",225169
"female",224839
"in",224533
"draw",224524
"amorousness",224249
"spend",224222
"English",223203
"pain",223171
"answer",223005
"dark",222989
"nuptial",222755
"within",222577
"mushroom",222407
"want",222000
"mania",221846
"against",221812
"straight",221716
"bliss",221659
"opportunity",221240
"all",221157
"monograph",221028
"apartment",220913
"blind",220888
"intensity",220816
"bread",220619
"ashamed",219855
"sign",219829
"rush",219630
"go out",219546
"couple",219111
"happen",218962
"rich",218799
"Sorbet",218437
"high",218228
"probably",218015
"call",217992
"follow",217982
"important",217843
"witness",217569
"themselves",217470
"after",217398
"apprehension",217253
"body",217206
"imitation",217086
"generous",217080
"young",216991
"successful",216925
"start",216916
"mind",216831
"weather",216808
"try",216705
"witty remark",216505
"worth",216222
"familiar",216205
"on",216168
"ball",216039
"want",215931
"the",215833
"often",215822
"thankful",215318
"ready",215311
"start",215132
"mole",214938
"natal",214656
"practice",214601
"so",214070
"delightful",213912
"rather",213711
"old",213658
"whose",213503
"serious",213468
"commonly",213357
"whether",213120
"sometimes",212590
"equal",212446
"come",212420
"open",212152
"understand",211890
"fraternal",211841
"useful",211828
"better",211791
"dustpan",211777
"sarcasm",211752
"below",211538
"sound",211366
"particular",211364
"last",211362
"pay",211112
"excitedly",211096
"actually",211069
"front",210839
"remain",210266
"usually",210210
"purpose",210095
"thumb",209883
"till",209852
"grade",209710
"inheritance",209446
"near",209429
"plug",209312
"yesterday",209285
"global",209268
"awe",209173
"inventory",209122
"chest",208917
"net",208892
"play",208759
"watch",208752
"sardine",208442
"little",208328
"base",207562
"pay",207462
"t-shirt",207400
"grown-up",207307
"bean",207244
"unlike",207211
"helpful",206978
"perhaps",206912
"how",206701
"realize",206628
"once",206338
"uncomfortable",205993
"help",205906
"bloom",205234
"global",205014
"belly",204767
"joke",204766
"guy",204569
"kin",204471
"check out",204300
"global",204196
"night",204087
"deadly",204063
"cold",203854
"jaguar",203792
"blame",203714
"kindhearted",203478
"special",203415
"pursue",202735
"doughnut",202555
"wind",202418
"that",202398
"far",202342
"fork",202317
"towards",202116
"lack",202005
"crowd",201832
"never",201785
"besom",201706
"valuable",201660
"long",201434
"nose",201273
"what",201247
"good",201230
"mention",201177
"shin",200947
"amusement",200931
"giant",200903
"spell",200771
"hear",200768
"beside",200736
"temporary",200657
"now",200589
"doubt",200529
"air",200504
"baguette",200496
"melodrama",200211
"birthday",199940
"place",199888
"sitting room",199829
"throat",199742
"flashlight",199674
"clothes-pin",199613
"weather",199181
"can",198960
"carry on",198923
"see",198699
"ever",198637
"twin-sister",198557
"clumsy",198539
"mate",198486
"late",198381
"feel",198144
"apple",198043
"terrific",197770
"live with",197657
"notice",197595
"household",197592
"prologue",197389
"solve",197348
"bright",197037
"grandpa",196866
"jealousy",196764
"paraphrase",196502
"actual",196241
"numb",196177
"they",196120
"connection",196008
"interest",195986
"weird",195980
"a",195907
"while",195906
"various",195803
"pancake",195606
"late",195274
"pantry",195136
"crawl",195052
"underestimate",194952
"final",194919
"only",194911
"pork",194793
"mostly",194775
"happy",194753
"infinite",194694
"foodstuff",194612
"muscle",194486
"toe",194352
"permanent",194306
"quite",194057
"sadness",193834
"daintily",193737
"birthday",193537
"sad",193313
"thing",193090
"hot",192929
"suspect",192837
"poverty",192598
"dry",192475
"calorie",192337
"break in",192199
"we",191985
"genuinely",191977
"wooden",191785
"son",191767
"awful",191632
"whoever",191492
"cut out",191346
"evening",191319
"lust",191251
"pudding",190718
"choice",190707
"half-sister",190519
"hyena",190478
"aware",190451
"recovery",190408
"anticipation",190070
"boiled eggs",189951
"if",189741
"sibling",189688
"responsibility",189382
"possible",189312
"afternoon",189117
"amorousness",188724
"deaf",188646
"soar",188437
"imagine",188390
"brown eyes",188164
"portion",188091
"accent",188080
"capable",187975
"between",187961
"job",187732
"someone",187664
"fabulous",187470
"engagement",187442
"adoration",187247
"shelter",187230
"ticket",187173
"fun",186950
"thorax",186868
"involve",186806
"attraction",186722
"newlywed",186633
"attractive",186599
"especially",186452
"poverty",186339
"dairy",186234
"right",186145
"direct",185962
"lemonade",185658
"rainbow",185602
"complete",185528
"teach",185489
"fence",185468
"party",185451
"ham",185355
"catch",184944
"maternal",184648
"arctic fox",184634
"gas-stove",184501
"refrain",184493
"edge",184353
"catalectic",184192
"walk",183901
"precious",183787
"mythology",183722
"arrive",183645
"helpless",183588
"stumble",183480
"idyll",183391
"painkiller",183222
"over",183129
"brush",183094
"waist",183009
"equal",182932
"likely",182516
"myself",182418
"keep",181994
"marmalade",181765
"stuff",181647
"stodgy",181516
"score",181402
"together",181390
"obvious",181347
"since",181307
"wish",181213
"bald",181018
"regret",180910
"lightness",180859
"weak",180566
"hopeful",180483
"certainly",180475
"tract",180401
"grade",180377
"screwdriver",180194
"build",180100
"restaurant",179751
"dawn",179584
"expensive",179529
"large",179479
"mayonnaise",179408
"like",179297
"starter",179162
"thunder",179135
"check",179118
"hysterical",179104
"appliance",178995
"heaven",178936
"nothing",178463
"fear",178353
"moustache",178226
"attitude",178165
"bland",178077
"skeleton",178038
"take place",177701
"rest",177674
"contradiction",177606
"failure",177555
"recent",177465
"watchman",177334
"across",177282
"lunch",177237
"wherever",177126
"dangerous",177046
"several",176960
"after midnight",176779
"passion",176394
"hide",176234
"beyond",176188
"dimple",175754
"observation",175649
"despite",175624
"pale",175521
"bride",175314
"rotten",175163
"unimaginable",175132
"oyster",175108
"attention",175000
"shape",174726
"hire",174623
"entire",174565
"great",174497
"busy",174410
"always",174370
"less",174287
"twin-brother",174180
"rug",174093
"cheap",174086
"huge",174060
"way",173611
"as",173182
"annoy",173075
"hurt",172965
"dreadful",172945
"insignificant",172787
"hate",172735
"cruel",172587
"briefly",172501
"come back",172489
"one",172413
"some",172412
"surely",172290
"well-done",172014
"conceal",171916
"consider",171891
"go",171805
"group",171583
"obviously",171566
"blindly",171375
"genre",171249
"parrot",171181
"net",171126
"tongue",171100
"convenience",171066
"one another",170924
"rough",170888
"dad",170742
"lay",170658
"smirk",170642
"disease",170629
"confident",170619
"small",170515
"laundry",170413
"enthusiastically",170383
"invade",170321
"care",170162
"enormous",170151
"law",170032
"perch",169959
"dependent",169778
"give",169529
"national",169520
"resolution",169470
"point",169315
"tasteless",169152
"stepsister",169094
"grade",168952
"spotless",168793
"give",168654
"spice",168645
"waste",168593
"tough",168566
"breathe",168536
"half-brother",168371
"hand",168191
"goal",168089
"bill",167893
"apple",167825
"here",167652
"bachelor",167428
"suffer",167382
"shoulder",167264
"her",167188
"contender",166906
"great grandmother",166765
"papa",166733
"lie",166522
"human",166302
"eraser",166240
"clan",165839
"waiter",165830
"frequently",165712
"irritation",165207
"spaghetti",165123
"high",165047
"alas",164780
"before",164758
"deadly",164750
"break",164682
"different",164494
"like",164444
"inform",164378
"admit",164281
"hysterical",164135
"book",163702
"achieve",163445
"accept",163427
"hear",163357
"dare",163195
"lust",163065
"deserve",163043
"self-esteem",162954
"novel",162945
"oneself",162513
"responsible",162371
"immediately",162192
"priest",162101
"curious",161896
"sin",161835
"saucepan",161690
"shy",161664
"carry",161544
"copyright",161531
"succeed",161352
"immunity",161247
"deadly",161233
"kind",160973
"there",160968
"jaw",160878
"available",160865
"mean",160757
"decide",160734
"court",160512
"admiration",160484
"youth",160465
"pantry",160147
"rib",160037
"fish",159969
"grandma",159887
"wrong",159826
"opposite",159805
"sweetener",159624
"screen",159377
"cheekbone",159326
"name",158952
"your",158617
"similar",158491
"imagery",158482
"main",158382
"hero",158365
"bun",158364
"worldwide",158281
"neither",158251
"garbage can",158124
"cheer",158004
"mama",157981
"entrepreneur",157939
"cabby",157548
"salesman",157312
"herself",157120
"incredulous",157071
"surface",157055
"barbecue",157000
"clear",156902
"cause",156849
"act",156741
"characterization",156585
"chronicle",156509
"work",156414
"go on",156333
"rat",156298
"theme",156190
"impatient",156157
"knowledge",155940
"pretty",155788
"value",155704
"pace",155421
"magnificent",155281
"develop",155033
"than",154412
"calm",154243
"damn",154188
"loyalty",154142
"cappuccino",154054
"tonight",154021
"ability",154011
"settle",154008
"by",153999
"palm",153939
"episode",153934
"up to",153912
"counsellor",153875
"patience",153831
"least",153715
"shelter",153701
"literally",153567
"tankard",153518
"sympathy",153443
"go down",153368
"for breakfast",153236
"tall",153081
"curse",153057
"apathy",152976
"strength",152955
"think",152953
"round",152925
"cliche",152901
"ahead",152880
"anger",152730
"are",152428
"hardly",152389
"jar",152352
"sandwich",152302
"climax",152095
"bass",151967
"merely",151933
"nearby",151904
"fiction",151842
"every",151820
"mime",151813
"musk ox",151709
"truly",151697
"basic",151661
"common",151647
"it",151506
"lump",151412
"whenever",151367
"annoy",151285
"dramatic irony",151080
"inherit",151045
"around",151002
"conclusion",150981
"pillow",150886
"experience",150721
"behavior",150706
"share",150704
"lettuce",150609
"upon",150420
"catastrophe",150340
"twice",150319
"allow",150079
"mind",150032
"above",149983
"out of",149974
"ambition",149857
"atmosphere",149796
"correct",149743
"although",149730
"connotation",149644
"demand",149643
"sit",149641
"dialogue",149625
"run out",149518
"ask",149500
"hang up",149471
"dramaturgy",149427
"epic poetry",149386
"fill",149358
"moral",149200
"melancholy",149144
"salmon",149103
"suitcase",149097
"discuss",149051
"along",149032
"net",148938
"simple",148841
"constantly",148816
"little",148789
"figure out",148634
"nape",148623
"fine",148620
"hard",148533
"carry out",148318
"holiday",148313
"trunk",148206
"month",148076
"mixer",148048
"context",148005
"stop",147933
"else",147908
"throughout",147866
"reach",147702
"low",147429
"drama",147350
"moment",147280
"go by",147063
"person",147046
"joy",147002
"comedy",146980
"humour",146932
"monologue",146846
"point out",146779
"throw",146601
"into",146400
"lonely",146383
"enjoyably",146381
"romance novel",146349
"traumatologist",146300
"read",146222
"well",146186
"thoughtful",146087
"bite",146087
"champagne",146015
"nasty",145964
"refer",145905
"sorrow",145894
"waitress",145778
"snail",145705
"get on",145496
"detective story",145482
"apparently",145437
"hip",145386
"through",145385
"bother",145371
"lightning",145349
"burn",145320
"marriage",145263
"perception",145139
"operator",145097
"imagine",144990
"artist",144971
"establish",144964
"break down",144928
"believe",144783
"gonna",144758
"happen",144700
"candy",144637
"indeed",144427
"improve",144420
"pull off",144406
"odd",144378
"either",144321
"honestly",144208
"offend",144188
"pear",144080
"afford",143794
"laughter",143607
"assignment",143594
"judge",143521
"in summer",143485
"loudly",143294
"lopsided nose",143207
"priceless",143184
"today",143083
"proud",143022
"easy",142992
"cloud",142814
"early",142778
"flower pot",142552
"rare",142412
"have",142178
"toe",142155
"finger",141918
"seafood",141888
"hold up",141855
"brave",141649
"small",141571
"be",141529
"giant",141499
"be off",141477
"something",141420
"mess",141354
"green tea",141327
"expand",141122
"descriptive",141083
"strange",141057
"twilight",141027
"recently",141010
"hanger",140998
"out",140961
"silent",140874
"chubby face",140764
"doleful face",140757
"tend",140684
"unless",140672
"academic drama",140657
"brotherhood",140625
"regardless",140588
"trustworthy",140584
"put on",140553
"clay",140418
"creamy",140376
"simplicity",140293
"approximately",140262
"skull",140198
"surround",140192
"neat",140115
"infant",140102
"evidence",139841
"sleep",139816
"about",139751
"discount",139474
"write",139429
"stork",139367
"antagonist",139360
"scapula",139346
"black comedy",139345
"mirror",139216
"heiress",139193
"habit",139169
"increase",138899
"attempt",138852
"tablecloth",138808
"hangover",138692
"struggle",138578
"tool",138577
"since",138568
"handle",138329
"slightly",138313
"bit",138196
"lyric",138139
"force",138086
"withdraw",138024
"don't",138005
"stick",137945
"greed",137902
"then",137860
"excuse",137728
"catch up",137718
"own",137686
"because",137601
"vocabulary",137369
"fluent",137355
"broom",137129
"love",136861
"currency",136802
"get out",136780
"en route",136752
"pride",136679
"forward",136431
"accurately",136342
"plot",136332
"soup",136313
"other",136173
"descendant",136097
"except",136079
"persistence",136055
"hope",135948
"yet",135820
"giant",135678
"fate",135345
"inform",135283
"caviar",135249
"wear",135199
"twin room",135170
"simple",135130
"spicy",135050
"single",135030
"recognize",134804
"ugly",134758
"timewise",134736
"decade",134679
"posterity",134654
"half board",134617
"dynamic",134576
"inspiration",134494
"protein",134362
"embrace",134266
"regularly",134215
"in winter",134044
"spell",133929
"floor",133887
"eat",133855
"pleasant",133755
"instead of",133586
"hunger",133583
"trout",133535
"among",133417
"prepare",133408
"approach",133369
"review",133362
"hanger",133312
"hate",133240
"barely",133198
"persimmon",133172
"bring",133138
"lovely",133137
"comprehension",133111
"ask",133006
"stay",132954
"hail",132737
"get up",132712
"topic",132695
"purse",132627
"cross",132261
"effective",132233
"amount",132229
"cheap",132150
"parable",132130
"heel",131903
"salt",131887
"seem",131821
"mousse",131780
"lamb",131756
"linen",131642
"alive",131612
"very",131467
"quit",131463
"path",131447
"reason",131420
"environment",131343
"wonder",131017
"superb",131003
"excellent",130979
"bus",130911
"already",130885
"count",130876
"agree",130820
"so",130818
"cocktail",130817
"mom",130722
"physician",130573
"set up",130369
"narrator",130361
"beautiful",130209
"pronounce",130169
"be up",130043
"of",130040
"wedlock",130005
"predicament",129989
"accidentally",129980
"fool",129975
"tasty",129809
"suitable",129808
"aisle",129622
"sick",129598
"leg",129448
"guarantee",129428
"proverb",129341
"grow",129328
"appear",129305
"beard",129301
"cloak-room",129250
"mustard",129170
"vast",129118
"entirely",129111
"pull on",128990
"he",128962
"brave heart",128950
"come in",128941
"step",128934
"loosely",128929
"approximately",128673
"change",128551
"platypus",128511
"use",128509
"soul",128500
"temper",128424
"come on",128372
"impact",128208
"let out",128178
"direction",128173
"notion",128101
"learn",128060
"subtle",127881
"choose",127846
"attend",127750
"plaster",127625
"slow",127595
"embed",127373
"like",127368
"major",127364
"nanny",127323
"Male",127266
"let",127108
"big",127015
"business",126941
"usual",126925
"happiness",126774
"social",126669
"up",126618
"stepbrother",126575
"be out",126557
"toad",126526
"swimming trunks",126322
"granny",126254
"worldwide",126207
"truth",126166
"salmon",126126
"neighbour",126028
"faithful",125953
"decision",125841
"belong",125827
"instant",125493
"orange juice",125443
"talk",125430
"character",125252
"incredible",125054
"assume",124988
"imagination",124950
"wet",124857
"fall",124803
"incredibly",124730
"exception",124633
"research",124631
"also",124560
"equally",124482
"bride",124474
"wait",124430
"apologue",124259
"rhyme",124257
"come from",124196
"pay cash",124175
"fluent",124150
"inner",124038
"figure",123936
"caress",123878
"better",123832
"whale",123759
"dangerous",123730
"absolutely",123712
"outcome",123706
"eggplant",123700
"ear",123570
"laundry",123495
"apparel",123241
"become",123198
"put in",123156
"unfit",123110
"few",123037
"cemetery",122928
"in advance",122849
"low",122846
"mood",122740
"hidden",122617
"case",122436
"teacher",122381
"poetry",122380
"daily",122367
"check out",122263
"hairdryer",122249
"fast",122198
"consistently",122129
"snowflake",122060
"desperate",121992
"darling",121978
"footstep",121968
"prayer",121962
"quiet",121845
"elevator",121724
"leave",121612
"shoot out",121563
"nutria",121457
"catch up",121455
"dry",121405
"sailboard",121395
"set off",121384
"score",121314
"knife",121303
"pick",121257
"past",121116
"where",121080
"bend",120689
"study",120637
"bear",120514
"divide",120449
"pressure",120399
"impossible",120364
"from",120193
"temple",120191
"summer",120152
"majority",120125
"convenient",120123
"team",120053
"admit",120052
"appropriate",120004
"honey",119963
"information",119873
"resist",119855
"delicious",119830
"waiter",119827
"fall",119751
"narrow",119710
"wind up",119638
"claim",119558
"beneath",119436
"coach",119364
"spend",119347
"everything",119229
"wacky",119164
"prose",119161
"handsome",119141
"glass",119103
"metaphor",119056
"tent",118992
"little finger",118968
"bombast",118924
"whether",118877
"sight",118823
"oven",118726
"smooth",118678
"nor",118668
"exist",118560
"give up",118495
"innocent",118397
"complain",118276
"specialist",118258
"somehow",118225
"nearsightedness",118181
"curiosity",118144
"pass out",118063
"Content",118059
"butcher",117951
"worldwide",117899
"cautiously",117881
"private",117844
"loud",117813
"afraid",117735
"almond",117649
"scent",117584
"calico",117580
"chapbook",117509
"pan",117502
"suggest",117323
"protagonist",117280
"melancholy",117242
"build",117183
"essay",117122
"directly",117074
"jeweller",117064
"vitamin",117064
"bravery",117057
"innocently",117031
"reflection",116902
"define",116857
"say",116825
"rude",116710
"unbelievable",116641
"courier",116627
"chase",116624
"set",116556
"distance",116524
"idiom",116508
"meat",116499
"astray",116381
"pleasure",116296
"allegory",116274
"cushion",116201
"permit",116149
"folklore",116135
"partly",116105
"mail carrier",116074
"only",116029
"confidence",116016
"misery",115945
"boar",115883
"therapeutist",115799
"apostrophe",115792
"suppose",115756
"grin",115725
"rhetoric",115692
"dedicate",115513
"sad face",115499
"real",115450
"lose",115416
"take on",115413
"argument",115379
"banker",115346
"pick up",115293
"be over",115245
"harm",115220
"Limerick",115166
"clearly",115115
"nonsense",115111
"postman",115107
"antonym",114953
"vinegar",114947
"empty",114889
"sable",114837
"write",114787
"closet drama",114573
"cutlery",114529
"overweight",114507
"lullaby",114477
"walk up",114405
"switch",114366
"go off",114332
"brick",114190
"fable",114072
"set down",113878
"anagnorisis",113852
"groin",113780
"run over",113752
"conscience",113685
"nap",113672
"Sink",113566
"Definitely",113555
"badge",113543
"asleep",113516
"dessert",113485
"acrostic",113479
"beef",113449
"put down",113395
"posterity",113382
"bookkeeper",113381
"assonance",113368
"fondly",113346
"light",113336
"blissfully",113298
"pudding",113294
"barkeeper",113182
"jealous",113005
"though",112858
"lie down",112797
"honest",112776
"alliteration",112690
"snake",112679
"easy",112660
"shame",112659
"on weekdays",112648
"toward",112628
"trendy",112581
"sconce",112550
"mean",112512
"epilogue",112432
"silence",112425
"heart attack",112359
"unfortunately",112309
"selfish",112286
"or",112124
"certain",112084
"swear",112035
"trouble",111978
"forgive",111949
"hectic",111899
"tax officer",111732
"sit down",111704
"able",111643
"reward",111626
"repairman",111590
"raw",111521
"decorum",111495
"branch",111424
"come up",111328
"attorney",111323
"flounder",111295
"seal",111270
"patient",111228
"jurist",111223
"charwoman",111204
"brain",111150
"exordium",111099
"police officer",111020
"poem",110986
"my",110963
"cosmetologist",110961
"drop",110943
"perceive",110927
"city",110869
"polite",110833
"seize",110812
"epigraph",110743
"convince",110706
"bartender",110634
"blank verse",110615
"veal",110613
"reveal",110571
"anthology",110562
"safe",110540
"thirsty",110531
"anaphora",110510
"strong",110431
"outside",110396
"autobiography",110394
"move on",110384
"confident",110309
"difficult",110271
"acquaintance",110252
"breath",110250
"interrupt",110235
"couplet",110172
"worthwhile",110127
"dormitory",110089
"why",110065
"poultry",110046
"serviceman",110045
"begin",110013
"damage",110002
"make",109962
"too",109880
"bunch",109859
"become",109859
"heritage",109774
"unskilled labourer",109770
"popular",109767
"barman",109687
"help out",109684
"according to",109669
"treatment",109565
"biography",109557
"kindergarten teacher",109524
"guard",109516
"quarter",109512
"armpit",109503
"deny",109493
"cynologist",109471
"priest",109445
"antepenult",109370
"tattooist",109361
"incapable",109335
"brave heart",109271
"herring",109251
"square",109237
"paradox",109197
"compare",109154
"rescue",109151
"caesura",109104
"climb",109068
"go in",109040
"evident",109001
"lawyer",108964
"fixer",108950
"obtain",108892
"really",108888
"aphorism",108878
"gecko",108873
"walk in",108866
"step-ladder",108862
"psychiatrist",108825
"buskin",108714
"avant-garde",108629
"properly",108612
"curtain",108572
"reckon",108536
"work up",108478
"get",108477
"free",108437
"trunk",108390
"canto",108333
"chandelier",108186
"strong",108132
"thigh",108129
"completely",108100
"beg",108082
"masque",108080
"archaism",108048
"epithet",107995
"analogy",107994
"hopefully",107965
"discover",107907
"ballad",107841
"sneakoscope",107818
"trust",107789
"cinquain",107789
"hardly",107785
"referee",107774
"dialect",107720
"leap",107671
"through",107670
"bone",107664
"elegant",107600
"announcer",107504
"engineer",107477
"neglect",107399
"sound",107366
"shadow",107362
"central",107326
"raspberry",107298
"tight",107201
"steady",107181
"motif",107163
"anti-hero",107139
"universe",107105
"various",107101
"squid",107069
