,ru,fr,en
211,соответствовать,répondre,meet
212,соответствовать,répondre,respond to
213,соответствовать,répondre,satisfy
214,соответствовать,être conforme à,comply with
215,соответствовать,être conforme à,conform to
216,соответствовать,être conforme à,be in line with
217,соответствовать,être conforme à,be in compliance with
218,соответствовать,être conforme à,conform with
219,соответствовать,être conforme à,be consistent with
220,соответствовать,être conforme à,be in accordance with
221,соответствовать,faire,no_equality
222,соответствовать,respecter,meet
223,соответствовать,respecter,comply with
224,соответствовать,respecter,follow
225,соответствовать,répondre à,meet
226,соответствовать,répondre à,comply with
227,соответствовать,répondre à,respond to
228,соответствовать,répondre à,satisfy
229,соответствовать,répondre à,fit
230,соответствовать,atteindre,meet
231,соответствовать,remplir,meet
232,соответствовать,remplir,satisfy
233,соответствовать,se rapporter,no_equality
234,соответствовать,concorder avec,correspond to
235,соответствовать,concorder avec,be in line with
236,соответствовать,concorder avec,match
237,соответствовать,concorder avec,correspond with
238,соответствовать,concorder avec,be consistent with
239,соответствовать,s'accorder,match
240,соответствовать,se prêter,no_equality
241,соответствовать,faire le poids,no_equality
242,промерзнуть,geler,no_equality
243,все-таки,pourtant,nevertheless
244,все-таки,pourtant,nonetheless
245,все-таки,toujours,no_equality
246,техническое умение,savoir-faire,ability
247,техническое умение,savoir-faire,skill
248,вывод,conclusion,conclusion
249,вывод,conclusion,finding
250,вывод,conclusion,inference
251,вывод,conclusion,concluding
252,вывод,conclusion,deduction
253,вывод,sortie,output
254,вывод,sortie,departure
255,вывод,connexion,no_equality
256,вывод,extraction,removal
257,вывод,terminaison,no_equality
258,вывод,évacuation,removal
259,вывод,placement,no_equality
260,вывод,induction,no_equality
261,вывод,injection,no_equality
262,гласить,dire,no_equality
263,гласить,annoncer,no_equality
264,ась,hein,no_equality
265,прошлое,passé,past
266,прошлое,passé,history
267,прошлое,passé,time
268,прошлое,passé,background
269,прошлое,passé,last
270,прошлое,passé,bygones
271,прошлое,passé,bygone
272,прошлое,antécédents,past
273,прошлое,antécédents,history
274,прошлое,antécédents,background
275,прошлое,antécédent,history
276,прошлое,antécédent,background
277,прошлое,hier,no_equality
278,пустышка,sucette,pacifier
279,пустышка,sucette,dummy
280,показывать,montrer,show
281,показывать,montrer,display
282,показывать,montrer,demonstrate
283,показывать,montrer,indicate
284,показывать,montrer,see
285,показывать,montrer,point
286,показывать,montrer,reveal
287,показывать,montrer,show up
288,показывать,montrer,exhibit
289,показывать,afficher,show
290,показывать,afficher,display
291,показывать,afficher,see
292,показывать,afficher,exhibit
293,показывать,passer,no_equality
294,показывать,apparaître,display
295,показывать,apparaître,show up
296,показывать,diffuser,no_equality
297,показывать,jouer,no_equality
298,показывать,dire,point
299,показывать,dire,say
300,показывать,faire apparaître,show
301,показывать,faire apparaître,display
302,показывать,faire apparaître,reveal
303,показывать,faire apparaître,disclose
304,показывать,pointer,point
305,показывать,pointer,show up
306,трудность,difficulté,difficulty
307,трудность,difficulté,challenge
308,трудность,difficulté,problem
309,трудность,difficulté,difficult
310,трудность,difficulté,constraint
311,трудность,difficulté,complication
312,трудность,difficulté,hardship
313,трудность,défi,challenge
314,трудность,défi,problem
315,трудность,peine,no_equality
316,трудность,hypothèque,no_equality
317,трудность,os,no_equality
318,трудность,rudesse,no_equality
319,трудность,accrochage,no_equality
320,трудность,merde,no_equality
321,развязать,dénouer,untie
322,развязать,dénouer,loosen
323,развязать,dénouer,untangle
324,развязать,dénouer,undo
325,развязать,détacher,untie
326,развязать,détacher,loosen
327,развязать,détacher,loose
328,развязать,lâcher,unleash
329,прекращаться,cesser,stop
330,прекращаться,cesser,cease
331,прекращаться,cesser,terminate
332,прекращаться,s'arrêter,stop
333,прекращаться,s'arrêter,terminate
334,прекращаться,s'interrompre,stop
335,прекращаться,s'interrompre,be discontinued
336,прекращаться,s'interrompre,be suspended
337,прекращаться,finir,stop
338,прекращаться,finir,cease
339,прекращаться,céder,no_equality
340,прекращаться,se briser,no_equality
341,прекращаться,super,no_equality
342,вытекание,écoulement,streaming
343,ареал,habitat,area
344,ареал,habitat,habitat
345,ареал,aire géographique,no_equality
346,тянуть,tirer,pull
347,тянуть,tirer,drag
348,тянуть,tirer,draw
349,тянуть,tirer sur,no_equality
350,тянуть,étirer,draw
351,тянуть,faire traîner,drag
352,тянуть,faire traîner,stall
353,тянуть,soutirer,no_equality
354,тянуть,retarder,stall
355,тянуть,entraîner,pull
356,тянуть,entraîner,drag
357,тянуть,dessiner,draw
358,тянуть,lambiner,no_equality
359,тянуть,avoir envie de,no_equality
360,тянуть,humer,no_equality
361,тянуть,peser,no_equality
362,тянуть,filer,draw
363,тянуть,flâner,no_equality
364,вокруг,autour,around
365,вокруг,derrière,behind
366,вокруг,autour de,around
367,вокруг,autour de,round
368,вокруг,autour de,about
369,вокруг,autour de,surrounding
370,вокруг,autour de,over
371,вокруг,autour de,near
372,вокруг,tout autour,everywhere
373,вокруг,tout autour,surrounding
374,вокруг,environ,around
375,вокруг,environ,round
376,вокруг,environ,about
377,вокруг,alentour,around
378,вокруг,alentour,surrounding
379,вокруг,à l'horizon,no_equality
380,папаша,papa,dad
381,папаша,papa,father
382,папаша,papa,daddy
383,папаша,papa,pop
384,папаша,papa,papa
385,папаша,papa,pappy
386,размах крыльев,envergure,wingspan
387,размах крыльев,vol,no_equality
388,учиться,apprendre,learn
389,учиться,apprendre,study
390,учиться,apprendre,teach
391,учиться,apprendre à,teach
392,учиться,étudier à,no_equality
393,учиться,faire ses études,no_equality
394,учиться,faire l'apprentissage,education
395,учиться,faire ses classes,no_equality
396,учиться,faire l'apprentissage de,no_equality
397,играть роль,jouer,act
398,играть роль,tenir un rôle,play a part
399,играть роль,intervenir,act
400,играть роль,figurer,no_equality
401,тесто,pâte,dough
402,тесто,pâte,batter
403,тесто,pâte,pastry
404,тесто,pâtisserie,pastry
405,колледж,collège,college
406,колледж,collège,school
407,колледж,collège,colegio
408,колледж,College,college
409,вывести,faire sortir,get
410,вывести,faire sortir,remove
411,вывести,faire sortir,pull
412,вывести,déduire,derive
413,вывести,déduire,deduce
414,вывести,afficher,no_equality
415,вывести,retirer,withdraw
416,вывести,retirer,remove
417,вывести,dériver,derive
418,вывести,amener,lead
419,вывести,amener,bring
420,вывести,amener,move
421,вывести,afcher,no_equality
422,вывести,encaisser,no_equality
423,вывести,emmener,lift
424,вывести,emmener,bring
425,вывести,emmener,escort
426,вывести,élever,lift
427,вывести,tracer,no_equality
428,вывести,détruire,no_equality
429,принимать,accepter,take
430,принимать,accepter,accept
431,принимать,accepter,receive
432,принимать,accepter,accommodate
433,принимать,accepter,admit
434,принимать,traiter,no_equality
435,принимать,vouloir,no_equality
436,принимать,imposer,no_equality
437,принимать,envisager,entertain
438,принимать,affecter,no_equality
439,принимать,revêtir,assume
440,принимать,réceptionner,receive
441,принимать,capter,receive
442,принимать,prendre en charge,accommodate
443,принимать,contracter,undertake
444,принимать,retirer,take
445,принимать,affilier,no_equality
446,принимать,être visible,no_equality
447,замерзший,gelé,frozen
448,замерзший,froid,frozen
449,замерзший,pris,no_equality
450,моторный,à moteur,motor
451,моторный,moteur,motor
452,моторный,motorisé,motor
453,аттестовать,certifier,certify
454,аттестовать,classer,no_equality
455,аттестовать,noter,no_equality
456,премьер,Premier,premier
457,премьер,le Premier,no_equality
458,премьер,jeune premier,no_equality
459,советник,conseiller,adviser
460,советник,conseiller,advisor
461,советник,conseiller,counselor
462,советник,conseiller,counsellor
463,советник,conseiller,councilman
464,советник,conseiller,councillor
465,советник,conseiller,councilor
466,советник,conseiller,alderman
467,советник,conseiller,consultant
468,советник,conseillère,adviser
469,советник,conseillère,advisor
470,советник,conseillère,counselor
471,советник,conseillère,counsellor
472,советник,conseillère,counsel
473,советник,conseillère,councillor
474,советник,conseillère,councilwoman
475,советник,conseillère,councilor
476,советник,conseillère,consultant
477,советник,expert,consultant
478,советник,guide,no_equality
479,стукнуться,heurter,no_equality
480,стукнуться,se cogner,no_equality
481,доплата,supplément,surcharge
482,доплата,supplément,additional charge
483,доплата,paiement supplémentaire,no_equality
484,доплата,paiement complémentaire,no_equality
485,доплата,supplément à payer,no_equality
486,доплата,supplément de prix,surcharge
487,доплата,supplément de prix,additional charge
488,загружать,télécharger,download
489,загружать,télécharger,upload
490,загружать,télécharger,load
491,загружать,charger,download
492,загружать,charger,upload
493,загружать,charger,load
494,загружать,démarrer,boot
495,аннулирование,annulation,cancellation
496,аннулирование,annulation,annulment
497,аннулирование,annulation,revocation
498,аннулирование,annulation,nullification
499,аннулирование,annulation,invalidation
500,аннулирование,annulation,reversal
501,аннулирование,annulation,cancelation
502,аннулирование,annulation,nullifying
503,аннулирование,annulation,annulling
504,аннулирование,contre-passation,reversal
505,аннулирование,rupture,no_equality
506,асфальт,asphalte,asphalt
507,асфальт,asphalte,pavement
508,асфальт,asphalte,tarmac
509,асфальт,asphalte,bitumen
510,асфальт,pavage,pavement
511,асфальт,route,street
512,подвергать,exposer,put
513,подвергать,exposer,expose
514,подвергать,exposer,endanger
515,подвергать,faire subir,subject
516,подвергать,faire courir,no_equality
517,подвергать,subir,subject
518,подвергать,subir,risk
519,подвергать,subir,submit
520,подвергать,infliger,subject
521,подвергать,frapper,no_equality
522,шаблон,modèle,template
523,шаблон,modèle,pattern
524,шаблон,patron,template
525,шаблон,patron,pattern
526,шаблон,calibre,template
527,шаблон,calibre,gauge
528,шаблон,forme,no_equality
529,шаблон,silhouette,no_equality
530,шаблон,trousseau,no_equality
531,шаблон,vérificateur,no_equality
532,шаблон,trousse,no_equality
533,шаблон,stéréotype,no_equality
534,шаблон,sabot,no_equality
535,единовременный,forfaitaire,one-time
536,единовременный,unique,one-time
537,отмена,annulation,cancellation
538,отмена,annulation,revocation
539,отмена,annulation,annulment
540,отмена,annulation,termination
541,отмена,annulation,reversal
542,отмена,annulation,cancelation
543,отмена,annulation,rescinding
544,отмена,rapport,no_equality
545,отмена,cassation,annulment
546,отмена,cassation,reversal
547,отмена,infirmation,reversal
548,отмена,dénonciation,withdrawal
549,отмена,dénonciation,termination
550,полевой,des champs,field
551,полевой,champêtre,field
552,полевой,de campagne,field
553,ясный,clair,clear
554,ясный,clair,bright
555,ясный,clair,lucid
556,ясный,clair,explicit
557,ясный,voix claire,no_equality
558,ясный,lucide,clear
559,ясный,lucide,lucid
560,ясный,lucide,clarity
561,ясный,exprès,explicit
562,ясный,carré,no_equality
563,ясный,esprit lucide,clear
564,ясный,esprit lucide,lucid
565,прямолинейный,rectiligne,no_equality
566,прямолинейный,droit,no_equality
567,прямолинейный,brutal,no_equality
568,сломить,briser,break
569,сломить,briser,crush
570,сломить,décomposer,no_equality
571,свернуть,rouler,roll
572,свернуть,rouler,roll up
573,свернуть,enrouler,roll
574,свернуть,enrouler,roll up
575,свернуть,prendre à gauche,no_equality
576,свернуть,prendre à droite,no_equality
577,свернуть,forcer,no_equality
578,частность,détail,no_equality
579,понять,comprendre,understand
580,понять,comprendre,figure out
581,понять,comprendre,know
582,понять,comprendre,clear
583,понять,comprendre,see
584,понять,comprendre,realize
585,понять,comprendre,realise
586,понять,comprendre,comprehend
587,понять,comprendre,grasp
588,понять,comprendre,work out
589,понять,comprendre,appreciate
590,понять,saisir,understand
591,понять,saisir,grasp
592,понять,apprendre,know
593,понять,apprendre,realize
594,понять,apprendre,tell
595,понять,apprendre,find out
596,понять,apprendre,learn
597,понять,appréhender,understand
598,понять,appréhender,comprehend
599,понять,appréhender,grasp
600,понять,reconnaître,know
601,понять,reconnaître,see
602,понять,reconnaître,appreciate
603,понять,découvrir,figure out
604,понять,découvrir,know
605,понять,découvrir,see
606,понять,découvrir,find out
607,понять,prendre conscience de,understand
608,понять,prendre conscience de,realize
609,понять,apprécier,appreciate
610,понять,deviner,figure out
611,понять,deviner,know
612,понять,deviner,tell
613,понять,deviner,find out
614,понять,faire sentir,no_equality
615,миссия,mission,mission
616,миссия,mission,visit
617,миссия,message,no_equality
618,пальцевой,de doigt,no_equality
619,пальцевой,digital,no_equality
620,вдали,loin de,no_equality
621,вдали,au loin,in the distance
622,вдали,au loin,afar
623,вдали,au loin,in distance
624,вдали,dans le lointain,in the distance
625,мебельный гарнитур,ensemble de mobilier,no_equality
626,мебельный гарнитур,ensemble,set
627,дальше,plus loin,further
628,дальше,plus loin,farther
629,дальше,plus loin,any further
630,дальше,plus loin,ahead
631,дальше,outre,beyond
632,дальше,delà,further
633,дальше,encore,further
634,дальше,encore,now
635,дальше,après,next
636,дальше,après,beyond
637,дальше,après,then
638,дальше,après,past
639,дальше,allez toujours,no_equality
640,дальше,ultérieurement,further
641,кашица,bouillie,no_equality
642,летом,en été,in summer
643,летом,en été,in the summer
644,автомеханик,mécanicien auto,auto mechanic
645,автомеханик,mécanicien,mechanic
646,затем,ensuite,then
647,затем,ensuite,subsequently
648,затем,ensuite,later
649,затем,ensuite,thereafter
650,затем,ensuite,next
651,затем,ensuite,followed
652,затем,ensuite,after
653,затем,ensuite,further
654,затем,ensuite,afterwards
655,затем,pour cela,no_equality
656,затем,subséquemment,subsequently
657,затем,subséquemment,later
658,затем,subséquemment,thereafter
659,затем,subséquemment,subsequent
660,затем,là-dessus,no_equality
661,делать поворот,virer,no_equality
662,бубен,tambourin,tambourine
663,бубен,tambour,drum
664,бубен,tambour de basque,tambourine
665,существенный,substantiel,significant
666,существенный,substantiel,substantial
667,существенный,substantiel,substantive
668,существенный,substantiel,considerable
669,существенный,substantiel,major
670,существенный,substantiel,meaningful
671,существенный,substantiel,material
672,существенный,substantiel,sizeable
673,существенный,essentiel,important
674,существенный,essentiel,essential
675,существенный,essentiel,major
676,существенный,essentiel,material
677,существенный,essentiel,relevant
678,существенный,majeur,significant
679,существенный,majeur,important
680,существенный,majeur,major
681,существенный,fondamental,important
682,существенный,fondamental,essential
683,существенный,fondamental,major
684,существенный,immense,considerable
685,существенный,immense,major
686,пролив,détroit,strait
687,пролив,détroit,passage
688,пролив,détroit,channel
689,пролив,détroit,cross-strait
690,пролив,bras de mer,no_equality
691,пролив,pas,no_equality
692,пролив,passe,no_equality
693,пролив,manche,channel
694,пролив,porte,no_equality
695,начать,commencer,start
696,начать,commencer,begin
697,начать,commencer,initiate
698,начать,commencer,commence
699,начать,commencer,get started
700,начать,commencer,go
701,начать,commencer,open
702,начать,commencer,proceed
703,начать,commencer,embark
704,начать,commencer à,start
705,начать,commencer à,initiate
706,начать,commencer à,commence
707,начать,commencer à,embark on
708,начать,développer,no_equality
709,начать,inaugurer,initiate
710,начать,inaugurer,launch
711,начать,inaugurer,open
712,начать,aborder,no_equality
713,заключительный,final,final
714,заключительный,final,concluding
715,заключительный,final,closing
716,заключительный,conclusif,concluding
717,заключительный,conclusif,conclusive
718,заключительный,ultime,final
719,заключительный,ultime,concluding
720,заключительный,ultime,last
721,заключительный,récapitulatif,no_equality
722,уборка,nettoyage,cleaning
723,уборка,nettoyage,cleanup
724,уборка,nettoyage,mopping
725,уборка,nettoyage,tidying
726,уборка,nettoyage,cleaned
727,уборка,récolte,harvesting
728,уборка,nettoiement,cleaning
729,уборка,ranger,no_equality
730,уборка,enlèvement,no_equality
731,уборка,rentrée,no_equality
732,уборка,levée,no_equality
733,уборка,mettre en ordre,no_equality
734,формат,format,format
735,формат,format,form
736,формат,format,layout
737,формат,format,formatting
738,формат,format,size
739,формат,modèle de données,no_equality
740,новейший,récent,newest
741,новейший,récent,latest
742,новейший,récent,up-to-date
743,новейший,nouveau jeu,no_equality
744,новейший,d'actualité,no_equality
745,популярный,populaire,popular
746,популярный,en vogue,popular
747,популярный,répandu,popular
748,популярный,à succès,popular
749,популярный,à succès,best-selling
750,популярный,en flèche,no_equality
751,прохождения,parcours,route
752,грунтовка,apprêt,primer
753,грунтовка,apprêt,priming
754,грунтовка,couche d'apprêt,no_equality
755,грунтовка,amorce,primer
756,грунтовка,couche de fond,undercoat
757,грунтовка,préparation,no_equality
758,грунтовка,sous-couche,primer
759,грунтовка,sous-couche,undercoat
760,грунтовка,amorçage,primer
761,грунтовка,amorçage,priming
762,грунтовка,apprêtage,priming
763,грунтовка,impression,no_equality
764,грунтовка,support,no_equality
765,грунтовка,couleur de fond,no_equality
766,грунтовка,dessous,no_equality
767,обниматься,s'embrasser,hug
768,обниматься,s'embrasser,embrace
769,обниматься,s'enlacer,cuddle
770,обниматься,s'enlacer,embrace
771,строить,construire,build
772,строить,construire,construct
773,строить,construire,make
774,строить,construire,construction
775,строить,construire,rebuild
776,строить,construire,create
777,строить,faire,make
778,строить,générer,make
779,строить,générer,create
780,строить,former,build
781,строить,former,create
782,строить,planifier,no_equality
783,строить,élever,no_equality
784,строить,nouer,build
785,строить,nouer,make
786,строить,structurer,no_equality
787,строить,ranger,no_equality
788,строить,forger,build
789,строить,forger,make
790,строить,forger,create
791,отложения,sédiment,sediment
792,отложения,sédiments,sediment
793,отложения,sédiments,deposits
794,отложения,dépôts,deposition
795,отложения,dépôts,deposits
796,отложения,dépôts,deposit
797,отложения,formation,no_equality
798,отложения,formations,no_equality
799,отложения,terrain,no_equality
800,отложения,terrains,no_equality
801,родитель,parent,parent
802,родитель,procréateur,no_equality
803,отзыв,avis,review
804,отзыв,révocation,withdrawal
805,отзыв,révocation,revocation
806,отзыв,révocation,recall
807,отзыв,révocation,revoking
808,отзыв,témoignage,no_equality
809,отзыв,rapport,no_equality
810,отзыв,rappel,recall
811,отзыв,référence,reference
812,отзыв,mention,reference
813,отзыв,compte rendu,review
814,отзыв,reprise,no_equality
815,отзыв,écho,response
816,отзыв,attestation,no_equality
817,худеть,perdre du poids,lose weight
818,худеть,maigrir,lose weight
819,худеть,maigrir,diet
820,худеть,devenir maigre,no_equality
821,худеть,amincir,no_equality
822,худеть,fondre,no_equality
823,худеть,décoller,no_equality
824,компенсация,compensation,compensation
825,компенсация,compensation,compensated
826,компенсация,compensation,indemnification
827,компенсация,compensation,compensating
828,компенсация,correction,compensation
829,компенсация,égalisation,no_equality
830,компенсация,régénération,no_equality
831,возмещение,remboursement,reimbursement
832,возмещение,remboursement,compensation
833,возмещение,remboursement,recovery
834,возмещение,remboursement,refund
835,возмещение,remboursement,payment
836,возмещение,remboursement,repayment
837,возмещение,remboursement,reimbursed
838,возмещение,remboursement,reimbursing
839,возмещение,réparation,reparation
840,возмещение,réparation,compensation
841,возмещение,réparation,restitution
842,возмещение,réparation,remedy
843,возмещение,réparation,indemnification
844,возмещение,réparation,relief
845,возмещение,réparation,damages
846,возмещение,redevance,payment
847,итоговый,final,final
848,итоговый,total,total
849,обуза,fardeau,burden
850,обуза,corvée,burden
851,обуза,corvée,drag
852,обуза,bébé,no_equality
853,объездить,parcourir,no_equality
854,объездить,voyager,no_equality
855,летать,voler,fly
856,летать,voler,flight
857,летать,piloter,fly
858,летать,piloter,ride
859,уже,déjà,already
860,уже,déjà,now
861,уже,déjà,previously
862,уже,déjà,before
863,уже,déjà,existing
864,уже,désormais,now
865,уже,désormais,anymore
866,уже,tout à l'heure,previously
867,уже,tout à l'heure,before
868,зависание,blocage,no_equality
869,излучать,rayonner,radiate
870,излучать,rayonner,beam
871,излучать,émettre,radiate
872,излучать,émettre,emit
873,излучать,rayonner de,radiate
874,излучать,respirer,exude
875,излучать,répandre,emit
876,излучать,répandre,shed
877,излучать,radier,radiate
878,Восток,orient,east
879,Восток,orient,eastern
880,Восток,orient,east-west
881,Восток,orient,orient
882,Восток,oriental,orient
883,восток,est,east
884,восток,aurore,no_equality
885,силы,force,force
886,силы,force,strength
887,силы,force,manpower
888,силы,forces,force
889,силы,forces,power
890,силы,forces,strength
891,силы,forces,energy
892,силы,forces,troops
893,устойчивость,stabilité,sustainability
894,устойчивость,stabilité,stability
895,устойчивость,stabilité,resistance
896,устойчивость,tolérance,tolerance
897,устойчивость,pouvoir résistant,resistance
898,устойчивость,pouvoir résistant,resistant
899,устойчивость,immutabilité,stability
900,устойчивость,comportement,no_equality
901,выставление,mise,no_equality
902,выставление,émission,no_equality
903,выставление,production,no_equality
904,выставление,exposition,display
905,выставление,exposition,displaying
906,выставление,tirage,no_equality
907,выставление,souscription,no_equality
908,нести,assumer,bear
909,нести,assumer,take
910,нести,assumer,assume
911,нести,assumer,shoulder
912,нести,assumer,accept
913,нести,assumer,perform
914,нести,porter,bear
915,нести,porter,carry
916,нести,porter,take
917,нести,transporter,carry
918,нести,exercer,perform
919,нести,comporter,bear
920,нести,comporter,carry
921,нести,mener,take
922,нести,mener,perform
923,нести,garder,bear
924,нести,pondre,no_equality
925,нести,chanter,perform
926,нести,chasser,no_equality
927,завершиться ошибкой,échouer,no_equality
928,ручка,poignée,handle
929,ручка,poignée,knob
930,ручка,poignée,doorknob
931,ручка,poignée,grip
932,ручка,stylo,pen
933,ручка,stylo,handle
934,ручка,stylo,pencil
935,ручка,porte-plume,no_equality
936,ручка,anse,handle
937,ручка,portant,no_equality
938,ручка,tige,no_equality
939,ручка,bras,arm
940,ручка,oreille,no_equality
941,ручка,fusée,no_equality
942,ручка,menotte,no_equality
943,отмечаться,pointer,no_equality
944,отмечаться,se pointer,no_equality
945,вековой,séculaire,age-old
946,вековой,séculaire,centuries-old
947,вековой,séculaire,century-old
948,вековой,séculaire,century-long
949,вековой,séculaire,secular
950,вековой,très ancien,age-old
951,разведка,exploration,exploration
952,разведка,exploration,prospecting
953,разведка,exploration,investigation
954,разведка,intelligence,intelligence
955,разведка,service de renseignements,intelligence agency
956,разведка,service de renseignements,intelligence service
957,разведка,travail d'exploration,no_equality
958,разведка,reconnaissance,reconnaissance
959,разведка,reconnaissance,recon
960,разведка,reconnaissance,scouting
961,разведка,reconnaissance,scout
962,разведка,reconnaissance,recce
963,разведка,recherche,exploration
