,ru,fr,en
211,соответствовать,répondre,meet
212,соответствовать,répondre,respond to
213,соответствовать,répondre,satisfy
214,соответствовать,être conforme à,comply with
215,соответствовать,être conforme à,conform to
216,соответствовать,être conforme à,be in line with
217,соответствовать,être conforme à,be in compliance with
218,соответствовать,être conforme à,conform with
219,соответствовать,être conforme à,be consistent with
220,соответствовать,être conforme à,be in accordance with
221,соответствовать,faire,no_equality
222,соответствовать,respecter,meet
223,соответствовать,respecter,comply with
224,соответствовать,respecter,follow
225,соответствовать,répondre à,meet
226,соответствовать,répondre à,comply with
227,соответствовать,répondre à,respond to
228,соответствовать,répondre à,satisfy
229,соответствовать,répondre à,fit
230,соответствовать,atteindre,meet
231,соответствовать,remplir,meet
232,соответствовать,remplir,satisfy
233,соответствовать,se rapporter,no_equality
234,соответствовать,concorder avec,correspond to
235,соответствовать,concorder avec,be in line with
236,соответствовать,concorder avec,match
237,соответствовать,concorder avec,correspond with
238,соответствовать,concorder avec,be consistent with
239,соответствовать,s'accorder,match
240,соответствовать,se prêter,no_equality
241,соответствовать,faire le poids,no_equality
242,промерзнуть,geler,no_equality
243,все-таки,pourtant,nevertheless
244,все-таки,pourtant,nonetheless
245,все-таки,toujours,no_equality
246,техническое умение,savoir-faire,ability
247,техническое умение,savoir-faire,skill
248,вывод,conclusion,conclusion
249,вывод,conclusion,finding
250,вывод,conclusion,inference
251,вывод,conclusion,concluding
252,вывод,conclusion,deduction
253,вывод,sortie,output
254,вывод,sortie,departure
255,вывод,connexion,no_equality
256,вывод,extraction,removal
257,вывод,terminaison,no_equality
258,вывод,évacuation,removal
259,вывод,placement,no_equality
260,вывод,induction,no_equality
261,вывод,injection,no_equality
262,гласить,dire,no_equality
263,гласить,annoncer,no_equality
264,ась,hein,no_equality
265,прошлое,passé,past
266,прошлое,passé,history
267,прошлое,passé,time
268,прошлое,passé,background
269,прошлое,passé,last
270,прошлое,passé,bygones
271,прошлое,passé,bygone
272,прошлое,antécédents,past
273,прошлое,antécédents,history
274,прошлое,antécédents,background
275,прошлое,antécédent,history
276,прошлое,antécédent,background
277,прошлое,hier,no_equality
278,пустышка,sucette,pacifier
279,пустышка,sucette,dummy
280,показывать,montrer,show
281,показывать,montrer,display
282,показывать,montrer,demonstrate
283,показывать,montrer,indicate
284,показывать,montrer,see
285,показывать,montrer,point
286,показывать,montrer,reveal
287,показывать,montrer,show up
288,показывать,montrer,exhibit
289,показывать,afficher,show
290,показывать,afficher,display
291,показывать,afficher,see
292,показывать,afficher,exhibit
293,показывать,passer,no_equality
294,показывать,apparaître,display
295,показывать,apparaître,show up
296,показывать,diffuser,no_equality
297,показывать,jouer,no_equality
298,показывать,dire,point
299,показывать,dire,say
300,показывать,faire apparaître,show
301,показывать,faire apparaître,display
302,показывать,faire apparaître,reveal
303,показывать,faire apparaître,disclose
304,показывать,pointer,point
305,показывать,pointer,show up
306,трудность,difficulté,difficulty
307,трудность,difficulté,challenge
308,трудность,difficulté,problem
309,трудность,difficulté,difficult
310,трудность,difficulté,constraint
311,трудность,difficulté,complication
312,трудность,difficulté,hardship
313,трудность,défi,challenge
314,трудность,défi,problem
315,трудность,peine,no_equality
316,трудность,hypothèque,no_equality
317,трудность,os,no_equality
318,трудность,rudesse,no_equality
319,трудность,accrochage,no_equality
320,трудность,merde,no_equality
321,развязать,dénouer,untie
322,развязать,dénouer,loosen
323,развязать,dénouer,untangle
324,развязать,dénouer,undo
325,развязать,détacher,untie
326,развязать,détacher,loosen
327,развязать,détacher,loose
328,развязать,lâcher,unleash
329,прекращаться,cesser,stop
330,прекращаться,cesser,cease
331,прекращаться,cesser,terminate
332,прекращаться,s'arrêter,stop
333,прекращаться,s'arrêter,terminate
334,прекращаться,s'interrompre,stop
335,прекращаться,s'interrompre,be discontinued
336,прекращаться,s'interrompre,be suspended
337,прекращаться,finir,stop
338,прекращаться,finir,cease
339,прекращаться,céder,no_equality
340,прекращаться,se briser,no_equality
341,прекращаться,super,no_equality
342,вытекание,écoulement,streaming
343,ареал,habitat,area
344,ареал,habitat,habitat
345,ареал,aire géographique,no_equality
346,тянуть,tirer,pull
347,тянуть,tirer,drag
348,тянуть,tirer,draw
349,тянуть,tirer sur,no_equality
350,тянуть,étirer,draw
351,тянуть,faire traîner,drag
352,тянуть,faire traîner,stall
353,тянуть,soutirer,no_equality
354,тянуть,retarder,stall
355,тянуть,entraîner,pull
356,тянуть,entraîner,drag
357,тянуть,dessiner,draw
358,тянуть,lambiner,no_equality
359,тянуть,avoir envie de,no_equality
360,тянуть,humer,no_equality
361,тянуть,peser,no_equality
362,тянуть,filer,draw
363,тянуть,flâner,no_equality
364,вокруг,autour,around
365,вокруг,derrière,behind
366,вокруг,autour de,around
367,вокруг,autour de,round
368,вокруг,autour de,about
369,вокруг,autour de,surrounding
370,вокруг,autour de,over
371,вокруг,autour de,near
372,вокруг,tout autour,everywhere
373,вокруг,tout autour,surrounding
374,вокруг,environ,around
375,вокруг,environ,round
376,вокруг,environ,about
377,вокруг,alentour,around
378,вокруг,alentour,surrounding
379,вокруг,à l'horizon,no_equality
380,папаша,papa,dad
381,папаша,papa,father
382,папаша,papa,daddy
383,папаша,papa,pop
384,папаша,papa,papa
385,папаша,papa,pappy
386,размах крыльев,envergure,wingspan
387,размах крыльев,vol,no_equality
388,учиться,apprendre,learn
389,учиться,apprendre,study
390,учиться,apprendre,teach
391,учиться,apprendre à,teach
392,учиться,étudier à,no_equality
393,учиться,faire ses études,no_equality
394,учиться,faire l'apprentissage,education
395,учиться,faire ses classes,no_equality
396,учиться,faire l'apprentissage de,no_equality
397,играть роль,jouer,act
398,играть роль,tenir un rôle,play a part
399,играть роль,intervenir,act
400,играть роль,figurer,no_equality
401,тесто,pâte,dough
402,тесто,pâte,batter
403,тесто,pâte,pastry
404,тесто,pâtisserie,pastry
405,колледж,collège,college
406,колледж,collège,school
407,колледж,collège,colegio
408,колледж,College,college
409,вывести,faire sortir,get
410,вывести,faire sortir,remove
411,вывести,faire sortir,pull
412,вывести,déduire,derive
413,вывести,déduire,deduce
414,вывести,afficher,no_equality
415,вывести,retirer,withdraw
416,вывести,retirer,remove
417,вывести,dériver,derive
418,вывести,amener,lead
419,вывести,amener,bring
420,вывести,amener,move
421,вывести,afcher,no_equality
