,eng_word,rus,fr
91,break,вырывать,no_equality
92,break,преломлять,no_equality
93,break,перерыв,pause
94,break,перерыв,break
95,break,перерыв,interruption
96,break,разрыв,rupture
97,break,разрыв,fracture
98,break,пролом,no_equality
99,break,каникулы,vacance
100,break,передышка,no_equality
101,tiger,тигр,tigre
102,tiger,тигр,tiger
103,tiger,зверь,no_equality
104,tiger,тигриный,no_equality
105,lion,лев,lion
106,lion,лев,lev
107,lion,львиный,no_equality
108,background,фон,fond
109,background,фон,arrière-plan
110,background,предпосылка,no_equality
111,background,происхождение,origine
112,background,подготовка,formation
113,background,история,antécédent
114,background,история,historique
115,background,история,passé
116,background,история,histoire
117,background,сведения,information
118,background,фоновый режим,de fond
119,background,опыт,expérience
120,background,справочная информация,historique
121,background,история вопроса,historique
122,background,прошлое,antécédent
123,background,прошлое,passé
124,background,прошлое,histoire
125,background,образование,formation
126,background,корень,no_equality
127,background,исходная информация,no_equality
128,background,контекст,contexte
129,background,общие сведения,historique
130,background,исток,no_equality
131,background,фоновое изображение,no_equality
132,background,фоновая,no_equality
133,background,фоновый,de fond
134,background,справочный,référence
135,background,второстепенный,no_equality
136,write,писать,écrire
137,write,писать,écriture
138,write,записывать,écrire
139,write,записывать,enregistrer
140,write,записывать,noter
141,write,выписывать,prescrire
142,write,вписать,écrire
143,write,списать,no_equality
144,write,письменный,no_equality
145,apologise,извиниться,s'excuser
146,apologise,извиниться,demander pardon
147,apologise,извиниться,m'excuser | t'excuser
148,apologise,извиниться,suis désolé
149,apologise,извиниться,m'excuse | t'excuse
150,fly,летать,voler
151,fly,летать,piloter
152,fly,летать,vol
153,fly,вылететь,s'envoler
154,fly,вылететь,décoller
155,fly,влететь,no_equality
156,fly,подлететь,no_equality
157,fly,отлететь,no_equality
158,fly,слетаться,no_equality
159,fly,муха,mouche
160,fly,полет,voler
161,fly,полет,vol
162,beaver,бобр,castor
163,beaver,Бобрик,beaver
164,beaver,Бивер,beaver
165,beaver,работяга,no_equality
166,beaver,бородач,no_equality
167,beaver,бобровый,no_equality
168,coincide,совпадать,coïncider
169,coincide,совмещаться,no_equality
170,anything,что угодно,quelque chose
171,anything,что угодно,quoi que ce soit
172,anything,что угодно,n'importe quoi
173,anything,ничего,quelque chose
174,anything,ничего,tout
175,anything,ничего,ça
176,anything,ничего,mal
177,anything,ничего,personne
178,anything,все,tout
179,anything,все,ça
180,exhaustively,исчерпывающе,exhaustivement
181,exhaustively,полностью,no_equality
182,exhaustively,тщательно,no_equality
183,apoplexy,удар,no_equality
184,apoplexy,инсульт,no_equality
185,apoplexy,кровоизлияние,no_equality
186,apoplexy,апоплексический,no_equality
187,coconut,кокос,noix de coco
188,coconut,мякоть кокоса,noix de coco
189,coconut,кокосовый,no_equality
190,not,не,pas
191,not,не,ne
192,not,не,sans
193,not,не,jamais
194,not,не,n
195,not,не,rien
196,not,не,non
197,not,не,ni
198,not,нет,pas
199,not,нет,ne
200,not,нет,sans
201,not,нет,non
202,not,нет,plus
203,international,международный,international
204,international,международный,mondial
205,international,Интернационал,no_equality
206,parent,родитель,parent
207,parent,родитель,père
208,parent,предок,no_equality
209,parent,отец,parent
210,parent,отец,père
211,parent,родительский элемент,parental
212,parent,родительница,no_equality
213,parent,родительский,parental
214,parent,исходный,no_equality
215,parent,вышестоящий,no_equality
216,parent,один из родителей,no_equality
217,ocean,океан,océan
218,ocean,океан,mer
219,ocean,океан,atlantique
220,ocean,дно океана,no_equality
221,ocean,океанский,no_equality
222,coincidental,случайный,fortuit
223,coincidental,случайный,hasard
224,coincidental,совпадающий,no_equality
225,coincidental,случайное совпадение,coïncidence
226,buzzer,сирена,no_equality
227,buzzer,звонок,sonnette
228,buzzer,звонок,sonnerie
229,buzzer,пищалка,no_equality
230,buzzer,зуммерный,no_equality
231,dynamite,динамит,dynamite
232,dynamite,динамитная шашка,no_equality
233,dynamite,динамитный,no_equality
234,dynamite,взрывной,explosif
235,buy,купить,acheter
236,buy,купить,payer
237,buy,купить,offrir
238,buy,купить,racheter
239,buy,продать,acheter
240,buy,накупить,no_equality
241,buy,подкупить,acheter
242,buy,покупка,acheter
243,buy,покупка,achat
244,peremptory,императивный,impératif
245,peremptory,безапелляционный,no_equality
246,member,член,membre
247,member,член,député
248,member,представитель,membre
249,member,элемент,élément
250,member,депутат,député
251,member,член организации,membre
252,member,членский,membre
253,childhood,детство,enfance
254,childhood,детский,no_equality
255,go,идти,aller
256,go,идти,partir
257,go,идти,passer
258,go,идти,faire
259,go,идти,sortir
260,go,идти,rentrer
261,go,идти,retourner
262,go,идти,continuer
263,go,идти,venir
264,go,идти,entrer
265,go,идти,prendre
266,go,проходить,passer
267,go,ехать,aller
268,go,ехать,partir
269,go,ехать,rentrer
270,go,ехать,retourner
271,go,ехать,continuer
272,go,ехать,monter
273,go,ехать,venir
274,go,отправиться,aller
275,go,отправиться,partir
276,go,отправиться,faire
277,go,отправиться,rentrer
278,go,отправиться,retourner
279,go,отправиться,venir
280,go,отправиться,se rendre
281,go,перейти,aller
282,go,перейти,passer
283,go,происходить,no_equality
284,plate,пластина,plaque
285,plate,пластина,planche
286,plate,плита,no_equality
287,plate,тарелка,assiette
288,plate,лист,no_equality
289,plate,номерной знак,no_equality
290,plate,дощечка,no_equality
291,plate,панель,panneau
292,plate,накладка,no_equality
293,plate,платформа,no_equality
294,plate,стяжка,no_equality
295,plate,бляха,plaque
296,plate,толстый лист,no_equality
297,plate,листовой,no_equality
298,plate,пластинчатый,no_equality
299,fish,рыба,poisson
300,fish,Фиш,fish
301,fish,рыбный,poisson
302,fish,рыбный,fish
303,fish,ловить рыбу,pêcher
304,fish,удить,no_equality
305,fish,выудить,no_equality
306,stand,стоять,rester
307,stand,стоять,se tenir
308,stand,стоять,tenir debout
309,stand,устоять,résister
310,stand,выдерживать,supporter
311,stand,отстаивать,no_equality
312,stand,выступать,no_equality
313,stand,остановиться,rester
314,stand,предстать,no_equality
315,stand,остаться,rester
316,stand,замереть,no_equality
317,stand,стенд,stand
318,stand,подставка,support
319,stand,позиция,position
320,stand,трибуна,tribune
321,precedent,прецедент,précédent
322,precedent,прецедент,jurisprudence
323,precedent,предыдущий,précédent
324,precedent,прецедентный,no_equality
325,precedent,предшествующий,précédent
326,issue,вопрос,question
327,issue,вопрос,problème
328,issue,вопрос,sujet
329,issue,вопрос,point
330,issue,вопрос,thème
331,issue,выпуск,numéro
332,issue,выпуск,émission
333,issue,выпуск,édition
334,issue,выпуск,publication
335,issue,выдача,délivrance
336,issue,номер,numéro
337,issue,вытекание,no_equality
338,issue,эмиссия,émission
339,issue,выдавать,donner
340,issue,выпускать,publier
341,issue,издавать,publier
342,issue,оформить,no_equality
343,issue,эмиссионный,no_equality
344,thousand,тыс.,no_equality
345,thousand,тысячелетие,millénaire
346,thousand,множество,no_equality
347,thousand,тысяча долларов,no_equality
348,thousand,тысяча,mille
349,thousand,тысяча,millier
350,thousand,тысячный,millième
351,pen,ручка,stylo
352,pen,рейсфедер,no_equality
353,pen,фломастер,feutre
354,pen,загон,enclos
355,pen,Перу,no_equality
356,pen,пена,no_equality
357,pen,пенал,no_equality
358,pen,световое перо,plume
359,pen,писать,écrire
360,pen,перьевой,no_equality
361,pasta,паста,no_equality
362,pasta,блюда из макарон,no_equality
363,hot,горячий,chaud | à chaud
364,hot,горячий,sexy
365,hot,острый,épicé
366,hot,популярный,no_equality
367,hot,жгучий,brûlant
368,hot,горячительный,no_equality
369,hot,жарко,chaleur
370,hot,горячо,no_equality
371,hot,разгоряченный,no_equality
372,hot,горящий,no_equality
373,hot,накалиться,no_equality
374,that,что,que
375,that,что,qui
376,that,что,le
377,that,что,je
378,that,будто,no_equality
379,that,дабы,no_equality
380,that,который,qui
381,that,который,celui
382,that,который,dont
383,that,это,c
384,that,это,ce
385,that,это,cela
386,that,это,le
387,that,это,il
388,that,это,je
389,that,тот самый,celui
390,that,так,no_equality
391,that,таковой,no_equality
392,be,быть,être
393,be,быть,avoir
394,be,быть,faire
395,be,быть,trouver
396,be,быть,se
397,be,быть,pas
398,be,происходить,no_equality
399,be,находиться,avoir
400,be,составлять,faire
401,be,заключаться,avoir
402,be,идти,faire
403,be,идти,prendre
404,be,относиться,prendre
405,be,равно,comme
406,but,но,mai
407,but,но,toutefois
408,but,но,cependant
409,but,но,sans
410,but,но,sauf
411,but,но,pourtant
412,but,но,alors
413,but,но,puis
414,but,а,no_equality
415,but,однако,mai
416,but,однако,toutefois
417,but,однако,néanmoins
418,but,однако,cependant
419,but,однако,pourtant
420,but,однако,or
421,but,только,mai
422,but,только,seulement
423,but,только,sauf
424,but,кроме,mai
425,but,кроме,seulement
426,but,кроме,sauf
427,but,кроме,hormis
428,and,и,no_equality
429,and,а также,no_equality
430,and,причем,no_equality
431,and,так и,no_equality
432,and,с,no_equality
433,expertise,экспертиза,no_equality
434,expertise,компетентность,compétence
435,expertise,мастерство,no_equality
436,expertise,квалификация,no_equality
437,expertise,опыт,expertise
438,expertise,опыт,savoir-faire
439,expertise,опыт,compétence
440,expertise,опыт,expérience
441,expertise,опыт,connaissances spécialisées
442,expertise,экспертные знания,compétence
443,expertise,эксперт,expert
444,expertise,эксперт,spécialiste
445,expertise,профессионализм,no_equality
446,expertise,экспертный потенциал,expertise
447,expertise,экспертный потенциал,savoir-faire
448,expertise,экспертный потенциал,connaissances spécialisées
449,expertise,знание дела,maîtrise
450,expertise,деловой опыт,expertise
451,expertise,деловой опыт,savoir-faire
452,expertise,деловой опыт,compétence
453,expertise,деловой опыт,expérience
454,expertise,экспертный,compétence
455,tell,рассказывать,dire
456,tell,рассказывать,raconter
457,tell,говорить,dire
458,tell,говорить,parler
459,tell,говорить,raconter
460,tell,говорить,annoncer
461,tell,говорить,faire
462,tell,говорить,répéter
463,tell,сообщать,dire
464,tell,сообщать,annoncer
465,tell,сообщать,indiquer
466,tell,сообщать,informer
467,tell,указывать,dire
468,tell,указывать,indiquer
469,tell,уверять,no_equality
470,tell,велеть,no_equality
471,tell,подсказать,no_equality
472,tell,поведать,dire
473,tell,поведать,raconter
474,tell,объяснить,dire
475,tell,объяснить,parler
476,tell,объяснить,expliquer
477,tell,передать,dire
478,tell,передать,donner
479,tell,попросить,faire
480,tell,поделиться,no_equality
481,tell,отличить,distinguer
482,tell,сказаться,no_equality
483,feel,чувствовать,sentir
484,feel,чувствовать,ressentir
485,feel,чувствовать,penser
486,feel,чувствовать,se sentir
487,feel,чувствовать,fait
488,feel,чувствовать,avoir
489,feel,полагать,penser
490,feel,ощупывать,no_equality
491,feel,испытывать,ressentir
492,feel,испытывать,éprouver
493,feel,испытывать,avoir
494,feel,стесняться,no_equality
495,feel,ощущение,sens
496,feel,ощущение,sentiment
497,feel,ощущение,sensation
498,news,новость,nouvelle
499,news,новость,info
500,news,новость,nouveau
501,news,весточка,no_equality
502,news,Ньюс,news
503,news,новинка,nouveauté
504,news,выпуск новостей,nouvelle
505,news,выпуск новостей,news
506,news,выпуск новостей,actualité
507,news,выпуск новостей,information
508,news,выпуск новостей,journal | journal télévisé
509,news,известия,nouvelle
510,news,новостной,no_equality
511,start,начать,démarrer
512,start,начать,débuter
513,start,начать,entamer
514,start,начать,mettre
515,start,начать,départ
516,start,начать,lancer
517,start,начать,engager
518,start,начать,entreprendre
519,start,начать,reprendre
520,start,начать,déclencher
521,start,запустить,démarrer
522,start,запустить,faire
523,start,запустить,mettre
524,start,запустить,lancer
525,start,запустить,déclencher
526,start,вздрагивать,no_equality
527,start,завести,démarrer
528,start,завести,faire
529,start,заняться,commencer
530,start,заняться,faire
531,start,заняться,entreprendre
532,start,затеять,no_equality
533,start,начало,début
534,start,начало,départ
535,start,начало,démarrage
536,start,начало,lancement
537,start,начало,commencement
538,start,старт,début
539,start,старт,départ
540,start,начальный,no_equality
541,intelligent,умный,intelligent
542,intelligent,разумный,no_equality
543,intelligent,осмысленный,no_equality
544,intelligent,продуманный,no_equality
545,intelligent,неглупый,intelligent
546,intelligent,микропроцессорный,no_equality
547,intelligent,понятливый,no_equality
548,intelligent,мыслящий,no_equality
549,intelligent,программируемый,no_equality
550,intelligent,настраиваемый,no_equality
551,intelligent,понимающий,no_equality
552,refugee,беженец,réfugié
553,refugee,беженка,réfugié
554,refugee,беглец,no_equality
555,refugee,беженский,no_equality
556,create,создавать,créer
557,create,создавать,établir
558,create,создавать,instaurer
559,create,создавать,produire
560,create,создавать,constituer
561,create,создавать,former
562,create,создавать,offrir
563,create,создавать,causer
564,create,порождать,produire
565,create,вызывать,susciter
566,create,вызывать,causer
567,create,производить,produire
568,create,разработать,créer
569,create,разработать,établir
570,create,разработать,élaborer
571,create,разработать,mettre en place
572,create,образовать,constituer
573,create,образовать,former
574,nobody,никто,personne
575,nobody,никто,rien
576,nobody,никто,nul
577,nobody,никто,ni
578,nobody,некого,no_equality
579,nobody,ничей,no_equality
580,nobody,ничтожество,nul
581,word,слово,mot
582,word,слово,parole
583,word,слово,terme
584,word,слово,dit
585,word,слово,dire
586,word,слово,expression
587,word,слово,parlé
588,word,слово,promesse
589,word,слово,verbe
590,word,известие,nouvelle
591,word,слова,mot
592,word,слова,parole
593,word,слова,terme
594,word,слова,dit
595,word,слова,expression
596,word,слова,propos
597,word,говорить,rien
598,word,говорить,parler
599,word,говорить,dire
600,word,говорить,exprimer
601,word,сформулировать,no_equality
602,word,текстовый,texte
603,word,словесный,no_equality
604,genetically,генетически,génétiquement
605,genetically,генетически,génétique
606,genetically,генетически,ogm
607,genetically,генетический,génétique
608,mug,кружка,tasse
609,mug,рожица,no_equality
610,mug,бокал,no_equality
611,mug,рыло,no_equality
612,mug,балбес,no_equality
613,mug,мурло,no_equality
614,mug,ебальник,tronche
615,mug,грабить,no_equality
616,countryside,сельская местность,campagne
617,countryside,природа,nature
618,countryside,пригород,banlieue
619,countryside,сельские районы,zones rurales | les zones rurales
620,countryside,загородная местность,pays
621,countryside,загородная местность,région
622,countryside,сельский ландшафт,paysage
623,countryside,сельский,no_equality
624,spoon,ложка,cuillère | cuillérée
625,spoon,блесна,no_equality
626,spoon,обниматься,no_equality
627,spoon,черпать ложкой,no_equality
628,journey,путешествие,voyage
629,journey,путешествие,aventure
630,journey,путешествие,voyager
631,journey,путь,voyage
632,journey,путь,chemin
633,journey,путь,trajet
634,journey,путь,route
635,journey,рейс,voyage
636,journey,проезд,voyage
637,journey,проезд,transport
638,journey,переезд,no_equality
639,journey,странствование,no_equality
640,journey,путешествовать,voyager
641,you,вы,tu
642,you,вы,toi
643,you,вы,on
644,you,вы,il
645,you,вы,votre
646,you,вы,je
647,you,вы,ça
648,you,вы,avez-vous
649,you,вы,c'
650,you,вы,avez
651,you,ты,tu
652,you,ты,te
653,you,ты,toi
654,you,ты,on
655,you,ты,il
656,you,ты,votre
657,you,ты,je
658,you,ты,ça
659,you,ты,as-tu
660,you,ты,ton
661,you,ты,c'
662,table,таблица,tableau
663,table,таблица,table
664,table,стол,table
665,table,стол,bureau
666,table,скрижаль,tablette
667,table,расписание,no_equality
668,table,табель,no_equality
669,table,столовая,no_equality
670,table,табличка,no_equality
671,table,настольный,no_equality
672,table,табличный,no_equality
673,table,застольный,no_equality
674,table,на стол,no_equality
675,thing,вещь,chose
676,thing,вещь,bien
677,thing,вещь,objet
678,thing,вещь,ça
679,thing,вещь,important
680,thing,дело,chose
681,thing,дело,fait
682,thing,дело,affaire
683,thing,дело,problème
684,thing,дело,ça
685,thing,предмет,objet
686,thing,событие,chose
687,thing,событие,important
688,thing,существо,créature
689,thing,штучка,chose
690,thing,поступок,chose
691,thing,задача,problème
692,thing,что-то,rien
693,thing,что-то,ça
694,shampoo,шампунь,shampooing
695,shampoo,шампунь,shampoing
696,shampoo,мытье головы,laver
697,shampoo,мыть,laver
698,come,приходить,venir
699,come,приходить,arriver
700,come,приходить,aller
701,come,приходить,passer
702,come,приходить,rentrer
703,come,приезжать,venir
704,come,вступать,no_equality
705,come,появиться,venir
706,come,появиться,arriver
707,come,поставляться,no_equality
708,come,поступать,arriver
709,come,поступать,aller
710,come,поступать,provenir
711,come,исходить,venir
712,come,попасть,venir
713,come,попасть,arriver
714,come,попасть,aller
715,come,попасть,passer
716,come,попасть,rentrer
717,come,давай,aller
718,come,давай,pourquoi
719,grandchild,внук,petit-fils
720,grandchild,внук,petit fils
721,point,точка,point
722,point,очко,point
723,point,место,lieu
724,point,место,endroit
725,point,вопрос,point
726,point,вопрос,question
727,point,вопрос,sujet
728,point,пойнт,point
729,point,смысл,point
730,point,смысл,but
731,point,смысл,intérêt
732,point,смысл,raison
733,point,смысл,sens
734,point,этап,moment
735,point,этап,stade
736,point,точка зрения,no_equality
737,point,указывать,indiquer
738,point,дело,question
739,point,дело,fait
740,point,отмечать,no_equality
741,point,показать,indiquer
742,point,показать,montrer
743,point,подчеркивать,no_equality
744,point,навести,pointer
745,point,точечный,no_equality
746,lie,лежать,rester
747,lie,лежать,être
748,lie,находиться,rester
749,lie,находиться,se trouver
750,lie,лгать,mentir
751,lie,лгать,mensonge
752,lie,крыться,no_equality
753,lie,пролегать,no_equality
754,lie,залегать,no_equality
755,lie,ложь,mentir
756,lie,ложь,mensonge
757,lie,ложь,faux
758,lie,лиев,no_equality
759,curriculum,учебный план,programme
760,curriculum,курс обучения,cursus
761,curriculum,программа,programme
762,curriculum,куррикулум,no_equality
763,curriculum,расписание,programme
764,curriculum,содержание образования,no_equality
765,tip,кончик,bout
766,tip,чаевые,pourboire
767,tip,тонкий конец,bout
768,tip,верхушка,pointe
769,tip,подсказка,no_equality
770,tip,Совет,conseil
771,tip,оконечность,no_equality
772,tip,отзыв,no_equality
773,tip,полезный Совет,no_equality
774,tip,зонд,no_equality
775,tip,подачка,no_equality
776,tip,вершинка,sommet
777,tip,наклонять,pencher
778,tip,наклонять,incliner
779,tip,опрокинуться,no_equality
780,tip,давать чаевые,donner un pourboire
781,tip,на чай,pourboire
782,entire,целый,entier
783,entire,целостный,no_equality
784,entire,весь,tout
785,entire,весь,complet
786,entire,целиком,tout
787,entire,целиком,entièrement
788,hear,слышать,entendre
789,hear,слышать,écouter
790,hear,слышать,savoir
791,hear,слышать,apprendre
792,hear,слышать,entendre parler
793,hear,слышать,entendre dire
794,hear,узнать,entendre
795,hear,узнать,savoir
796,hear,узнать,apprendre
797,hear,узнать,connaître
798,hear,узнать,voir
799,hear,узнать,avoir
800,hear,звучать,no_equality
801,hear,слыхать,no_equality
802,hear,расслышать,entendre
803,hear,заслышать,entendre
804,hear,заслышать,écouter
805,hear,слышный,no_equality
806,right,право,droit
807,right,право,droite
808,right,правая сторона,droite
809,right,правая сторона,droit | côté droit
810,right,правда,bien
811,right,правда,vrai
812,right,правда,hein
813,right,правда,non
814,right,правота,no_equality
815,right,правый,droit
816,right,нужный,bon
817,right,подходящий,bon
818,right,подходящий,appropriée | approprié
819,right,вправо,droite | à droite
820,right,правильно,bien
821,right,правильно,raison
822,right,правильно,exact
823,right,правильно,correct
824,right,правильно,hein
825,right,правильно,c'est ça
826,right,правильно,n'est-ce pas
827,right,правильно,non
828,right,сразу,droit
829,right,сразу,juste
830,right,хорошо,bien
831,right,хорошо,bon
832,right,хорошо,d'accord
833,right,хорошо,ok
834,right,прямо,droit
835,right,прямо,juste
836,secret,секрет,secret
837,secret,тайный,secret
838,secret,потайной,no_equality
839,secret,скрытный,secret
840,secret,негласный,no_equality
841,secret,закулисный,no_equality
842,secret,конспиративный,secret
843,secret,засекреченный,secret
844,secret,скрытый,caché
845,secret,закрытый,no_equality
846,secret,затаенный,no_equality
847,secret,тайно,secrètement
848,secret,в секрете,secret
849,this,этот,ce
850,this,этот,cela
851,this,этот,le
852,this,этот,il
853,this,этот,ceci
854,this,этот,celui-ci
855,this,это,c
856,this,это,ce
857,this,это,cela
858,this,это,le
859,this,это,il
860,this,это,ceci
861,this,это,on
862,this,это,celui-ci
863,this,настоящий,présent
864,this,то,ce
865,this,то,le
866,this,то,il
867,this,то,on
868,this,так,ainsi
869,guru,гуру,gourou
870,star,звезда,star
871,star,звезда,étoile
872,star,звезда,vedette
873,star,светило,astre
874,star,кинозвезда,no_equality
875,star,стар,star
876,star,главные роли,no_equality
877,star,дива,no_equality
878,star,звездный,stellaire
879,star,сниматься,jouer
880,star,играть главные роли,jouer
881,benefit,выгода,avantage
882,benefit,выгода,bénéfice
883,benefit,выгода,profit
884,benefit,выгода,intérêt
885,benefit,выгода,gain
886,benefit,преимущество,avantage
887,benefit,привилегия,no_equality
888,benefit,пособие,prestation
889,benefit,пособие,allocation
890,benefit,пособие,indemnité
891,benefit,благо,intérêt
892,benefit,благо,bien
893,benefit,прибыль,bénéfice
894,benefit,прибыль,profit
895,benefit,эффект,no_equality
896,benefit,выигрыш,no_equality
897,benefit,плод,no_equality
898,benefit,приносить пользу,bénéfice
899,benefit,приносить пользу,bénéficier
900,benefit,принести пользу,bénéficier
901,benefit,выигрывать,no_equality
902,benefit,выгодный,avantageux
903,strength,сила,force
904,strength,сила,intensité
905,strength,сила,puissance
906,strength,сила,pouvoir
907,strength,прочность,résistance
908,strength,напряженность,no_equality
909,strength,крепость,fort
910,strength,численность,effectif
911,strength,достоинство,no_equality
912,strength,мощность,puissance
913,strength,сильная сторона,fort
914,strength,усилие,no_equality
915,strength,силовой,no_equality
916,strength,прочный,no_equality
917,ketchup,кетчуп,ketchup
918,beginner,начинающий,débutant
919,beginner,новичок,débutant
920,beginner,новичок,novice
921,beginner,начальный уровень,no_equality
922,beginner,начинающий фотограф,débutant
923,beginner,начальный,no_equality
924,child,ребенок,enfant
925,child,ребенок,fil
926,child,ребенок,fille
927,child,ребенок,bébé
928,child,ребенок,petit
929,child,ребенок,gosse
930,child,ребенок,gamin
931,child,дитя,enfant
932,child,дитя,bébé
933,child,дитя,petit
934,child,детище,bébé
935,child,сын,enfant
936,child,сын,fil
937,child,сын,bébé
938,child,сын,petit
939,child,сын,gosse
940,child,сын,gamin
941,child,потомок,no_equality
942,child,чадо,no_equality
943,child,детский,enfant
944,child,дочерний,no_equality
945,child,несовершеннолетний,mineur
946,school,школа,école
947,school,школа,lycée
948,school,школа,collège
949,school,школа,faculté
950,school,школа,cour
951,school,школа,school
952,school,колледж,école
953,school,колледж,lycée
954,school,колледж,collège
955,school,колледж,fac
956,school,колледж,étude
957,school,колледж,université
958,school,класс,cour
959,school,учебное заведение,école
960,school,учебное заведение,université
961,school,учебное заведение,établissement scolaire
962,school,учебное заведение,académie
963,school,факультет,faculté
964,school,учеба,étude
965,school,занятия в школе,école
966,school,занятия в школе,cour
967,school,школьный,scolaire
968,band,банда,bande
969,band,банда,groupe
970,band,лента,ruban
971,band,оркестр,groupe
972,band,оркестр,orchestre
973,band,оркестр,fanfare
974,band,отряд,groupe
975,band,отряд,troupe
976,band,узы,no_equality
977,band,повязка,bandeau
978,band,диапазон,fourchette
979,band,зона,no_equality
980,band,музыкальная группа,groupe
981,band,музыкальная группа,orchestre
982,band,ленточный,no_equality
983,band,диапазонный,no_equality
984,band,ленточнопильный,no_equality
985,band,Band,no_equality
986,letter,письмо,lettre
987,letter,письмо,courrier
988,letter,письмо,écrit
989,letter,письмо,message
990,letter,буква,lettre
991,letter,грамота,no_equality
992,letter,письмена,no_equality
993,letter,буквенный,no_equality
994,letter,письменный,écrit
995,letter,Letters,no_equality
996,letter,писать письмо,no_equality
997,dinner,обед,dîner
998,dinner,обед,souper
999,dinner,обед,repas
1000,dinner,обед,déjeuner
1001,dinner,обед,à manger | manger
1002,dinner,торжественный обед,dîner
1003,dinner,торжественный обед,repas
1004,dinner,торжественный обед,déjeuner
1005,dinner,торжественный обед,à manger | manger
1006,dinner,обеденный,no_equality
1007,dinner,званый,dîner
1008,America,Америка,amérique
1009,America,Америка,états-unis
1010,America,Америка,américain
1011,America,Америка,america
1012,dependable,надежный,fiable
1013,dependable,надежный,sûr
1014,dependable,зависимый,no_equality
1015,dependable,заслуживающий доверия,no_equality
1016,dependable,зависящий,no_equality
1017,Belgium,Бельгия,belgique
1018,secular,светский,laïc
1019,secular,светский,séculier
1020,secular,вековой,séculaire
1021,secular,долговременный,no_equality
1022,secular,секуляристский,no_equality
1023,secular,мирянин,no_equality
1024,secular,светскость,no_equality
1025,the,этот,no_equality
1026,the,тот,no_equality
1027,the,такой,no_equality
1028,the,тем,no_equality
1029,everything,все,tout
1030,everything,все,ça
1031,everything,что угодно,no_equality
1032,dance,танец,danse
1033,dance,танец,dance
1034,dance,танец,bal
1035,dance,танец,danser
1036,dance,бал,bal
1037,dance,танцевальная музыка,no_equality
1038,dance,танцевальный вечер,soirée
1039,dance,танцевальное искусство,danse
1040,dance,танцулька,no_equality
1041,dance,хореография,chorégraphie
1042,dance,танцевать,danser
1043,dance,приплясывать,no_equality
1044,dance,хореографический,no_equality
1045,dance,плясовой,no_equality
1046,mother,мать,mère
1047,mother,мать,maman
1048,mother,мамаша,mère
1049,mother,мамаша,maman
1050,mother,материнский,maternel
1051,mother,родной,no_equality
1052,mother,мамин,no_equality
1053,have,иметь,avoir
1054,have,иметь,être
1055,have,иметь,disposer
1056,have,иметь,présenter
1057,have,иметь,posséder
1058,have,иметь,prendre
1059,have,обладать,avoir
1060,have,обладать,disposer
1061,have,обладать,présenter
1062,have,обладать,posséder
1063,have,получать,avoir
1064,have,получать,disposer
1065,have,получать,recevoir
