,word,local_word,pos,examples,local_examples
106,вывод,conclusion,noun,"['общий вывод', 'предварительный вывод', 'правило вывода', 'простой вывод']","['general conclusion', 'preliminary finding', 'inference rule', 'simple derivation']"
107,вывод,output,noun,['стандартный вывод'],['standard output']
108,вывод,withdrawal,noun,['полный вывод'],['complete withdrawal']
109,вывод,pin,noun,['выходной вывод'],['output pin']
110,вывод,deduction,noun,['логический вывод'],['logical deduction']
111,вывод,implication,noun,['концептуальные выводы'],['policy implications']
112,вывод,display,noun,['вывод информации'],['displaying information']
113,вывод,infer,noun,[],[]
114,вывод,corollary,noun,['очевидный вывод'],['obvious corollary']
115,вывод,development,noun,[],[]
116,гласить,read,verb,[],[]
117,гласить,state,verb,[],[]
118,гласить,say,verb,[],[]
119,гласить,proclaim,verb,[],[]
120,гласить,go,verb,[],[]
121,прошлое,past,noun,['далекое прошлое'],['distant past']
122,прошлое,antecedents,noun,[],[]
123,прошлое,background,noun,['криминальное прошлое'],['criminal background']
124,прошлое,record,noun,['уголовное прошлое'],['criminal record']
125,прошлое,old,noun,[],[]
126,пустышка,pacifier,noun,[],[]
127,пустышка,comforter,noun,[],[]
128,пустышка,dummy,noun,[],[]
129,пустышка,empty,noun,[],[]
130,пустышка,shell,noun,[],[]
131,пустышка,empty shell,noun,[],[]
132,показывать,show,verb,"['также показывать', 'показывать результаты']","['also show', 'display the results']"
133,показывать,indicate,verb,['показывать вниз'],['point downwards']
134,показывать,feature,verb,[],[]
135,показывать,appear,verb,[],[]
136,показывать,prove,verb,[],[]
137,показывать,give,verb,[],[]
138,показывать,tell,verb,[],[]
139,показывать,read,verb,[],[]
140,показывать,approve,verb,[],[]
141,показывать,register,verb,[],[]
142,трудность,difficulty,noun,['финансовая трудность'],['financial difficulty']
143,трудность,problem,noun,"['трудность перевода', 'первоначальные трудности', 'сталкиваться с трудностями']","['translation problem', 'teething troubles', 'face challenges']"
144,трудность,hard,noun,[],[]
145,трудность,complication,noun,[],[]
146,трудность,constraint,noun,['серьезные трудности'],['serious constraints']
147,трудность,obstacle,noun,"['дополнительные трудности', 'технические трудности']","['additional obstacles', 'technical hurdles']"
148,развязать,untie,verb,"['развязать узел', 'развязать узлы']","['untie the knot', 'undo the knot']"
149,развязать,unleash,verb,[],[]
150,развязать,launch,verb,['развязать войну'],['launch a war']
151,развязать,loose,verb,[],[]
152,развязать,wage,verb,[],[]
153,развязать,instigate,verb,[],[]
154,прекращаться,stop,verb,[],[]
155,прекращаться,lapse,verb,[],[]
156,вытекание,issue,noun,[],[]
157,вытекание,discharge,noun,[],[]
158,ареал,area,noun,['ареал распространения'],['area of distribution']
159,ареал,habitat,noun,['гнездовой ареал'],['nesting habitat']
160,ареал,areal,noun,[],[]
161,ареал,range,noun,[],[]
162,ареал,geographic range,noun,[],[]
163,тянуть,pull,verb,"['тянуть за шнур', 'тянуть жребий', 'тянуть время']","['pull the cord', 'draw lots', 'drag out the time']"
164,тянуть,haul,verb,[],[]
165,тянуть,stretch,verb,[],[]
166,тянуть,stall,verb,[],[]
167,тянуть,delay,verb,[],[]
168,тянуть,heave,verb,[],[]
169,тянуть,protract,verb,[],[]
170,вокруг,around,preposition,"['ходить вокруг дома', 'забор вокруг сада', 'вокруг света']","['to walk around the house', 'a fense about the garden', 'round the world']"
171,папаша,daddy,noun,[],[]
172,папаша,pop,noun,[],[]
173,путем,by,noun,[],[]
174,путем,by means,noun,[],[]
175,путем,by means of,noun,[],[]
176,размах крыльев,wingspan,noun,[],[]
177,учиться,learn,verb,['учиться заново'],['learn anew']
178,учиться,study,verb,['учиться прилежно'],['study hard']
179,учиться,go,verb,['учиться в колледже'],['go to college']
180,учиться,student,verb,['группа учащихся'],['group of students']
181,учиться,attend,verb,['учиться в университете'],['attend university']
182,играть роль,play the role,verb,[],[]
183,играть роль,play a part,verb,[],[]
184,тесто,dough,noun,"['дрожжевое тесто', 'слоеное тесто', 'цементное тесто']","['yeast dough', 'puff pastry', 'cement paste']"
185,колледж,college,noun,['студент колледжа'],['college student']
186,вывести,remove,verb,['вывести токсины'],['remove toxins']
187,вывести,bring,verb,[],[]
188,вывести,take,verb,['вывести детей'],['get the children']
189,вывести,deduce,verb,['вывести формулу'],['derive the formula']
190,вывести,display,verb,['вывести сообщение'],['display a message']
191,вывести,withdraw,verb,['вывести войска'],['withdraw troops']
192,вывести,lead,verb,[],[]
193,вывести,output,verb,[],[]
194,вывести,print,verb,[],[]
195,вывести,put,verb,['вывести на орбиту'],['put into orbit']
196,вывести,pull,verb,[],[]
197,вывести,disable,verb,[],[]
198,вывести,introduce,verb,[],[]
199,принимать,take,verb,"['принимать участие', 'принимать платежи', 'принимать меры', 'принимать командование', 'принимать изменения']","['take part', 'accept payments', 'adopt measures', 'assume command', 'embrace change']"
200,принимать,receive,verb,['принимающее государство'],['receiving state']
201,принимать,host,verb,['принимающая сторона'],['host party']
202,принимать,welcome,verb,[],[]
203,принимать,pass,verb,['принимать решения'],['pass resolutions']
204,принимать,admit,verb,['принимать пациентов'],['admit patients']
205,принимать,entertain,verb,['принимать гостей'],['entertain guests']
206,принимать,carry,verb,[],[]
207,принимать,see,verb,[],[]
208,принимать,deliver,verb,[],[]
209,принимать,incorporate,verb,[],[]
210,принимать,accede,verb,[],[]
211,замерзший,frozen,participle,[],[]
212,замерзший,cold,participle,[],[]
213,моторный,motor,adjective,"['моторная лодка', 'моторное масло']","['motor boat', 'engine oil']"
214,моторный,power,adjective,[],[]
215,аттестовать,certify,verb,['аттестованная лаборатория'],['certified laboratory']
216,премьер,premier,noun,['премьер лиги'],['premier league']
217,советник,adviser,noun,"['специальный советник', 'технический советник', 'торговый советник', 'старший советник', 'юридический советник']","['special adviser', 'technical advisor', 'commercial counselor', 'senior counsellor', 'legal consultant']"
218,советник,councillor,noun,"['муниципальный советник', 'статский советник']","['municipal councillor', 'state councilor']"
219,советник,aide,noun,['высокопоставленный советник'],['senior aide']
220,советник,ea,noun,[],[]
221,стукнуться,bump,verb,[],[]
222,стукнуться,knock,verb,[],[]
223,доплата,surcharge,noun,['небольшая доплата'],['small surcharge']
224,доплата,extra,noun,[],[]
225,доплата,additional payment,noun,[],[]
226,доплата,supplement,noun,[],[]
227,загружать,download,verb,"['загружать файлы', 'загружать данные']","['download files', 'load data']"
228,загружать,upload,verb,[],[]
229,загружать,retrieve,verb,[],[]
230,загружать,charge,verb,[],[]
231,ловить рыбу,fish,verb,[],[]
232,ловить рыбу,go fishing,verb,[],[]
233,аннулирование,cancellation,noun,"['уведомление об аннулировании', 'аннулирование брака', 'аннулирование лицензии']","['notice of cancellation', 'annulment of marriage', 'revocation of license']"
234,аннулирование,cancel,noun,[],[]
235,аннулирование,reversal,noun,[],[]
236,аннулирование,invalidation,noun,[],[]
237,аннулирование,nullification,noun,[],[]
238,аннулирование,avoidance,noun,[],[]
239,аннулирование,defeat,noun,[],[]
240,асфальт,asphalt,noun,['природный асфальт'],['natural asphalt']
241,асфальт,pavement,noun,[],[]
242,асфальт,tarmac,noun,[],[]
243,подвергать,expose,verb,[],[]
244,подвергать,subject,verb,[],[]
245,подвергать,put,verb,[],[]
246,подвергать,endanger,verb,[],[]
247,подвергать,cast,verb,[],[]
248,шаблон,template,noun,"['шаблон формы', 'шаблон проектирования']","['form template', 'design pattern']"
249,шаблон,wildcard,noun,[],[]
250,шаблон,stencil,noun,[],[]
251,шаблон,master,noun,[],[]
252,шаблон,gauge,noun,[],[]
253,шаблон,model,noun,[],[]
254,шаблон,mould,noun,[],[]
255,шаблон,routine,noun,[],[]
256,шаблон,stereotype,noun,[],[]
257,шаблон,former,noun,[],[]
258,шаблон,sampler,noun,[],[]
259,единовременный,lumpsum,adjective,['единовременный платеж'],['lump sum payment']
260,единовременный,simultaneous,adjective,[],[]
261,единовременный,nonrecurrent,adjective,[],[]
262,отмена,cancellation,noun,"['отмена рейса', 'отмена рабства', 'отмена налога', 'резкая отмена', 'отмена закона', 'отмена субсидий']","['flight cancellation', 'abolition of slavery', 'tax repeal', 'abrupt withdrawal', 'abrogation of the law', 'removal of subsidies']"
263,отмена,cancel,noun,['кнопка отмены'],['cancel button']
264,отмена,undo,noun,[],[]
265,отмена,reversal,noun,[],[]
266,отмена,rescission,noun,[],[]
267,отмена,cancelling,noun,[],[]
268,отмена,abolish,noun,['отмена смертной казни'],['abolish capital punishment']
269,отмена,lifting,noun,['отмена санкций'],['lifting of sanctions']
270,отмена,elimination,noun,['отмена препарата'],['elimination of the drug']
271,отмена,lift,noun,[],[]
272,отмена,abort,noun,['отмена команды'],['abort command']
273,отмена,undoing,noun,[],[]
274,отмена,avoidance,noun,[],[]
275,полевой,field,adjective,['полевая служба'],['field service']
276,полевой,fieldwork,adjective,[],[]
277,полевой,wild,adjective,['полевой цветок'],['wild flower']
278,ясный,clear,adjective,['ясный день'],['clear day']
279,ясный,obvious,adjective,"['ясный ответ', 'ясная причина']","['obvious answer', 'apparent reason']"
280,ясный,plain,adjective,['ясный смысл'],['plain meaning']
281,ясный,bright,adjective,['ясные глаза'],['bright eyes']
282,ясный,explicit,adjective,['ясная мысль'],['distinct idea']
283,ясный,lucid,adjective,[],[]
284,ясный,understand,adjective,[],[]
285,ясный,transparent,adjective,[],[]
286,ясный,fine,adjective,[],[]
287,ясный,manifest,adjective,[],[]
288,ясный,serene,adjective,[],[]
289,ясный,pure,adjective,[],[]
290,ясный,strong,adjective,[],[]
291,ясный,coherent,adjective,[],[]
292,ясный,direct,adjective,[],[]
293,ясный,unequivocal,adjective,[],[]
294,ясный,cloudless,adjective,[],[]
295,ясный,neat,adjective,[],[]
296,ясный,tangible,adjective,[],[]
297,ясный,broad,adjective,[],[]
298,прямолинейный,straight,adjective,['прямолинейный сегмент'],['straight segment']
299,прямолинейный,straight-line,adjective,[],[]
300,прямолинейный,linear,adjective,['прямолинейное движение'],['linear motion']
301,прямолинейный,forthright,adjective,[],[]
302,прямолинейный,rectilineal,adjective,[],[]
303,прямолинейный,direct,adjective,['прямолинейный подход'],['direct approach']
304,прямолинейный,blunt,adjective,[],[]
305,сломить,break,verb,['сломить сопротивление'],['break the resistance']
306,сломить,defeat,verb,[],[]
307,сломить,crack,verb,[],[]
308,свернуть,roll up,verb,['свернуть снова'],['roll again']
309,свернуть,turn,verb,['свернуть направо'],['turn right']
310,свернуть,minimize,verb,[],[]
311,свернуть,collapse,verb,[],[]
312,свернуть,fold,verb,[],[]
313,свернуть,swerve,verb,[],[]
314,свернуть,wring,verb,[],[]
315,свернуть,break,verb,['свернуть лагерь'],['break camp']
316,свернуть,wind,verb,[],[]
317,частность,particular,noun,['школа в частности'],['school in particular']
318,частность,part,noun,[],[]
319,понять,understand,verb,"['понять разницы', 'понять ситуацию']","['know the difference', 'comprehend the situation']"
320,понять,get,verb,['понять правильно'],['get it right']
321,понять,grasp,verb,['понять концепцию'],['grasp the concept']
322,понять,see,verb,['понять разницу'],['see the difference']
323,понять,figure,verb,['понять вещи'],['figure things']
324,понять,clear,verb,[],[]
325,понять,figure out,verb,[],[]
326,понять,fathom,verb,[],[]
327,понять,seize,verb,[],[]
328,понять,twig,verb,[],[]
329,миссия,mission,noun,['дипломатическая миссия'],['diplomatic mission']
330,миссия,message,noun,[],[]
331,пальцевой,digital,adjective,[],[]
332,пальцевой,bolt,adjective,[],[]
333,вдали,away,adverb,['вдали от дома'],['away from home']
334,вдали,beyond,adverb,[],[]
335,вдали,in the distance,adverb,[],[]
336,вдали,distant,adverb,[],[]
337,мебельный гарнитур,furniture set,noun,[],[]
338,разбирательство,proceeding,noun,['устное разбирательство'],['oral hearing']
339,разбирательство,trial,noun,['справедливое судебное разбирательство'],['fair trial']
340,разбирательство,examination,noun,['судебное разбирательство'],['court examination']
341,остальной,remaining,pronoun,[],[]
342,остальной,remainder,pronoun,[],[]
343,дальше,farther,adverb,"['несколько дальше', 'идти дальше']","['somewhat farther', 'go further']"
344,дальше,beyond,adverb,[],[]
345,дальше,forth,adverb,[],[]
346,дальше,on,adverb,[],[]
347,дальше,next,adverb,[],[]
348,дальше,then,adverb,[],[]
349,дальше,any further,adverb,[],[]
350,кашица,gruel,noun,['густая кашица'],['thick gruel']
351,кашица,slurry,noun,['жидкая кашица'],['liquid slurry']
352,кашица,pulp,noun,[],[]
353,летом,in summer,noun,[],[]
354,перьевой,pen,adjective,['перьевой планшет'],['pen tablet']
355,автомеханик,mechanic,noun,[],[]
356,автомеханик,car mechanic,noun,[],[]
357,автомеханик,motor mechanic,noun,[],[]
358,затем,then,adverb,['затем вводить'],['then enter']
359,затем,next,adverb,[],[]
360,затем,after,adverb,[],[]
361,затем,further,adverb,[],[]
362,бубен,tambourine,noun,[],[]
363,бубен,timbrel,noun,[],[]
364,существенный,significant,adjective,"['существенное изменение', 'существенное увеличение', 'существенный недостаток', 'существенный сдвиг']","['significant change', 'substantial increase', 'serious drawback', 'dramatic shift']"
365,существенный,essential,adjective,"['существенная роль', 'существенный вклад', 'существенная проблема', 'существенное нарушение']","['essential role', 'important contribution', 'substantive problem', 'fundamental breach']"
366,существенный,material,adjective,['существенный факт'],['material fact']
367,существенный,vital,adjective,[],[]
368,существенный,relevant,adjective,['существенный фактор'],['relevant factor']
369,существенный,significantly,adjective,[],[]
370,существенный,intrinsic,adjective,[],[]
371,существенный,integral,adjective,[],[]
372,существенный,constitutive,adjective,[],[]
373,пролив,Strait,noun,[],[]
374,пролив,channel,noun,[],[]
375,пролив,spillage,noun,[],[]
376,пролив,passage,noun,['наветренный пролив'],['windward passage']
377,начать,start,verb,"['начать производство', 'начать кампанию', 'начать спуск', 'начать переговоры']","['start production', 'launch a campaign', 'begin the descent', 'commence negotiations']"
378,начать,develop,verb,['начать план'],['develop a plan']
379,начать,raise,verb,[],[]
380,заключительный,final,adjective,['заключительный документ'],['final document']
381,заключительный,concluding,adjective,"['заключительное замечание', 'заключительный аргумент']","['concluding remark', 'conclusive argument']"
382,заключительный,closing,adjective,['заключительное заседание'],['closing session']
383,заключительный,last,adjective,[],[]
384,заключительный,terminal,adjective,['заключительный отчет'],['terminal report']
385,уборка,cleaning,noun,['генеральная уборка'],['general cleaning']
386,уборка,clean,noun,['весенняя уборка'],['spring clean']
387,уборка,sweeping,noun,[],[]
388,уборка,harvesting,noun,['механизированная уборка'],['mechanical harvesting']
389,уборка,harvest,noun,['период уборки'],['harvest period']
390,формат,format,noun,"['новый формат', 'электронный формат']","['new format', 'electronic form']"
391,формат,size,noun,[],[]
392,формат,layout,noun,['стандартный формат'],['standard layout']
393,новейший,newest,adjective,['новейшая история'],['recent history']
394,новейший,modern,adjective,[],[]
395,новейший,neoteric,adjective,[],[]
396,популярный,popular,adjective,['популярная музыка'],['popular music']
397,популярный,pop,adjective,['популярная психология'],['pop psychology']
398,грунтовка,primer,noun,[],[]
399,грунтовка,grounding,noun,[],[]
400,грунтовка,clearcole,noun,[],[]
401,грунтовка,prime coating,noun,[],[]
402,обниматься,embrace,verb,[],[]
403,обниматься,neck,verb,[],[]
404,строить,build,verb,"['строить отношения', 'строить дороги']","['build relations', 'construct roads']"
405,строить,erect,verb,['строить здания'],['erect buildings']
406,строить,make,verb,['строить планы'],['make plans']
407,строить,frame,verb,[],[]
408,отложения,scurf,noun,[],[]
409,отложения,detritus,noun,[],[]
410,родитель,parent,noun,['одинокий родитель'],['single parent']
411,родитель,parental,noun,['доход родителей'],['parental income']
412,родитель,father,noun,[],[]
413,отзыв,comment,noun,['положительный отзыв'],['positive comment']
414,отзыв,revocation,noun,[],[]
415,отзыв,withdrawal,noun,['отзыв лицензии'],['withdrawal of the license']
416,отзыв,opinion,noun,[],[]
417,отзыв,review,noun,[],[]
418,отзыв,feedback,noun,['немедленный отзыв'],['immediate feedback']
419,отзыв,recall,noun,['отзыв продукции'],['product recall']
420,отзыв,testimonial,noun,['хороший отзыв'],['good testimonial']
421,отзыв,tip,noun,[],[]
422,отзыв,reference,noun,[],[]
423,отзыв,reviewer,noun,[],[]
424,худеть,thin,verb,[],[]
425,худеть,lose weight,verb,[],[]
426,компенсация,compensation,noun,"['денежная компенсация', 'форма компенсации']","['monetary compensation', 'form of reparation']"
427,компенсация,offset,noun,[],[]
428,компенсация,recompense,noun,[],[]
429,компенсация,compensate,noun,[],[]
430,компенсация,consideration,noun,[],[]
431,компенсация,recoupment,noun,[],[]
432,возмещение,compensation,noun,"['страховое возмещение', 'возмещение расходов', 'возмещение ущерба', 'полное возмещение']","['insurance compensation', 'reimbursement of expenses', 'reparation of damages', 'full redress']"
433,возмещение,refund,noun,['частичное возмещение'],['partial refund']
434,возмещение,recovery,noun,['возмещение затрат'],['cost recovery']
435,возмещение,consideration,noun,[],[]
436,возмещение,reimbursable,noun,[],[]
437,возмещение,offset,noun,[],[]
438,возмещение,atonement,noun,[],[]
439,возмещение,recoupment,noun,[],[]
440,итоговый,total,adjective,"['итоговая сумма', 'итоговый результат']","['total amount', 'aggregate result']"
441,итоговый,summary,adjective,['итоговая информация'],['summary information']
442,итоговый,final,adjective,['итоговый отчет'],['final report']
443,итоговый,concluding,adjective,['итоговый документ'],['concluding document']
444,итоговый,grand,adjective,[],[]
445,обуза,liability,noun,[],[]
446,обуза,drag,noun,[],[]
447,обуза,encumbrance,noun,['лишняя обуза'],['unnecessary burden']
448,объездить,travel,verb,[],[]
449,объездить,tour,verb,[],[]
450,объездить,visit,verb,[],[]
451,летать,fly,verb,['неопознанный летающий объект'],['unidentified flying object']
452,летать,navigate,verb,[],[]
453,уже,already,adverb,['уже знать'],['already know']
454,уже,more,adverb,[],[]
455,уже,even,adverb,[],[]
456,уже,before,adverb,[],[]
457,уже,by now,adverb,[],[]
458,зависание,hang,noun,['зависание системы'],['system hang']
459,зависание,hangup,noun,[],[]
460,зависание,lockup,noun,[],[]
461,зависание,lag,noun,[],[]
462,зависание,freezing,noun,[],[]
463,зависание,hover,noun,[],[]
464,излучать,radiate,verb,"['излучающая поверхность', 'излучаемый свет', 'излучать уверенность']","['radiating surface', 'emitted light', 'exude confidence']"
465,излучать,ray,verb,[],[]
466,излучать,shine,verb,[],[]
467,излучать,radiant,verb,[],[]
468,излучать,shed,verb,[],[]
469,излучать,irradiate,verb,[],[]
470,Восток,East,noun,[],[]
471,восток,eastern,noun,['ближний восток'],['middle eastern']
472,восток,eastward,noun,['расширение нато на восток'],['eastward expansion of nato']
473,устойчивость,stability,noun,"['высокая устойчивость', 'лекарственная устойчивость', 'эмоциональная устойчивость', 'устойчивость к коррозии']","['high stability', 'drug resistance', 'emotional resilience', 'resistant to corrosion']"
474,устойчивость,strength,noun,['психологическая устойчивость'],['mental strength']
475,устойчивость,immunity,noun,['устойчивость к электромагнитным помехам'],['immunity to electromagnetic interference']
476,устойчивость,tolerance,noun,[],[]
477,устойчивость,fastness,noun,[],[]
478,устойчивость,robustness,noun,"['анализ устойчивости', 'финансовая устойчивость']","['robustness analysis', 'financial soundness']"
479,выставление,exposure,noun,[],[]
480,выставление,nomination,noun,[],[]
481,выставление,exhibiting,noun,[],[]
482,выставление,display,noun,[],[]
483,нести,carry,verb,"['нести гроб', 'нести ответственность', 'нести прочь']","['carry the coffin', 'bear responsibility', 'wear away']"
484,нести,incur,verb,['нести потери'],['suffer casualties']
485,нести,bring,verb,['нести смерть'],['bring death']
486,нести,take,verb,[],[]
487,нести,convey,verb,[],[]
488,нести,tote,verb,[],[]
489,ручка,handle,noun,"['ручка двери', 'регулировочная ручка', 'резиновая ручка', 'правая ручка', 'крошечная ручка']","['door handle', 'adjustment knob', 'rubber grip', 'right arm', 'tiny hand']"
490,ручка,pen,noun,['шариковая ручка'],['ballpoint pen']
491,ручка,pull,noun,[],[]
492,ручка,holder,noun,[],[]
493,ручка,shaft,noun,[],[]
494,ручка,bail,noun,[],[]
495,отмечаться,show,verb,[],[]
496,отмечаться,note,verb,[],[]
497,отмечаться,celebrate,verb,[],[]
498,отмечаться,highlight,verb,[],[]
499,вековой,secular,adjective,['вековая вариация'],['secular variation']
500,вековой,centennial,adjective,[],[]
501,вековой,ageold,adjective,[],[]
502,вековой,centuries-old,adjective,[],[]
503,вековой,ancient,adjective,['вековая традиция'],['ancient tradition']
504,вековой,century-long,adjective,[],[]
505,разведка,intelligence,noun,"['военная разведка', 'воздушная разведка']","['military intelligence', 'aerial reconnaissance']"
506,разведка,exploration,noun,['геологическая разведка'],['geological exploration']
507,разведка,scout,noun,[],[]
508,разведка,reconnoiter,noun,[],[]
509,разведка,explore,noun,[],[]
510,разведка,prospect,noun,[],[]
511,пронзить,pierce,verb,[],[]
512,пронзить,strike,verb,[],[]
513,пронзить,transfix,verb,[],[]
514,носить,wear,verb,['носить очки'],['wear glasses']
515,носить,carry,verb,['носить оружие'],['carry arms']
516,носить,worn,verb,[],[]
517,носить,bring,verb,['носить воду'],['bring water']
518,подход,approach,noun,"['новый подход', 'гибкий подход']","['new approach', 'flexible attitude']"
519,подход,access,noun,['удобный подход'],['convenient access']
520,подход,touch,noun,['индивидуальный подход'],['personal touch']
521,подход,side,noun,[],[]
522,подход,slant,noun,[],[]
523,пункт,paragraph,noun,"['положение пункта', 'соответствующий пункт']","['provision of paragraph', 'relevant clause']"
524,пункт,item,noun,['выбранный пункт'],['selected item']
525,пункт,point,noun,['процентный пункт'],['percentage point']
526,пункт,station,noun,['медицинский пункт'],['medical station']
527,пункт,pip,noun,[],[]
528,пункт,post,noun,['командный пункт'],['command post']
529,поворачиваться,turn,verb,[],[]
530,поворачиваться,twist,verb,[],[]
531,поворачиваться,swing,verb,[],[]
532,согласоваться,agree,verb,[],[]
533,согласоваться,conform,verb,[],[]
534,согласоваться,jibe,verb,[],[]
535,продвинутый,advanced,participle,[],[]
536,продвинутый,sophisticated,participle,[],[]
