ID,Page ID,Local text,English text
191,6,В твоей комнате холодно?,Is it cold in your room?
192,6,Как часто ты ходишь к зубному врачу?,How often do you go to the dentist?
193,6,Вы знаете о скидке?,Do you know about the discount?
194,6,Что вы делаете на выходных?,What do you do at weekends?
195,6,Что ты знаешь о физике?,What do you know about physics?
196,6,Что я знаю о компьютерах?,What do I know about computers?
197,6,Что вы имеете против собак?,What do you have against dogs?
198,6,Она знаменита в твоей стране?,Is she famous in your country?
199,6,Это плохо для твоего здоровья?,Is it bad for your health?
200,6,В твоем городе солнечно?,Is it sunny in your city?
201,6,Он знает о шоу?,Does he know about the show?
202,6,Что вы делаете для клиентов?,What do you do for clients?
203,6,"Как так вышло, что он не нравится вам?",How come you don't like him?
204,6,"Как так вышло, что вы не верите мне?",How come you don't believe me?
205,6,Что ты думаешь о детях?,What do you think about kids?
210,6,Что ты делаешь по средам?,What do you do on Wednesdays?
211,6,Что ты знаешь о животных?,What do you know about animals?
212,6,Почему вы не говорите о проблеме?,Why don't you talk about the problem?
213,6,Почему они не приходят?,Why don't they come?
214,6,Почему бы нам не пойти туда?,Why don't we go there?
215,6,Почему ты меня не навещаешь?,Why don't you visit me?
216,6,Почему вы не говорите им правду?,Why don't you tell them the truth?
217,6,Как часто вы ходите в библиотеку?,How often do you go to the library?
218,6,Как часто ты ходишь в кино?,How often do you go to the cinema?
219,6,Как часто вы ходите в спортивный зал?,How often do you go to the gym?
