ID,Page ID,Local text,English text
122,8,Это не удивляет меня.,It doesn't surprise me
123,8,Она не верит мне.,She doesn't believe me.
124,8,Это не причиняет мне боль.,It doesn't hurt me.
125,8,Он не говорит этого.,He doesn't say it.
126,8,Он не нуждается в тебе.,He doesn't need you.
127,8,Вам не нужен талант.,You don't need talent.
128,8,Вы не знаете ничего.,You don't know anything.
129,8,Вы не делаете ничего.,You don't do anything.
130,8,Ты не ешь мясо.,You don't eat meat.
131,8,Я не хочу чая.,I don't want tea.
132,8,Ты не знаешь никого.,You don't know anyone.
133,8,Мне не нравится кофе.,I don't like coffee.
134,8,Мне не нужна помощь.,I don't need help.
135,8,Я не хочу денег.,I don't want money.
136,8,Я не слышу ничего.,I don't hear anything.
137,8,У нас нет ничего.,We don't have anything.
138,8,Мне не нужна удача.,I don't need luck.
139,8,Я не чувствую ничего.,I don't feel anything.
140,8,Ты не знаешь математику.,You do not know maths.
141,8,Мне не нужен никто!,I don't need anyone!
142,8,Я не смотрю телевизор.,I don't watch TV.
143,8,Я не верю никому.,I don't believe anyone.
144,8,Я не помню ничего.,I don't remember anything.
145,8,Мне не нужно работать.,I don't need to work.
146,8,Ты не работаешь в школе.,You don't work at school.
147,8,Мне не нравится чай.,I don't like tea.
148,8,Я не беру ничего.,I don't take anything.
149,8,Вы не говорите ничего.,You don't say anything.
150,8,Ты не помнишь ничего.,You don't remember anything
151,8,Они не согласны.,They don't agree.
152,8,Вы не понимаете!,You don't understand!
153,8,Я не двигаюсь.,I don't move.
154,8,Я не верю!,I don't believe!
155,8,Мы не говорим.,We don't speak.
156,8,Я не понимаю!,I don't understand!
157,8,Они не работают.,They don't work.
158,8,Вы не танцуете.,You don't dance.
159,8,Ты не пьёшь.,You don't drink.
160,8,Я не курю.,I don't smoke.
161,8,Ты не разговариваешь.,You don't talk.
162,8,Мы не танцуем.,We don't dance.
163,8,Они не понимают.,They don't understand.
164,8,Мы не разговариваем.,We don't talk.
165,8,Я не отвечаю.,I don't answer.
166,8,Я не говорю по-итальянски.,I don't speak Italian.
167,8,Мы не останавливаемся.,We don't stop.
168,8,Я не пою.,I don't sing.
169,8,Мы не знаем!,We don't know!
170,8,Я не хочу есть.,I don't want to eat.
171,8,"Мы не знаем, что делать.",We don't know what to do.
172,8,Они не выглядят опасными.,They don't look dangerous.
173,8,Я неважно себя чувствую.,I don't feel good.
174,8,Я не чувствую себя особенным.,I don't feel special.
175,8,Я не хожу в спортивный зал.,I don't go to the gym.
176,8,Ты не выглядишь удивленным.,You don't look surprised.
177,8,Ты выглядишь плохо.,You don't look good.
178,8,Ты не выглядишь счастливым.,You don't look happy.
179,8,"Я не знаю, кого выбрать.",I don't know who to choose.
180,8,"Я не знаю, чему верить.",I don't know what to believe.
181,8,"Я не знаю, что думать.",I do not know what to think.
182,8,Он не понимает нас.,He doesn't understand us.
183,8,Это не задевает его.,It doesn't hurt him.
184,8,Она не помнит его.,She doesn't remember him.
185,8,Он не звонит мне.,He does not call me.
186,8,Он не помогает мне.,He doesn't help me.
187,8,Она не видит меня.,She doesn't see me.
188,8,Ей не нужно это.,She doesn't need it.
189,8,Я ему не нравлюсь.,He doesn't like me.
190,8,Он не видит меня.,He doesn't see me.
191,8,Это не удивляет меня.,It doesn't surprise me.
192,8,Он не навещает тебя.,He doesn't visit you.
193,8,Она не отвечает ему.,She doesn't answer him.
194,8,Это не имеет значения.,It doesn't matter.
195,8,Это не останавливает меня.,It doesn't stop me.
196,8,Она не ненавидит тебя.,She doesn't hate you.
197,8,Она ничего не объясняет мне.,She doesn't explain me anything.
198,8,Он не звонит тебе.,He does not call you.
199,8,Это неправильно.,It is not right.
200,8,Это не делает нас счастливыми.,It doesn't make us happy.
201,8,Он не говорит нет.,He doesn't say no.
202,8,Он не знает её.,He doesn't know her.
203,8,Он не интересует меня.,He doesn't interest me.
204,8,Она не любит меня.,She doesn't love me.
205,8,Он не верит нам.,He doesn't believe us.
206,8,Она не видит тебя.,She doesn't see you.
207,8,Она не готовит.,She doesn't cook.
208,8,Он не верит мне.,He does not believe me.
209,8,Это не подходит мне.,It does not suit me.
210,8,Она не любит его.,She does not love him.
211,8,Он не делает этого.,He doesn't do it.
212,8,Это не делает меня счастливым.,It doesn't make me happy.
213,8,Она не видит этого.,She doesn't see it.
214,8,Она не имеет в виду это.,She doesn't mean it.
215,8,Она не верит тебе.,She doesn't believe you.
216,8,Она не видит никого.,She doesn't see anybody.
217,8,Он не чувствует ничего.,He doesn't feel anything.
218,8,Он ни с кем не разговаривает.,He doesn't talk to anyone.
219,8,Она не слышит ничего.,She doesn't hear anything.
220,8,Ему не нужна помощь.,He doesn't need help.
221,8,Ей не нужны деньги.,She doesn't need money.
222,8,Ей не нравится веселье.,She doesn't like fun.
223,8,Ей не нравится шоколад.,She doesn't like chocolate.
224,8,Она не использует сахар.,She doesn't use sugar.
225,8,Это не выглядит правильно.,It doesn't look right.
226,8,Ему не нравятся макароны.,He doesn't like pasta.
227,8,Ей не нравится сыр!,She doesn't like cheese!
228,8,Он не знает ничего.,He doesn't know anything.
229,8,Она не пьёт чай.,She doesn't drink tea.
230,8,Он не ест мясо.,He doesn't eat meat.
231,8,Она не помнит ничего.,She doesn't remember anything.
232,8,Я не хочу говорить об этом!,I don't want to talk about it!
233,8,"Я не хочу быть, как ты.",I don't want to be like you.
234,8,Я не хочу работать с тобой.,I don't want to work with you.
235,8,Я не хочу беспокоиться о вас.,I don't want to worry about you.
236,8,Ты не хочешь учиться с ней.,You don't want to study with her.
237,8,Я не хочу говорить ей.,I do not want to tell her.
238,8,Я не хочу петь с тобой.,I don't want to sing with you.
239,8,Я не хочу идти с ними.,I don't want to go with them.
240,8,Я не хочу читать об этом.,I don't want to read about it.
241,8,Я не хочу знать об этом.,I don't want to know about it.
242,8,Я не хочу жить без тебя.,I don't want to live without you.
243,8,Я не хочу танцевать с вами.,I don't want to dance with you.
244,8,Оно не говорит ничего мне.,It doesn't say anything to me.
245,8,Она не значит ничего для меня.,She doesn't mean anything to me.
246,8,Это не помогает ему.,It does not help him.
247,8,У нас нет времени на путешествия.,We don't have time to travel.
248,8,У меня нет времени мечтать.,I don't have time to dream.
249,8,Я не знаю ничего о тех сообщениях.,I don't know anything about those messages.
250,8,Я обычно не делаю ошибок.,I don't usually make mistakes.
251,8,Я не знаю ничего ни о каких письмах.,I don't know anything about any letters.
252,8,"Я уверен, она не помнит меня.",I'm sure she doesn't remember me.
253,8,Я не помню этих людей.,I don't remember those people.
254,8,"Я даже не уверен, что это возможно.",I'm not even sure that's possible.
255,8,"Я не уверен, что это правда.",I'm not sure that's true.
256,8,"Я не уверен, что это безопасно.",I'm not sure that's safe.
257,8,Я обычно не принимаю гостей.,I don't usually have guests.
258,8,Я нечасто хожу на вечеринки.,I do not often go to parties.
259,8,"Я не думаю, что это возможно.",I don't think it's possible.
260,8,"Я не думаю, что он прав.",I don't think he's right.
261,8,"Я не думаю, что это важно.",I don't think it's important.
262,8,"Я не думаю, что это хорошо.",I don't think it's good.
263,8,"Дороти, у нас не так много времени.","Dorothy, we don't have much time."
264,8,Мне не о чем поговорить.,I don't have anything to talk about.
265,8,У тебя нет твоей сумки.,You don't have your bag.
266,8,Ему не нравится отвечать на вопросы.,He doesn't like to answer questions.
267,8,Она не хочет носить очки.,She doesn't want to wear glasses.
268,8,"Они не прощают, и они не забывают.",They don't forgive and they don't forget.
269,8,"Мы не знаем, и мы не спрашиваем.",We don't know and we don't ask.
270,8,"Я не знаю, и я не хочу знать.",I don't know and I don't want to know.
271,8,Её нет здесь сегодня.,She's not here today.
272,8,Ей нехорошо сегодня.,She isn't well today.
273,8,Это действительно не имеет значения.,It doesn't really matter.
274,8,Вы не всегда соглашаетесь со мной.,You don't always agree with me.
275,8,Я не всегда соглашаюсь с ним.,I do not always agree with him.
276,8,Я не всегда не согласен с тобой!,I don't always disagree with you!
277,8,Ему не нравится играть в игры.,He doesn't like to play games.
278,8,"Извините, я действительно не голоден.","Sorry, I'm really not hungry."
279,8,"Извините, я обычно не опаздываю.","Sorry, I'm not usually late."
280,8,Иногда я не понимаю себя.,Sometimes I don't understand myself.
281,8,"Я уверен, он не ненавидит тебя.",I'm sure he doesn't hate you.
282,8,"Я уверен, ему не нравишься ты.",I'm sure he doesn't like you.
283,8,У меня нет времени для этих игр.,I don't have time for these games.
284,8,Мы обычно не беспокоимся о них.,We don't usually worry about them.
285,8,Он не хочет разговаривать с вами.,He doesn't want to talk to you.
286,8,Погода не всегда такая плохая.,The weather is not always so bad.
287,8,Она обычно не такая дружелюбная.,She is not usually so friendly.
288,8,Я не согласен с тобой.,I don't agree with you.
289,8,У них нет кошки.,They don't have a cat.
