,eng_word,rus,fr
95,empty,голодный,no_equality
96,empty,опорожнять,vider
97,empty,пустеть,no_equality
98,empty,высыпать,no_equality
99,empty,очистить,vider
100,empty,пустота,vide
101,empty,опорожнение,no_equality
102,empty,пустышка,no_equality
103,empty,порожняк,no_equality
104,empty,пустующий,no_equality
105,empty,порожняком,vide | à vide
106,dressed,одетый,habillé
107,dressed,облаченный,no_equality
108,dressed,заправленный,no_equality
109,dressed,выделанный,no_equality
110,dressed,украшенный,no_equality
111,dressed,обтесанный,no_equality
112,dressed,одеваемый,no_equality
113,dressed,одевший,no_equality
114,cafe,кофейня,café
115,cafe,буфет,no_equality
116,cafe,кафе-ресторан,café
117,cafe,кафе-ресторан,cafétéria
118,cafe,кафе-ресторан,bar
119,flight,полет,vol
120,flight,полет,voler
121,flight,стая,no_equality
122,flight,бегство,fuite
123,flight,бегство,fuir
124,flight,пролет,escalier
125,flight,взлет,no_equality
126,flight,налет,vol
127,flight,облет,no_equality
128,flight,отлет,no_equality
129,flight,летный,no_equality
130,flight,бортовой,bord | de bord
131,flight,взлетный,no_equality
132,flight,летать,vol
133,flight,летать,voler
134,begin,начинать,commencer
135,begin,начинать,entamer
136,begin,начинать,engager
137,begin,начинать,lancer
138,begin,начинать,démarrer
139,begin,начинать,ouvrir
140,begin,наступить,no_equality
141,begin,пойти,partir
142,begin,пойти,prendre
143,begin,положить начало,commencer
144,fact,факт,fait
145,fact,факт,réalité
146,fact,факт,satisfaction
147,fact,сущность,no_equality
148,fact,то,fait
149,dream,мечта,rêve
150,dream,чаяние,no_equality
151,dream,мечтать,rêver
152,dream,видеть во сне,rêver
153,dream,спать,no_equality
154,dream,помышлять,no_equality
155,dream,во сне,no_equality
156,alarm,сигнал тревоги,alarme
157,alarm,тревога,alarme
158,alarm,сигнализация,alarme
159,alarm,сигнализация,signalisation
160,alarm,будильник,alarme
161,alarm,будильник,réveil
162,alarm,предупредительный сигнал,no_equality
163,alarm,сигнализатор,no_equality
164,alarm,набат,no_equality
165,alarm,встревожить,alarmer
166,alarm,встревожить,inquiéter
167,alarm,настораживать,no_equality
168,alarm,аварийный,no_equality
169,alarm,сигнализационный,no_equality
170,along,по,no_equality
171,along,вдоль,le long
172,along,вместе,conjointement
173,along,вперед,no_equality
174,along,с собой,no_equality
175,along,рядом,no_equality
176,follow,следовать,suivre
177,follow,следовать,respecter
178,follow,следовать,poursuivre
179,follow,следовать,appliquer
180,follow,следовать,obéir
181,follow,следовать,adopter
182,follow,следовать,se conformer
183,follow,следить,suivre
184,follow,следить,observer
185,follow,соблюдать,suivre
186,follow,соблюдать,respecter
187,follow,соблюдать,appliquer
188,follow,соблюдать,observer
189,follow,соблюдать,se conformer | se conformer à | se conformer au
190,follow,сопровождать,accompagner
191,follow,идти,suivre
192,follow,идти,poursuivre
193,follow,идти,prendre
194,follow,выполнять,respecter
195,follow,выполнять,appliquer
196,follow,выполнять,se conformer
197,follow,вытекать,découler
198,follow,далее следовать,suivre
199,follow,далее следовать,respecter
200,follow,далее следовать,poursuivre
201,follow,далее следовать,appliquer
202,follow,далее следовать,se conformer
203,follow,повторять,no_equality
204,follow,последующий,no_equality
205,warm,теплый,chaud
206,warm,теплый,chaleureux
207,warm,сердечный,no_equality
208,warm,согревать,chaud
209,warm,согревать,réchauffer
210,warm,согревать,chauffer | réchauffer
211,warm,согревать,échauffer | réchauffer
212,warm,погреться,se réchauffer
213,warm,утеплить,no_equality
214,warm,тепло,chaud
215,warm,тепло,chaleureux
216,warm,тепло,chaleur
217,warm,тепло,chaleureusement
218,warm,разминка,no_equality
219,collide,сталкиваться,no_equality
220,collide,конфликтовать,no_equality
221,collide,наехать,no_equality
222,collide,соударяться,no_equality
223,collide,в конфликт,no_equality
224,excellent,отличный,excellent
225,excellent,отличный,très bon
226,excellent,отличный,superbe
227,excellent,исключительный,exceptionnel
228,excellent,блестящий,brillant
229,excellent,первоклассный,no_equality
230,break,ломать,briser
231,break,ломать,casser
232,break,нарушать,briser
233,break,нарушать,enfreindre
234,break,нарушать,violer
235,break,разбивать,briser
236,break,разбивать,casser
237,break,разорвать,briser
238,break,разорвать,rompre
239,break,разорвать,sortir
240,break,прорваться,percer
241,break,разрушить,briser
242,break,разрушить,rompre
243,break,вырваться,rompre
244,break,вырваться,sortir
245,break,разбиться,no_equality
246,break,разразиться,no_equality
247,break,пробить,briser
248,break,пробить,percer
249,break,преодолеть,sortir
250,break,отколоться,no_equality
251,break,вырывать,no_equality
252,break,преломлять,no_equality
253,break,перерыв,pause
254,break,перерыв,break
255,break,перерыв,interruption
256,break,разрыв,rupture
257,break,разрыв,fracture
258,break,пролом,no_equality
259,break,каникулы,vacance
260,break,передышка,no_equality
261,examination,обследование,examen
262,examination,обследование,étude
263,examination,изучение,examen
264,examination,изучение,étude
265,examination,экспертиза,no_equality
266,examination,экзамен,examen
267,examination,экзамен,concours
268,examination,экзамен,test
269,examination,рассмотрение,examen
270,examination,рассмотрение,étude
271,examination,рассмотрение,examiné
272,examination,допрос,interrogatoire
273,examination,допрос,interrogation
274,examination,разбирательство,no_equality
275,examination,ознакомление,no_equality
276,examination,проведение экспертизы,examen
277,examination,проведение экзаменов,examen
278,examination,проведение экзаменов,épreuve
279,examination,экзаменационная сессия,no_equality
280,examination,экзаменационный,no_equality
281,examination,смотровой,no_equality
282,examination,досмотровый,no_equality
283,tiger,тигр,tigre
284,tiger,тигр,tiger
285,tiger,зверь,no_equality
286,tiger,тигриный,no_equality
287,engineer,инженер,ingénieur
288,engineer,конструктор,ingénieur
289,engineer,сапер,no_equality
290,engineer,специалист,no_equality
291,engineer,звукоинженер,no_equality
292,engineer,машинист,ingénieur
293,engineer,машинист,mécanicien
294,engineer,ИТР,no_equality
295,engineer,инженерные войска,génie
296,engineer,инженерные войска,ingénierie
297,engineer,теплотехник,no_equality
298,engineer,наладчик,no_equality
299,engineer,проектировать,no_equality
300,engineer,работать инженером,ingénieur
301,engineer,работать инженером,ingénieure
302,engineer,инженерный,ingénierie
303,lion,лев,lion
304,lion,лев,lev
305,lion,львиный,no_equality
306,even,даже,même
307,even,даже,encore
308,even,даже,voire
309,even,даже,bien
310,even,даже,y compris
311,even,даже,voire même
312,even,даже,peine
313,even,даже,dépit
314,even,ровный,égal
315,even,четный,pair
316,even,эвенский,no_equality
317,even,вечер,no_equality
318,even,эвен,no_equality
319,even,выравнивать,no_equality
320,even,и,no_equality
321,even,пусть,no_equality
322,field,поле,champ
323,field,поле,domaine
324,field,поле,terrain
325,field,поле,zone
326,field,поле,de terrain | terrain
327,field,область,champ
328,field,область,domaine
329,field,область,secteur
330,field,область,zone
331,field,пространство,no_equality
332,field,месторождение,gisement
333,field,отрасль,secteur
334,field,нива,no_equality
335,field,поприще,no_equality
336,field,промысел,no_equality
337,field,полевой,no_equality
338,field,промысловый,no_equality
339,field,походный,no_equality
340,field,в полевых условиях,no_equality
341,background,фон,fond
342,background,фон,arrière-plan
343,background,фон,fond d'écran | fond
344,background,предпосылка,no_equality
345,background,происхождение,origine
346,background,подготовка,formation
347,background,история,antécédent
348,background,история,historique
349,background,история,passé
350,background,история,histoire
351,background,сведения,information
352,background,фоновый режим,de fond
353,background,опыт,expérience
354,background,справочная информация,historique
355,background,история вопроса,historique
356,background,прошлое,antécédent
357,background,прошлое,passé
358,background,прошлое,histoire
359,background,образование,formation
360,background,корень,no_equality
361,background,исходная информация,no_equality
362,background,контекст,contexte
363,background,общие сведения,historique
364,background,исток,no_equality
365,background,фоновое изображение,arrière-plan | d'arrière-plan
366,background,фоновая,no_equality
367,background,фоновый,de fond
368,background,справочный,référence
369,background,второстепенный,no_equality
370,easily,легко,facilement
371,easily,легко,aisément
372,easily,легко,bien
373,easily,легко,vite
374,easily,легко,simple
375,easily,легко,facilité
376,easily,легко,facile
377,easily,без труда,facilement
378,easily,спокойно,no_equality
379,easily,доступно,no_equality
380,easily,просто,simplement
381,easily,просто,simple
382,easily,просто,facile
383,easily,удобно,bien
384,easily,нетрудно,facile
385,write,писать,écrire
386,write,писать,écriture
387,write,записывать,écrire
388,write,записывать,enregistrer
389,write,записывать,noter
390,write,выписывать,prescrire
391,write,вписать,écrire
392,write,списать,no_equality
393,write,письменный,no_equality
394,ravioli,равиоли,ravioli
395,ravioli,пельменный,no_equality
396,apologise,извиниться,s'excuser
397,apologise,извиниться,demander pardon
398,apologise,извиниться,m'excuser
399,apologise,извиниться,suis désolé
400,apologise,извиниться,m'excuse
401,apologise,извиниться,excuser | m'excuser | t'excuser
402,apologise,извиниться,t'excuse | m'excuse
403,apologise,извиниться,vous excusez | vous excuser
404,fire,огонь,feu
405,fire,огонь,incendie
406,fire,огонь,tiré
407,fire,огонь,tir
408,fire,огонь,flamme
409,fire,огонь,tirer
410,fire,возгорание,feu
411,fire,возгорание,incendie
412,fire,камин,feu
413,fire,камин,cheminée
414,fire,стрельба,tir
415,fire,стрельба,tirer
416,fire,обстрел,tir
417,fire,стрелять,tir
418,fire,стрелять,tirer
419,fire,увольнять,virer
420,fire,увольнять,renvoyer
421,fire,поджечь,no_equality
422,fire,обстрелять,no_equality
423,fire,огневой,no_equality
424,fire,противопожарный,no_equality
425,fire,огненный,feu de cheminée | de feu
426,fly,летать,voler
427,fly,летать,piloter
428,fly,летать,vol
429,fly,вылететь,s'envoler
430,fly,вылететь,décoller
431,fly,влететь,no_equality
432,fly,подлететь,no_equality
433,fly,отлететь,no_equality
434,fly,слетаться,no_equality
435,fly,муха,mouche
436,fly,полет,voler
437,fly,полет,vol
438,beaver,бобр,castor
439,beaver,Бобрик,beaver
440,beaver,Бивер,beaver
441,beaver,работяга,no_equality
442,beaver,бородач,no_equality
443,beaver,бобровый,no_equality
444,duck,утка,canard
445,duck,парусина,no_equality
446,duck,утятина,no_equality
447,duck,душка,no_equality
448,duck,нырок,no_equality
449,duck,нагнуться,no_equality
450,duck,нырять,no_equality
451,duck,увернуться,éviter
452,duck,наклонить,no_equality
453,duck,утиный,canard | de canard
454,coincide,совпадать,coïncider
455,coincide,совмещаться,no_equality
456,exactly,именно,précisément
457,exactly,именно,justement
458,exactly,именно,comment
459,exactly,именно,ça
460,exactly,точно,exactement
461,exactly,точно,vraiment
462,exactly,точно,précisément
463,exactly,совсем,vraiment
464,exactly,как раз,exactement
465,exactly,как раз,précisément
466,exactly,как раз,justement
467,exactly,как раз,pile
468,exactly,как раз,ça
469,exactly,конкретно,exactement
470,exactly,конкретно,précisément
471,exactly,в точности,exactement
472,exactly,аккурат,no_equality
473,exactly,точь,exactement
474,exactly,совершенно верно,no_equality
475,anything,что угодно,quelque chose
476,anything,что угодно,quoi que ce soit
477,anything,что угодно,n'importe quoi
478,anything,ничего,quelque chose
479,anything,ничего,tout
480,anything,ничего,ça
481,anything,ничего,mal
482,anything,ничего,personne
483,anything,все,tout
484,anything,все,ça
485,exhaustively,исчерпывающе,exhaustivement
486,exhaustively,полностью,no_equality
487,exhaustively,тщательно,no_equality
488,apoplexy,удар,no_equality
489,apoplexy,инсульт,no_equality
490,apoplexy,кровоизлияние,no_equality
491,apoplexy,апоплексический,no_equality
492,coconut,кокос,noix de coco
493,coconut,мякоть кокоса,noix de coco
494,coconut,кокосовый,noix de coco | de coco
495,not,не,pas
496,not,не,ne
497,not,не,sans
498,not,не,jamais
499,not,не,n
500,not,не,rien
501,not,не,non
502,not,не,ni
503,not,нет,pas
504,not,нет,ne
505,not,нет,sans
506,not,нет,non
507,not,нет,plus
508,international,международный,international
509,international,международный,mondial
510,international,Интернационал,no_equality
511,synchrophasotron,синхрофазотрон,no_equality
512,best,лучший,meilleur
513,best,лучший,mieux
514,best,лучший,bon
515,best,лучший,idéal
516,best,наивысший,no_equality
517,best,лучше всего,mieux
518,best,лучше всего,le mieux
519,best,Бест,best
520,parent,родитель,parent
521,parent,родитель,père
522,parent,предок,no_equality
523,parent,отец,parent
524,parent,отец,père
525,parent,родительский элемент,parental
526,parent,родительница,no_equality
527,parent,родительский,parental
528,parent,исходный,no_equality
529,parent,вышестоящий,no_equality
530,parent,один из родителей,no_equality
531,ocean,океан,océan
532,ocean,океан,mer
533,ocean,океан,atlantique
534,ocean,дно океана,no_equality
535,ocean,океанский,no_equality
536,coincidental,случайный,fortuit
537,coincidental,случайный,hasard
538,coincidental,совпадающий,no_equality
539,coincidental,случайное совпадение,coïncidence
540,buzzer,сирена,no_equality
541,buzzer,звонок,sonnette
542,buzzer,звонок,sonnerie
543,buzzer,пищалка,no_equality
544,buzzer,зуммерный,no_equality
545,century,век,siècle
546,century,век,époque
547,century,столетье,siècle
548,century,центурия,no_equality
549,century,вековой,centenaire
550,century,в.,no_equality
551,euro,евро,euro
552,euro,ЕРБ,no_equality
553,euro,европейский,européen
554,dynamite,динамит,dynamite
555,dynamite,динамитная шашка,no_equality
556,dynamite,динамитный,no_equality
557,dynamite,взрывной,explosif
558,buy,купить,acheter
559,buy,купить,payer
560,buy,купить,offrir
561,buy,купить,racheter
562,buy,продать,acheter
563,buy,накупить,no_equality
564,buy,подкупить,acheter
565,buy,покупка,acheter
566,buy,покупка,achat
567,afraid,испуганный,effrayé | effrayée
568,afraid,испуганный,effrayée
569,afraid,испуганный,apeuré
570,afraid,боящийся,no_equality
571,afraid,напуганный,effrayé | effrayée
572,afraid,напуганный,effrayée
573,afraid,напуганный,apeuré
574,afraid,страшно,effrayé
575,afraid,страшно,effrayée | effrayé
576,afraid,боязно,no_equality
577,peremptory,императивный,impératif
578,peremptory,безапелляционный,no_equality
579,member,член,membre
580,member,член,député
581,member,представитель,membre
582,member,элемент,élément
583,member,депутат,député
584,member,член организации,membre
585,member,членский,membre
586,childhood,детство,enfance
587,childhood,детский,jeune enfant | enfant
588,go,идти,aller
589,go,идти,partir
590,go,идти,passer
591,go,идти,faire
592,go,идти,sortir
593,go,идти,rentrer
594,go,идти,retourner
595,go,идти,continuer
596,go,идти,venir
597,go,идти,entrer
598,go,идти,prendre
599,go,проходить,passer
600,go,ехать,aller
601,go,ехать,partir
602,go,ехать,rentrer
603,go,ехать,retourner
604,go,ехать,continuer
605,go,ехать,monter
606,go,ехать,venir
607,go,отправиться,aller
608,go,отправиться,partir
609,go,отправиться,faire
610,go,отправиться,rentrer
611,go,отправиться,retourner
612,go,отправиться,venir
613,go,отправиться,se rendre
614,go,перейти,aller
615,go,перейти,passer
616,go,происходить,no_equality
617,plate,пластина,plaque
618,plate,пластина,planche
619,plate,плита,no_equality
620,plate,тарелка,assiette
621,plate,лист,no_equality
622,plate,номерной знак,no_equality
623,plate,дощечка,no_equality
624,plate,панель,panneau
625,plate,накладка,no_equality
626,plate,платформа,no_equality
627,plate,стяжка,no_equality
628,plate,бляха,plaque
629,plate,толстый лист,no_equality
630,plate,листовой,no_equality
631,plate,пластинчатый,no_equality
632,fish,рыба,poisson
633,fish,Фиш,fish
634,fish,рыбный,poisson | de poisson
635,fish,рыбный,fish
636,fish,ловить рыбу,pêcher
637,fish,удить,no_equality
638,fish,выудить,no_equality
639,farmer,фермер,agriculteur
640,farmer,фермер,fermier
641,farmer,хуторянин,no_equality
642,farmer,откупщик,no_equality
643,farmer,сельхозпроизводитель,no_equality
644,farmer,крестьянин,paysan
645,farmer,колхозник,no_equality
646,farmer,земледелец,agriculteur
647,farmer,земледелец,fermier
648,farmer,земледелец,cultivateur
649,farmer,фармер,farmer
650,farmer,фермерство,fermier
651,farmer,хозяин,no_equality
652,farmer,животновод,éleveur
653,farmer,огородник,no_equality
654,farmer,хлебороб,no_equality
655,farmer,сельский хозяин,no_equality
656,farmer,единоличник,no_equality
657,farmer,фермерша,fermier
658,farmer,фермерский,fermier
659,farmer,фермерский,ferme
660,stand,стоять,rester
661,stand,стоять,se tenir
662,stand,стоять,tenir debout
663,stand,стоять,se tenir debout | tenir debout
664,stand,устоять,résister
665,stand,выдерживать,supporter
666,stand,отстаивать,no_equality
667,stand,выступать,no_equality
668,stand,остановиться,rester
669,stand,предстать,no_equality
670,stand,остаться,rester
671,stand,замереть,no_equality
672,stand,стенд,stand
673,stand,подставка,support
674,stand,позиция,position
675,stand,трибуна,tribune
676,drawing,рисунок,dessin
677,drawing,рисование,dessin
678,drawing,волочение,no_equality
679,drawing,розыгрыш,no_equality
680,drawing,заимствование,no_equality
681,drawing,графика,no_equality
682,drawing,нанесение,no_equality
683,drawing,составление,no_equality
684,drawing,вытяжка,no_equality
685,drawing,тираж,tirage
686,drawing,тираж,étirage | tirage
687,drawing,чертежный,no_equality
688,drawing,графический,no_equality
689,drawing,рисующий,no_equality
690,drawing,привлекающий,no_equality
691,drawing,рисуемый,no_equality
692,explain,объяснять,expliquer
693,explain,объяснять,dire
694,explain,раскрывать,no_equality
695,explain,изложить,indiquer
696,explain,изложить,exposer
697,explain,изложить,décrire
698,explain,растолковать,no_equality
699,explain,объясниться,no_equality
700,explain,изъяснять,no_equality
701,explain,давать объяснения,expliquer
702,typhus,сыпной тиф,typhus
703,typhus,сыпняк,no_equality
704,typhus,тифозный,no_equality
705,precedent,прецедент,précédent
706,precedent,прецедент,jurisprudence
707,precedent,предыдущий,précédent
708,precedent,прецедентный,no_equality
709,precedent,предшествующий,précédent
710,advertisement,реклама,publicité
711,advertisement,реклама,pub
712,advertisement,анонс,annonce
713,advertisement,рекламный материал,publicité
714,advertisement,рекламный материал,publicitaire
715,advertisement,рекламный материал,pub
716,advertisement,рекламный ролик,publicité
717,advertisement,рекламный ролик,pub
718,advertisement,рекламное сообщение,message
719,advertisement,рекламоноситель,no_equality
720,advertisement,рекламирование,publicité
721,advertisement,рекламный,pub
722,issue,вопрос,question
723,issue,вопрос,problème
724,issue,вопрос,sujet
725,issue,вопрос,point
726,issue,вопрос,thème
727,issue,выпуск,numéro
728,issue,выпуск,émission
729,issue,выпуск,édition
730,issue,выпуск,publication
731,issue,выдача,délivrance
732,issue,номер,numéro
733,issue,вытекание,no_equality
734,issue,эмиссия,émission
735,issue,выдавать,donner
736,issue,выдавать,délivrer | à délivrer
737,issue,выпускать,publier
738,issue,издавать,publier
739,issue,оформить,no_equality
740,issue,эмиссионный,no_equality
741,fifty,пятьдесят,cinquante
742,fifty,полсотни,no_equality
743,fifty,пятьдесят человек,no_equality
744,fifty,полусотня,no_equality
745,fifty,полтинник,50 ans
746,fifty,пятидесятый,no_equality
747,thousand,тыс.,no_equality
748,thousand,тысячелетие,millénaire
749,thousand,множество,no_equality
750,thousand,тысяча долларов,no_equality
751,thousand,тысяча,mille
752,thousand,тысяча,millier
753,thousand,тысячный,millième
754,aged,престарелый,no_equality
755,aged,взрослый,âgé
756,aged,взрослый,vieux
757,aged,выдержанный,no_equality
758,aged,состаренный,no_equality
759,aged,достигший,âgé
760,aged,постаревший,no_equality
761,aged,в возрасте,an
762,file,папка,dossier
763,file,напильник,lime
764,file,досье,fichier
765,file,досье,dossier
766,file,дело,dossier
767,file,массив,no_equality
768,file,подача,dépôt
769,file,картотека,fichier
770,file,файловый,no_equality
771,file,подавать,déposer
772,file,подавать,présenter
773,file,хранить,no_equality
774,pen,ручка,stylo
775,pen,рейсфедер,no_equality
776,pen,фломастер,feutre
777,pen,загон,enclos
778,pen,Перу,no_equality
779,pen,пена,no_equality
780,pen,пенал,no_equality
781,pen,световое перо,plume
782,pen,писать,écrire
783,pen,перьевой,no_equality
784,fan,вентилятор,ventilateur
785,fan,фанат,fan
786,fan,веер,ventilateur
787,fan,веер,éventail
788,fan,фэн,no_equality
789,fan,болельщица,no_equality
790,fan,веялка,no_equality
791,fan,обмахивать,éventer
792,fan,раздувать,attiser
793,fan,дуть,no_equality
794,fan,вентиляторный,no_equality
795,fan,фанатский,no_equality
796,fan,веерный,no_equality
797,pasta,паста,no_equality
798,pasta,блюда из макарон,no_equality
799,hot,горячий,chaud
800,hot,горячий,sexy
801,hot,горячий,à chaud | chaud
802,hot,острый,épicé
803,hot,популярный,no_equality
804,hot,жгучий,brûlant
805,hot,горячительный,no_equality
806,hot,жарко,chaleur
807,hot,горячо,no_equality
808,hot,разгоряченный,no_equality
809,hot,горящий,no_equality
810,hot,накалиться,no_equality
811,that,что,que
812,that,что,qui
813,that,что,le
814,that,что,je
815,that,будто,no_equality
816,that,дабы,no_equality
817,that,который,qui
818,that,который,celui
819,that,который,dont
820,that,это,c
821,that,это,ce
822,that,это,cela
823,that,это,le
824,that,это,il
825,that,это,je
826,that,тот самый,celui
827,that,так,no_equality
828,that,таковой,no_equality
829,engine,двигатель,moteur
830,engine,двигатель,de moteur | moteur
831,engine,машина,machine
832,engine,локомотив,locomotive
833,engine,механизм,moteur
834,engine,механизм,machine
835,engine,механизм,de moteur | moteur
836,engine,ядро,no_equality
837,engine,движитель,no_equality
838,engine,машинный,machine
839,engine,движущий,no_equality
840,advanced,передовой,no_equality
841,advanced,развитой,no_equality
842,advanced,дополнительный,no_equality
843,advanced,перспективный,no_equality
844,advanced,развитый,no_equality
845,advanced,опытный,no_equality
846,advanced,повышенный,no_equality
847,advanced,преклонный,avancé
848,advanced,усовершенствованный,no_equality
849,advanced,расширенный,no_equality
850,advanced,продвинутый,avancé
851,advanced,выдвинутый,no_equality
852,advanced,углубленный,no_equality
853,advanced,опережающий,no_equality
854,advanced,авансированный,no_equality
855,be,быть,être
856,be,быть,avoir
857,be,быть,faire
858,be,быть,trouver
859,be,быть,se
860,be,быть,pas
861,be,происходить,no_equality
862,be,находиться,avoir
863,be,составлять,faire
864,be,заключаться,avoir
865,be,идти,faire
866,be,идти,prendre
867,be,относиться,prendre
868,be,равно,comme
869,but,но,mai
870,but,но,toutefois
871,but,но,cependant
872,but,но,sans
873,but,но,sauf
874,but,но,pourtant
875,but,но,alors
876,but,но,puis
877,but,но,mais bien | bien
878,but,а,no_equality
879,but,однако,mai
880,but,однако,toutefois
881,but,однако,néanmoins
882,but,однако,cependant
883,but,однако,pourtant
884,but,однако,or
885,but,только,mai
886,but,только,seulement
887,but,только,sauf
888,but,кроме,mai
889,but,кроме,seulement
890,but,кроме,sauf
891,but,кроме,hormis
892,and,и,no_equality
893,and,а также,no_equality
894,and,причем,no_equality
895,and,так и,no_equality
896,and,с,no_equality
897,expertise,экспертиза,no_equality
898,expertise,компетентность,compétence
899,expertise,мастерство,no_equality
900,expertise,квалификация,no_equality
901,expertise,опыт,expertise
902,expertise,опыт,savoir-faire
903,expertise,опыт,compétence
904,expertise,опыт,expérience
905,expertise,опыт,connaissances spécialisées
906,expertise,экспертные знания,compétence
907,expertise,эксперт,expert
908,expertise,эксперт,spécialiste
909,expertise,профессионализм,no_equality
910,expertise,экспертный потенциал,expertise
911,expertise,экспертный потенциал,savoir-faire
912,expertise,экспертный потенциал,connaissances spécialisées
913,expertise,знание дела,maîtrise
914,expertise,деловой опыт,expertise
915,expertise,деловой опыт,savoir-faire
916,expertise,деловой опыт,compétence
917,expertise,деловой опыт,expérience
918,expertise,экспертный,compétence
919,dry,сухой,sec
920,dry,сухой,à sec | sec
921,dry,суховатый,sec
922,dry,суховатый,à sec | sec
923,dry,высыхание,no_equality
924,dry,сухость,sécheresse
925,dry,сухость,dry
926,dry,сушить,sécher
927,dry,вытереть,sécher
928,dry,вытереть,essuyer
929,dry,просушивать,no_equality
930,dry,насухо,no_equality
931,fantastic,фантастический,fantastique
932,fantastic,причудливый,no_equality
933,fantastic,замечательный,formidable
934,fantastic,замечательный,magnifique
935,fantastic,замечательный,super
936,fantastic,замечательный,merveilleux
937,fantastic,замечательный,excellent
938,fantastic,замечательный,incroyable
939,fantastic,замечательный,beau
940,fantastic,отличный,superbe
941,fantastic,отличный,super
942,fantastic,отличный,excellent
943,fantastic,отличный,beau
944,fantastic,сказовый,no_equality
945,fantastic,просто фантастический,fantastique
946,fantastic,просто фантастический,fantastic
947,fantastic,небывалый,extraordinaire
948,fantastic,умопомрачительный,no_equality
949,fantastic,потрясающий,super
950,fantastic,фантастически,fantastique
951,fantastic,фантастически,magnifique
952,eighty,восемьдесят,quatre-vingt | quatre-vingt-unième
953,eighty,восемьдесят лет,no_equality
954,eighty,восьмидесятый,no_equality
955,bedroom,спальня,chambre
956,bedroom,спальная,no_equality
957,tell,рассказывать,dire
958,tell,рассказывать,raconter
959,tell,говорить,dire
960,tell,говорить,parler
961,tell,говорить,raconter
962,tell,говорить,annoncer
963,tell,говорить,faire
964,tell,говорить,répéter
965,tell,сообщать,dire
966,tell,сообщать,annoncer
967,tell,сообщать,indiquer
968,tell,сообщать,informer
969,tell,указывать,dire
970,tell,указывать,indiquer
971,tell,уверять,no_equality
972,tell,велеть,no_equality
973,tell,подсказать,no_equality
974,tell,поведать,dire
975,tell,поведать,raconter
976,tell,объяснить,dire
977,tell,объяснить,parler
978,tell,объяснить,expliquer
979,tell,передать,dire
980,tell,передать,donner
981,tell,попросить,faire
982,tell,попросить,dire | dire à
983,tell,поделиться,no_equality
984,tell,отличить,distinguer
985,tell,сказаться,no_equality
986,fit,пригонка,no_equality
987,fit,припадок,crise
988,fit,помещаться,no_equality
989,fit,подходить,no_equality
990,fit,приспосабливать,no_equality
991,fit,соответствовать,correspondre
992,fit,установить,no_equality
993,fit,вписываться,no_equality
994,fit,поместить,no_equality
995,fit,подогнать,ajuster
996,fit,вписать,no_equality
997,fit,влезть,no_equality
998,fit,встраивать,no_equality
999,fit,втиснуть,no_equality
1000,fit,уложиться,no_equality
1001,fit,пригодный,no_equality
