,eng_word,l1,l1_context,l2,l2_context
51,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,должный,proper | due | adequate | appropriate | 
52,necessary,indispensable,particularly necessary|essential | indispensable | vital | crucial | critical | needed | needed | imperative | ,неотъемлемый,integral | inalienable | essential | inherent | indispensable | vital | 
53,necessary,indispensable,particularly necessary|essential | indispensable | vital | crucial | critical | needed | needed | imperative | ,нужный,right | needed | correct | appropriate | proper | relevant | 
54,necessary,requis,required | requested | needed | needed | requisite | ,нужный,right | needed | correct | appropriate | proper | relevant | 
55,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,нужный,right | needed | correct | appropriate | proper | relevant | 
56,necessary,indispensable,particularly necessary|essential | indispensable | vital | crucial | critical | needed | needed | imperative | ,нужный,right | needed | correct | appropriate | proper | relevant | 
57,necessary,requis,required | requested | needed | needed | requisite | ,нужный,right | needed | correct | appropriate | proper | relevant | 
58,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,обязательный,mandatory | compulsory | obligatory | binding | essential | indispensable | optional | 
59,necessary,no_equality,,необходимый,
60,necessary,indispensable,particularly necessary|essential | indispensable | vital | crucial | critical | needed | needed | imperative | ,неотъемлемый,integral | inalienable | essential | inherent | indispensable | vital | 
61,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,должный,proper | due | adequate | appropriate | 
62,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
63,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
64,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
65,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
66,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
67,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
68,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
69,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
70,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
71,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
72,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
73,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
74,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
75,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
76,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
77,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
78,go,rendez-vous,to go to the crafts village|browse | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
79,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
80,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
81,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
82,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
83,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
84,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
85,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
86,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
87,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
88,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
89,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
90,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
91,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
92,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
93,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
94,go,rendez-vous,to go to the crafts village|browse | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
95,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
96,go away,s'amenuiser,dwindle | off-~-wear off | dwindle | away-~-go away | ,no_equality,
97,go away,no_equality,,уезжать,leave | go away | go away | 
98,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
99,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
100,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
101,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
102,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
103,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
104,go around,no_equality,,обойти,bypass | circumvent | evade | bypass | outflank | finesse | tour | walk around | 
105,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
106,go around,no_equality,,ездить по миру,
107,go around,no_equality,,часто путешествовать,
108,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
109,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
110,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
111,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
112,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
113,go around,no_equality,,ходить вокруг,
114,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
115,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
116,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
117,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
118,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
119,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
120,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
121,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
122,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выезжать,travel | travel | dispatch | 
123,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
124,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,уходить,go | leave | go away | go | leave | fade | dates back | 
125,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
126,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
127,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
128,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
129,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
130,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,уходить,go | leave | go away | go | leave | fade | dates back | 
131,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
132,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
133,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
134,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
135,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выезжать,travel | travel | dispatch | 
136,secret,confidentiel,confidential | sensitive | ,секретный,confidential | sensitive | covert | secretive | undercover | 
137,secret,confidentiel,confidential | sensitive | ,сокровенный,innermost | intimate | 
138,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
139,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
140,secret,passe,chap secret|mutual chap secret|password | pass | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
141,secret,mystère,mystery | secrecy | puzzle | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
142,secret,confidentiel,confidential | sensitive | ,секретный,confidential | sensitive | covert | secretive | undercover | 
143,secret,no_equality,,тайный,clandestine | covert | privy | arcane | insidious | esoteric | 
144,secret,confidentiel,confidential | sensitive | ,сокровенный,innermost | intimate | 
145,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
146,secret,passe,chap secret|mutual chap secret|password | pass | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
147,secret,mystère,mystery | secrecy | puzzle | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
148,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
149,table,table,round table|coffee table|database table|data tables|payola | ,настольный,desktop | 
150,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
151,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
152,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
153,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
154,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
155,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
156,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
157,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
158,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
159,table,no_equality,,табличный,tabular | 
160,table,table,round table|coffee table|database table|data tables|payola | ,настольный,desktop | 
161,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
162,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
163,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
164,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
165,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
166,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
167,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
168,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
169,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
170,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
171,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
172,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
173,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создаваться,form | 
174,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
175,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создаваться,form | 
176,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
177,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
178,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
179,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создаваться,form | 
180,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создаваться,form | 
181,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
182,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
183,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
184,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,радушный,friendly | cordial | hospitable | welcome | kind | 
185,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
186,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
187,warm,chauffer,heat | heat | up-~-heat up | ,подогревать,fuel | 
188,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
189,warm,tiède,lukewarm | tepid | half-hearted | tempered | ,no_equality,
190,warm,convivial,friendly | user-friendly | convivial | easy-to-use | cosy | easy to use | ,no_equality,
191,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
192,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,теплый,very warm|hot | 
193,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,теплый,very warm|hot | 
194,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
195,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
196,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,теплый,very warm|hot | 
197,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,теплый,very warm|hot | 
198,warm,no_equality,,тепло,
199,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
200,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
201,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
202,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,радушный,friendly | cordial | hospitable | welcome | kind | 
203,warm,no_equality,,согревать,
