,eng_word,l1,l1_context,l2,l2_context
44,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
45,go,rendez-vous,to go to the crafts village|browse | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
46,go away,s'amenuiser,dwindle | off-~-wear off | dwindle | away-~-go away | ,no_equality,
47,go away,no_equality,,уезжать,leave | go away | go away | 
48,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
49,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
50,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
51,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
52,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
53,go around,no_equality,,обойти,bypass | circumvent | evade | bypass | outflank | finesse | tour | walk around | 
54,go around,no_equality,,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
55,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
56,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
57,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
58,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
59,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
60,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
61,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
62,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
63,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
64,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,пойти,go | walk | go | 
65,go out,no_equality,,выезжать,travel | travel | dispatch | 
66,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
67,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
68,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
69,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
70,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,no_equality,
71,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,no_equality,
72,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,no_equality,
73,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,no_equality,
74,table,no_equality,,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
75,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
76,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
77,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
78,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
79,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
80,create,no_equality,,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
81,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
82,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
83,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
84,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
85,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
86,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
87,warm,tiède,lukewarm | tepid | half-hearted | tempered | ,no_equality,
88,warm,convivial,friendly | user-friendly | convivial | easy-to-use | cosy | easy to use | ,no_equality,
89,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,no_equality,
90,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,греть,heat | 
91,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,греть,heat | 
92,warm,no_equality,,подогревать,fuel | 
93,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
94,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреться,heat up | 
95,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
96,warm up,préchauffer,preheat | pre-warmed | up-~-cook up | ,no_equality,
97,warm up,s'échauffer,up-~-heat up | ,no_equality,
98,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
99,entire,tout entier,whole | ,всей,whole | overall | total | 
100,entire,tout entier,whole | ,целую,whole | 
101,entire,tout entier,whole | ,весь,all | whole | 
102,entire,au complet,full | whole | ,полный,full | complete | total | comprehensive | whole | 
103,entire,au complet,full | whole | ,целую,whole | 
104,entire,entier,whole | full | complete | sole | ,целую,whole | 
105,entire,complet,full | complete | comprehensive | whole | extensive | total | ,целую,whole | 
106,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
107,entire,no_equality,,цельный,whole | solid | integral | coherent | consistent | seamless | 
108,entire,no_equality,,целостный,holistic | integral | whole | consistent | seamless | 
109,anything,n'importe quoi,I would give anything to know the truth|,что-нибудь,Have you ever seen anything like this?|
110,anything,n'importe quoi,I would give anything to know the truth|,ничто,We aren’t going to find anything out here.|
111,anything,rien,I haven't heard anything from him|,всё,I'll do anything I can|
112,anything,quelque chose,Is there anything I can do?|Have you noticed anything?|,всё,I'll do anything I can|
113,anything,tout,I will sign anything you want|,что-нибудь,Have you ever seen anything like this?|
114,background,arrière-plan,white background|grey background|transparent background|page background|,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
115,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,корень,immigrant background|root | origin | 
116,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
117,background,contexte,historical background|political background|general background|cultural background|context | environment | setting | backdrop | circumstance | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
118,background,fond,black background|blue background|dark background|green background|fund | funding | money | bottom | shallows | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
119,background,antécédent,family background|professional background|diverse backgrounds|criminal background|history | track record | precedent | antecedents | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
120,background,milieu,different backgrounds|socio-economic background|disadvantaged backgrounds|natural background|environment | community | medium | workplace | setting | middle | circle | milieu | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
121,background,historique,brief background|background of the project|history | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
122,background,horizon,different social backgrounds|various professional backgrounds|horizon | skyline | walks of life | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
123,background,no_equality,,происхождение,ethnic background|family background|origin | descent | ancestry | birth | lineage | 
124,background,no_equality,,предпосылка,prerequisite | premise | precondition | assumption | implication | boost | trait | 
125,child,enfant,young child|older child|Canadian children|dependent children|kid | ,дитя,young child|Pakistani children|innocent child|healthy child|kid | baby | 
126,child,enfant,young child|older child|Canadian children|dependent children|kid | ,ребенок,first child|second child|small child|virtual child|baby | kid | 
127,child,enfance,childhood | infancy | child welfare | ,дитя,young child|Pakistani children|innocent child|healthy child|kid | baby | 
128,childhood,enfance,happy childhood|rough childhood|early childhood|childhood through adolescence|child | infancy | child welfare | ,детство,early childhood|happy childhood|unhappy childhood|very difficult childhood|
129,childhood,childhood,,no_equality,
130,childhood,no_equality,,детском возрасте,
131,everything,tout,Is everything ready?|I've brought everything with me|Is everything ready?|I've brought everything with me|,весь / всё,Everything else doesn't matter|Everything else doesn't matter|
132,grandchild,petit-fils,grandson | little grandson | little grandchildren | ,внук,little grandchildren|grandson | grandkid | 
133,grandchild,petits-enfants,grandkid | ,внук,little grandchildren|grandson | grandkid | 
134,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,точка,starting point|access point|percentage point|ideal starting point|dot | spot | pixel | location | outlet | 
135,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,пункт,basis point|turning point|vaccination points|passport control points|item | post | paragraph | clause | pip | outlet | 
136,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
137,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,балл,penalty point|magnitude | score | vote | ball | grade | 
138,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,дело,case | affair | business | thing | matter | cause | work | ministry | 
139,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,очко,first point|run | pip | 
140,point,aspect,positive points|general point|interesting point|fundamental point|aspect | appearance | element | side | thing | ,смысл,sense | meaning | way | implication | 
141,point,aspect,positive points|general point|interesting point|fundamental point|aspect | appearance | element | side | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
142,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,указывать,to point at the map|indicate | specify | show | suggest | point out | highlight | emphasize | 
143,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,указать,to point dramatically|to point the way|specify | indicate | enter | select | define | set | point out | state | 
144,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,направить,send | direct | deploy | focus | forward | aim | channel | turn | steer | 
145,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,отметить,say | note | mark | celebrate | point out | mention | click | observe | notice | 
146,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,показывать,show | indicate | suggest | demonstrate | reveal | display | show | 
147,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,обращать,pay | draw | pay | convert | invert | leave aside | 
148,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,отмечать,celebrate | note | mark | point out | observe | 
149,point,point,access point|second point|important point|following points|item | issue | paragraph | matter | mark | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
150,point,remarque,final point|third point|first point|brief points|remark | comment | note | observation | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
151,point,élément,key point|major point|Point(s) of Consultation|key point of the evaluation|element | item | component | part | factor | feature | aspect | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
152,point,moment,certain points|different points|high point|various points|time | moment | timing | while | stage | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
153,point,rappel,first point of order|recall | reminder | callback | booster | ,no_equality,
154,point,souligner,to point to the need|emphasize | stress | point out | highlight | underline | note | say | outline | acknowledge | ,no_equality,
155,point,montrer,to point the way|show | demonstrate | indicate | show | illustrate | depict | single out | ,показывать,show | indicate | suggest | demonstrate | reveal | display | show | 
156,point,désigner,designate | appoint | identify | refer to | mean | nominate | name | specify | designate | ,no_equality,
157,point,signaler,to point the exits|report | point out | note | indicate | mention | inform | report | signal | notify | ,no_equality,
158,point,no_equality,,очки,ACP Point|bonus point|Reward Point|political point|glass | run | sunglasses | score | spectacle | goggle | eyeglass | Lounge Point | 
159,point,no_equality,,ссылаться,invoke | link | refer | refer to | quote | cite | fall back | allege | 
160,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,отметить,say | note | mark | celebrate | mention | click | observe | notice | 
161,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
162,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,отмечать,celebrate | note | mark | observe | 
163,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,заметить,notice | note | see | observe | spot | remark | mention | notice | 
164,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,напомнить,remind | recall | remind | recall | resemble | 
165,point out,relever,pointed out by the commission|identify | meet | address | note | report | raise | face | address | take up | ,отмечаться,note | mark | celebrate | state | highlight | mark | 
166,point out,souligner,to point out the following|to point out the fact|to point out the need|pointed out here this afternoon|emphasize | stress | highlight | underline | note | say | outline | acknowledge | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
167,point out,signaler,to point out to the House|to point out to the member|to point out to the honourable member|to point out to the Commission|report | note | indicate | mention | inform | report | signal | notify | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
168,point out,indiquer,to quite rightly point out|pointed out in the debate|to point out to the Commissioner|indicate | specify | show | state | report | identify | list | tell | say | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
169,point out,remarquer,to point out to members|notice | note | observe | remark | ,заметить,notice | note | see | observe | spot | remark | mention | notice | 
170,point out,préciser,to point out the risk of burns|specify | clarify | state | indicate | identify | set out | define | note | ,no_equality,
171,point out,mentionner,mention | refer to | list | state | note | set out | cite | indicate | report | ,no_equality,
172,point out,no_equality,,выявить,reveal | identify | detect | expose | discover | uncover | highlight | identify | 
173,point out,no_equality,,указать,specify | indicate | point | enter | select | define | set | state | 
174,point out,no_equality,,подчеркивать,emphasize | stress | highlight | underscore | underline | note | accentuate | 
175,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
176,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,сильная сторона,key strength|
177,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,мощь,industrial strength|power | might | capability | muscle | 
178,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,мощность,capacity | power | facility | output | capability | 
179,strength,résistance,tensile strength|mechanical strength|joint strength|floor strength|resistance | stress | resilience | ,прочность,structural strength|durability | resistance | toughness | solidity | stiffness | resilience | density | 
180,strength,résistance,tensile strength|mechanical strength|joint strength|floor strength|resistance | stress | resilience | ,сильная сторона,key strength|
181,strength,atout,tremendous strength|existing strengths|core strength|asset | advantage | trump card | value proposition | ,преимущество,advantage | benefit | edge | 
182,strength,atout,tremendous strength|existing strengths|core strength|asset | advantage | trump card | value proposition | ,сильная сторона,key strength|
183,strength,concentration,single strength|additional strength|different strengths|maximum strength|concentration | level | merger | ,сильная сторона,key strength|
184,strength,intensité,signal strength|field strength|magnetic field strength|strength of the dose|intensity | severity | ,сильная сторона,key strength|
185,strength,puissance,military strength|moderate strength|strength of the electromagnetic force|strength of sterling|power | potency | omnipotence | ,сильная сторона,key strength|
186,strength,dosage,STRENGTHS OF THE MEDICINAL PRODUCTS|tablet strength|lower dose strength|dosage | determination | assay | quantitation | quantification | mix | ,no_equality,
187,strength,effectif,total strength|pilot strength|workforce | staff | personnel | complement | enrolment | work force | manpower | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
188,star,étoile,rising star|red star|stars in the sky|yellow star|,звезда,red star|gold star|rising star|bright star|
189,star,étoile,rising star|red star|stars in the sky|yellow star|,стар,historic quarter | 
190,star,star,movie star|pop star|porn star|Royal Star|celebrity | ,звезда,red star|gold star|rising star|bright star|
191,star,vedette,favorite star|Stars of the LPGA Tour|rock star|heading | flagship | limelight | superstar | speedboat | spotlight | celebrity | entry terms | ,звезда,red star|gold star|rising star|bright star|
192,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,вещь,interesting thing|different thing|simple thing|important thing|stuff | item | belongings | clothes | object | 
193,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,дело,good thing|first thing|terrible thing|case | affair | business | matter | cause | work | ministry | point | 
194,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,штука,rusted circular thing|marvelously constructed thing|little thing|weird thing|piece | stuff | trick | stunt | 
195,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,предмет,non-living thing|item | subject | object | piece | Article | matter | artifact | 
196,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,событие,event | development | 
197,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
198,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,явление,urban things|common thing|phenomenon | occurrence | 
199,thing,situation,things in the right direction|situation | location | position | status | circumstance | condition | state | ,ситуация,situation | condition | environment | 
200,thing,point,second thing|positive thing|key thing|most important thing|point | item | issue | paragraph | matter | mark | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
201,thing,élément,important thing|main thing|different things|non-living things|element | item | component | part | factor | feature | point | aspect | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
202,thing,truc,little things|fun things|simple things|strange thing|stuff | tip | trick | gizmo | hint | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
203,thing,aspect,interesting things|funny thing|aspect | appearance | point | element | side | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
204,thing,no_equality,,объект,object | facility | site | installation | target | property | building | entity | 
205,coincide,coïncider,concur | ,no_equality,
206,coincide,concorder,accord | concur | tally | conflict | match | align | fit in | up-~-add up | ,no_equality,
207,coincide,no_equality,,совпадать,match | overlap | fit | match up | correspond | concur | converge | clash | 
208,coincide,no_equality,,совпасть,to coincide precisely|match | concur | match up | 
209,coincide,no_equality,,приурочить,time | 
210,dance,danse,traditional dance|contemporary dance|oriental dance|folk dance|dancing | dancer | ,танец,folk dance|classical dance|traditional dance|Dance of Fire|dancing | dancer | 
211,dance,danse,traditional dance|contemporary dance|oriental dance|folk dance|dancing | dancer | ,пляска,wild dance|dancing | 
212,dance,bal,ball | ballroom | prom | ,бал,ball | 
213,dance,danser,to dance in the streets|to dance so well|to dance in the flames|,танцевать,to dance together|remix | 
214,dance,obéir,obey | comply | abide | obey | ,no_equality,
215,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,местность,surrounding countryside|Tuscan countryside|beautiful countryside|green countryside|area | terrain | location | setting | locality | landscape | 
216,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,деревня,Andalusian countryside|village | 
217,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,природа,nature | landscape | 
218,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,пейзаж,landscape | scenery | surroundings | 
219,countryside,campagne,surrounding countryside|Tuscan countryside|Andalusian countryside|beautiful countryside|campaign | marketing year | ,деревня,Andalusian countryside|village | 
220,countryside,espace rural,,no_equality,
221,countryside,monde rural,,no_equality,
222,countryside,no_equality,,окрестность,surrounding area | surroundings | neighbourhood | vicinity | surrounding countryside | suburb | outskirt | 
223,countryside,no_equality,,загородный пейзаж,
224,countryside,no_equality,,загородные районы,
225,break,pause,coffee break|short break|summer break|relaxing break|pause | recess | ,перерыв,lunch break|winter break|short break|small break|interruption | hiatus | interval | pause | recess | closure | adjournment | coffee break | 
226,break,pause,coffee break|short break|summer break|relaxing break|pause | recess | ,каникула,summer break|spring break|mid-winter break|holiday | vacation | recess | school holiday | 
