,eng_word,l1,l1_context,l2,l2_context
47,necessary,requis,required | requested | needed | needed | requisite | ,нужный,right | needed | correct | appropriate | proper | relevant | 
48,necessary,no_equality,,обязательный,mandatory | compulsory | obligatory | binding | essential | indispensable | optional | 
49,necessary,no_equality,,неотъемлемый,integral | inalienable | essential | inherent | indispensable | vital | 
50,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,должный,proper | due | adequate | appropriate | 
51,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
52,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
53,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
54,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
55,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
56,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
57,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
58,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
59,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
60,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
61,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
62,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
63,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
64,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
65,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
66,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
67,go,rendez-vous,to go to the crafts village|browse | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
68,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
69,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
70,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
71,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
72,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
73,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
74,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
75,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
76,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
77,go,rendez-vous,to go to the crafts village|browse | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
78,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
79,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
80,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
81,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
82,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
83,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
84,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
85,go away,s'amenuiser,dwindle | off-~-wear off | dwindle | away-~-go away | ,no_equality,
86,go away,no_equality,,уезжать,leave | go away | go away | 
87,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
88,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
89,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
90,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
91,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
92,go around,no_equality,,обойти,bypass | circumvent | evade | bypass | outflank | finesse | tour | walk around | 
93,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
94,go around,no_equality,,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
95,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
96,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
97,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
98,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
99,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
100,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
101,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
102,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
103,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
104,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
105,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
106,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
107,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
108,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,пойти,go | walk | go | 
109,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
110,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
111,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
112,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
113,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,пойти,go | walk | go | 
114,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
115,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
116,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
117,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
118,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
119,go out,no_equality,,выезжать,travel | travel | dispatch | 
120,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
121,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
122,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
123,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
124,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,no_equality,
125,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,no_equality,
126,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,no_equality,
127,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,no_equality,
128,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
129,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
130,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
131,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
132,table,no_equality,,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
133,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
134,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
135,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
136,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
137,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
138,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
139,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
140,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
141,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
142,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
143,create,no_equality,,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
144,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
145,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
146,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
147,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
148,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
149,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
150,warm,tiède,lukewarm | tepid | half-hearted | tempered | ,no_equality,
151,warm,convivial,friendly | user-friendly | convivial | easy-to-use | cosy | easy to use | ,no_equality,
152,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,no_equality,
153,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,греть,heat | 
154,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,греть,heat | 
155,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
156,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
157,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
158,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
159,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
160,warm,no_equality,,подогревать,fuel | 
161,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
162,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,греть,heat | 
163,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,греть,heat | 
164,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
165,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреться,heat up | 
166,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
167,warm up,préchauffer,preheat | pre-warmed | up-~-cook up | ,no_equality,
168,warm up,s'échauffer,up-~-heat up | ,no_equality,
169,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
170,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреться,heat up | 
171,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
172,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
173,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
174,entire,tout entier,whole | ,всей,whole | overall | total | 
175,entire,tout entier,whole | ,целую,whole | 
176,entire,tout entier,whole | ,весь,all | whole | 
177,entire,au complet,full | whole | ,полный,full | complete | total | comprehensive | whole | 
178,entire,au complet,full | whole | ,целую,whole | 
179,entire,entier,whole | full | complete | sole | ,целую,whole | 
180,entire,complet,full | complete | comprehensive | whole | extensive | total | ,целую,whole | 
181,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
182,entire,tout entier,whole | ,всей,whole | overall | total | 
183,entire,au complet,full | whole | ,полный,full | complete | total | comprehensive | whole | 
184,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
185,entire,tout entier,whole | ,целую,whole | 
186,entire,entier,whole | full | complete | sole | ,целую,whole | 
187,entire,complet,full | complete | comprehensive | whole | extensive | total | ,целую,whole | 
188,entire,au complet,full | whole | ,целую,whole | 
189,entire,tout entier,whole | ,весь,all | whole | 
190,entire,no_equality,,цельный,whole | solid | integral | coherent | consistent | seamless | 
191,entire,no_equality,,целостный,holistic | integral | whole | consistent | seamless | 
192,anything,n'importe quoi,I would give anything to know the truth|,что-нибудь,Have you ever seen anything like this?|
193,anything,n'importe quoi,I would give anything to know the truth|,ничто,We aren’t going to find anything out here.|
194,anything,rien,I haven't heard anything from him|,всё,I'll do anything I can|
195,anything,quelque chose,Is there anything I can do?|Have you noticed anything?|,всё,I'll do anything I can|
196,anything,tout,I will sign anything you want|,что-нибудь,Have you ever seen anything like this?|
197,anything,n'importe quoi,I would give anything to know the truth|,что-нибудь,Have you ever seen anything like this?|
198,anything,tout,I will sign anything you want|,что-нибудь,Have you ever seen anything like this?|
199,anything,n'importe quoi,I would give anything to know the truth|,ничто,We aren’t going to find anything out here.|
200,anything,rien,I haven't heard anything from him|,всё,I'll do anything I can|
201,anything,quelque chose,Is there anything I can do?|Have you noticed anything?|,всё,I'll do anything I can|
202,background,arrière-plan,white background|grey background|transparent background|page background|,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
203,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,корень,immigrant background|root | origin | 
204,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
205,background,contexte,historical background|political background|general background|cultural background|context | environment | setting | backdrop | circumstance | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
206,background,fond,black background|blue background|dark background|green background|fund | funding | money | bottom | shallows | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
207,background,antécédent,family background|professional background|diverse backgrounds|criminal background|history | track record | precedent | antecedents | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
208,background,milieu,different backgrounds|socio-economic background|disadvantaged backgrounds|natural background|environment | community | medium | workplace | setting | middle | circle | milieu | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
209,background,historique,brief background|background of the project|history | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
210,background,horizon,different social backgrounds|various professional backgrounds|horizon | skyline | walks of life | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
211,background,arrière-plan,white background|grey background|transparent background|page background|,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
212,background,contexte,historical background|political background|general background|cultural background|context | environment | setting | backdrop | circumstance | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
213,background,fond,black background|blue background|dark background|green background|fund | funding | money | bottom | shallows | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
214,background,antécédent,family background|professional background|diverse backgrounds|criminal background|history | track record | precedent | antecedents | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
215,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
216,background,milieu,different backgrounds|socio-economic background|disadvantaged backgrounds|natural background|environment | community | medium | workplace | setting | middle | circle | milieu | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
