,bigram,chi-sq
184,"('study', 'of')",268.48592842560214
185,"('the', 'past')",268.0615658904926
186,"('term', 'of')",261.50738789454397
187,"('that', ""'s"")",260.32044443782263
188,"('such', 'a')",257.16143251911967
189,"('around', 'the')",254.34877587520063
190,"('will', 'be')",251.7720932670474
191,"('have', 'a')",247.5015719064035
192,"('we', 'face')",243.2672091012515
193,"('to', 'do')",242.37026610282552
194,"('be', 'able')",237.92613844579785
195,"('come', 'on')",237.8951802946807
196,"('well', 'as')",236.69573876410976
197,"('man', 'and')",236.6693179952852
198,"('like', 'a')",233.46297111749195
199,"('when', 'he')",232.33853244868402
200,"('tradition', 'of')",232.15304332498832
201,"('and', 'then')",228.6227478388566
202,"('all', 'of')",227.78889395911412
203,"('you', 'know')",225.0685931934171
204,"('listen', 'to')",224.44091527079675
205,"('we', '')",221.96094124712525
206,"('we', 'seek')",221.24871353708508
207,"('not', 'always')",219.87631171224186
208,"('across', 'the')",218.93469217362272
209,"('sine', 'and')",216.37173833222923
210,"('so', 'let')",214.79527272202208
211,"('to', 'make')",213.41991058386046
212,"('what', 'I')",212.88734767262085
213,"('why', 'I')",206.67894237061918
214,"('the', 'lord')",205.32158146387658
215,"(""'s"", 'back')",204.4475173837632
216,"('the', 'most')",203.04767591028514
217,"('at', 'some')",201.87972477062146
218,"('to', 'love')",201.79589234727447
219,"('you', 'may')",198.4004207224353
220,"('he', ""'s"")",197.75695860123673
221,"('need', 'to')",197.67798490403567
222,"('may', 'not')",197.60573752777296
223,"('fact', 'that')",197.12713140884918
224,"('for', 'i')",196.63875270498613
225,"('the', 'next')",194.82470073330973
226,"('this', 'nation')",194.1764075293241
227,"('who', 'have')",192.34023218950824
228,"('why', 'we')",191.77168593831524
229,"(""'s"", 'go')",189.4604214952098
230,"('say', 'that')",189.38139723135248
231,"('I', 'say')",189.19174816186154
232,"('it', 'all')",188.780953415291
233,"('recognize', 'that')",187.82534847096684
234,"('you', ""'"")",185.3904633457201
235,"('this', 'be')",185.16971019613135
236,"('free', 'to')",183.648600228399
237,"('for', 'the')",182.72229965408525
238,"('know', 'what')",180.49162323857516
239,"('of', 'this')",180.35247865433743
240,"('tell', 'you')",176.21935465223086
241,"('so', 'many')",173.45234550053848
242,"('by', 'the')",172.94190664836415
243,"('one', 'of')",172.73408139820768
244,"('know', 'that')",172.43224236848184
245,"('a', 'certain')",171.45368045302706
246,"('you', 'have')",171.30810458529706
247,"('the', 'best')",171.13280431013277
248,"('make', 'it')",170.8607986269983
249,"('live', 'in')",170.77856279287033
250,"('with', 'a')",170.53659720353636
251,"('when', 'I')",169.17578242404903
252,"('the', '21')",167.78842251918914
253,"('because', 'of')",166.8327643386342
254,"('they', 'have')",166.79960887403382
255,"('a', 'number')",164.17514194231674
256,"('propose', 'a')",163.50525536436703
257,"('to', 'build')",163.39270026680396
258,"('not', 'only')",162.19851327525626
259,"('between', 'the')",160.6410330321885
260,"('God', ""'s"")",160.28922992023223
261,"('that', '’s')",158.53790404741895
262,"('get', 'a')",158.46448010107724
263,"('the', 'first')",158.358250618775
264,"('she', 'will')",157.23882498421426
265,"('say', 'this')",156.90536944384277
266,"('no', 'one')",155.7521106151438
267,"('but', 'I')",154.11535297124323
268,"('to', 'get')",153.46598278733438
269,"('of', 'God')",153.32895338034652
270,"('this', 'thing')",153.04149375347114
271,"('the', 'truth')",151.79958293720162
272,"('from', 'the')",151.65195416758363
273,"('effort', 'to')",151.39452763257287
274,"('to', 'keep')",151.39452763257287
275,"('they', 'be')",148.9552698168138
276,"('come', 'to')",148.07786051370303
277,"('the', 'city')",147.2903877934055
278,"('the', 'middle')",146.91282070511886
279,"('time', 'for')",146.22967976542765
280,"('have', 'never')",146.2110635338906
281,"('when', 'you')",146.10255389257546
282,"('to', 'work')",145.6074289917777
283,"('thing', 'that')",145.09319218191476
284,"('see', 'it')",143.84517269440016
285,"('through', 'the')",143.57377613998935
286,"('to', 'help')",143.4947283382941
287,"('a', 'second')",143.16602032608333
288,"('to', 'see')",142.9773430174662
289,"('what', 'we')",142.38148079868597
290,"('the', 'problem')",142.06336115968
291,"('the', 'greatest')",141.0067056587051
292,"('people', 'who')",140.55911457691818
293,"('but', 'it')",140.29776841513382
294,"('shall', 'not')",139.6457581284263
295,"('how', 'we')",138.42095294430544
296,"('many', 'of')",137.25519145591701
297,"('heart', 'of')",136.50527717315808
298,"('the', 'subject')",135.90193610858447
299,"('lead', 'to')",133.34852038926496
300,"('to', 'protect')",132.9492162454726
301,"('I', 'understand')",132.22643969901162
302,"('a', 'young')",132.01001240729806
303,"('tell', 'us')",131.54188418648675
304,"('hard', 'to')",131.2551148257789
305,"('if', 'I')",130.72628256213522
306,"('just', 'as')",130.72617118768594
307,"('during', 'the')",130.30370842254598
308,"('he', 'say')",129.32434764705116
309,"('in', 'which')",129.1779427536929
310,"('shall', 'be')",127.93267756536726
311,"('million', 'of')",127.66267753396153
312,"('the', 'study')",126.62265441982933
313,"('up', 'for')",126.00551499817367
314,"('so', 'I')",125.90543447139238
315,"('the', 'word')",125.55996754194436
316,"('for', 'us')",124.9918594572311
317,"('I', 'can')",124.38777501786637
318,"('it', '')",124.22685714357588
319,"('a', 'very')",124.0874722232396
320,"('over', 'the')",122.43886372803782
321,"('something', 'that')",121.61724787727398
322,"('as', 'we')",120.39852787401797
323,"('the', 'other')",119.95490204723602
324,"('be', 'easy')",118.91070392208006
325,"('this', 'year')",118.77810062710216
326,"('you', 'own')",115.80190511722988
327,"('world', ""'s"")",115.35326128731019
328,"('on', 'a')",114.86398873884369
329,"('be', 'still')",114.35523841549404
330,"('nation', ""'s"")",112.88093257000823
331,"('use', 'to')",112.34907847279239
332,"('not', 'think')",112.26288072425284
333,"('the', 'future')",111.60662230098174
334,"('of', 'America')",110.4281151438868
335,"('state', 'of')",109.44116452930761
336,"('to', 'take')",109.27235947832659
337,"('when', 'they')",108.58917487994904
338,"('the', 'last')",108.50270356341488
339,"('we', 'shall')",107.09287227945939
340,"('to', 'speak')",106.74923101792942
341,"('let', 'us')",104.93797424606208
342,"('percent', 'of')",103.23179897981628
343,"('the', 'heart')",102.49629800449169
344,"('who', 'will')",102.35341444171675
345,"('which', 'be')",102.16956309995236
346,"('to', 'create')",101.705142835667
347,"('the', 'class')",101.25275604006684
348,"('but', 'if')",101.24225465324415
349,"('in', 'a')",100.44717123388999
350,"('a', 'nation')",99.82107986659841
351,"('in', 'time')",99.19591889561771
352,"('of', 'my')",98.82310267951604
353,"('the', 'house')",98.80903472858873
354,"('of', 'Fourier')",97.65865750394404
355,"('do', 'so')",95.81527516699052
356,"('be', 'be')",95.72742835140069
357,"('about', 'the')",95.1259237076464
358,"('you', '')",94.69697132976067
359,"('be', 'clear')",93.70179373797302
360,"('because', 'it')",92.60824705321922
361,"('the', 'economy')",92.08819352784113
362,"('serve', 'in')",91.44360228671364
363,"('of', 'black')",90.17839019348291
364,"('be', 'true')",89.54885295875555
365,"('have', 'to')",89.4906630240008
366,"('take', 'a')",89.36358956768711
367,"('give', 'you')",89.23602061813754
368,"('what', ""'s"")",87.64233056567628
369,"('end', 'of')",87.55568432370477
370,"('be', 'important')",86.80935843646958
371,"('must', 'be')",84.67089041785712
372,"('say', 'my')",82.01521115658223
373,"('not', 'want')",81.42738211557857
374,"('that', 'I')",81.10541155845685
375,"('look', 'for')",80.74160458730299
376,"('what', 'you')",80.22446739532326
377,"('have', 'be')",80.16281371780563
378,"('as', 'they')",78.22284548410421
379,"('who', 'be')",77.1128783626213
380,"('most', 'of')",74.86637530299076
381,"('understand', 'that')",74.85968232017366
382,"('will', 'make')",74.55585300195824
383,"('but', 'there')",74.32479204304242
384,"('but', 'we')",72.8394940755927
385,"('in', 'America')",71.64977446099297
386,"('the', 'reason')",70.58013158227212
387,"('face', 'of')",70.34567878935064
388,"('of', 'war')",69.47637055957439
389,"('with', 'the')",69.06665015188945
390,"('and', 'be')",68.7040619407491
391,"('of', 'course')",68.57894599994987
392,"('’ve', 'be')",68.19882251738487
393,"('they', '')",68.16882634679943
394,"('important', 'to')",67.98299576473954
395,"('do', 'it')",67.89205306495447
396,"('just', 'a')",67.42225156108101
397,"('be', 'no')",67.24202904272683
398,"('into', 'the')",66.0785847079729
399,"('who', ""'s"")",65.67590891732094
400,"('now', 'I')",65.41421518686224
401,"('so', 'that')",64.2425675814132
402,"('because', 'I')",63.16166333334974
403,"('country', 'and')",63.14550240337291
404,"('we', 'see')",63.11599312223151
405,"('policy', 'that')",62.58824754203923
406,"('you', 'see')",62.363104426433786
407,"('the', 'moment')",62.27362284039712
408,"('issue', 'of')",62.16453188983428
409,"('not', 'know')",62.14913213189679
410,"('in', 'some')",61.78574055986201
411,"('know', 'I')",61.736547943537836
412,"('you', 'say')",61.65418788386617
413,"('the', 'cost')",61.35000306669352
414,"('be', 'also')",60.454925028448564
415,"('the', 'republican')",60.128221062553465
416,"('the', 'budget')",59.93322439020141
417,"('of', 'human')",59.605216364872895
418,"('so', 'on')",59.09440854784606
419,"('of', 'government')",58.02509304711953
420,"('i', 'so')",57.71016251788475
421,"('may', 'be')",57.42725493485467
422,"('a', 'great')",56.82216654149134
423,"('this', 'world')",56.79539522210955
424,"('do', 'you')",56.670442125409835
425,"('see', 'the')",56.3396168696814
426,"('not', 'have')",56.30250078067459
427,"('the', 'two')",56.025263125706424
428,"('to', 'think')",54.82122998054696
429,"('you', 'want')",54.64419474994907
430,"('it', 'will')",54.39151153247626
431,"('in', 'every')",54.053447887367376
432,"('back', 'to')",53.878264286298666
433,"('have', 'get')",53.81541317729647
434,"('we', 'do')",53.57168299501045
435,"('for', 'all')",52.32125257062897
436,"('be', 'just')",52.271989546738375
437,"('with', 'us')",52.177705742616084
438,"('for', 'a')",52.08527240865038
439,"('think', 'that')",51.590941868858124
440,"('family', 'and')",51.51590666537901
441,"('to', 'serve')",51.47915018027936
442,"('when', 'it')",50.75763804408497
443,"('with', 'i')",50.56684094010348
444,"('I', 'love')",50.17378523012239
445,"('the', 'course')",50.070591618958076
446,"('in', 'my')",49.98039941585962
447,"('how', 'to')",49.40493457928893
448,"('in', 'love')",49.011706355517845
449,"('of', 'its')",48.57206954081034
450,"('the', 'question')",47.344100869069855
451,"('there', 'will')",47.06766374957455
452,"('and', 'so')",47.022766336804374
453,"('be', 'very')",46.91749983009496
454,"('not', 'go')",46.56313673254787
455,"('will', 'have')",45.97954070584413
456,"('be', 'I')",45.907939530207834
457,"('i', 'to')",45.64000197659006
458,"('the', 'state')",45.56736431112976
459,"('to', 'live')",45.436473893715686
460,"('we', 'know')",45.35158845664387
461,"('what', 'they')",45.2823136209157
462,"('and', 'the')",44.42757596435858
463,"('they', 'do')",44.04022943089392
464,"('as', 'one')",43.962660461197906
465,"('I', 'see')",43.85375009669456
466,"('of', 'their')",43.592007621685404
467,"('on', 'my')",42.868181714446514
468,"('you', 'the')",42.792915922464914
469,"('be', 'tell')",42.39560181306982
470,"('what', 'do')",42.080053788510604
471,"('into', 'a')",41.58587812272017
472,"('in', 'one')",41.2927093339085
473,"('history', 'of')",41.262841315903145
474,"('be', 'some')",41.253842261528575
475,"('idea', 'that')",41.24692511071101
476,"('way', 'to')",41.07606718535259
477,"('be', 'use')",40.94290622970874
478,"('think', 'it')",40.76277235045338
479,"('the', 'number')",39.85504031427137
480,"('way', 'you')",39.01363040485169
481,"('have', 'no')",38.98295564955022
482,"('always', 'be')",38.462672324820325
483,"('be', 'always')",38.462672324820325
484,"('be', 'too')",37.34651059975967
485,"('at', 'this')",36.8863607126489
486,"('ll', 'be')",36.765411191577456
487,"('what', 'be')",36.47744277993949
488,"('need', 'a')",36.47637459133027
489,"('I', 'also')",35.61045739043185
490,"('i', 'I')",35.56979568722738
491,"('you', 'be')",35.23958474000862
492,"('the', 'very')",35.124069999548176
493,"('the', 'only')",35.09101207304437
494,"('as', 'it')",34.529569743376236
495,"('because', 'we')",34.09291319516952
496,"('the', 'face')",34.02633654465041
497,"('now', 'we')",33.865684187353736
498,"('that', 'you')",33.7096010059006
499,"('the', 'law')",33.64746273368692
500,"('they', 'can')",33.633930564082966
501,"('have', 'some')",33.588425602665616
502,"('not', 'get')",33.042431985156135
503,"('a', 'war')",32.2156909220034
504,"('the', 'time')",31.94598138968776
505,"('mean', 'to')",31.79437512895924
506,"('us', 'people')",31.33509838991079
507,"('way', 'that')",31.3131109981226
508,"('here', 'in')",30.664435641261417
509,"('can', 'do')",30.557736144447137
510,"('to', 'thank')",30.512134608267065
511,"('be', 'to')",30.24985577848022
512,"('be', 'what')",29.902965205085557
513,"('have', 'make')",29.645251163847202
514,"('of', 'every')",29.54923125527396
515,"('to', 'that')",28.20964727401417
516,"('the', 'country')",27.75907090354562
517,"('with', 'my')",27.665710046947645
518,"('question', 'be')",27.63857742059791
519,"('than', 'the')",27.441865733761343
520,"(""'s"", 'not')",27.104102527886592
521,"('to', 'the')",26.688657053046388
522,"('do', 'with')",26.353439391122087
523,"('about', 'it')",26.267019605034296
524,"('get', 'it')",25.724747925150353
525,"('the', 'right')",25.189031594786357
526,"('on', 'this')",25.12758948325391
527,"('way', 'in')",25.09489570972978
528,"('and', 'it')",24.985451551034835
529,"('the', 'day')",24.2253243492766
530,"('of', 'all')",24.21285275332161
531,"('here', 'I')",24.082546731807337
532,"('so', 'you')",23.776273327642134
533,"('life', 'be')",23.620844746175194
534,"('have', 'not')",23.569961909908823
535,"('so', 'it')",23.55106341161477
536,"('you', 'will')",23.264141072472675
537,"('people', 'in')",22.95088242532978
538,"('they', 'will')",22.73143981331518
539,"('to', 'know')",22.628044279220784
540,"('people', 'of')",22.164624032404994
541,"('when', 'the')",21.88326495497003
542,"('the', 'idea')",21.790077231603192
543,"('be', 'work')",21.576488565880094
544,"('that', 'there')",21.236405100209904
545,"('in', 'us')",21.226577843528023
546,"('because', 'the')",21.220630533993546
547,"('know', 'you')",21.112226939610505
548,"('the', 'health')",20.986744167458337
549,"('get', 'to')",20.902499491570445
550,"('I', 'get')",20.698795797445825
551,"('make', 'a')",20.46825409551552
552,"('nation', 'and')",20.225122455647835
553,"('for', 'you')",20.201112359004032
554,"('see', 'a')",20.09458707363832
555,"('right', 'and')",19.98231933463831
556,"('be', 'we')",19.93808982166937
557,"('that', 'they')",19.663357238677378
558,"('say', 'I')",19.279248720135694
559,"('and', 'we')",19.174385308363153
560,"('so', 'we')",18.8375799047062
561,"('a', 'world')",18.66386960220359
562,"('year', 'of')",18.61346162059473
563,"('you', 'do')",18.38119323287324
564,"('it', 'go')",18.144166230792617
565,"('think', 'of')",18.05401524226069
566,"('', 'be')",18.053554805600697
567,"('', 'have')",17.0620555320504
568,"('if', 'it')",16.98294372446705
569,"('up', 'to')",16.80700860002745
570,"('make', 'the')",16.773503870890295
571,"('of', 'other')",16.73948011944075
572,"('America', 'and')",16.511373220941245
573,"('be', 'it')",16.47315378460775
574,"('be', 'how')",16.267022226847313
575,"('at', 'a')",15.981989845570483
576,"('use', 'the')",15.716358425720355
577,"('not', 'as')",15.471859726227933
578,"('way', 'of')",15.305210905653441
579,"('God', 'be')",15.284637283099311
580,"('the', 'need')",14.991138455076788
581,"('that', 'a')",14.746959949528732
582,"('be', 'here')",14.722955020995654
583,"('here', 'be')",14.722955020995654
584,"('have', 'say')",14.560447810044126
585,"('like', 'to')",13.942310280432139
586,"('that', '')",13.67084904687186
587,"('the', 'job')",13.524178831209817
588,"('can', 'be')",13.27485863107029
589,"('be', 'at')",12.696038294661347
590,"('we', 'go')",12.535029954594485
591,"('my', 'do')",12.474134710397564
592,"('make', 'you')",12.441513375776696
593,"('there', 'have')",12.302227516761475
594,"('the', 'thing')",12.276847240795226
595,"('be', 'you')",12.257275744570112
597,"('us', 'be')",12.132618183425823
596,"('be', 'us')",12.132618183425823
598,"('a', 'time')",12.044837142507571
599,"('on', 'you')",12.042851225205608
600,"('have', 'do')",11.954772170924263
601,"('he', 'be')",11.9279350203267
602,"('to', 'be')",11.757502187601059
603,"('take', 'the')",11.687805820965277
604,"('or', 'the')",11.2020085990939
605,"('people', 'and')",11.106806810692772
606,"('that', 'will')",11.101419331801077
607,"('where', 'the')",10.848183539033798
608,"('not', 'be')",10.814620235516047
609,"('you', 'go')",10.592155280941759
610,"('of', 'you')",10.584968286954624
611,"('be', 'that')",10.488661850418463
612,"('as', 'I')",10.196447083939042
613,"('not', 'the')",9.981163156421827
614,"('it', 'to')",9.636757685431407
615,"('and', 'other')",9.624640319016189
616,"('be', 'make')",9.598493557160696
617,"('to', 'say')",9.28319476197793
618,"('I', 'just')",8.87209975134381
619,"('and', 'have')",8.721426567774992
620,"('right', 'to')",8.68961587731233
621,"('of', 'time')",8.27705120369039
622,"('by', 'a')",8.201343234892335
623,"('we', 'all')",8.16606052234613
624,"('to', 'a')",8.088762937456478
625,"('out', 'and')",7.868038555019586
626,"('right', 'that')",7.7708840309637095
627,"('not', 'you')",7.712057018543439
628,"('of', 'what')",7.711083480301399
629,"('time', 'to')",7.6075907148441235
630,"('that', 'when')",7.536877316817137
631,"('on', 'us')",7.423105814280947
632,"('us', 'to')",7.361623579361855
633,"('be', 'more')",7.314110889569382
634,"('that', 'if')",7.257415739882822
635,"('and', 'more')",7.248665083569216
636,"('say', 'in')",7.1346179186486705
637,"('and', 'to')",6.9664678383784375
638,"('the', 'people')",6.874505810628016
639,"('in', 'that')",6.865029220376847
640,"('for', 'this')",6.804010527308269
641,"('and', 'a')",6.329624820119333
642,"('with', 'you')",6.320110740835913
643,"('not', 'a')",6.146060234289722
644,"('for', 'that')",6.0045051717249835
645,"('time', 'of')",5.955839889332111
646,"('time', 'and')",5.821407490187563
647,"('of', 'it')",5.731345249014598
648,"('and', 'now')",5.651248371768354
649,"('do', 'I')",5.650233543890099
650,"('people', 'be')",5.393766484815064
651,"('and', 'in')",5.384249469210733
652,"('and', 'there')",5.355389623682012
653,"('you', 'to')",5.092114020183968
654,"('that', 'in')",5.052202263933005
655,"('to', 'i')",5.011134828399477
656,"('that', 'people')",4.956905655837339
657,"('that', 'have')",4.9551940937357895
658,"('and', 'when')",4.899124252788017
659,"('be', 'one')",4.863638341189971
660,"('and', 'my')",4.544922571676089
661,"('country', 'be')",4.487262783647111
662,"('or', 'a')",4.454943691204871
663,"('do', 'the')",4.409027701412632
664,"('and', 'he')",4.374371773555552
665,"('be', 'take')",4.038924372265331
666,"('it', 'I')",3.6971477961736023
667,"('all', 'the')",3.6456264641651828
668,"('be', 'this')",3.632839028276378
669,"('the', 'year')",3.5853401740342368
670,"('be', 'so')",3.5423417614918846
671,"('but', 'you')",3.473700292556075
672,"('that', 'this')",3.2851986140644387
673,"('I', 'do')",3.132957352523956
674,"('of', 'people')",3.101011497622711
675,"('as', 'you')",2.895414083187225
676,"('one', 'that')",2.689396263387212
677,"('be', 'will')",2.6365322072105695
678,"('in', 'it')",2.620415493956343
679,"('to', 'go')",2.5822310276653484
680,"('but', 'the')",2.543911895033783
681,"('of', 'a')",2.533231030944062
682,"('to', 'this')",2.448462541247131
683,"('of', 'they')",2.2451883610960186
684,"('to', 'my')",2.1088782664095627
685,"('to', 'have')",2.048453982428862
686,"('there', 'that')",2.003102072522928
687,"('will', 'to')",1.9616937326300679
688,"('and', 'if')",1.8678751562038571
689,"('to', 'us')",1.7460315177167145
690,"('be', 'with')",1.728177467425344
691,"('be', 'get')",1.6949753815990658
692,"('you', 'I')",1.6775394966064037
693,"('be', 'out')",1.5873012407163656
694,"('and', 'what')",1.5559772865832011
695,"('and', 'for')",1.3943206548439244
696,"('do', 'we')",1.3891297198684847
697,"('but', 'in')",1.3386564310814926
698,"('be', 'the')",1.3306502886188434
699,"('all', 'I')",1.2624868997866583
700,"('you', 'and')",1.2262137409738774
701,"('in', 'you')",1.2058595926013997
702,"('of', 'that')",1.2011453892631676
703,"('and', 'by')",1.151293703142608
704,"('on', 'that')",0.9912222961564741
705,"('now', 'the')",0.9121065787520247
706,"('and', 'you')",0.8928458232291212
707,"('and', 'that')",0.8751471560252468
708,"('do', 'that')",0.7908754306021484
709,"('all', 'and')",0.7560051470043725
710,"('and', 'all')",0.7560051470043725
711,"('and', 'i')",0.7502283337616337
712,"('i', 'and')",0.7502283337616337
713,"('and', 'say')",0.6906485876046242
714,"('on', 'and')",0.6843468897739018
715,"('that', 'us')",0.6777220671137837
716,"('that', 'the')",0.6762615030114556
717,"('be', 'on')",0.6524066777504238
718,"('and', 'as')",0.6469275606297366
719,"('with', 'that')",0.6190631394635745
720,"('so', 'the')",0.5899535230819581
