,word,local_word,examples,local_examples,examples_and_definitions
26,but,тем не менее,"What he says is ugly, but it's quite true|","То, что он говорит, отвратно, но тем не менее это совершенная правда | ","What he says is ugly, but it's quite true|"
27,but,однако,"Sam would have been best, but he was dead|","Больше всего подошел бы Сэм, однако он был мертв | ","Sam would have been best, but he was dead|"
28,but,как / кроме как,There was nothing else to do but to wait|,"Не оставалось ничего другого, как ждать | ",There was nothing else to do but to wait|
29,but,чтобы не,Never a day passes but he calls her|,"Не проходит и дня, чтобы он ей не позвонил | ",Never a day passes but he calls her|
30,you,вы,May I offer you a drink?|,Могу я предложить вам что-нибудь выпить? | ,May I offer you a drink?|
31,you,ты,I'm thinking about you|,Я думаю о тебе | ,I'm thinking about you|
32,this,этот,Do you recognise this object?|,Вам знаком этот предмет? | ,Do you recognise this object?|
33,this,это,I will explain this to you more fully later|,Я объясню это вам потом подробнее | ,I will explain this to you more fully later|
34,not,нельзя,empty_cell,empty_cell,empty_cell
35,not,мало,empty_cell,empty_cell,little | not only | poorly | too little | 
36,not,недостаточно,empty_cell,empty_cell,enough | insufficiently | sufficiently | too little | 
37,not,совсем,empty_cell,empty_cell,quite | very | completely | exactly | entirely | totally | absolutely | 
38,not,плохо,empty_cell,empty_cell,badly | poorly | wrong | 
39,not,невозможно,empty_cell,empty_cell,empty_cell
40,have,иметь,to have the right|to have children|to have consequences|to have access|,иметь право | иметь детей | иметь последствия | иметь доступ | ,to have the right|to have children|to have consequences|to have access|make | mean | be | feature | hold | enjoy | keep | possess | 
41,have,быть,to have time|to have their hands full|to have a product|to have nuclear weapons|,быть времени | быть предостаточно | быть продукции | быть ядерного оружия | ,to have time|to have their hands full|to have a product|to have nuclear weapons|be | include | feature | get | come | go | offer | become | 
42,have,получить,to have a chance|to have infections|,получить шанс | получить инфекции | ,to have a chance|to have infections|get | receive | obtain | gain | win | find | earn | grant | 
43,have,обладать,to have legitimacy|to have its own local particularities|,обладать легитимностью | обладать местными особенностями | ,to have legitimacy|to have its own local particularities|possess | wield | own | possess | 
44,have,оказать,empty_cell,empty_cell,provide | render | exert | extend | put up | 
45,have,мочь,empty_cell,empty_cell,can | could | allow | may | 
46,have got,быть,empty_cell,empty_cell,have | be | include | feature | get | come | go | offer | become | 
47,have got,попалить,empty_cell,empty_cell,hit | fall | have got to | land | end up | strike | advance | fall | 
48,have to,придтись,empty_cell,empty_cell,force | account for | 
49,have to,вынудить,empty_cell,empty_cell,force | compel | force | cause | induce | prompt | pressure | displace | 
50,have to,приходиться,empty_cell,empty_cell,account for | make up | contribute | account for | 
51,have to,следовать,empty_cell,empty_cell,follow | pursue | follow | 
52,have to,потребоваться,empty_cell,empty_cell,require | need | 
53,have to,обязать,empty_cell,empty_cell,owe | order | oblige | must | commit | should | 
54,have to,иметь,empty_cell,empty_cell,have | make | mean | be | feature | hold | enjoy | keep | possess | 
55,letter,письмо,open letter|cover letter|official letter|registered letter|,открытое письмо | сопроводительное письмо | официальное письмо | заказное письмо | ,open letter|cover letter|official letter|registered letter|e-mail | message | mail | writing | 
56,letter,буква,drive letter|first letter|letter of the law|capital letter|,буква диска | первая буква | буква закона | Заглавная буква | ,drive letter|first letter|letter of the law|capital letter|character | 
57,letter,символ,letters of genetic code|,символов генетического кода | ,letters of genetic code|symbol | character | icon | 
58,plate,пластина,color plate|offset plate|phosphorous plate|gold plate|,Цветовая пластина | офсетных пластин | Фосфорная пластина | золотые пластины | ,color plate|offset plate|phosphorous plate|gold plate|sheet | wafer | shutter | platter | 
59,plate,плита,tectonic plate|base plate|sandwich plate|wall plate|,тектонические плиты | фундаментная плита | слоистые плиты | настенной плиты | ,tectonic plate|base plate|sandwich plate|wall plate|stove | hob | hotplate | slab | oven | hot plate | stove top | cooker | 
60,plate,тарелка,souvenir plates|dinner plate|,сувенирные тарелки | обеденную тарелку | ,souvenir plates|dinner plate|dish | bowl | saucer | mater | sliver | dinner plate | 
61,plate,пластинка,glass plate|X-ray plate|,стеклянная пластинка | рентгеновскую пластинку | ,glass plate|X-ray plate|disc | record | disk | wafer | vinyl | phonograph record | brace | strip | 
62,plate,лист,empty_cell,empty_cell,sheet | leaf | piece | slate | sheet steel | 
63,plate,табличка,empty_cell,empty_cell,sign | tablet | plaque | placard | shield | 
64,plate,листы,empty_cell,empty_cell,sheet | leaf | piece | slate | sheet of paper | 
65,plate,посуда,empty_cell,empty_cell,dish | utensil | kitchenware | crockery | ware | tableware | kitchen utensil | cookware | 
66,plate,доска,empty_cell,empty_cell,board | plank | plaque | blackboard | whiteboard | chessboard | 
67,treat,угощение,morning treat|,утреннее угощение | ,morning treat|feast | 
68,treat,удовольствие,empty_cell,empty_cell,pleasure | fun | satisfaction | enjoyment | amusement | joy | delight | 
69,treat,лакомство,empty_cell,empty_cell,delicacy | dainty | 
70,treat,лечить,to treat people|,лечить людей | ,to treat people|heal | cure | heal | dose | 
71,treat,рассматривать,empty_cell,empty_cell,consider | see | view | regard | examine | review | 
72,treat,относиться,empty_cell,empty_cell,include | apply | belong | relate | concern | view | regard | date back | 
73,treat,обращаться,empty_cell,empty_cell,turn | contact | apply | appeal | address | deal | turn | reach out | 
74,treat,вылечить,empty_cell,empty_cell,cure | heal | 
75,treat,рассматриваться,empty_cell,empty_cell,consider | view | address | examine | regard | see | review | construe | 
76,treat,угостить,empty_cell,empty_cell,empty_cell
77,treat,обрабатывать,to treat even vast skin areas|,обрабатывать даже большие участки кожи | ,to treat even vast skin areas|process | handle | process | handle | machine | cultivate | 
78,treat,лечиться,empty_cell,empty_cell,empty_cell
79,diner,diners,empty_cell,empty_cell,empty_cell
80,dinner,ужин,romantic dinner|gala dinner|family dinner|themed dinner|,романтический ужин | торжественный ужин | семейный ужин | тематический ужин | ,romantic dinner|gala dinner|family dinner|themed dinner|supper | meal | 
81,dinner,обед,business dinner|excellent dinner|,деловой обед | прекрасные обеды | ,business dinner|excellent dinner|lunch | meal | afternoon | lunchtime | 
82,necessary,нужный,empty_cell,empty_cell,right | needed | correct | appropriate | proper | relevant | 
83,necessary,обязательный,empty_cell,empty_cell,mandatory | compulsory | obligatory | binding | essential | indispensable | optional | 
84,necessary,необходимый,empty_cell,empty_cell,empty_cell
85,necessary,неотъемлемый,empty_cell,empty_cell,integral | inalienable | essential | inherent | indispensable | vital | 
86,necessary,должный,empty_cell,empty_cell,proper | due | adequate | appropriate | 
87,go,идти,to go home|to go further|to go straight|to go forward|,идти домой | идти дальше | идти прямо | идти вперед | ,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
88,go,пойти,to go well|to go there|to go down|to go wrong|,пойти хорошо | пойти туда | пойти вниз | пойти плохо | ,to go well|to go there|to go down|to go wrong|walk | go out | 
89,go,быть,to go decisively|to go tomorrow|to go in vain|,быть настроены решительно | быть сделано завтра | быть пролита напрасно | ,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
90,go,ходить,empty_cell,empty_cell,walk | walk | run | walk around | wear | 
91,go,пройти,to go smoothly|to go here|to go too well|to go into her exam|,пройти гладко | пройти сюда | пройти хорошо | пройти экзамен | ,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
92,go,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|,отправиться в летний лагерь | отправиться на нетронутые рифы | отправиться в эту деревню | ,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
93,go,перейти,to go to the background image|to go into its pinwheel display|,Перейти на фоновое изображение | перейти в режим шутихи | ,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
94,go,ехать,to go there directly|,ехать прямо туда | ,to go there directly|drive | travel | travel | ride | drive | 
95,go,поехать,empty_cell,empty_cell,drive | go there | go back | go out | ride | 
96,go away,уезжать,empty_cell,empty_cell,leave | go away | go away | 
97,go up,идти вверх,empty_cell,empty_cell,empty_cell
98,go up,подходить,empty_cell,empty_cell,suit | fit | approach | come up | walk up | place | go up | match | befit | 
99,go up,росить,empty_cell,empty_cell,grow | grow up | go up | climb | 
100,go awry,сойти с ума,empty_cell,empty_cell,empty_cell
101,go around,обойти,empty_cell,empty_cell,bypass | circumvent | evade | bypass | outflank | finesse | tour | walk around | 
102,go around,вращаться,empty_cell,empty_cell,rotate | revolve | spin | spin | rotate | spin around | move around | 
103,go around,ездить по миру,empty_cell,empty_cell,empty_cell
104,go around,часто путешествовать,empty_cell,empty_cell,empty_cell
105,go around,хватать,empty_cell,empty_cell,lack | grab | catch | suffice | afford | miss | deprive | rip | 
106,go around,пролетать,empty_cell,empty_cell,fly | 
107,go around,ходить вокруг,empty_cell,empty_cell,empty_cell
108,go out,выйти,empty_cell,empty_cell,go | come out | leave | reach | release | emerge | enter | step | 
109,go out,выходить,to go out into the streets|,выходить на улицу | ,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
110,go out,пойти,empty_cell,empty_cell,go | walk | go | 
111,go out,уходить,empty_cell,empty_cell,go | leave | go away | go | leave | fade | dates back | 
112,go out,уйти,empty_cell,empty_cell,leave | go | go away | withdraw | get out | get away | escape | resign | 
113,go out,выслать,empty_cell,empty_cell,send | expel | come out | emerge | qualify | get out | advance | step | 
114,go out,отправиться,empty_cell,empty_cell,go | travel | set out | head | embark | leave | depart | 
115,go out,отправляться,empty_cell,empty_cell,go | leave | depart | head | head out | 
116,go out,выезжать,empty_cell,empty_cell,travel | travel | dispatch | 
117,go off,плыть,empty_cell,empty_cell,swim | sail | float | mind | go off | 
118,secret,секретный,empty_cell,empty_cell,confidential | sensitive | covert | secretive | undercover | 
119,secret,тайный,empty_cell,empty_cell,clandestine | covert | privy | arcane | insidious | esoteric | 
120,secret,сокровенный,empty_cell,empty_cell,innermost | intimate | 
121,secret,секрет,state secret|secret to high performance|shared secret|little secret|,государственные секреты | секрет высокой продуктивности | разделяемый секрет | маленький секрет | ,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
122,secret,тайна,trade secret|family secret|military secret|official secret|,коммерческая тайна | семейная тайна | военная тайна | государственная тайна | ,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
123,table,табличный,empty_cell,empty_cell,tabular | 
124,table,настольный,empty_cell,empty_cell,desktop | 
125,table,стол,round table|dining table|pool table|negotiating table|,круглый стол | обеденный стол | бильярдный стол | стол переговоров | ,round table|dining table|pool table|negotiating table|desk | desktop | 
126,table,таблица,routing table|following table|periodic table|partition table|,Таблица маршрутизации | следующая таблица | периодическая таблица | таблица разделов | ,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
127,table,столик,coffee table|dressing table|small table|changing table|,журнальный столик | туалетный столик | небольшим письменным столиком | пеленальный столик | ,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
128,table,рассматриваться,empty_cell,empty_cell,consider | view | address | examine | treat | regard | see | review | construe | 
129,create,создать,to create a vacuum|to create conditions|to create a system|to create institutions|,создать вакуум | создать условия | создать систему | создать институты | ,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
130,create,создавать,to create a world|to create problems|to create the impression|to create the circumstances|,создавать мир | создавать проблемы | создавать впечатление | создавать условия | ,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
131,create,создаваться,empty_cell,empty_cell,form | 
132,create,образовать,empty_cell,empty_cell,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
133,warm,теплый,very warm|,очень теплые | ,very warm|hot | 
134,warm,тепло,empty_cell,empty_cell,empty_cell
135,warm,уютный,empty_cell,empty_cell,cosy | comfortable | intimate | charming | friendly | pleasant | 
136,warm,горячий,empty_cell,empty_cell,hot | heated | ardent | 
137,warm,радушный,empty_cell,empty_cell,friendly | cordial | hospitable | welcome | kind | 
138,warm,согревать,empty_cell,empty_cell,empty_cell
139,warm,подогревать,empty_cell,empty_cell,fuel | 
140,warm,греть,empty_cell,empty_cell,heat | 
141,warm up,нагреваться,empty_cell,empty_cell,heat | heat up | 
142,warm up,нагреться,empty_cell,empty_cell,heat up | 
143,nobody,никто,Nobody says it will be easy|,"Никто не говорит, что это будет просто | ",Nobody says it will be easy|
144,entire,всей,empty_cell,empty_cell,whole | overall | total | 
145,entire,полный,empty_cell,empty_cell,full | complete | total | comprehensive | whole | 
146,entire,целую,empty_cell,empty_cell,whole | 
147,entire,весь,empty_cell,empty_cell,all | whole | 
148,entire,цельный,empty_cell,empty_cell,whole | solid | integral | coherent | consistent | seamless | 
149,entire,целостный,empty_cell,empty_cell,holistic | integral | whole | consistent | seamless | 
150,anything,что-нибудь,Have you ever seen anything like this?|,Вам уже приходилось видеть что-нибудь похожее? | ,Have you ever seen anything like this?|
151,anything,ничто,We aren’t going to find anything out here.|,Мы ничего здесь не найдем. | ,We aren’t going to find anything out here.|
152,anything,всё,I'll do anything I can|,"Я сделаю все, что смогу | ",I'll do anything I can|
153,background,фоновый,empty_cell,empty_cell,empty_cell
154,background,справочный,empty_cell,empty_cell,manual | 
155,background,фон,transparent background|white background|black background|radiation background|,прозрачном фоне | белый фон | Черный фон | радиационный фон | ,transparent background|white background|black background|radiation background|backdrop | background color | 
156,background,фоновый режим,empty_cell,empty_cell,empty_cell
157,background,происхождение,ethnic background|family background|,этническое происхождение | семейное происхождение | ,ethnic background|family background|origin | descent | ancestry | birth | lineage | 
158,background,задний план,empty_cell,empty_cell,empty_cell
159,background,фоновое изображение,empty_cell,empty_cell,empty_cell
160,background,предпосылка,empty_cell,empty_cell,prerequisite | premise | precondition | assumption | implication | boost | trait | 
161,background,корень,immigrant background|,иммигрантскими корнями | ,immigrant background|root | origin | 
162,child,дитя,young child|Pakistani children|innocent child|healthy child|,маленькое дитя | пакистанские дети | невинные дети | здоровые дети | ,young child|Pakistani children|innocent child|healthy child|kid | baby | 
163,child,ребенок,first child|second child|small child|virtual child|,первый ребенок | второй ребенок | маленький ребенок | виртуальным ребенком | ,first child|second child|small child|virtual child|baby | kid | 
164,child,размещении всех детей,empty_cell,empty_cell,empty_cell
165,child,размещении одного ребёнка,empty_cell,empty_cell,empty_cell
166,childhood,детство,early childhood|happy childhood|unhappy childhood|very difficult childhood|,раннее детство | счастливое детство | несчастливое детство | очень сложное детство | ,early childhood|happy childhood|unhappy childhood|very difficult childhood|
167,childhood,детском возрасте,empty_cell,empty_cell,empty_cell
168,everything,весь / всё,Everything else doesn't matter|,Всё остальное не имеет значения | ,Everything else doesn't matter|
169,grandchild,внук,little grandchildren|,маленьких внуков | ,little grandchildren|grandson | grandkid | 
170,ketchup,кетчуп,empty_cell,empty_cell,empty_cell
171,point,точка,starting point|access point|percentage point|ideal starting point|,отправная точка | точка доступа | процентные точки | идеальная отправная точка | ,starting point|access point|percentage point|ideal starting point|dot | spot | pixel | location | outlet | 
172,point,пункт,basis point|turning point|vaccination points|passport control points|,базовый пункт | поворотный пункт | пункты вакцинации | пунктами паспортного контроля | ,basis point|turning point|vaccination points|passport control points|item | post | paragraph | clause | pip | outlet | 
173,point,момент,tipping point|key point|important point|certain point|,переломный момент | ключевой момент | важный момент | определенный момент | ,tipping point|key point|important point|certain point|moment | time | thing | date | 
174,point,очки,ACP Point|bonus point|Reward Point|political point|,зачетные очки ашп | бонусные очки | поощрительные очки | политические очки | ,ACP Point|bonus point|Reward Point|political point|glass | run | sunglasses | score | spectacle | goggle | eyeglass | Lounge Point | 
175,point,балл,penalty point|,штрафные баллы | ,penalty point|magnitude | score | vote | ball | grade | 
176,point,смысл,empty_cell,empty_cell,sense | meaning | way | implication | 
177,point,дело,empty_cell,empty_cell,case | affair | business | thing | matter | cause | work | ministry | 
178,point,очко,first point|,первое очко | ,first point|run | pip | 
179,point,указывать,to point at the map|,указывать на карту | ,to point at the map|indicate | specify | show | suggest | point out | highlight | emphasize | 
180,point,указать,to point dramatically|to point the way|,театрально указать | указать путь | ,to point dramatically|to point the way|specify | indicate | enter | select | define | set | point out | state | 
181,point,направить,empty_cell,empty_cell,send | direct | deploy | focus | forward | aim | channel | turn | steer | 
182,point,отметить,empty_cell,empty_cell,say | note | mark | celebrate | point out | mention | click | observe | notice | 
183,point,ссылаться,empty_cell,empty_cell,invoke | link | refer | refer to | quote | cite | fall back | allege | 
184,point,показывать,empty_cell,empty_cell,show | indicate | suggest | demonstrate | reveal | display | show | 
185,point,обращать,empty_cell,empty_cell,pay | draw | pay | convert | invert | leave aside | 
186,point,отмечать,empty_cell,empty_cell,celebrate | note | mark | point out | observe | 
187,point out,отметить,empty_cell,empty_cell,say | note | mark | celebrate | mention | click | observe | notice | 
188,point out,выявить,empty_cell,empty_cell,reveal | identify | detect | expose | discover | uncover | highlight | identify | 
189,point out,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|,благоразумно указывать на риски золота | указывать на риски золота | указывать на отсутствие информации | ,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
190,point out,отмечать,empty_cell,empty_cell,celebrate | note | mark | observe | 
191,point out,указать,empty_cell,empty_cell,specify | indicate | point | enter | select | define | set | state | 
192,point out,подчеркивать,empty_cell,empty_cell,emphasize | stress | highlight | underscore | underline | note | accentuate | 
193,point out,заметить,empty_cell,empty_cell,notice | note | see | observe | spot | remark | mention | notice | 
194,point out,отмечаться,empty_cell,empty_cell,note | mark | celebrate | state | highlight | mark | 
195,point out,напомнить,empty_cell,empty_cell,remind | recall | remind | recall | resemble | 
196,strength,сила,physical strength|growing strength|political strength|economic strength|,физическая сила | растущая сила | политическая сила | экономической силы | ,physical strength|growing strength|political strength|economic strength|force | power | 
197,strength,прочность,structural strength|,прочность конструкции | ,structural strength|durability | resistance | toughness | solidity | stiffness | resilience | density | 
198,strength,сильная сторона,key strength|,сильная сторона | ,key strength|
199,strength,мощь,industrial strength|,промышленную мощь | ,industrial strength|power | might | capability | muscle | 
200,strength,преимущество,empty_cell,empty_cell,advantage | benefit | edge | 
201,strength,мощность,empty_cell,empty_cell,capacity | power | facility | output | capability | 
202,star,звезда,red star|gold star|rising star|bright star|,красная звезда | золотая звезда | восходящая звезда | яркая звезда | ,red star|gold star|rising star|bright star|
203,star,stars,empty_cell,empty_cell,empty_cell
204,star,стар,empty_cell,empty_cell,historic quarter | 
205,star,сниматься,empty_cell,empty_cell,film | untie | 
206,thing,вещь,interesting thing|different thing|simple thing|important thing|,интересная вещь | разные вещи | простая вещь | важная вещь | ,interesting thing|different thing|simple thing|important thing|stuff | item | belongings | clothes | object | 
207,thing,дело,good thing|first thing|terrible thing|,хорошее дело | Первое дело | ужасное дело | ,good thing|first thing|terrible thing|case | affair | business | matter | cause | work | ministry | point | 
208,thing,штука,rusted circular thing|marvelously constructed thing|little thing|weird thing|,ржавой круглой штукой | изумительно спроектированная штука | маленькими штуками | странные штуки | ,rusted circular thing|marvelously constructed thing|little thing|weird thing|piece | stuff | trick | stunt | 
209,thing,ситуация,empty_cell,empty_cell,situation | condition | environment | 
210,thing,предмет,non-living thing|,неживой предмет | ,non-living thing|item | subject | object | piece | Article | matter | artifact | 
211,thing,событие,empty_cell,empty_cell,event | development | 
212,thing,момент,key thing|very positive thing|second thing|,ключевой момент | очень положительный момент | второй момент | ,key thing|very positive thing|second thing|moment | point | time | date | 
213,thing,объект,empty_cell,empty_cell,object | facility | site | installation | target | property | building | entity | 
214,thing,явление,urban things|common thing|,городские явления | привычное явление | ,urban things|common thing|phenomenon | occurrence | 
215,coincide,совпадать,empty_cell,empty_cell,match | overlap | fit | match up | correspond | concur | converge | clash | 
216,coincide,совпасть,to coincide precisely|,точно совпасть | ,to coincide precisely|match | concur | match up | 
217,coincide,приурочить,empty_cell,empty_cell,time | 
218,dance,танец,folk dance|classical dance|traditional dance|Dance of Fire|,народный танец | классический танец | традиционный танец | танец огня | ,folk dance|classical dance|traditional dance|Dance of Fire|dancing | dancer | 
219,dance,бал,empty_cell,empty_cell,ball | 
220,dance,пляска,wild dance|,беспорядочные пляски | ,wild dance|dancing | 
221,dance,танцевать,to dance together|,танцевать вместе | ,to dance together|remix | 
222,dance,плясать,empty_cell,empty_cell,empty_cell
223,dance,потанцевать,empty_cell,empty_cell,empty_cell
224,countryside,местность,surrounding countryside|Tuscan countryside|beautiful countryside|green countryside|,окружающую загородную местность | тосканскую загородную местность | живописная сельская местность | зеленой загородной местности | ,surrounding countryside|Tuscan countryside|beautiful countryside|green countryside|area | terrain | location | setting | locality | landscape | 
225,countryside,деревня,Andalusian countryside|,андалузская деревня | ,Andalusian countryside|village | 
226,countryside,природа,empty_cell,empty_cell,nature | landscape | 
227,countryside,окрестность,empty_cell,empty_cell,surrounding area | surroundings | neighbourhood | vicinity | surrounding countryside | suburb | outskirt | 
228,countryside,загородный пейзаж,empty_cell,empty_cell,empty_cell
229,countryside,пейзаж,empty_cell,empty_cell,landscape | scenery | surroundings | 
230,countryside,загородные районы,empty_cell,empty_cell,empty_cell
231,break,перерыв,lunch break|winter break|short break|small break|,обеденный перерыв | зимнего перерыва | короткий перерыв | небольшой перерыв | ,lunch break|winter break|short break|small break|interruption | hiatus | interval | pause | recess | closure | adjournment | coffee break | 
232,break,отдых,relaxing break|family break|peaceful break|active break|,расслабляющий отдых | семейный отдых | спокойный отдых | активный отдых | ,relaxing break|family break|peaceful break|active break|holiday | rest | vacation | stay | recreation | relaxation | leisure | activity | 
233,break,разрыв,single-strand breaks|radical break|unrepaired single-strand breaks|,однонитевые разрывы | радикальный разрыв | Неустраненные однонитевые разрывы | ,single-strand breaks|radical break|unrepaired single-strand breaks|gap | rupture | discontinuity | divide | collapse | disconnect | tear | rift | 
234,break,льгота,tax break|,налоговая льгота | ,tax break|benefit | privilege | concession | incentive | perk | exemption | preference | rebate | 
235,break,каникула,summer break|spring break|mid-winter break|,летние каникулы | весенние каникулы | зимние каникулы | ,summer break|spring break|mid-winter break|holiday | vacation | recess | school holiday | 
236,break,перемена,empty_cell,empty_cell,change | shift | recess | transformation | 
237,break,отпуск,empty_cell,empty_cell,holiday | vacation | leave | leaf | 
238,break,прорыв,empty_cell,empty_cell,breakthrough | breakout | advance | rupture | penetration | leap | incursion | 
239,break,пауза,commercial break|,рекламная пауза | ,commercial break|pause | interval | intermission | interruption | 
240,break,сломать,to break his legs|,сломать ногу | ,to break his legs|break down | bring down | fracture | crack | 
241,break,нарушать,to break the law|to break the rules|,нарушать закон | нарушать правил | ,to break the law|to break the rules|violate | infringe | disrupt | disturb | upset | breach | abuse | violate | 
242,break,нарушить,to break with convention|,нарушить данное правило | ,to break with convention|violate | disrupt | disturb | breach | compromise | violate | upset | 
243,break,разбить,to break one transaction|to break my heart|,разбить одну транзакцию | разбить мое сердце | ,to break one transaction|to break my heart|smash | shatter | split | divide | dash | crush | partition | break up | 
244,break,ломать,to mostly break stealth|,ломать защиту самолётов-невидимок | ,to mostly break stealth|rack | wring | wreck | 
245,break,разорвать,to break this vicious circle|,разорвать этот порочный круг | ,to break this vicious circle|tear | sever | break off | disconnect | tore apart | cut off | tear up | sever | 
246,break,побивать,to break the record|to break every record|,побить рекорд | побить все рекорды | ,to break the record|to break every record|beat | hit | beat up | 
247,break,порвать,empty_cell,empty_cell,tear | break up | sever | tear up | 
248,break,разрушить,empty_cell,empty_cell,destroy | demolish | ruin | destroy | shatter | damage | disrupt | break down | 
249,break up,пресечь,empty_cell,empty_cell,break up | thwart | curb | disrupt | undercut | cut off | nip | curtail | 
250,break up,разогнать,empty_cell,empty_cell,disperse | break up | dispel | 
251,break up,ликвидировать,empty_cell,empty_cell,eliminate | liquidate | eliminate | eradicate | bust | break up | dismantle | smash | abolish | 
252,break up,развалиться,empty_cell,empty_cell,fall apart | collapse | break up | fall down | unravel | break down | 
253,break up,раскрыть,empty_cell,empty_cell,reveal | open | disclose | expose | uncover | expand | reveal | bring out | unveil | 
254,break up,распасться,empty_cell,empty_cell,collapse | fall apart | break up | disintegrate | 
255,break up,перекрыть,empty_cell,empty_cell,block | shut down | close | overlap | break up | close down | cut off | 
256,break up,сорвать,empty_cell,empty_cell,foil | disrupt | thwart | derail | tear | sabotage | jeopardize | frustrate | break up | 
257,break up,расстаться,empty_cell,empty_cell,part | break up | split up | 
258,break down,сломаться,empty_cell,empty_cell,break | snap | crash | 
259,break down,разрушить,empty_cell,empty_cell,destroy | demolish | ruin | destroy | break | shatter | damage | disrupt | 
260,break down,ломаться,to break down a lot|,часто ломаться | ,to break down a lot|break | 
261,break down,сломать,empty_cell,empty_cell,break | bring down | fracture | crack | break | 
262,break down,разбивать,empty_cell,empty_cell,split | break | categorize | 
263,break down,разрушаться,empty_cell,empty_cell,collapse | erode | break up | destroy | destroy | melt | 
264,break down,нарушаться,empty_cell,empty_cell,violate | disturb | 
265,break down,развеять,empty_cell,empty_cell,dispel | allay | 
266,break down,разрушать,empty_cell,empty_cell,destroy | destroy | break | ruin | disrupt | erode | dismantle | demolish | 
267,break off,разорвать,empty_cell,empty_cell,break | tear | sever | disconnect | tore apart | cut off | tear up | sever | 
268,break off,отламываться,empty_cell,empty_cell,empty_cell
269,break off,замолчать,empty_cell,empty_cell,silence | pause | 
270,break off,сорваться,empty_cell,empty_cell,empty_cell
271,break off,прервать,empty_cell,empty_cell,interrupt | break | terminate | disrupt | abort | discontinue | cancel | disconnect | counter | 
272,break off,разрывать,empty_cell,empty_cell,tear up | tear | 
273,break off,прерываться,empty_cell,empty_cell,interrupt | 
274,break out,разразиться,empty_cell,empty_cell,erupt | strike | burst | hit | 
