,trigram,freq
22328,"('that_SCONJ', 'he_PRON', 'may_AUX')",10
2154,"('the_DET', 'second_ADJ', 'car_NOUN')",10
2169,"('driver_NOUN', 'of_ADP', 'the_DET')",10
2171,"('the_DET', 'first_ADJ', 'car_NOUN')",10
30832,"('I_PRON', 'have_AUX', 'not_PART')",10
3625,"('he_PRON', 'have_AUX', 'be_AUX')",10
3740,"('across_ADP', 'the_DET', 'road_NOUN')",10
5230,"('out_ADP', 'of_ADP', 'his_DET')",10
1364,"('I_PRON', 'say_VERB', ""'I_PRON"")",10
19840,"('a_DET', 'account_NOUN', 'of_ADP')",10
2864,"('I_PRON', 'will_AUX', 'be_AUX')",10
18132,"('best_ADJ', 'of_ADP', 'you_PRON')",10
18810,"('the_DET', 'hand_NOUN', 'of_ADP')",10
4774,"('when_SCONJ', 'I_PRON', 'be_AUX')",10
18130,"('best_ADV', 'the_DET', 'best_ADJ')",10
1394,"('be_AUX', 'all_DET', 'right_NOUN')",10
21879,"('the_DET', 'conduct_NOUN', 'of_ADP')",10
31021,"('at_ADP', 'that_DET', 'time_NOUN')",10
2434,"('he_PRON', 'be_AUX', 'go_VERB')",10
18127,"('get_VERB', 'the_DET', 'best_ADV')",10
2397,"('and_CCONJ', 'then_ADV', 'the_DET')",10
96,"('go_VERB', 'to_ADP', 'the_DET')",10
22282,"('he_PRON', 'do_AUX', 'not_PART')",10
4172,"('the_DET', 'rest_NOUN', 'of_ADP')",10
22920,"('account_NOUN', 'of_ADP', 'the_DET')",10
1890,"('I_PRON', 'see_VERB', 'he_PRON')",10
4143,"('he_PRON', 'be_AUX', 'not_PART')",10
5374,"('the_DET', 'little_ADJ', 'boy_NOUN')",10
1485,"('look_VERB', 'at_ADP', 'i_PRON')",10
1147,"('for_ADP', 'a_DET', 'few_ADJ')",10
2976,"('do_AUX', 'not_PART', 'want_VERB')",10
2581,"('in_ADP', 'the_DET', 'morning_NOUN')",9
2862,"('you_PRON', 'know_VERB', 'I_PRON')",9
3494,"('of_ADP', 'i_PRON', 'I_PRON')",9
6721,"('to_PART', 'be_AUX', 'a_DET')",9
23338,"('the_DET', 'advantage_NOUN', 'of_ADP')",9
10283,"('she_DET', 'fight_NOUN', 'for_ADP')",9
10285,"('for_ADP', 'her_DET', 'life_NOUN')",9
2233,"('but_CCONJ', 'I_PRON', '___')",9
10282,"('and_CCONJ', 'she_DET', 'fight_NOUN')",9
1597,"('do_AUX', 'not_PART', 'you_PRON')",9
18782,"('in_ADP', 'the_DET', 'assembly_NOUN')",9
20628,"('that_PRON', 'have_AUX', 'be_AUX')",9
8251,"('you_PRON', 'and_CCONJ', 'I_PRON')",9
2284,"('he_PRON', 'say_VERB', 'I_PRON')",9
3010,"('this_PRON', 'be_AUX', 'the_DET')",9
23275,"('for_ADP', 'some_DET', 'time_NOUN')",9
10773,"('can_AUX', 'not_PART', 'go_VERB')",9
27884,"('have_VERB', 'a_DET', 'good_ADJ')",9
15590,"('that_PRON', 'of_ADP', 'the_DET')",9
10284,"('fight_NOUN', 'for_ADP', 'her_DET')",9
3980,"('you_PRON', '___', 'can_AUX')",9
3984,"('that_SCONJ', 'I_PRON', 'will_AUX')",9
6348,"('you_PRON', ""'_PART"", 'll_AUX')",9
11118,"('for_ADP', 'you_PRON', 'and_CCONJ')",9
19211,"('in_ADP', 'which_PRON', 'I_PRON')",9
2846,"('he_PRON', 'have_VERB', 'a_DET')",9
3266,"('end_NOUN', 'of_ADP', 'the_DET')",9
13903,"('that_SCONJ', 'they_PRON', 'be_AUX')",9
1008,"('a_DET', 'few_ADJ', 'minute_NOUN')",9
3758,"('but_CCONJ', 'it_PRON', 'be_AUX')",9
4483,"('and_CCONJ', 'he_PRON', 'be_AUX')",9
21193,"('he_PRON', 'can_AUX', 'not_PART')",9
24250,"('they_PRON', 'do_AUX', 'not_PART')",9
23398,"('about_ADP', 'this_DET', 'time_NOUN')",9
2104,"('by_ADP', 'the_DET', 'side_NOUN')",9
5563,"('see_VERB', 'a_DET', 'man_NOUN')",8
40416,"('in_ADP', 'the_DET', 'province_NOUN')",8
27776,"('I_PRON', 'shall_AUX', 'be_AUX')",8
1467,"('look_VERB', 'at_ADP', 'he_PRON')",8
1484,"('he_PRON', 'look_VERB', 'at_ADP')",8
1600,"('have_VERB', 'a_DET', 'car_NOUN')",8
1330,"('I_PRON', 'stop_VERB', 'the_DET')",8
8492,"('I_PRON', 'see_VERB', 'you_PRON')",8
1331,"('stop_VERB', 'the_DET', 'car_NOUN')",8
11204,"('i_PRON', 'to_ADP', 'the_DET')",8
7572,"('do_AUX', 'not_PART', 'need_VERB')",8
3742,"('road_NOUN', 'in_ADP', 'front_NOUN')",8
23209,"('that_PRON', 'it_PRON', 'be_AUX')",8
10763,"('this_PRON', 'I_PRON', 'want_VERB')",8
1455,"('be_AUX', 'not_PART', 'very_ADV')",8
3741,"('the_DET', 'road_NOUN', 'in_ADP')",8
3499,"('be_AUX', 'sorry_ADJ', 'mister_NOUN')",8
3778,"('give_VERB', 'he_PRON', 'a_DET')",8
3500,"('sorry_ADJ', 'mister_NOUN', 'Jackson_PROPN')",8
285,"('I_PRON', 'think_VERB', 'about_ADP')",8
3563,"('that_SCONJ', ""'s_PART"", 'all_PRON')",8
3425,"('I_PRON', '___', 'have_AUX')",8
22742,"('I_PRON', 'be_VERB', 'to_PART')",8
127,"('as_ADP', 'long_ADV', 'as_ADP')",8
11943,"('which_PRON', 'be_AUX', 'the_DET')",8
11237,"('be_AUX', 'move_VERB', 'to_ADP')",8
10146,"('I_PRON', 'be_AUX', 'trouble_ADJ')",8
1057,"('I_PRON', 'have_VERB', 'a_DET')",8
2019,"('but_CCONJ', 'I_PRON', 'have_VERB')",8
21029,"('year_NOUN', 'of_ADP', 'age_NOUN')",8
19228,"('in_ADP', 'the_DET', 'world_NOUN')",8
2047,"(""'_PART"", 'll_AUX', 'be_AUX')",8
4330,"('who_PRON', 'have_VERB', 'a_DET')",8
2787,"('it_PRON', 'be_AUX', 'very_ADV')",8
4438,"('the_DET', 'police_NOUN', 'station_NOUN')",8
2710,"('I_PRON', 'be_AUX', 'sorry_ADJ')",8
2700,"('but_CCONJ', 'I_PRON', 'think_VERB')",8
4484,"('he_PRON', 'be_AUX', 'very_ADV')",8
9516,"('soon_ADV', 'as_ADP', 'I_PRON')",8
24396,"('from_ADP', 'time_NOUN', 'to_ADP')",8
24397,"('time_NOUN', 'to_ADP', 'time_NOUN')",8
4627,"('a_DET', 'man_NOUN', 'who_PRON')",8
2211,"('and_CCONJ', 'then_ADV', 'he_PRON')",8
28640,"('the_DET', 'governor_NOUN', 'and_CCONJ')",8
2599,"('back_ADV', 'to_ADP', 'the_DET')",8
4693,"('mister_NOUN', 'Jackson_PROPN', ""'s_PART"")",8
8238,"('want_VERB', 'you_PRON', 'to_PART')",8
2269,"('his_DET', 'face_NOUN', 'be_AUX')",8
4837,"('I_PRON', 'tell_VERB', 'he_PRON')",8
4905,"('what_PRON', 'be_AUX', 'the_DET')",8
8535,"('to_PART', 'know_VERB', 'you_PRON')",8
2412,"('you_PRON', 'be_AUX', 'go_VERB')",8
37693,"('which_PRON', 'have_AUX', 'be_AUX')",8
10171,"('but_CCONJ', 'you_PRON', 'be_AUX')",8
3120,"('they_PRON', 'have_AUX', 'be_AUX')",8
10522,"('that_SCONJ', 'it_PRON', 'be_AUX')",8
11238,"('move_VERB', 'to_ADP', 'L.A_PROPN')",8
1295,"('star_VERB', 'at_ADP', 'i_PRON')",8
229,"('to_PART', 'go_VERB', 'to_ADP')",8
1704,"('I_PRON', 'see_VERB', 'a_DET')",8
3328,"('remember_VERB', 'anything_NOUN', 'about_ADP')",8
11391,"('will_AUX', 'be_AUX', 'right_ADJ')",8
217,"('I_PRON', 'need_VERB', 'to_PART')",8
5419,"('be_AUX', 'not_PART', 'the_DET')",8
382,"('I_PRON', 'be_AUX', 'at_ADP')",8
383,"('be_AUX', 'at_ADP', 'the_DET')",8
1739,"('the_DET', 'centre_NOUN', 'of_ADP')",8
3280,"('he_PRON', 'he_PRON', 'be_AUX')",8
23537,"('I_PRON', 'shall_AUX', 'have_AUX')",8
1740,"('centre_NOUN', 'of_ADP', 'the_DET')",8
14393,"('of_ADP', 'they_PRON', 'be_AUX')",8
7264,"('but_CCONJ', 'he_PRON', 'be_AUX')",8
5869,"('that_PRON', 'will_AUX', 'be_AUX')",8
11540,"('of_ADP', 'the_DET', 'world_NOUN')",8
5898,"('and_CCONJ', 'have_VERB', 'a_DET')",8
1816,"(""'_PART"", 'he_PRON', 'say_VERB')",8
3222,"('not_PART', 'want_VERB', 'to_PART')",8
19716,"('into_ADP', 'my_DET', 'hand_NOUN')",7
8353,"('be_AUX', 'bear_VERB', 'in_ADP')",7
4800,"('and_CCONJ', 'I_PRON', 'think_VERB')",7
26415,"('the_DET', 'next_ADJ', 'day_NOUN')",7
18478,"('of_ADP', 'which_PRON', 'he_PRON')",7
7831,"('do_AUX', 'not_PART', 'care_VERB')",7
18630,"('and_CCONJ', 'in_ADP', 'a_DET')",7
26357,"('and_CCONJ', 'in_ADP', 'the_DET')",7
15831,"('what_PRON', 'be_AUX', 'go_VERB')",7
771,"('be_AUX', 'talk_VERB', 'to_ADP')",7
33485,"('will_VERB', 'to_PART', 'be_AUX')",7
4178,"('he_PRON', 'shall_AUX', 'be_AUX')",7
17355,"('may_AUX', 'be_AUX', 'the_DET')",7
15830,"('look_VERB', 'what_PRON', 'be_AUX')",7
15825,"('what_PRON', ""'s_PART"", 'that_SCONJ')",7
24602,"('which_PRON', 'he_PRON', 'have_AUX')",7
1326,"('can_AUX', 'not_PART', 'see_VERB')",7
23647,"('I_PRON', 'begin_VERB', 'to_PART')",7
28857,"('the_DET', 'governor_NOUN', ""'s_PART"")",7
19738,"('in_ADP', 'the_DET', 'same_ADJ')",7
19760,"('the_DET', 'name_NOUN', 'of_ADP')",7
15826,"(""'s_PART"", 'that_SCONJ', 'sound_ADJ')",7
15832,"('be_AUX', 'go_VERB', 'down_ADV')",7
6183,"('I_PRON', ""'_PART"", 'll_AUX')",7
2046,"('we_PRON', ""'_PART"", 'll_AUX')",7
3424,"('and_CCONJ', 'I_PRON', '___')",7
1711,"(""'_PART"", 'do_AUX', 'you_PRON')",7
3270,"('and_CCONJ', 'then_ADV', 'I_PRON')",7
1766,"('not_PART', 'think_VERB', 'he_PRON')",7
11458,"('if_SCONJ', 'I_PRON', 'be_AUX')",7
3158,"('because_SCONJ', 'they_PRON', 'be_AUX')",7
1892,"('he_PRON', 'say_VERB', 'he_PRON')",7
3038,"('be_AUX', 'very_ADV', 'kind_ADJ')",7
1981,"('the_DET', 'back_NOUN', 'of_ADP')",7
6164,"('and_CCONJ', 'I_PRON', 'will_AUX')",7
1984,"('it_PRON', ""'_X"", ""'_X"")",7
12052,"('to_PART', 'be_AUX', 'the_DET')",7
6194,"('I_PRON', 'be_AUX', 'very_ADV')",7
78352,"(""'s_PART"", 'shit_NOUN', 'you_PRON')",7
3524,"('now_ADV', 'I_PRON', 'be_AUX')",7
78353,"('shit_NOUN', 'you_PRON', 'gottum_ADP')",7
6267,"('do_AUX', 'not_PART', 'see_VERB')",7
21096,"('of_ADP', 'it_PRON', 'and_CCONJ')",7
17813,"('save_CCONJ', 'i_PRON', 'from_ADP')",7
21117,"('if_SCONJ', 'I_PRON', 'will_AUX')",7
12740,"('you_PRON', 'be_AUX', 'still_ADJ')",7
12756,"('the_DET', 'time_NOUN', 'I_PRON')",7
2285,"('say_VERB', 'I_PRON', 'think_VERB')",7
2299,"('be_AUX', 'try_VERB', 'to_PART')",7
2492,"('I_PRON', 'think_VERB', 'the_DET')",7
21580,"('be_AUX', 'find_VERB', 'in_ADP')",7
13067,"('you_DET', 'partner_NOUN', ""'s_PART"")",7
2387,"('I_PRON', 'be_AUX', 'go_VERB')",7
11226,"('in_ADP', 'the_DET', 'way_NOUN')",7
8493,"('see_VERB', 'you_PRON', 'cry_NOUN')",7
25552,"('that_SCONJ', 'he_PRON', 'will_AUX')",7
15129,"('of_ADP', 'his_DET', 'own_ADJ')",7
3640,"('you_PRON', '___', 'do_AUX')",7
3632,"('but_CCONJ', 'he_PRON', '___')",7
23336,"('I_PRON', 'have_VERB', 'the_DET')",7
1464,"('I_PRON', 'think_VERB', 'I_PRON')",7
45491,"('the_DET', 'mean_NOUN', 'of_ADP')",7
11008,"('the_DET', 'world_NOUN', 'and_CCONJ')",7
23353,"('the_DET', 'printing_NOUN', 'house_NOUN')",7
1529,"(""'_X"", ""'_X"", 'Oh_PROPN')",7
33945,"('which_PRON', 'I_PRON', 'shall_AUX')",6
57826,"('the_DET', 'defense_NOUN', 'of_ADP')",6
13046,"('you_PRON', 'do_AUX', 'not_PART')",6
41673,"('at_ADP', 'liberty_NOUN', 'to_PART')",6
13619,"('the_DET', 'art_NOUN', 'of_ADP')",6
12738,"('you_PRON', 'baby_ADV', 'but_CCONJ')",6
2601,"('the_DET', 'car_NOUN', 'I_PRON')",6
2600,"('to_ADP', 'the_DET', 'car_NOUN')",6
12739,"('baby_ADV', 'but_CCONJ', 'you_PRON')",6
41936,"('I_PRON', 'will_AUX', 'not_PART')",6
4723,"('mister_NOUN', 'Jackson_PROPN', 'be_AUX')",6
822,"('to_ADP', 'i_PRON', 'and_CCONJ')",6
12736,"('here_ADV', 'without_ADP', 'you_PRON')",6
23354,"('printing_NOUN', 'house_NOUN', 'I_PRON')",6
49894,"('on_ADP', 'the_DET', 'whole_NOUN')",6
12757,"('time_NOUN', 'I_PRON', 'be_AUX')",6
2256,"('there_ADV', 'be_AUX', 'two_NUM')",6
2268,"('and_CCONJ', 'his_DET', 'face_NOUN')",6
2270,"('face_NOUN', 'be_AUX', 'very_ADV')",6
2526,"('about_ADP', 'twenty_NUM', 'year_NOUN')",6
27285,"('he_PRON', 'give_VERB', 'i_PRON')",6
12737,"('without_ADP', 'you_PRON', 'baby_ADV')",6
12735,"('be_AUX', 'here_ADV', 'without_ADP')",6
4990,"('away_ADV', 'from_ADP', 'the_DET')",6
10893,"('go_VERB', 'any_DET', 'further_ADV')",6
4441,"('there_ADV', '___', 'be_AUX')",6
10853,"('now_ADV', 'you_PRON', 'wannon_ADP')",6
2094,"('all_PRON', 'over_ADP', 'the_DET')",6
2113,"('it_PRON', 'seem_VERB', 'that_SCONJ')",6
10892,"('not_PART', 'go_VERB', 'any_DET')",6
4481,"('his_DET', 'job_NOUN', 'and_CCONJ')",6
65482,"('the_DET', 'proprietary_ADJ', 'estate_NOUN')",6
42329,"('hundred_NUM', 'and_CCONJ', 'fifty_NUM')",6
2654,"(""'I_PRON"", 'be_AUX', 'sorry_ADJ')",6
9518,"('I_PRON', 'make_VERB', 'a_DET')",6
12734,"('I_PRON', 'be_AUX', 'here_ADV')",6
2166,"('talk_VERB', 'to_ADP', 'the_DET')",6
2167,"('to_ADP', 'the_DET', 'driver_NOUN')",6
4498,"(""'_X"", 'yes_INTJ', ""'_X"")",6
2641,"('hitch_ADJ', 'hiker_NOUN', 'be_AUX')",6
24361,"('it_PRON', 'to_PART', 'be_AUX')",6
2637,"('into_ADP', 'the_DET', 'car_NOUN')",6
2616,"('from_ADP', 'the_DET', 'side_NOUN')",6
28864,"('the_DET', 'mean_ADJ', 'time_NOUN')",6
28863,"('in_ADP', 'the_DET', 'mean_ADJ')",6
10897,"('want_VERB', 'you_PRON', 'so_ADV')",6
18737,"('the_DET', 'government_NOUN', 'of_ADP')",6
10894,"('any_DET', 'further_ADV', 'then_ADV')",6
16952,"('you_DET', 'chance_NOUN', 'to_PART')",6
16944,"('you_PRON', 'only_ADV', 'get_VERB')",6
21928,"('so_ADV', 'that_SCONJ', 'I_PRON')",6
16945,"('only_ADV', 'get_VERB', 'one_NUM')",6
16946,"('get_VERB', 'one_NUM', 'shot_NOUN')",6
16947,"('one_NUM', 'shot_NOUN', 'do_AUX')",6
16948,"('shot_NOUN', 'do_AUX', 'not_PART')",6
16949,"('do_AUX', 'not_PART', 'miss_VERB')",6
16950,"('not_PART', 'miss_VERB', 'you_DET')",6
16951,"('miss_VERB', 'you_DET', 'chance_NOUN')",6
16953,"('chance_NOUN', 'to_PART', 'blow_VERB')",6
16942,"('it_PRON', 'go_VERB', 'you_PRON')",6
16954,"('to_PART', 'blow_VERB', 'this_DET')",6
16955,"('blow_VERB', 'this_DET', 'opportunity_NOUN')",6
31288,"('a_DET', 'great_ADJ', 'deal_NOUN')",6
665,"('so_ADV', 'bad_ADV', 'it_PRON')",6
16956,"('this_DET', 'opportunity_NOUN', 'come_VERB')",6
16957,"('opportunity_NOUN', 'come_VERB', 'once_ADV')",6
16958,"('come_VERB', 'once_ADV', 'in_ADP')",6
16959,"('once_ADV', 'in_ADP', 'a_DET')",6
16960,"('in_ADP', 'a_DET', 'lifetime_NOUN')",6
16943,"('go_VERB', 'you_PRON', 'only_ADV')",6
16941,"('let_NOUN', 'it_PRON', 'go_VERB')",6
10896,"('then_ADV', 'this_PRON', 'I_PRON')",6
16930,"('in_ADP', 'the_DET', 'music_NOUN')",6
8773,"('when_SCONJ', 'you_PRON', 'be_AUX')",6
24959,"('they_PRON', 'be_AUX', 'not_PART')",6
4437,"('to_ADP', 'the_DET', 'police_NOUN')",6
13362,"('seem_VERB', 'to_PART', 'be_AUX')",6
10895,"('further_ADV', 'then_ADV', 'this_PRON')",6
16926,"('you_PRON', 'better_ADV', 'lose_VERB')",6
16927,"('better_ADV', 'lose_VERB', 'yourself_ADV')",6
16928,"('lose_VERB', 'yourself_ADV', 'in_ADP')",6
16929,"('yourself_ADV', 'in_ADP', 'the_DET')",6
16931,"('the_DET', 'music_NOUN', 'the_DET')",6
16940,"('never_DET', 'let_NOUN', 'it_PRON')",6
16932,"('music_NOUN', 'the_DET', 'moment_NOUN')",6
16933,"('the_DET', 'moment_NOUN', 'you_PRON')",6
16934,"('moment_NOUN', 'you_PRON', 'own_VERB')",6
16935,"('you_PRON', 'own_VERB', 'it_PRON')",6
16936,"('own_VERB', 'it_PRON', 'you_PRON')",6
16937,"('it_PRON', 'you_PRON', 'better_VERB')",6
16938,"('you_PRON', 'better_VERB', 'never_DET')",6
4976,"('be_AUX', 'in_ADP', 'you_DET')",6
16939,"('better_VERB', 'never_DET', 'let_NOUN')",6
4872,"('not_PART', 'it_PRON', ""'_X"")",6
1533,"('I_PRON', 'be_AUX', 'so_ADV')",6
29168,"('which_PRON', 'be_AUX', 'a_DET')",6
